group,Escherichia/Shigella,Veillonella,Bacillus,Arthrobacter,Plesiomonas,Paracoccus,Ralstonia,Prevotella,Victivallis,Acetanaerobacterium,Erysipelotrichaceae_incertae_sedis,Gardnerella,Coprobacillus,Pseudoflavonifractor,Delftia,Bilophila,Paraprevotella,Stenotrophomonas,Alteromonas,Enhydrobacter,Campylobacter,Dorea,Pseudocitrobacter,Anaerostipes,Marinobacter,Terrisporobacter,Rothia,Lautropia,Flavonifractor,Slackia,Psychrobacter,Weissella,Methylophaga,Clostridium_XlVb,Mycoplasma,Anaerococcus,Clostridium_III,Enterobacter,Barnesiella,Lactobacillus,Limnohabitans,Sphingopyxis,Atopobium,Clostridium_XVIII,Sphingobium,Coprococcus,Senegalimassilia,Holdemania,Polaromonas,Klebsiella,Vulcaniibacterium,Paraeggerthella,Gordonibacter,Shinella,Negativicoccus,Howardella,Micrococcus,Devosia,Lachnospira,Actinomyces,Treponema,Luteimonas,Robinsoniella,Alloprevotella,Catonella,Kocuria,Desulfovibrio,Cloacibacillus,Comamonas,Pelomonas,Rummeliibacillus,Cellulosilyticum,Adlercreutzia,Eikenella,Methylobacterium,Tepidimonas,Flavobacterium,Coprobacter,Ruminococcus2,Oribacterium,Rhodococcus,Leptotrichia,Aggregatibacter,Abiotrophia,Peptoniphilus,Brachybacterium,Faecalibacterium,Dialister,Anaerosporobacter,Selenomonas,Alcanivorax,Cronobacter,Lachnoanaerobaculum,Ottowia,Bacteroides,Stomatobaculum,Porphyrobacter,Romboutsia,Acinetobacter,Helicobacter,Vibrio,Enterococcus,Mobilitalea,Succinivibrio,Hydrogenoanaerobacterium,Hyphomicrobium,Chitinimonas,Lacihabitans,Cloacibacterium,Hydrogenophaga,Paenibacillus,Moryella,Intestinibacter,Xenophilus,Parvimonas,Zoogloea,Megamonas,Ramlibacter,Sutterella,Roseovarius,Phascolarctobacterium,Blastococcus,Rhodoluna,Butyrivibrio,Moraxella,Roseburia,Tsukamurella,Cellvibrio,Cetobacterium,Haemophilus,Roseomonas,Faecalitalea,Odoribacter,Serratia,Oxalobacter,Pantoea,Elizabethkingia,Leuconostoc,Propionispira,Buttiauxella,Raoultella,Methyloversatilis,Leifsonia,Microbacterium,Terrimonas,Obesumbacterium,Algoriphagus,Pyramidobacter,Arcobacter,Filifactor,Christensenella,Catenibacterium,Finegoldia,Neisseria,Ezakiella,Acidaminococcus,Shuttleworthia,Acetatifactor,Isoptericola,Hydrogenophilus,Aquabacterium,Mitsuokella,Catabacter,Thiothrix,Fretibacterium,Cardiobacterium,Massilia,Brevibacterium,Salinihabitans,Herpetosiphon,Burkholderia,Sphingorhabdus,Lawsonia,Anaeroglobus,Gordonia,Phyllobacterium,Porphyromonas,Caulobacter,Gemella,Melaminivora,Faecalicoccus,Clostridium_sensu_stricto,Pseudorhodobacter,Pseudobutyrivibrio,Lysobacter,Peptococcus,Lachnospiracea_incertae_sedis,Chryseobacterium,Undibacterium,Oceanobacillus,Clostridium_IV,Lactococcus,Tannerella,Thiopseudomonas,Pseudoxanthomonas,Holdemanella,Phocaeicola,Murdochiella,Thalassospira,Pelagibius,Novosphingobium,Parabacteroides,Butyricicoccus,Collinsella,Marivita,Leucobacter,Granulicatella,Eisenbergiella,Succinatimonas,Oscillibacter,Lactonifactor,Rhizobium,Schwartzia,Alistipes,Diplorickettsia,Coprothermobacter,Akkermansia,Erysipelothrix,Saccharopolyspora,Sphingobacterium,Cnuella,Butyricimonas,Capnocytophaga,Megasphaera,Corynebacterium,Nocardioides,Ruminococcus,Scardovia,Bulleidia,Alloscardovia,Halobacteriovorax,Geodermatophilus,Dermacoccus,Bosea,Nitrosospira,Intestinimonas,Azoarcus,Pseudoramibacter,Gemmiger,Brevibacillus,Skermanella,Thermicanus,Bdellovibrio,Brevundimonas,Centipeda,Aquihabitans,Sphingomonas,Bradyrhizobium,Phenylobacterium,Clostridium_XlVa,Shewanella,Gemmobacter,Hyphomonas,Luteolibacter,Actinobacillus,Allisonella,Allobaculum,Schlegelella,Youngiibacter,Sandaracinobacter,Pseudonocardia,Anaerofilum,Olsenella,Bifidobacterium,Mucispirillum,Tepidimicrobium,Turicibacter,Exiguobacterium,Aureimonas,Piscicoccus,Fusicatenibacter,Blautia,Rhodobacter,Kinneretia,Acidovorax,Chitinilyticum,Fusobacterium,Pasteurella,Parasutterella,Streptomyces,Aestuariibacter,Mucilaginibacter,Citrobacter,Alkanindiges,Geobacillus,Flavisolibacter,Eggerthella,Peptostreptococcus,Anaerotruncus,Methanobrevibacter,Eubacterium,Proteus,Propionibacterium,Solobacterium,Hungatella,Staphylococcus,Streptococcus,Morganella,Clostridium_XI,Elusimicrobium,Sneathia,Aeromonas,Pseudomonas
oCRC(huadong cohort),28.71926578,1.833666956,0,0.001888431,0,0,0,0.018884315,0,0,0,0.009442157,0,0.003776863,0,0.003776863,0.001888431,0.005665294,0,0,0.005665294,0.011330589,0,0.001888431,0,0,0.003776863,0,0.003776863,0,0,0,0,0.018884315,0,0,0,0,0,0.164293538,0,0,0.003776863,0.003776863,0,0.005665294,0,0,0,0.007553726,0,0,0,0,0,0,0,0,0,0.266268837,0,0,0,0,0,0,0.022661178,0,0,0,0,0,0,0,0,0,0,0,0.007553726,0,0,0,0,0.022661178,0,0,0.160516675,0.020772746,0,0,0,0,0,0,67.39245383,0,0,0.007553726,0,0,0,0.268157269,0,0,0,0,0,0,0,0,0.198285304,0,0,0,0.001888431,0,0.049099218,0,0,0,0.018884315,0,0,0,0,0.033991766,0,0,0,0.001888431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001888431,0,0,0.001888431,0,0,0,0,0,0,0.007553726,0,0,0,0,0,0,0,0,0,0,0,0,0.001888431,0,0,0,0,0,0,0,0,0,0,0.009442157,0,0,0,0,0.079314122,0,0,0,0.007553726,0,0,0,0,0,0,0,0,0,0,0.016995883,0,0,0,0,0.047210787,0.001888431,0,0.016995883,0,0,0,0.009442157,0,0,0.047210787,0,0,0,0,0.001888431,0,0.007553726,0.005665294,0,0.028326472,0.003776863,0,0,0,0,0,0,0,0,0,0,0.081202553,0,0,0,0,0,0,0,0,0,0,0.083090985,0,0,0,0,0,0,0.011330589,0,0,0,0,0,0.005665294,0.092533142,0.001888431,0.001888431,0,0,0,0,0.003776863,0.015107452,0,0,0,0,0.005665294,0,0.009442157,0,0,0,0,0,0,0,0,0.001888431,0,0,0.005665294,0,0,0,0.003776863,0,0.07742569,0,0.001888431,0,0,0,0
oCRC(huadong cohort),2.44907109,12.11365483,0,0,0,0,0,0.036427831,0,0,0.005604282,0,0,0.005604282,0,0.014010704,0,0.028021408,0,0,0,0,0,0,0,0,0,0,0.647294533,0,0,0,0,0.016812845,0,0,0,0.002802141,0.002802141,0.263401239,0,0,0,0,0,0,0,0,0,0.056042817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002802141,0,0,0.022417127,0,0,0,0,0,0.002802141,0,0,0,0,0,0.022417127,0,0,0,0,0,0,0,10.65373946,0.039229972,0,0,0,0,0,0,31.6473786,0.002802141,0,0.509989632,0,0,0,0.075657803,0,0,0,0,0,0,0,0,0,0,0,0,0.005604282,0,0.047636394,0,0,0,0.070053521,0,0,0,0,0.047636394,0,0,0,0.109283493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056042817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002802141,0,0,0.002802141,0,0,0,0,0.002802141,0,0,0.019614986,0,0,0,0,0.218566985,0,0,0,0.229775549,0,0,0,0,0.011208563,0,0,0,0,0,11.36548323,0,0.507187491,0,0,0.002802141,0,0,0.028021408,0,0,0,0.005604282,0,0.005604282,0.106481352,0,0,0,0,0.002802141,0,3.617563819,0,0,0.064449239,0,0,0,0,0,0,0,0,0,0,0,4.870120772,0,0,0,0,0,0,0,0,0,0,0.148513464,0,0,0,0,0,0,0.008406423,0,0,0,0,0.008406423,0.002802141,5.071874912,0.002802141,0,0,0,0,0,0,0.204556281,0,0,0,0,0.061647098,0,14.01630846,0,0,0,0,0,0,0,0.011208563,0,0,0,0.008406423,0.011208563,0,0,0,0,0.330652619,0,0.092470648,0,0,0,0
oCRC(huadong cohort),1.684267801,1.785670121,0,0,0,0,0,11.94074147,0,0,0.004946455,0,0.002473227,0.081616501,0,0.160759775,0.66282492,0.004946455,0,0,0,0.563895828,0,0.301733732,0,0,0.002473227,0,0.694976875,0,0,0,0,0.116241684,0,0,0.002473227,0,0.002473227,0,0,0,0,0.242376277,0,0.004946455,0,0,0,0.044518092,0,0,0,0,0,0.009892909,0,0,0,0.004946455,0,0,0,3.136052235,0,0,0.012366137,0,0,0,0,0,0,0,0,0,0,0,0.029678728,0,0,0,0,0,0,0,11.10726387,0.014839364,0,0,0,0,0,0,7.377637079,0,0,0.150866866,0,0.002473227,0,0.002473227,0,0,0,0,0,0,0,0,0,0,0.044518092,0,0.009892909,0,14.96302525,0,0.924987016,0,8.178962728,0,0,0,0,11.73299038,0,0,0,0.529270645,0,0,0.180545594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002473227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002473227,0,0.002473227,0,0,0.596047783,0,0,0,0,4.352880073,0,0,0,0.004946455,0,0,0,0,0.116241684,0,0,0,0,0,1.679321346,0,0.096455865,0,0,0.002473227,0,0,1.058541291,0.002473227,0,0,0.435288007,0,0,0.007419682,0,0,0,0,0.007419682,0,0.004946455,0.002473227,0,5.953058146,0,0,0,0,0,0,0,0,0.118714911,0,0,2.131921945,0,0,0,0,0,0,0,0,0,0,4.286102936,0,0,0,0,0,0.494645463,0,0,0,0,0,0,0,0.442707689,0,0.007419682,0,0,0,0,0.291840823,0.398189598,0,0,0,0,0.009892909,0,0.004946455,0,0,0,0.002473227,0,0,0,0,0.002473227,0,0,0.660351693,0,0,0.002473227,0.024732273,0,0.076670047,0,0,0,0,0,0
oCRC(huadong cohort),6.466388253,6.914320356,0,0,0,0,0,2.879563519,0,0.003367911,0.006735821,0,0.006735821,0.003367911,0,0.010103732,3.873097131,0,0,0,0,0.020207463,0,0.020207463,0,0,0.003367911,0.003367911,0.548969419,0,0,0,0,0.43109255,0,0,0,0,0.013471642,0.740940321,0,0,0.013471642,0.12461269,0,0.013471642,0,0.030311195,0,2.522565001,0,0,0,0,0,0,0,0,0.006735821,0.013471642,0,0,0,0.010103732,0,0,0.043782837,0,0,0,0,0,0.003367911,0.003367911,0,0,0,0,0.299744039,0,0,0,0,0,0,0,17.11572141,0.074094032,0.003367911,0,0,0,0,0,22.86811262,0,0,0.006735821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013471642,0,0,0,7.092819615,0,0,0,0.629799273,0,0,0,0,2.034217971,0,0,0,0.0639903,0,0,0.134716422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003367911,0,0,0,0.400781355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020207463,0,0,0,0,11.24545332,0,0,0,0.090933585,0,0,0,0,0,0,0,0,0,0,1.518927657,0,0.070726122,0,0,0,0,0,0.599488078,0.006735821,0,0,0.808298532,0,0,0.013471642,0,0,0,0,0,0,0.178499259,0.003367911,0,0.117876869,0,0,0,0,0,0,0,0,0.003367911,0,0,2.485517985,0,0,0,0,0,0,0,0,0,0,2.030850061,0,0,0,0,0,0.239121649,0,0,0,0,0,0,0,0.050518658,0,0,0,0,0,0,0.043782837,0.808298532,0,0,0,0,0.013471642,0,1.145089586,0,0,0,0.010103732,0,0,0,0,0.003367911,0.272800754,0,0.377205981,0,0,0,0.033679105,0,2.330594099,0,0.006735821,0,0,0,0
oCRC(huadong cohort),7.742757084,0.003183699,0,0,0,0,0,0.076408787,0,0,0.003183699,0,0.006367399,0.012734798,0,0.474371219,0,0.003183699,0,0,0.003183699,0.181470869,0,0.076408787,0,0.003183699,0,0,0.251512257,0,0,0,0,0.751353072,0,0,0,0,0.573065903,0.006367399,0,0,0,0.203756765,0,0.41388093,0,0.015918497,0,0.003183699,0,0,0,0,0,0.003183699,0,0,0,0,0,0,0,0.003183699,0,0,0.82139446,0,0,0,0,0,0.006367399,0.035020694,0,0,0,0,0.213307864,0,0,0,0,0,0,0,7.558102515,1.29576568,0,0,0,0,0,0,28.19802611,0,0,0.019102197,0,0,0,0.003183699,0,0,0,0,0,0,0,0,0,0,0,0,0.003183699,0,0.019102197,0,0.015918497,0,1.095192614,0,0,0,0,0.964660936,0,0,0,0.006367399,0,0,0.735434575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009551098,0,0,0,0,0.003183699,0,0,0,0,0.003183699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095510984,0,0,0.019102197,0,0,0,0,5.300859599,0,0,0,0.29608405,0,0,0,0,0,0,0,0,0,0,0.276981853,0,0.289716651,0,0,0.098694683,0.668576886,0,1.162050302,0.006367399,0,0,2.741165234,0,0,13.5370901,0,0,0,0,0.143266476,0,0.006367399,0,0,11.06335562,0,0,0,0,0,0,0,0,0.035020694,0,0,1.967526266,0,0,0,0,0,0,0.003183699,0,0,0,2.378223496,0,0,0,0,0,0,0,0,0,0,0,0.006367399,0,5.00159185,0,0,0,0,0,0,0.098694683,0.945558739,0,0,0,0,0.576249602,0,0,0,0,0,0,0,0,0,0,0.098694683,0.082776186,0.003183699,0.318369946,0,0,0,0.662209487,0,0.105062082,0.194205667,0,0,0,0,0
oCRC(huadong cohort),0.31988189,0,0,0.01230315,0,0,0,0.036909449,0,0,0.01230315,0,0,0,0,0.63976378,0.602854331,0.01230315,0,0,0,0.812007874,0,0.098425197,0,0,0,0,2.448326772,0,0,0,0,1.759350394,0,0,0,0,0,0.036909449,0,0,0,0.024606299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.571358268,0,0,0,0,0,0,0,6.508366142,0,0,0,0,0,0,0,21.56742126,0,0,0.036909449,0,0,0,0.036909449,0,0,0,0,0,0,0,0,0,0,0.024606299,0,0.073818898,0,0,0,1.599409449,0,1.710137795,0,0,0,0,5.068897638,0,0,0,0.01230315,0,0,0.246062992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01230315,0,0,0,0,0.01230315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.341043307,0,0,0,0.233759843,0,0,0,0,0,0,0,0,0,0,1.55019685,0,0.01230315,0,0,0,0.332185039,0,1.008858268,0,0,0,0.812007874,0,0,30.08120079,0,0,0,0,0.725885827,0,0,0.024606299,0,5.880905512,0,0,0,0,0,0,0,0,0.147637795,0,0,0.061515748,0,0,0,0,0,0,0,0,0,0,5.782480315,0,0,0,0,0,0.024606299,0,0,0,0,0,0,0,0.01230315,0,0,0,0,0,0,0.024606299,4.478346457,0,0,0,0,0.393700787,0,0,0,0,0,0,0,0,0,0.098425197,0.036909449,0.221456693,0,0.295275591,0,0,0,0.061515748,0,0.061515748,0,0,0,0,0,0
oCRC(huadong cohort),0.060685749,0.012642864,0,0,0,0,0.002528573,41.04632346,0,0,0,0,0,0.025285729,0,0.240214423,0.005057146,0.010114291,0,0,0.007585719,0.300900172,0,0.012642864,0,0.002528573,0,0,0.245271569,0.010114291,0,0,0,6.804389603,0,0,0,0.091028623,0.060685749,0.012642864,0,0,0.002528573,0.002528573,0,0.16688581,0.05310003,0,0,0.025285729,0,0,0,0,0,0,0,0,0,0,0.063214322,0,0,0,0,0,0.045514312,0,0,0,0,0,0,0,0,0,0,0,0.45767169,0.18458582,0,0,0,0,0,0,0.366643067,24.3198139,0,0.020228583,0,0,0.022757156,0,3.580459189,0,0,0.002528573,0,0,0,0.002528573,0,0,0.002528573,0,0,0,0,0,0,0,0.005057146,0,1.55760089,0,0.01770001,0,0.05310003,0,0.007585719,0,0,0,0,0.108728634,0,0,0,0.007585719,0,0,0.002528573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.212602407,0,0,0,0.007585719,0,0,0,0,0,0,0,0,0,0,0,0,5.127945787,0,0,0,0,0,0.005057146,0,0,0,0,0,0,0,0.058157176,0,0,0.05310003,0,0,0,0,0.096085769,0,0,0,0.01770001,0,0,0,0,0.050571457,3.658844948,0,0,0,0.002528573,0.427328816,0,0.068271468,0,0,0.005057146,0.032871447,0,1.213714979,0.002528573,0,0,0.242742996,0,0,0.389400223,0,0,0,0,0.16688581,0,0.005057146,0,0,0.03540002,0,0,0.007585719,0,0,0,0,0,0.025285729,0,0.03540002,0.126428644,0,0,0,0,0,0,0,0,0,0,1.625872358,0.005057146,0,0,0,0,0.027814302,0,0,0,0,0,0.030342874,0.005057146,0.020228583,0.002528573,0,0,0,0,0,0.01770001,0.151714372,0,0,0,0,0.189642966,0,0,0,0,0,0,0,0,0,0.022757156,0.867300496,0.010114291,0,0.093557196,0,0,0.472843127,0.293314453,0,0.045514312,0,0.015171437,0,0,0,0
oCRC(huadong cohort),23.84613799,0.057718868,0.002061388,0.004122776,0,0,0,0.037104986,0,0,0.012368329,0,0,0,0,0.2432438,0.018552493,0.006184164,0,0,0,0.02267527,0,0.098946631,0,0,0,0,0.109253571,0.002061388,0,0,0,0.006184164,0,0.002061388,0,0.006184164,0.006184164,0.006184164,0,0,0.002061388,1.53985694,0,0,0,0,0,0.259734905,0,0,0.002061388,0,0,0,0,0,0,0.006184164,0,0,0,0,0.002061388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026798046,0,0,0.002061388,0,0.002061388,0,0,0.284471563,0.024736658,0.002061388,0,0,0,0.014429717,0,10.77693719,0,0,0.004122776,0,0,0,0.010306941,0,0,0,0,0,0,0,0,0,0.002061388,0.05565748,0,0.030920822,0,0.016491105,0,0,0,0.026798046,0,0,0,0,0.070087197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002061388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002061388,0,0,0,0,0,0,0,0,0.002061388,0,0,0,0,0,0.05565748,0,0.105130795,0,0,0.090701078,0,0,0,0,8.486734967,0,0,0,0.051534703,0,0,0,0,0,0.002061388,0,0,0,0,0.911133557,0,0.012368329,0,0,0.002061388,0.008245553,0,0.02267527,0,0,0,0.016491105,0,0.002061388,33.75316938,0,0,0,0,0,0,0.008245553,0,0,0.037104986,0,0,0,0,0,0,0,0,0,0,0,0.053596092,0,0,0,0,0,0,0.002061388,0,0.002061388,0,10.86351549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096885243,0,0,0,0,0,0,0.004122776,0.247366577,0,0,0,0,6.606748985,0,0.012368329,0,0,0,0,0,0,0,0.041227763,0.303024056,0,0,0.016491105,0,0.002061388,0,0.294778504,0,0.212322978,0,0.016491105,0,0,0.004122776,0
oCRC(huadong cohort),10.31205351,7.642929617,0,0.004141387,0,0,0,0.022777628,0,0,0.04762595,0,0.016565548,0.072474272,0,0.200857267,0.002070693,0.020706935,0,0,0,0.014494854,0,0.024848322,0,0,0.00621208,0,0.913175823,0,0,0,0,0.039343176,0,0,0,0.004141387,0.010353467,0.024848322,0,0,0.002070693,0.093181206,0,0.002070693,0,0,0,0.060050111,0,0,0,0,0,0,0,0.002070693,0,0.004141387,0,0,0,0,0,0,0.014494854,0,0,0,0,0,0,0,0,0,0,0,0.327169569,0,0,0,0.002070693,0,0,0,0.14287785,0.016565548,0,0,0,0,0.004141387,0,51.158553,0,0,0.012424161,0,0,0,0.080757046,0,0,0,0,0,0,0,0,0,0,0.043484563,0,0.004141387,0,0,0,0.107676061,0,2.969374444,0,0,0,0,5.083552482,0,0,0,0.008282774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004141387,0,0.002070693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004141387,0,0.002070693,0,0,0.037272483,0,0,0,0,0.693682314,0,0,0,0.010353467,0,0,0,0,0,0,0,0,0,0,6.61379496,0,0.016565548,0,0,0.037272483,0,0,0.016565548,0,0,0,0.010353467,0,0,0.026919015,0,0,0,0,0.942165531,0,0.002070693,0,0,0.130453689,0,0,0,0,0,0,0,0,0,0,0,0.05383803,0,0,0,0,0,0,0,0,0,0,7.926614623,0,0,0,0,0,0.782722134,0.002070693,0,0,0,0,0.002070693,0.002070693,1.1740832,0,0,0,0,0,0,0.002070693,0.817923923,0,0,0,0,0.445199097,0,0,0,0,0,0,0,0,0,0.020706935,0.074544965,0.080757046,0,0.00621208,0,0,0,0.320957489,0,0.115958835,0.097322593,0.00621208,0,0,0,0
oCRC(huadong cohort),0.134408602,0,0,0,0,0,0,0.026226069,0,0,0,0,0,0.003278259,0,0.049173879,0,0,0,0,0,0.003278259,0,0,0,0,0,0,0.06884343,0.029504327,0,0,0,0.081956465,0,0,0,0,0.006556517,0.009834776,0,0,0.009834776,0.908077629,0,0.003278259,0,0,0,0.006556517,0,0,0,0,0,0.006556517,0,0,0,0.085234723,0,0,0,0.003278259,0,0,0.02294781,0,0,0,0,0,0,0,0,0,0,0,0.039339103,0.236034618,0,0,0,0,0,0,0.09179124,0.016391293,0,0,0,0,0.013113034,0,2.343954891,0.062286913,0,0.006556517,0.003278259,0,0,3.340545502,0,0,0,0,0,0,0,0,0,0,0.052452137,0,0.127852085,0,0.006556517,0,0,0,0.006556517,0,0,0,0,0.02294781,0,0,0,0,0,0,0,0,0,0,0,0.003278259,0,0,0,0,0,0,0,0,0,0.055730396,0,0.016391293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09179124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003278259,0,0,0.350773669,0,0,0,0.003278259,0.904799371,0,0,0,0.055730396,0,0,0,0,0,0.013113034,0,0,0,0,0.016391293,0,0.006556517,0,0,0,0,0,0.039339103,0,0,0,0.016391293,0,0,0.02294781,0,0,0,0,0,0,0.003278259,0.036060844,0,0.016391293,0,0.055730396,3.504458432,0,0,0,0,0,0,0,0,0.013113034,0,0,0,0,0.003278259,0,0.016391293,0,0.003278259,0,7.081038552,0,0,0,0,0,0,0,0,0,0,0,0,0.026226069,0.137686861,0.006556517,0.06884343,0,0,0,0,0,0.019669552,0,0,0,0,0.04589562,0,0.003278259,0,0,0,0.003278259,0,0,0,1.665355363,0.295043273,0,0,0.003278259,0,0,0.019669552,29.25517965,0,14.88001574,0,33.40873328,0,0,0,0
oCRC(huadong cohort),0.467588719,0.034453906,0,0.019687946,0,0.01476596,0.034453906,8.086823842,0.01476596,0,0.01476596,0.009843973,0,0.044297879,0,0.147659595,0.255943299,0.004921987,0,0.01476596,0.029531919,0.147659595,0,0.004921987,0,0.01476596,0.004921987,0.004921987,0.97455333,0,0,0,0,2.333021608,0,0.004921987,0.024609933,0.019687946,0.428212827,0.201801447,0,0,0.01476596,0.024609933,0,0.103361717,0,0.024609933,0,0.044297879,0.019687946,0,0.004921987,0,0,0.01476596,0,0.009843973,0,0.019687946,0,0,0,0.049219865,0.004921987,0,0.413446867,0.029531919,0.01476596,0,0,0,0.004921987,0,0.01476596,0.004921987,0,0,23.99468425,0.004921987,0,0.01476596,0.01476596,0,0,0,2.086922282,0.059063838,0,0.019687946,0,0,0.004921987,0,8.25909337,0,0,0.157503568,0.019687946,0.004921987,0,0.01476596,0,0,0,0,0,0,0,0.004921987,0,0,0.137815622,0,0.019687946,0,0.004921987,0,0,0,1.683319388,0,0,0,0,2.544667028,0.004921987,0,0,0.054141852,0,0,2.254269823,0,0,0,0,0,0,0,0,0,0.004921987,0,0,0,0,0.610326328,0.004921987,0,0,0,0.004921987,0,0,0,0,0,0,0.009843973,0,0,0,0,0.004921987,0,0.004921987,0.01476596,0,0,0,0,0,0,0,0,0.4380568,0,0.01476596,0.009843973,0,0.265787272,0,0,0,0,4.61682335,0.004921987,0,0,4.700497121,0,0,0,0,0,0,0,0,0,0,1.289560467,0,0.241177339,0,0,0.088595757,0.339617069,0,3.20421322,0,0.009843973,0,1.235418615,0,0.034453906,10.14913619,0,0,0,0.004921987,0.09843973,0,0.004921987,0.123049663,0,2.835064232,0,0,0.004921987,0,0,0.009843973,0,0,0.930255451,0,0,0.182113501,0,0.004921987,0,0.029531919,0.142737609,0,0.019687946,0.049219865,0,0,10.57242703,0,0,0,0,0,0,0,0.073829798,0,0,0,0.044297879,0,0.09843973,0.004921987,0,0.009843973,0,0.004921987,0,0.004921987,0.221489393,0,0,0,0,0.285475218,0,0.433134813,0,0,0,0,0,0,0,0.019687946,0.049219865,0.034453906,0,0.132893636,0.004921987,0.01476596,0,0.093517744,0.044297879,0.526652557,0,0.029531919,0,0,0.009843973,0.004921987
oCRC(huadong cohort),8.465960505,2.472454357,0,0.050566881,0,0.00532283,0.031936978,3.720657902,0,0,0.00532283,0.037259807,0.002661415,0.00532283,0.002661415,0.880928301,0.090488103,0.026614148,0,0.013307074,0.159684888,2.408580401,0,0.822377176,0,0,0.037259807,0.021291318,0.228881673,0,0,0,0,0.042582637,0,0.015968489,0,0.015968489,0.010645659,0.151700644,0,0,0,0.0718582,0,0.013307074,0,0,0,0.087826689,0.023952733,0,0.023952733,0.002661415,0,0.007984244,0.010645659,0.037259807,0,0.13307074,0,0,0,0.002661415,0.135732155,0.010645659,0.194283281,0.093149518,0.00532283,0.013307074,0,0,0,0,0.039921222,0,0,0,1.926864321,0.061212541,0.013307074,0.034598393,0.021291318,0,0.082503859,0.002661415,6.93564699,1.093841486,0,0.013307074,0,0,0,0,9.29366051,0,0,0.013307074,0.021291318,0.013307074,0,0.031936978,0,0,0,0,0,0,0.002661415,0.002661415,0,0,0.122425081,0,1.767179433,0,0,0.015968489,0,0,0.971416405,0.00532283,0,0,0,7.196465641,0.010645659,0.007984244,0,0.537605791,0,0,0.077181029,0.007984244,0,0,0,0,0.00532283,0,0.002661415,0.00532283,0.00532283,0,0,0,0,0.007984244,0.00532283,0,0,0.002661415,0.002661415,0.00532283,0,0,0,0,0.002661415,0,0,0,0.002661415,0,0.007984244,0.002661415,0.013307074,0.007984244,0,0,0.002661415,0,0,0.021291318,0.002661415,0,0.007984244,0,0.990046309,0,0,0.047905467,0,0,0,0.061212541,2.033320913,0.007984244,0,0.002661415,0.090488103,0,0,0,0,0,0,0,0,0,0,0.918188109,0,0.06653537,0,0,0.095810933,0.034598393,0,0.457763347,0,0.002661415,0,0.739873317,0,0.002661415,11.01825731,0,0,0,0,0.053228296,0,0.042582637,0.27146431,0.002661415,0.452440517,0,0,0,0,0.00532283,0.00532283,0,0.002661415,0.007984244,0,0,1.274817693,0,0,0.00532283,0.050566881,0.13839357,0.00532283,0.013307074,0.058551126,0.00532283,0,2.208974291,0.06653537,0,0,0,0.00532283,0,0,0.114440837,0.002661415,0,0.002661415,0,0.00532283,7.305583648,0.00532283,0.0718582,0,0,0,0.002661415,0.151700644,1.740565285,0,0,0.00532283,0,5.517112897,1.487730878,0.13839357,0,0,0,0,0.002661415,0.00532283,0,0.260818651,5.817852771,0.00532283,0,0.101133763,0,0.095810933,0.034598393,0.053228296,0.093149518,4.641507425,0,0.023952733,0,0,0.018629904,0.015968489
