taxa326977,taxa469873,taxa357591,taxa190872,taxa263681,taxa361480,taxa347862,taxa517293,taxa2000,taxa322235,taxa158660,taxa331820,taxa244304,taxa361496,taxa127309,taxa248140,taxa348374,taxa470812,taxa268540,taxa291090,taxa541301,taxa171772,taxa259569,taxa104780,taxa138006,taxa181095,taxa278234,taxa177339,taxa510994,taxa193066,taxa405524,taxa346780,taxa549871,taxa544358,taxa302160,taxa192573,taxa175497,taxa302974,taxa194648,taxa195173,taxa287978,taxa199487,taxa190108,taxa191306,taxa299892,taxa174348,taxa192127,taxa183200,taxa182980,taxa181843,taxa194053,taxa109014,taxa518438,taxa193343,taxa357795,taxa352304,taxa179460,taxa469991,taxa175537,taxa288134,taxa190464,taxa178915,taxa366612,taxa261912,taxa185281,taxa511008,taxa470973,taxa162162,taxa181028,taxa204044,taxa470172,taxa328422,taxa21698,taxa213747,taxa262724,taxa82283,taxa316732,taxa293896,taxa196731,taxa167602,taxa470114,taxa170206,taxa365676,taxa223059,taxa187524,taxa191541,taxa212619,taxa357470,taxa326792,taxa325407,taxa188646,taxa171551,taxa290260,taxa367433,taxa310301,taxa193761,taxa327476,taxa189047,taxa180658,taxa269833,taxa367055,taxa203708,taxa181892,taxa589024,condition
14942673.838959502,1510231.9092224098,5885547.714819115,600497.698825371,22540752.02820653,7041757.134931924,1901119.0465095467,5270426.023328309,1092229.4522013976,17986596.978971813,38589669.979005195,96350480.34288444,23614092.156548373,11404581.613460246,5313079.33526923,4438991.106994249,8741796.282291396,654119.0052653871,1838053.0781397591,9970211.666189885,1129703.4334066333,1152858.0884602787,12016961.306326276,780250.9420049621,1885885.720816361,960308.8516984144,657470.336917883,1436502.6128673886,0.0,1572993.2110783302,1217142.7228855223,668742.9979308444,2543660.724248111,784820.9397129143,1578781.8748417443,18971279.151779346,962746.183809321,680015.6589438,2143938.258058925,1671400.4950563079,4200132.5601251,3169445.7437241725,922530.2039793119,0.0,956957.5200459126,643455.6772801538,1647331.8404610793,1533995.897303777,0.0,1023679.4865820631,2271898.193881685,1041654.8109000222,3634671.510394052,1407559.2940503354,5388941.2972212965,1514192.573902634,1076082.1269666231,680015.6589438,1269850.0297839434,2186286.90348598,2255446.2021330427,604458.3635056007,1002352.8306116022,1342665.3265973693,628222.3515869683,669656.9974724337,3124355.099672339,961832.1842677318,591662.369923322,0.0,3370830.3093880797,1356984.6527489596,0.0,608723.6946996918,857331.5700124787,858245.5695540683,10776359.261873282,1673533.160653359,7931078.6889001075,655947.0043485657,904554.8796613527,915827.5406743083,2879098.5560120535,4750664.950676823,3871702.058180023,3130753.0964634805,1863035.7322765829,4166619.2436000947,1362773.3165123737,11713208.792004202,733941.6318976774,22802155.897101633,7096292.440913517,4074000.6233855253,990470.8365709184,6536924.721459745,3510976.90576539,33003304.780800212,16062932.610436385,2324910.1672939667,992298.8356541028,1430713.9491039803,617559.0236017407,2085746.9539109566,Control
25630493.523610126,2486335.2886801297,10000315.402309382,1076995.4868554084,38741851.57356459,12104329.787303066,3303452.5142061613,8750900.684379712,1964079.9365855113,30960496.710298326,66613795.10114061,164080637.24683753,40483535.69035854,19505862.576318678,8998284.798529794,7681401.685831876,15055447.351053067,1081993.145727128,3218492.3133869423,16869597.521486986,1946588.1305344885,2001562.3781234012,20755277.294248417,1376855.0191585405,3131033.2831318583,1609246.156693466,1104482.61064987,2421365.7233477877,0.0,2721225.25565092,2109012.043865353,1126972.0755726022,4377949.171625716,1284398.3300317472,2648759.2020109943,32352344.706072025,1596752.0095141726,1166953.346546357,3615806.193688587,2928628.0988272484,7236610.0462489035,5354991.4810467465,1691707.5280768306,0.0,1579260.2034631597,1032016.5570099442,2893644.4867252135,2726222.9145226297,0.0,1621740.3038727695,3770733.6187118767,1821646.6587415242,6197097.000931375,2363892.64632302,9230675.93606472,2613775.589908959,1806653.682126366,1246915.8884938569,2198969.9035562915,3673279.2707133545,3718258.2005588287,1099484.9517781506,1714196.992999563,2416368.064476069,1099484.9517781506,1104482.61064987,5437452.852430111,1609246.156693466,1007028.2626513473,1081993.145727128,5824771.414988327,2361393.816887156,0.0,1174449.8348539313,1444323.413926747,1459316.390541905,18658759.39756236,2908637.4633403714,13453697.682667194,1121974.4167008828,1506794.1498232342,1574262.5445914404,4880213.888233457,8166174.596388606,6589413.222361309,5245042.98586894,3315946.6613854547,7009216.567585687,2256442.980581059,20070598.028822955,1301890.13608276,39209132.678070255,12041859.051406598,7094176.768404916,1781665.3877677692,11592069.752951857,5919726.933550985,56880854.44846812,27612065.26624665,3845698.501787658,1616742.64500105,2481337.6298084105,1091988.4634705666,3453382.2803577324,Control
11194212.008552676,1117830.568544774,4419215.353663045,439892.107935678,17070227.16106502,5238116.746615612,1379462.1589254711,3827938.929280661,832065.2465566354,13387639.115329176,28732852.96036216,72352927.35911584,17892419.517418616,8466551.843011374,4017717.8187391954,3413277.540752764,6560535.539923496,487611.0772503942,1410177.8173349428,7445804.694796534,862780.9049661114,858941.4476649269,8987072.554271882,575918.5951776337,1386592.5796276685,698232.7349153578,468413.790744476,1075596.5382317489,0.0,1172131.4646615246,884172.1670727078,460186.3822419352,1927407.565194474,585791.4853806765,1200653.1474703182,14079289.923442518,714687.5519204305,492547.5223519178,1590632.310490602,1252760.0679863908,3220207.6878932165,2345359.917123384,690005.3264128214,449764.9981387208,732787.850626014,482126.1382487033,1269214.884991468,1121121.531945791,0.0,758018.5700337992,1660839.529712258,764600.4968358291,2685974.6291284403,1037201.9652199082,3981517.2213280285,1140318.8184517096,783249.2894415801,494193.00405242416,909402.8864804888,1688812.7186208845,1702525.0661251114,436601.14453466074,787088.7467427646,992773.9593062046,505162.88205581036,489256.5589509006,2314644.258713912,697135.7471150187,440989.09573601704,0.0,2542817.7211842877,1025135.0994161827,0.0,483223.1260490424,631316.4790947189,635155.9363959035,8130873.576107814,1211623.0254737046,5975292.548442987,438246.62623516726,675195.9911082507,686714.3630118042,2138029.2228594376,3581116.67420453,2953639.6524109957,2311353.295312895,1347101.0188154886,3073759.816548046,1035556.4835193972,8890537.627842143,572079.1378764492,17047190.417257898,5283093.246429475,3072662.828747707,735530.3201268595,5004458.345143555,2644289.092715583,24824285.427756615,12113487.785236187,1749147.047639493,717978.5153214476,1030071.5445177064,445377.04693736887,1570338.0361843447,Control
20400660.449793614,2161333.0197866084,7943074.852033356,843060.6811708334,30904598.122502536,9671437.250592364,2574943.1660812823,7288338.790664784,1492516.613012254,24828929.07991016,52456326.80921841,132156361.93543763,32888166.781541184,15645023.788992852,7392181.3380323835,6369596.252937901,12144297.912481744,874741.4583338352,2618944.2454743283,13654414.957251275,1459075.7926735315,1689641.4486931157,16486324.426987933,1082426.5530690288,2499261.309525235,1305952.036385723,832500.4221165022,1870925.895792485,0.0,2193013.7969496106,1661480.757881563,909942.3218482705,3300080.954478743,1061306.0349603659,2229974.703639766,26015198.180346824,1235550.309356845,892341.890091049,3007913.7873088913,2330297.1646559252,5693739.673460656,4340266.471330438,1277791.3455741704,0.0,1335872.7703729963,904662.1923211087,2187733.6674224404,2015249.4362016823,0.0,1364033.4611845494,2995593.4850788387,1383393.9361174915,5102365.1664180625,1955407.968227136,7309459.308773444,2032849.8679589038,1517157.2174723577,934582.9263083822,1763563.262073443,3030794.3485932746,2969192.8374430067,0.0,1302431.950034274,2001169.09079591,885301.7173881667,876501.501509556,4296265.391937393,1376353.7634146013,0.0,0.0,4493390.227618254,1768843.3916006049,0.0,814899.9903592805,1224990.0503025057,1158108.4096250765,14699880.60363013,2302136.4738443727,10905227.516773466,901142.1059696598,1188029.1436123499,1270751.17287128,3930176.411387213,6631842.68612048,5526535.571767068,4248744.226192898,2624224.375001498,5836303.170694142,1925487.2342398623,16019912.985421589,971543.8329985379,31476612.154612195,9595755.394036286,5614537.730553167,1386914.0224689327,9057182.182265364,4826038.387829712,45268310.47956977,22215264.963963058,3231439.270625585,1395714.2383475434,1874445.9821439262,0.0,2796708.6062222486,Control
14780491.058816725,1528637.0961127393,5003812.077203579,637848.5724786965,23622391.960073143,7819143.707454402,1990527.4417007666,5157775.525732917,1121733.6964280566,18728553.774676267,38897765.53201992,97667813.31350528,24117274.473203193,11613242.97478457,4948825.131300242,4640898.234241563,9149827.798315115,659843.3508400294,1869556.1607134237,9842663.31669714,1066746.7505247183,1154725.863970056,12251091.54726326,846798.966911377,2056511.7767847653,912783.301995376,615853.7941173636,1517639.706932073,0.0,1814569.2148100913,1066746.7505247183,604856.4049366971,2441420.3981081215,703832.9075627011,1748584.8797260865,20180209.14652433,912783.301995376,670840.7400207018,2177483.0577721084,1726590.101364754,4222997.445376208,3233232.41911616,912783.301995376,659843.3508400294,857796.3560920436,593859.0157560306,1517639.706932073,1352678.8692220643,0.0,956772.8587180476,2287456.949578779,1044751.9721633852,3618141.0404395103,1528637.0961127393,5564678.925417605,1418663.2043060688,956772.8587180476,0.0,1187718.0315120553,2408428.230566116,2298454.338759445,0.0,1033754.5829827188,1473650.150209407,615853.7941173636,626851.18329803,3398193.2568261693,978767.6370793807,0.0,0.0,3398193.2568261693,1451655.3718480684,593859.0157560306,714830.2967433677,802809.4101887053,912783.301995376,11206339.575099887,1737587.49054542,8160062.772055075,681838.1292013683,824804.1885500383,912783.301995376,2617378.6249987963,4893838.185396903,3783101.8781495187,3090266.359767484,1946537.8849780948,4662893.0126028955,1484647.5393900734,12526026.276779922,703832.9075627011,23358454.619737163,6840376.070374981,4530924.342434886,1044751.9721633852,6686412.621845663,4036041.8293048656,34135896.01679101,16199154.263122806,2276459.5603981125,1000762.4154407136,1264699.7557767264,714830.2967433677,2100501.3335074373,Control
22191753.736021813,2272487.278961709,8589140.307923993,850836.4693742911,33760616.700404234,10545705.184755163,2737395.813915169,7732918.797604291,1665772.6657792004,26910844.61784667,56469334.36718509,142911806.63650528,35110466.96405294,16964673.991680183,7903445.094208841,6916187.587550911,12936663.364515822,920842.0016645761,2776886.1141814822,14828607.75000206,1635257.433755221,1694492.884154701,17932186.348204948,1084188.243675252,2794836.250666178,1398315.6321573197,972897.3974701741,2116321.0915449057,0.0,2308387.551931082,1793218.6348204946,981872.4657125261,3826969.0985358316,1208044.185419614,2443013.575566258,28029138.12084286,1464731.1371506725,980077.4520640556,3114348.680093648,2390958.1797606596,6334603.1654469725,4589849.899135135,1335490.154460908,866991.5922105075,1436010.9187751722,931612.0835553899,2320952.6474703667,2256332.156125484,850836.4693742911,1604742.2017312506,3467966.3688420383,1628077.3791613483,5402991.081891573,1981695.0679097387,8183467.223369996,2241972.046937738,1584997.0515980932,976487.4247671149,1800398.6894143675,3168199.0895477165,3166404.075899246,0.0,1509606.4783623978,2064265.6957393077,956742.2746339579,963922.3292278309,4616775.103862173,1461141.1098537317,0.0,0.0,4898592.2466718,2069650.7366847103,0.0,895711.8105860164,1249329.4993343982,1358825.3318910056,16052807.058257915,2421473.4117846303,11692718.906126795,917251.9743676437,1357030.3182425355,1385750.5366180358,4232642.183089811,7022093.392810578,5921750.02629911,4661650.445073898,2658415.213382532,6366913.411119414,2039135.5046607393,17174690.58855105,1132653.612183918,34282965.67210869,10574425.40313069,6070736.159122031,1462936.123502202,9833084.766312938,5401196.0682431115,49059518.02630519,24008307.548272382,3446426.205060411,1583202.037949623,2012210.2999337094,893916.7969375461,3044343.1478033634,Control
15683380.651821384,1601904.3749119823,6103142.611157716,620255.5026733889,23836758.139509223,7344823.174334821,1997604.7741662192,5471191.53018125,1193338.8395243573,18740604.820246767,40122071.22132918,100709455.20999925,24708078.723088708,11998103.928520622,5574892.324468567,4702792.035668833,9213776.587167157,674834.8680877666,1921973.367806297,10533037.81975466,1159811.5150555242,1230764.6900942132,12556372.866187647,810113.7237934041,1988638.1641338589,1000361.7975235186,673665.3102574628,1512628.1271984614,0.0,1626854.941958555,1295870.0759813657,703683.9612353673,2597198.088504169,816741.2181651508,1614769.511045371,19893009.135710318,1009718.2601659839,700175.2877444442,2214362.825383321,1748878.8089206985,4440811.081679819,3260727.230898956,973851.820036537,0.0,978530.0513577696,683801.4781201327,1744200.577599466,1617888.3319261947,614017.8609117472,1065077.3308005661,2294282.61045437,1094706.1291683712,3771044.297523385,1480270.3605599378,5520702.811664288,1577733.5130856144,1137979.7688897753,698615.8773040354,1315752.5590966004,2282197.1795411864,2347692.418038438,624154.0287744171,1056890.4259884101,1424521.4373152566,680292.8046292037,679123.2467989,3294254.555367789,1036618.0902630705,606610.661319796,0.0,3479434.5451665716,1438945.9838890538,0.0,654172.6797523276,921221.7176726735,913814.5180807222,11330286.40741469,1739522.3462782332,8152987.635077675,670546.4893766391,938765.0851272948,983598.1352891017,2935980.0066834087,4982706.209722568,4155828.8236947474,3305560.281060769,1905989.4107920846,4470050.027437526,1401130.280709093,12172757.897846624,771128.4627831335,23989580.362669453,7487509.229632374,4305532.225974183,1022193.5436892731,6869592.842619611,3668902.9136764817,34806820.73518896,17033440.240607023,2466597.464119764,1033109.4167721474,1503661.5171661014,637798.87012801,2189022.405726643,Control
21509.63569791704,1864994.2397010473,3387517306.5063896,15327.086355415877,21624926339.87733,48829.292786081955,44534.40139668715,243090.09196505763,11531.93445825637,21994431.44260262,47317435.035745755,118243119.38554199,148711.599792561,2277994.9115897994,6596582.456494631,351188256.0848551,5446659181.51601,791962.5830537345,8771786.232173298,299760.57720725244,1345171.7403339143,127667034.06672445,34517.38268977186,5600376.479751308,2345995.0438204464,637279.5761411303,162968.6965051729,2848.9465411121614,0.0,7791.152430032304,103881.30991188546,25383.7321623953,933480334.3474593,2175183.014203107,767657614.3896965,61401731.78048327,34257.89700415912,241991.13326998506,1467387925.0487306,15074.546287581483,14552858.862667171,189911.10545322418,350586.17961951805,0.0,338703212.3904297,450220.87015753734,163194164.09840065,2796801.1295859916,0.0,294642017.2318277,2788562.3696445944,16154286.885533223,134351245.12946412,1180818500.8484914,6592312.070017383,1848300.9107445201,3661485.509837286,6961389.342366721,228658.65380546608,2700825.338384719,105783704.85270827,2566.614833954159,1227542.003733289,272370572.4865644,19020.68220843151,18048078.60300471,189394655.31613958,3350433.6404431714,4995.43066669993,0.0,954038.4912206226,1585231.295105611,0.0,772551.7354298679,1079631.344839431,7933.543127839505,13290607.368061103,2024163.1902167527,4633152736.352303,3265723.5065918895,1124664.511326801,1114182.6536099105,3445037.236283744,630749.1875380778,4419223.915038552,379078.2134769848,4081.8681506770417,5225788.397297213,6910057.80795419,800546.7736911497,2006.5563952058478,314474.2754033976,8751962.97664872,28531486.605563775,2286722.29370552,5145462.711681552,23875406.14203867,2051213.3095449712,15289482479.080109,417649.3136829276,4135808.325616663,1743870.5505281247,739941.511421771,2522633.7571976287,Treat
15419.07967160715,1329976.121113857,2410013358.8567977,10846.097536744415,15602001664.992393,35150.40503810589,31814.745164620672,175023.17645464794,8459.217290960554,15933825.840303198,33961312.38708008,85895100.14317805,108061.65219524346,1646132.0416738582,4803539.059608646,253874581.26758578,3934439110.8511047,594952.8216452993,6338429.457956584,216871.89536120417,1022098.4371855155,94941813.93427633,24961.35435195609,4265543.014958084,1702572.8376998035,463201.2015470963,109299.73942590173,2055.3837691036083,0.0,5628.104006821553,75100.83953318458,18127.084860456496,678595015.2543684,1590736.5763707894,524403971.6235894,44614489.93255712,25166.912255484935,177380.54648595804,1122740789.353775,11245.085602682695,10491872.955309724,137654.18750373877,248422.98403282932,0.0,241207053.4530739,329895.2226611856,118434896.48149705,2089399.6602839823,0.0,216740981.88408965,2049281.941222706,11927810.274986824,96805476.49347915,828943976.7972435,4765632.197623476,1356326.0129815936,2562624.4357448476,5176001.075289628,166436.0855926189,1936485.9128765853,76500319.81100687,1810.9961505397264,896358.6023078774,192137963.5087424,13324.441730707853,13365432.696199568,137350093.60103557,2457405.872314254,0.0,0.0,691374.9988497515,1158244.9629426058,0.0,539941.643886332,745655.7119765908,5713.071865972872,9620021.925748829,1445545.8222881544,3350869831.174503,2339643.6182824997,792345.8712510086,804365.1201731351,2538372.916592345,456761.2562193941,3206386.4071957553,276327.6242983825,2927.893805631055,3759251.2397976583,4983429.734558219,573576.097978526,1474.3947105553978,228689.47339862172,6311954.799335629,20839484.7077292,1720859.6854800105,3696626.933081783,17199877.982602667,1491703.1167414782,11058315922.119268,304489.4894258559,2983301.1732926127,1254162.397143516,560281.9112930131,1886559.801969288,Treat
25765.56055095019,2227399.3469330566,4009625384.029291,18218.60856686332,25809235277.235466,57408.40214385122,52170.10148588068,289257.49298454484,13756.625082740822,26326848.260471117,56486962.00655571,141333405.45387402,177537.2025306732,2700141.9062111373,7698991.99900051,419651588.9727948,6422718379.144428,933731.9165454501,10359132.062016224,360791.52079465694,1639281.9025649626,156472622.79974404,41575.685642691475,7110481.718179663,2790693.6524154907,795298.7190498206,184213.62264261724,3346.3038911402114,0.0,9198.660807990778,122471.38199732936,30464.76298748049,1115217180.1201644,2605894.9256675923,892935650.4976913,73660661.1000968,40511.30741993324,295131.7436380948,1881524603.3547323,18269.566778673397,17367513.82305101,224366.3915486559,419302.768343372,0.0,386918228.65481716,552299.4542177434,192904105.30191225,3400077.135971358,0.0,365208135.80330807,3331074.2912342288,19582672.272498876,158939928.8812685,1359304720.303446,7803058.2350981105,2247448.8052637936,4333824.052407508,8608610.505942425,266970.85238808196,3184044.9301422033,124537027.4030868,0.0,1420647.3331489034,318078951.8012763,21814.184096474422,21114942.254516996,226049823.63087422,3776735.833085783,5800.796000174681,52519015.42290669,1135404.79744452,1901143.121247934,0.0,920365.610991631,1202012.7637328443,9831.38153348532,15861985.747940758,2384930.805245941,5530827057.514766,3646370.4357102206,1300350.5831645243,1368136.8470446088,4101546.332800865,753137.9344524419,5404530.086091719,462081.5059863276,4786.795363537179,6149455.290868338,8175888.970209866,963582.8422915598,2565.608936729888,374438.43103744456,10352203.65143382,33566182.27773086,2822069.024452644,6174412.160832552,27936470.208224732,2470094.0926514952,18276274753.286503,501473.9536919346,4916046.745268056,2017357.4025158852,935641.3887674205,3032241.888495239,Treat
