permu_delta,permu_index
-0.5,0
-1.5700000000000003,1
-0.5,2
-0.5,3
0.0,4
-0.5,5
-1.58,6
0.0,7
-1.5700000000000003,8
2.6400000000000006,9
1.0199999999999996,10
-0.5,11
-1.0299999999999994,12
0.0,13
1.5700000000000003,14
-1.0299999999999994,15
-0.5,16
-0.5,17
-1.0299999999999994,18
0.5,19
0.5,20
-1.0199999999999996,21
0.0,22
0.0,23
0.0,24
1.0299999999999994,25
0.0,26
0.0,27
0.0,28
-0.5,29
-2.0999999999999996,30
1.5700000000000003,31
-1.0299999999999994,32
-1.5700000000000003,33
1.0199999999999996,34
-1.5700000000000003,35
1.0299999999999994,36
0.5099999999999998,37
-0.5,38
0.5,39
-1.5700000000000003,40
0.0,41
0.0,42
0.5,43
1.0299999999999994,44
-0.5,45
1.5700000000000003,46
1.0199999999999996,47
0.0,48
0.5,49
0.0,50
0.5,51
1.5700000000000003,52
1.0299999999999994,53
-1.5700000000000003,54
1.0199999999999996,55
-0.4900000000000002,56
-0.5,57
1.5700000000000003,58
-2.0999999999999996,59
-1.0299999999999994,60
-1.0299999999999994,61
-0.5099999999999998,62
0.0,63
-1.0199999999999996,64
0.5099999999999998,65
0.0,66
0.5,67
0.5,68
1.0199999999999996,69
0.0,70
0.5,71
0.0,72
-0.4900000000000002,73
-0.5,74
0.0,75
-1.0199999999999996,76
-0.5,77
0.5099999999999998,78
-0.5,79
-1.5700000000000003,80
0.0,81
0.0,82
0.5,83
0.5,84
1.0199999999999996,85
0.5,86
0.0,87
0.5,88
1.0299999999999994,89
0.5,90
1.5700000000000003,91
0.5,92
-0.5,93
0.0,94
0.5,95
0.0,96
0.0,97
0.5099999999999998,98
-0.5,99
0.0,100
-1.0299999999999994,101
-0.5,102
-1.5700000000000003,103
1.0299999999999994,104
2.0999999999999996,105
-1.0299999999999994,106
-1.58,107
-0.5,108
-1.5700000000000003,109
-0.5,110
-1.0199999999999996,111
0.5,112
0.5,113
0.0,114
-1.0299999999999994,115
-1.0299999999999994,116
2.0999999999999996,117
0.0,118
1.0299999999999994,119
0.0,120
-0.5,121
-1.0299999999999994,122
0.5099999999999998,123
0.0,124
1.5700000000000003,125
0.5,126
2.0999999999999996,127
-1.0199999999999996,128
1.5700000000000003,129
0.0,130
1.0199999999999996,131
0.4900000000000002,132
-0.5,133
0.0,134
1.5700000000000003,135
-1.5700000000000003,136
-1.0199999999999996,137
0.0,138
-1.0299999999999994,139
0.0,140
-2.0999999999999996,141
0.5,142
0.0,143
1.5700000000000003,144
1.0299999999999994,145
1.0299999999999994,146
1.0299999999999994,147
0.0,148
-0.5,149
1.5700000000000003,150
1.5700000000000003,151
1.0199999999999996,152
0.0,153
-1.0299999999999994,154
0.0,155
-1.5700000000000003,156
-1.0299999999999994,157
0.0,158
0.5,159
0.5,160
0.4900000000000002,161
0.5,162
-0.5099999999999998,163
0.0,164
0.5,165
-1.5700000000000003,166
-1.0199999999999996,167
1.0299999999999994,168
-0.5,169
0.5,170
0.5,171
1.5700000000000003,172
0.5,173
0.5,174
-0.5,175
1.0199999999999996,176
-1.0199999999999996,177
0.0,178
0.0,179
0.5,180
-0.5,181
1.0199999999999996,182
1.0299999999999994,183
-0.5,184
-1.5700000000000003,185
0.5099999999999998,186
0.0,187
-1.0299999999999994,188
-0.5,189
0.0,190
-1.5700000000000003,191
1.0199999999999996,192
1.5700000000000003,193
1.0199999999999996,194
-0.5,195
0.5,196
-1.58,197
-1.0199999999999996,198
-1.5700000000000003,199
-1.0199999999999996,200
1.0199999999999996,201
0.0,202
-0.5,203
0.0,204
1.0299999999999994,205
-1.5700000000000003,206
-1.5700000000000003,207
0.5,208
0.0,209
0.5099999999999998,210
0.0,211
0.0,212
0.0,213
0.5,214
1.0299999999999994,215
-1.5700000000000003,216
1.5700000000000003,217
-0.5,218
-0.5,219
0.5,220
0.0,221
-2.0999999999999996,222
-1.0299999999999994,223
-0.5,224
0.5,225
-0.5,226
-0.5,227
0.0,228
1.0299999999999994,229
-0.5,230
-0.5,231
0.5,232
0.5,233
1.5700000000000003,234
0.0,235
-0.5,236
-2.0999999999999996,237
1.0299999999999994,238
1.5700000000000003,239
-0.5099999999999998,240
0.5099999999999998,241
1.5700000000000003,242
-1.0299999999999994,243
1.0199999999999996,244
-1.0299999999999994,245
1.5700000000000003,246
0.0,247
0.5099999999999998,248
-0.5,249
0.5,250
0.5,251
0.5,252
0.5,253
1.5700000000000003,254
-0.5,255
0.5,256
0.5,257
0.0,258
0.0,259
0.0,260
0.0,261
0.5,262
0.0,263
-0.5,264
-1.0199999999999996,265
1.0299999999999994,266
-1.5700000000000003,267
-0.5,268
1.0299999999999994,269
-0.5,270
1.0199999999999996,271
-0.5,272
-0.5,273
-0.5,274
0.5,275
-1.0299999999999994,276
-0.5,277
-0.5,278
-1.0199999999999996,279
0.0,280
0.0,281
0.5,282
0.0,283
1.0199999999999996,284
0.0,285
0.5099999999999998,286
0.0,287
0.0,288
0.0,289
0.5,290
-1.5700000000000003,291
0.5,292
1.0199999999999996,293
0.0,294
1.0199999999999996,295
0.0,296
0.0,297
1.0199999999999996,298
-0.5,299
0.0,300
-0.5,301
0.5099999999999998,302
-0.5,303
-0.5099999999999998,304
0.5,305
0.5,306
-2.0999999999999996,307
0.5099999999999998,308
-0.5,309
0.0,310
0.5,311
0.5,312
1.0299999999999994,313
1.0299999999999994,314
1.0299999999999994,315
1.5700000000000003,316
-0.5,317
-0.5,318
-0.5,319
-0.4900000000000002,320
0.0,321
0.0,322
-0.5,323
0.0,324
-1.0199999999999996,325
-1.0199999999999996,326
1.0299999999999994,327
-1.5700000000000003,328
-1.5700000000000003,329
0.5,330
0.0,331
1.0299999999999994,332
1.0199999999999996,333
-1.0299999999999994,334
0.0,335
0.5,336
0.0,337
1.0299999999999994,338
1.0199999999999996,339
0.0,340
1.0199999999999996,341
-0.5,342
0.5,343
1.0299999999999994,344
-0.5,345
0.5,346
-1.0299999999999994,347
-0.5,348
0.0,349
-1.0299999999999994,350
1.0199999999999996,351
1.0299999999999994,352
0.0,353
0.5,354
1.0199999999999996,355
0.5,356
0.0,357
-1.0299999999999994,358
-0.5,359
-1.0299999999999994,360
-1.0199999999999996,361
0.0,362
-0.5,363
0.5,364
0.5099999999999998,365
-1.0199999999999996,366
0.0,367
0.5099999999999998,368
1.5700000000000003,369
-0.5099999999999998,370
-0.5099999999999998,371
0.5,372
-0.5,373
0.0,374
-0.5,375
0.5099999999999998,376
-1.0199999999999996,377
-0.5,378
2.0999999999999996,379
1.0299999999999994,380
0.5,381
0.0,382
-0.5,383
0.0,384
-0.5,385
0.0,386
1.0299999999999994,387
0.5,388
0.5099999999999998,389
0.0,390
1.0199999999999996,391
0.0,392
0.0,393
0.0,394
1.0299999999999994,395
-2.0999999999999996,396
-0.5,397
0.0,398
-0.5,399
-0.5,400
0.5099999999999998,401
0.5,402
-1.5700000000000003,403
0.0,404
1.0299999999999994,405
-1.0299999999999994,406
-1.0199999999999996,407
0.0,408
-0.5,409
0.5,410
-1.0299999999999994,411
0.5,412
-1.5700000000000003,413
0.0,414
-0.5,415
-1.0299999999999994,416
0.0,417
0.0,418
-0.5099999999999998,419
-1.0299999999999994,420
-0.5099999999999998,421
0.0,422
-0.5,423
-1.0299999999999994,424
0.0,425
0.0,426
0.0,427
1.0299999999999994,428
-0.5,429
-0.5,430
0.5,431
0.0,432
0.5099999999999998,433
0.0,434
-0.5,435
1.0299999999999994,436
0.0,437
0.0,438
1.0199999999999996,439
0.0,440
0.0,441
-2.63,442
0.0,443
0.5,444
1.58,445
0.5099999999999998,446
-0.5,447
0.0,448
-1.5700000000000003,449
-1.0299999999999994,450
1.0299999999999994,451
0.5,452
0.0,453
0.0,454
-0.5,455
-1.0299999999999994,456
1.0199999999999996,457
0.5,458
1.5700000000000003,459
0.0,460
0.0,461
1.0299999999999994,462
0.5,463
-2.09,464
-0.5,465
0.0,466
0.5,467
0.5,468
-0.5,469
0.5099999999999998,470
0.5,471
1.0299999999999994,472
1.0199999999999996,473
0.5,474
-1.5700000000000003,475
0.0,476
0.0,477
-1.0299999999999994,478
-0.5,479
-0.5,480
0.5,481
1.0199999999999996,482
-1.0299999999999994,483
-0.5099999999999998,484
1.0299999999999994,485
-1.5700000000000003,486
0.5,487
0.5,488
0.0,489
0.5099999999999998,490
0.0,491
-0.5,492
0.5,493
-0.5099999999999998,494
-0.5,495
-0.5,496
-1.58,497
0.5,498
0.0,499
