"","taxon","mean.difference (Treat - Control)","se (Treat - Control)","W","p.val","q.val","diff.abn"
"1","taxa326977",-0.0126077583645987,0.0374190951618023,-0.336933811736549,0.736166795984238,1,FALSE
"2","taxa469873",1.69519639501316,0.0387002599184252,43.8032302260088,0,0,TRUE
"3","taxa357591",-0.0120651288526847,0.0385751245329654,-0.312769666948817,0.75445566224121,1,FALSE
"4","taxa190872",0.637413203140619,0.787515003232565,0.809398170859206,0.418286153997224,1,FALSE
"5","taxa263681",-0.0132606157027375,0.0374631364519729,-0.353964375613275,0.723365581201622,1,FALSE
"6","taxa361480",-5.31573125461276,0.0375822783678091,-141.442495917595,0,0,TRUE
"7","taxa347862",3.31194875048746,0.0427021728604064,77.5592558560015,0,0,TRUE
"8","taxa517293",0.013089303136173,0.0427051673718734,0.306503965250675,0.759220961193911,1,FALSE
"9","taxa2000",-3.24141566428893,0.0419618701881513,-77.2466920505416,0,0,TRUE
"10","taxa322235",6.29060423092265,0.0377718751204605,166.542016006908,0,0,TRUE
"11","taxa158660",3.88903674716574,0.037808280551395,102.862036846112,0,0,TRUE
"12","taxa331820",1.44796394298158,0.037713692026306,38.3935877179991,0,0,TRUE
"13","taxa244304",-0.0113902705232256,0.0376353342382247,-0.302648315838709,0.762157889452598,1,FALSE
"14","taxa361496",6.14236033094965,0.0415579344118879,147.802349127164,0,0,TRUE
"15","taxa127309",-4.90713477541675,0.039030500372564,-125.725643498697,0,0,TRUE
"16","taxa248140",-0.0110285901731153,0.0384097991708293,-0.28712959742552,0.774013090424651,1,FALSE
"17","taxa348374",1.06426246772502,0.0374776442860456,28.3972615675123,2.18585896927078e-177,2.20771755896349e-175,TRUE
"18","taxa470812",2.00001370931462,0.599935479202358,3.33371467207395,0.000856945152235351,0.0865514603757704,FALSE
"19","taxa268540",-1.97844491184196,0.0427727462205602,-46.2548021031896,0,0,TRUE
"20","taxa291090",0.0122497242113937,0.0434989266649908,0.281609803978281,0.778242721858492,1,FALSE
"21","taxa541301",0.0165026516886986,0.0435334108268159,0.379080145002863,0.704628349907872,1,FALSE
"22","taxa171772",0.0884012550040616,0.0415951354711329,2.12527868950955,0.0335633653798063,1,FALSE
"23","taxa259569",-3.29132268297032,0.0416012853939365,-79.1158891318785,0,0,TRUE
"24","taxa104780",-0.00469782929962648,0.0384992484184965,-0.122023922351935,0.902880072543608,1,FALSE
"25","taxa138006",0.00855058378957452,0.041062263937397,0.208234592291614,0.835045799801471,1,FALSE
"26","taxa181095",6.10793652111924,0.0375435680857507,162.689292268879,0,0,TRUE
"27","taxa278234",-5.6618257164062,0.287991966435665,-19.6596654638663,4.77867681225282e-86,4.82646358037535e-84,TRUE
"28","taxa177339",0.00225980105639501,0.0432565245801208,0.0522418543405943,0.958335983506444,1,FALSE
"29","taxa193066",6.1306109218782,0.0379193164236298,161.675143438447,0,0,TRUE
"30","taxa405524",-1.48732098241987,0.042404344089083,-35.0747314778719,1.63707704760757e-269,1.65344781808364e-267,TRUE
"31","taxa346780",3.40313507922652,0.043764731616057,77.7597611949694,0,0,TRUE
"32","taxa549871",-5.18176847853892,0.0431040614496045,-120.215318563362,0,0,TRUE
"33","taxa544358",-6.47690038709747,0.0394433613049646,-164.207617525798,0,0,TRUE
"34","taxa302160",5.42905566406358,0.043374273176421,125.167645852678,0,0,TRUE
"35","taxa192573",-0.0183244911503913,0.0377344363908821,-0.485617194876643,0.627238602838996,1,FALSE
"36","taxa175497",-0.538070891436622,0.042839738535763,-12.5600881290962,3.49942772958264e-36,3.53442200687847e-34,TRUE
"37","taxa302974",0.199343004822389,0.191988508056297,1.03830696347687,0.299127167802572,1,FALSE
"38","taxa194648",5.0812997057913,0.042681851427569,119.050592601735,0,0,TRUE
"39","taxa195173",0.0164439387360193,0.0420285070801976,0.391256789222645,0.695607435354844,1,FALSE
"40","taxa287978",-0.00143663528320026,0.0384874156940507,-0.0373274031860324,0.970223956131006,1,FALSE
"41","taxa199487",-5.62864874950169,0.0378300362938694,-148.787823140784,0,0,TRUE
"42","taxa190108",-0.0134984421935709,0.0392731181944172,-0.343706912365561,0.731066712238293,1,FALSE
"43","taxa299892",0.00475817472067597,0.0420120892307002,0.11325727446087,0.909826589266825,1,FALSE
"44","taxa174348",0.0187636478037021,0.258315157459196,0.0726385860909692,0.942093720547906,1,FALSE
"45","taxa192127",-1.01776301562622,0.0393563659090978,-25.860187853141,1.86892799286556e-147,1.88761727279422e-145,TRUE
"46","taxa183200",0.00198393428235022,0.0387253572461452,0.0512308839332322,0.959141542329627,1,FALSE
"47","taxa182980",3.03517377042251,1.16554913874407,2.60407190870822,0.00921234261854143,0.930446604472685,FALSE
"48","taxa181843",0.0098307647158915,0.0432792690345656,0.227147198536094,0.820309283967684,1,FALSE
"49","taxa194053",0.608884491069043,0.0427332919790494,14.2484808183642,4.5813944000983e-46,4.62720834409928e-44,TRUE
"50","taxa109014",-2.41609179124822,0.0388501719802935,-62.1899895957673,0,0,TRUE
"51","taxa518438",0.000737685416503098,0.0392015961795953,0.0188177392860107,0.984986502424585,1,FALSE
"52","taxa193343",-0.0226459865282997,0.0364617243159584,-0.621089291665456,0.534540874504566,1,FALSE
"53","taxa357795",1.42498828379542,0.0423704233831336,33.6316744090565,5.7788197141923e-248,5.83660791133422e-246,TRUE
"54","taxa352304",4.90328380494264,0.0426459455317078,114.976552725205,0,0,TRUE
"55","taxa179460",-4.66105369485682,0.0443612862941576,-105.070300801235,0,0,TRUE
"56","taxa469991",0.0195250969375937,0.0429742827873424,0.454343753314358,0.649581429162594,1,FALSE
"57","taxa175537",0.0140706899877241,0.0414739273492039,0.339265916855453,0.734409416040209,1,FALSE
"58","taxa288134",-0.0110998502169988,0.0402200813821314,-0.275977815945696,0.782565105107572,1,FALSE
"59","taxa190464",1.52077307450084,0.0373296599012133,40.7390016015498,0,0,TRUE
"60","taxa178915",-0.7624081635369,0.831098306636369,-0.917350158758628,0.358959181301565,1,FALSE
"61","taxa366612",0.00621733429949423,0.0430089836794551,0.144558968094477,0.885059095567294,1,FALSE
