,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa326977,94,94,1.0,1.0,-0.16665092308096421,-5.18796689376145,5.021315970680485,5.0191469794000145,5.023385416554036,0
1,taxa469873,94,94,1.0,1.0,-12.418655988808482,-8.482229796162738,-3.936426192645744,-3.946265125428975,-3.9251233800742256,1
2,taxa357591,94,94,1.0,1.0,-18.654898656102517,-6.546350017917686,-12.108548638184832,-12.11431836088823,-12.102732402858477,2
3,taxa190872,88,85,0.9361702127659575,0.9042553191489362,-13.759122452031818,-9.810577404438794,-3.9485450475930204,-3.9590394895501473,-3.9382201592199415,3
4,taxa263681,94,94,1.0,1.0,-8.528225981648152,-4.588663690677433,-3.9395622909707186,-3.9433715991410163,-3.9356539712587124,4
5,taxa361480,94,94,1.0,1.0,-10.214431169813688,-6.272858752350308,-3.941572417463381,-3.9471847963117264,-3.935997194787289,5
6,taxa347862,94,94,1.0,1.0,-12.103150718098073,-8.167732034928264,-3.93541868316981,-3.9442416929650306,-3.927225227496871,6
7,taxa517293,94,94,1.0,1.0,-10.651492837896186,-6.7113186239328675,-3.940174213963317,-3.94574120899857,-3.934236284453252,7
8,taxa2000,94,94,1.0,1.0,-12.87526367886073,-8.932800292649674,-3.942463386211057,-3.9525863310927885,-3.9328175906721636,8
9,taxa322235,94,94,1.0,1.0,-8.85926829304936,-4.92060723620553,-3.93866105684383,-3.9425334823795093,-3.9343056683664024,9
10,taxa158660,94,94,1.0,1.0,-7.762246290578908,-3.8214742526937915,-3.9407720378851154,-3.9439140840486706,-3.9370394725044817,10
11,taxa331820,94,94,1.0,1.0,-6.438282341953969,-2.4984502560500514,-3.939832085903918,-3.9427615978033552,-3.9367348857790483,11
12,taxa244304,94,94,1.0,1.0,-8.458675215487478,-4.520433727851739,-3.9382414876357386,-3.9407003343549984,-3.935606805591567,12
13,taxa361496,94,94,1.0,1.0,-9.50872776022681,-5.568945258200433,-3.9397825020263753,-3.944398700991657,-3.9350013979259044,13
14,taxa127309,94,94,1.0,1.0,-10.617322195501371,-6.676545465377085,-3.9407767301242855,-3.9478736034923583,-3.933746384565614,14
15,taxa248140,94,94,1.0,1.0,-10.851008959417948,-6.917126896732535,-3.933882062685411,-3.9386025517790504,-3.9292390761530784,15
16,taxa348374,94,94,1.0,1.0,-9.891021205280675,-5.948000234337092,-3.9430209709435813,-3.9474906520228616,-3.938065972283097,16
17,taxa470812,91,93,0.9680851063829787,0.9893617021276596,-13.68029851237237,-9.737630650871397,-3.9426678615009743,-3.9546792883017474,-3.931186901232245,17
18,taxa268540,94,94,1.0,1.0,-9.314098529217098,-8.212279417155878,-1.1018191120612204,-1.1083320361172593,-1.0952565690150926,18
19,taxa291090,94,94,1.0,1.0,-9.706621675403595,-5.768601309716615,-3.9380203656869788,-3.94352148108046,-3.9328304761612887,19
20,taxa541301,94,94,1.0,1.0,-12.873979279948573,-8.930487726088323,-3.943491553860251,-3.9525738775579864,-3.9334668360984546,20
21,taxa171772,94,94,1.0,1.0,-12.806988585834839,-8.871333719287046,-3.9356548665477935,-3.945118039156861,-3.9268813785475434,21
22,taxa259569,94,94,1.0,1.0,-9.436304008284983,-5.499538866214161,-3.9367651420708216,-3.9413354117347845,-3.9318365537072486,22
23,taxa104780,94,94,1.0,1.0,-13.35826135563931,-9.422380576512989,-3.93588077912632,-3.948548281930473,-3.923471577705441,23
24,taxa138006,94,94,1.0,1.0,-12.116362664789206,-8.173338420784242,-3.9430242440049637,-3.952662337363237,-3.933549977231702,24
25,taxa181095,94,94,1.0,1.0,-13.076641661053502,-9.133224718021623,-3.943416943031878,-3.9535021647700495,-3.9337710283090797,25
26,taxa278234,93,93,0.9893617021276596,0.9893617021276596,-13.654154759808884,-9.72286649620683,-3.931288263602054,-3.944954899260193,-3.9169401423424244,26
27,taxa177339,94,94,1.0,1.0,-9.149649776286532,-8.559837771808038,-0.5898120044784958,-0.6009076650963088,-0.5795867382845525,27
28,taxa193066,94,94,1.0,1.0,-12.383536320925264,-8.441289299315399,-3.9422470216098637,-3.952505561286681,-3.9324179274037236,28
29,taxa405524,94,94,1.0,1.0,-12.731606895557295,-8.791951580615262,-3.9396553149420344,-3.9496319965901407,-3.92980190160523,29
30,taxa346780,93,92,0.9893617021276596,0.9787234042553191,-13.63331471471587,-9.692939307635806,-3.940375407080065,-3.952165014868132,-3.9288590819487372,30
31,taxa549871,94,94,1.0,1.0,-11.69014549426733,-7.752612395861126,-3.9375330984062047,-3.9438406713279317,-3.9306050772869128,31
32,taxa544358,94,94,1.0,1.0,-13.374066442777668,-9.427177154768266,-3.9468892880094026,-3.960180758195628,-3.933192964279571,32
33,taxa302160,94,94,1.0,1.0,-12.371016345992423,-8.42154671773619,-3.9494696282562316,-3.9584350623695106,-3.9402955716797905,33
34,taxa192573,94,94,1.0,1.0,-8.780464206578014,-4.840775404549509,-3.9396888020285017,-3.9434301428432397,-3.9355993610487605,34
35,taxa175497,94,94,1.0,1.0,-13.082802074761643,-9.15072663279193,-3.932075441969713,-3.941932862115569,-3.921810170277385,35
36,taxa302974,93,94,0.9893617021276596,1.0,-13.627569248225154,-9.680472929037725,-3.9470963191874286,-3.9596889022555404,-3.933708995511397,36
37,taxa194648,94,94,1.0,1.0,-11.946372817179391,-8.000347829666106,-3.9460249875132853,-3.9546199064824155,-3.938157309030972,37
38,taxa195173,94,94,1.0,1.0,-12.30595378768797,-8.360369765055712,-3.9455840226322607,-3.9565956502151147,-3.9348960477451698,38
