,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa326977,94,94,1.0,1.0,-18.071662553318333,-5.189585005023897,-12.882077548294436,-12.886020604019212,-12.877870185039308,0
1,taxa469873,94,94,1.0,1.0,-13.073677401692148,-8.48499589079482,-4.588681510897327,-4.59872854710007,-4.578905321580005,1
2,taxa357591,94,94,1.0,1.0,-18.857949560017126,-6.547457532489021,-12.310492027528106,-12.315783687684604,-12.304897698874564,2
3,taxa190872,87,82,0.925531914893617,0.8723404255319149,-14.396579563810919,-9.814652496615174,-4.581927067195747,-4.596055215293777,-4.569053594198001,3
4,taxa263681,94,94,1.0,1.0,-16.35870268512696,-4.588039556892931,-11.770663128234032,-11.774063393786617,-11.766999070509764,4
5,taxa361480,94,94,1.0,1.0,-10.862209026710712,-6.275987164674517,-4.586221862036195,-4.590693992316253,-4.581432149693409,5
6,taxa347862,94,94,1.0,1.0,-12.75181681501171,-8.158467914469098,-4.593348900542611,-4.602271485337523,-4.585512331976184,6
7,taxa517293,94,94,1.0,1.0,-2.245110760708233,-6.71356110913562,4.468450348427387,4.463934196728166,4.47365768852366,7
8,taxa2000,94,94,1.0,1.0,-13.52393868342711,-8.924156620086906,-4.599782063340206,-4.612964793054456,-4.588518374907146,8
9,taxa322235,94,94,1.0,1.0,-18.742072737376713,-4.920643749812574,-13.821428987564136,-13.824523439743876,-13.818276685801093,9
10,taxa158660,94,94,1.0,1.0,-10.09654314129258,-3.82190239373774,-6.27464074755484,-6.27708019907919,-6.2720739634220966,10
11,taxa331820,94,94,1.0,1.0,-13.282647360610179,-2.497617717476217,-10.785029643133964,-10.787375696947004,-10.782560055899895,11
12,taxa244304,94,94,1.0,1.0,-15.531354446835328,-4.522073459478483,-11.009280987356846,-11.01300078174377,-11.00554654473027,12
13,taxa361496,94,94,1.0,1.0,-3.3656213692493995,-5.566042579964718,2.200421210715319,2.196060305580787,2.2045944519568264,13
14,taxa127309,94,94,1.0,1.0,-6.403367759939896,-6.67247182261796,0.2691040626780653,0.2633104950156268,0.27520976886967286,14
15,taxa248140,94,94,1.0,1.0,-11.497402923275498,-6.9190590630732896,-4.578343860202208,-4.585702069807857,-4.571155378829479,15
16,taxa348374,94,94,1.0,1.0,-10.537901804780471,-5.951432218540632,-4.586469586239837,-4.591192857088643,-4.581493562062965,16
17,taxa470812,94,93,1.0,0.9893617021276596,-14.321446092771389,-9.742409327927755,-4.579036764843635,-4.592558138638942,-4.566777847685714,17
18,taxa268540,94,94,1.0,1.0,-13.832237260523586,-8.212076602148132,-5.620160658375455,-5.628405194394324,-5.611761704589526,18
19,taxa291090,94,94,1.0,1.0,-10.35348027207134,-5.767779168404706,-4.585701103666635,-4.590596700686326,-4.5808906685156,19
20,taxa541301,94,94,1.0,1.0,-5.295444991805046,-8.947068955796588,3.6516239639915433,3.63808437910692,3.665728256323021,20
21,taxa171772,94,94,1.0,1.0,-17.305295203033893,-8.872466916877714,-8.432828286156182,-8.441483256128075,-8.423429990609355,21
22,taxa259569,94,94,1.0,1.0,-10.087519840901647,-5.4995644149675735,-4.587955425934073,-4.591200781818313,-4.5844583320720345,22
23,taxa104780,94,94,1.0,1.0,-14.009629320752012,-9.424725065119535,-4.584904255632477,-4.599407275679994,-4.569833014762378,23
24,taxa138006,94,94,1.0,1.0,-12.766570995086463,-8.17431106545963,-4.592259929626833,-4.601908505829569,-4.5834688115313424,24
25,taxa181095,94,94,1.0,1.0,-7.728145462788572,-9.140047080726331,1.4119016179377577,1.402554718878461,1.4221015797064354,25
26,taxa278234,92,94,0.9787234042553191,1.0,-19.758918429309684,-9.723358706438232,-10.03555972287145,-10.04755217299081,-10.023294323320538,26
27,taxa177339,94,94,1.0,1.0,-19.392779355320737,-8.565022154156326,-10.827757201164411,-10.836364016201873,-10.8192143973532,27
28,taxa193066,94,94,1.0,1.0,-20.507826294509453,-8.444100680641181,-12.063725613868275,-12.073545137695213,-12.053283213892838,28
29,taxa405524,94,94,1.0,1.0,-13.380905027736226,-8.781518906650202,-4.599386121086024,-4.6095060358513615,-4.58946052346285,29
30,taxa346780,94,92,1.0,0.9787234042553191,-13.681971260566348,-9.705600298458696,-3.9763709621076524,-3.98967263553134,-3.961492792701768,30
31,taxa549871,94,94,1.0,1.0,-3.6797190590151523,-7.7491779803085015,4.06945892129335,4.062273855823587,4.076018725708319,31
32,taxa544358,93,93,0.9893617021276596,0.9893617021276596,-14.009867607684315,-9.433528075658174,-4.576339532026139,-4.591597705707107,-4.559205813980999,32
33,taxa302160,94,94,1.0,1.0,-13.009453951894102,-8.430889330509913,-4.5785646213841895,-4.5876926010389765,-4.569779366646198,33
