,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa326977,58,58,1.0,1.0
1,taxa469873,58,58,1.0,1.0
2,taxa357591,58,58,1.0,1.0
3,taxa190872,54,52,0.9310344827586207,0.896551724137931
4,taxa263681,58,58,1.0,1.0
5,taxa361480,58,58,1.0,1.0
6,taxa347862,58,58,1.0,1.0
7,taxa517293,58,58,1.0,1.0
8,taxa2000,58,58,1.0,1.0
9,taxa322235,58,58,1.0,1.0
10,taxa158660,58,58,1.0,1.0
11,taxa331820,58,58,1.0,1.0
12,taxa244304,58,58,1.0,1.0
13,taxa361496,58,58,1.0,1.0
14,taxa127309,58,58,1.0,1.0
15,taxa248140,58,58,1.0,1.0
16,taxa348374,58,58,1.0,1.0
17,taxa470812,56,56,0.9655172413793104,0.9655172413793104
18,taxa268540,58,58,1.0,1.0
19,taxa291090,58,58,1.0,1.0
20,taxa541301,58,58,1.0,1.0
21,taxa171772,58,58,1.0,1.0
22,taxa259569,58,58,1.0,1.0
23,taxa104780,58,58,1.0,1.0
24,taxa138006,58,58,1.0,1.0
25,taxa181095,58,58,1.0,1.0
26,taxa278234,56,56,0.9655172413793104,0.9655172413793104
27,taxa177339,58,58,1.0,1.0
28,taxa510994,2,6,0.034482758620689655,0.10344827586206896
29,taxa193066,58,58,1.0,1.0
30,taxa405524,58,58,1.0,1.0
31,taxa346780,57,58,0.9827586206896551,1.0
32,taxa549871,58,58,1.0,1.0
33,taxa544358,58,58,1.0,1.0
34,taxa302160,58,58,1.0,1.0
35,taxa192573,58,58,1.0,1.0
36,taxa175497,58,58,1.0,1.0
37,taxa263461,1,4,0.017241379310344827,0.06896551724137931
38,taxa302974,56,57,0.9655172413793104,0.9827586206896551
39,taxa194648,58,58,1.0,1.0
40,taxa195173,58,58,1.0,1.0
41,taxa287978,58,58,1.0,1.0
42,taxa199487,58,58,1.0,1.0
43,taxa190108,58,58,1.0,1.0
44,taxa191306,10,13,0.1724137931034483,0.22413793103448276
45,taxa299892,58,58,1.0,1.0
46,taxa174348,58,57,1.0,0.9827586206896551
47,taxa192127,58,58,1.0,1.0
48,taxa183200,58,58,1.0,1.0
49,taxa182980,24,27,0.41379310344827586,0.46551724137931033
50,taxa181843,58,58,1.0,1.0
51,taxa194053,58,58,1.0,1.0
52,taxa109014,58,58,1.0,1.0
53,taxa518438,58,58,1.0,1.0
54,taxa193343,58,58,1.0,1.0
55,taxa357795,58,58,1.0,1.0
56,taxa352304,58,58,1.0,1.0
57,taxa179460,58,58,1.0,1.0
58,taxa469991,58,55,1.0,0.9482758620689655
59,taxa175537,58,58,1.0,1.0
60,taxa288134,58,58,1.0,1.0
61,taxa190464,58,58,1.0,1.0
62,taxa178915,47,49,0.8103448275862069,0.8448275862068966
63,taxa366612,58,58,1.0,1.0
64,taxa261912,58,58,1.0,1.0
65,taxa185281,57,57,0.9827586206896551,0.9827586206896551
66,taxa511008,57,58,0.9827586206896551,1.0
67,taxa470973,58,58,1.0,1.0
68,taxa162162,58,58,1.0,1.0
69,taxa181028,40,38,0.6896551724137931,0.6551724137931034
70,taxa204044,13,16,0.22413793103448276,0.27586206896551724
71,taxa470172,58,58,1.0,1.0
72,taxa328422,58,58,1.0,1.0
73,taxa21698,4,2,0.06896551724137931,0.034482758620689655
74,taxa213747,58,55,1.0,0.9482758620689655
75,taxa262724,58,58,1.0,1.0
76,taxa82283,58,58,1.0,1.0
77,taxa316732,58,58,1.0,1.0
78,taxa293896,58,58,1.0,1.0
79,taxa196731,58,58,1.0,1.0
80,taxa167602,57,55,0.9827586206896551,0.9482758620689655
81,taxa470114,58,58,1.0,1.0
82,taxa170206,58,58,1.0,1.0
83,taxa365676,58,58,1.0,1.0
84,taxa223059,58,58,1.0,1.0
85,taxa187524,58,58,1.0,1.0
86,taxa191541,58,58,1.0,1.0
87,taxa212619,58,58,1.0,1.0
88,taxa357470,58,58,1.0,1.0
89,taxa326792,58,58,1.0,1.0
90,taxa325407,58,58,1.0,1.0
91,taxa188646,58,57,1.0,0.9827586206896551
92,taxa171551,58,58,1.0,1.0
93,taxa290260,58,58,1.0,1.0
94,taxa367433,58,58,1.0,1.0
95,taxa310301,58,58,1.0,1.0
96,taxa193761,58,58,1.0,1.0
97,taxa327476,58,58,1.0,1.0
98,taxa189047,58,58,1.0,1.0
99,taxa180658,58,58,1.0,1.0
100,taxa269833,58,58,1.0,1.0
101,taxa367055,58,58,1.0,1.0
102,taxa203708,58,58,1.0,1.0
103,taxa181892,56,56,0.9655172413793104,0.9655172413793104
104,taxa589024,58,58,1.0,1.0
