,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa326977,56,56,1.0,1.0,-10.025171235586921,-5.192336251026504,-4.832834984560417,-4.837203722770967,-4.828150301957694,0
1,taxa469873,56,56,1.0,1.0,-13.327908539646975,-8.486229218948734,-4.84167932069824,-4.860405431720953,-4.823264838779221,1
2,taxa357591,56,56,1.0,1.0,-11.383744749991981,-6.540401960096861,-4.843342789895122,-4.848721282978616,-4.838478671533216,2
3,taxa190872,51,50,0.9107142857142857,0.8928571428571429,-17.264059033641537,-9.809945710098141,-7.454113323543395,-7.468660181790877,-7.439526284047993,3
4,taxa263681,56,56,1.0,1.0,-5.957820461475569,-4.588961331466165,-1.368859130009404,-1.372543364831312,-1.3652801042322409,4
5,taxa361480,56,56,1.0,1.0,-11.108407510030696,-6.276150094842832,-4.832257415187865,-4.838916555164505,-4.825608507654124,5
6,taxa347862,56,56,1.0,1.0,-12.999609080789208,-8.166021287415592,-4.8335877933736136,-4.846736671975159,-4.819222133664693,6
7,taxa517293,56,56,1.0,1.0,-11.547826768363525,-6.711212080653352,-4.83661468771017,-4.841811636708881,-4.831470696996884,7
8,taxa2000,56,56,1.0,1.0,-13.755656782571375,-8.935360554378512,-4.8202962281928645,-4.840716941288692,-4.799502686542557,8
9,taxa322235,56,56,1.0,1.0,-9.75620928318948,-4.920102924142595,-4.836106359046887,-4.84070275759256,-4.8313920520148,9
10,taxa158660,56,56,1.0,1.0,-8.658235010575446,-3.823316969184062,-4.834918041391382,-4.837305946870868,-4.832610028148233,10
11,taxa331820,56,56,1.0,1.0,-7.333934983342324,-2.497059838542263,-4.83687514480006,-4.838933811039428,-4.834656048365918,11
12,taxa244304,56,56,1.0,1.0,-9.356460586502715,-4.522073239442138,-4.834387347060576,-4.838586702430784,-4.829899982508547,12
13,taxa361496,56,56,1.0,1.0,-10.40537054222493,-5.572712650483469,-4.83265789174146,-4.8378251940734796,-4.827833468626028,13
14,taxa127309,56,56,1.0,1.0,-11.508865978402765,-6.675852613126105,-4.83301336527666,-4.840390411176413,-4.825631064663269,14
15,taxa248140,56,56,1.0,1.0,-11.751817545263352,-6.910838432406348,-4.840979112857003,-4.848013057179964,-4.83344373363179,15
16,taxa348374,56,56,1.0,1.0,-3.2951685923742633,-5.951838474661828,2.6566698822875643,2.6520472408584324,2.661187921350921,16
17,taxa470812,53,56,0.9464285714285714,1.0,-14.56313841953499,-9.735695338084266,-4.827443081450727,-4.856331153161101,-4.799177846761351,17
18,taxa268540,56,56,1.0,1.0,-13.04611498211627,-8.208160797961373,-4.8379541841549,-4.847776230925697,-4.827212810177654,18
19,taxa291090,56,56,1.0,1.0,-1.4633391366610509,-5.768331099969427,4.304991963308376,4.30099820227612,4.308889028119415,19
20,taxa541301,56,56,1.0,1.0,-13.768705336799703,-8.934692573348183,-4.834012763451521,-4.845053082174653,-4.822087138838061,20
21,taxa171772,56,56,1.0,1.0,-13.703490902121528,-8.872138662750455,-4.831352239371074,-4.843770215221632,-4.8192900751180945,21
22,taxa259569,56,56,1.0,1.0,-10.33487815538508,-5.498146391717366,-4.8367317636677125,-4.842140866414608,-4.831691095496131,22
23,taxa104780,56,56,1.0,1.0,-12.055353200948572,-9.425396074707791,-2.629957126240779,-2.6500836083386665,-2.6082061230444267,23
24,taxa138006,56,56,1.0,1.0,-14.881071060223618,-8.167574435950216,-6.713496624273401,-6.722168970364036,-6.705265568878874,24
25,taxa181095,56,56,1.0,1.0,-15.382260517362946,-9.133750052755197,-6.248510464607751,-6.269014865324849,-6.229906940778864,25
26,taxa278234,56,52,1.0,0.9285714285714286,-14.552866800367658,-9.708216746580309,-4.844650053787347,-4.866118207124986,-4.82508382407316,26
27,taxa177339,56,56,1.0,1.0,-7.960136296581428,-8.561853683724477,0.6017173871430493,0.5864700767494642,0.6167512910172116,27
