taxaId,microbiota_loads_foldChange,logged_relative_abundance_diff,qml_logged_loads_diff,ranksums_on_loads,mwu_diff_pvalue,mwu_logged_pvalue,qml_diff_pvalue,ancomP,qml_diff_qvalue,ANCOM_BC_diff_qval,ANCOM_BC_diff
taxa326977,0.0,-2.13694142074897,0.00305857925103048,0.3248759336788678,7.802845402269254e-22,7.802845402269254e-22,0.09361544671338144,0.0,0.15156786610737946,1.0,-0.004086749664198892
taxa469873,0.0,-2.141948028187457,-0.0019480281874564298,0.3032617067819148,7.802845402269254e-22,7.802845402269254e-22,0.38046310595011723,0.0,0.47910168897422173,1.0,-0.01498819946308397
taxa357591,0.0,-2.133976649120201,0.0060233508797997715,0.3423635279744729,7.802845402269254e-22,7.802845402269254e-22,0.019217702009869615,0.0,0.03630010379642038,1.0,-0.0011219544953685358
taxa190872,-1.0864109902229195,-3.226777124176847,-1.0867771241768462,9.31550109011529e-13,5.218305296748577e-20,5.218305296748577e-20,5.218305296748577e-20,1.0,1.2096980460644427e-19,1.0,-0.15009592005246353
taxa263681,3.0746866059047324,0.9420540824173198,3.0820540824173204,1.0184320123765711e-21,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,3.074908666062955
taxa361480,0.0,-2.136736295805451,0.003263704194549355,0.3423635279744729,7.802845402269254e-22,7.802845402269254e-22,0.1306069270562493,0.0,0.19883442626473774,1.0,-0.0038816063984064815
taxa347862,-0.6112558652280438,-2.7613257033140997,-0.6213257033140991,1.5861273124104831e-07,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,8.895039649611489e-45,-0.6388564624643677
taxa517293,0.0,-2.14331403348384,-0.003314033483839296,0.3009205325781873,7.802845402269254e-22,7.802845402269254e-22,0.6911513126090079,0.0,0.7833048209568756,1.0,-0.0021824524755607467
taxa2000,0.0,-2.116666550553431,0.023333449446569787,0.3983564165197354,7.802845402269254e-22,7.802845402269254e-22,0.012377408545862001,0.0,0.025249913433558483,1.0,0.027098363915570398
taxa322235,-3.4519816678260695,-5.592049409635987,-3.452049409635986,7.615889304893626e-22,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,-3.4591935794550457
taxa158660,-4.72648490701661,-6.8627650461707335,-4.722765046170733,7.615889304893626e-22,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,-4.729908995525394
taxa331820,0.0,-2.138521121654863,0.001478878345137602,0.31756242949177915,7.802845402269254e-22,7.802845402269254e-22,0.014436037608470838,0.0,0.028316843001231263,1.0,-0.005666464003206488
taxa244304,0.0,-2.1365685466184345,0.0034314533815660297,0.3199881790175344,7.802845402269254e-22,7.802845402269254e-22,0.02771098977314739,0.0,0.051391290124746074,1.0,-0.0037138815471995843
taxa361496,0.0,-2.137108228350754,0.0028917716492466994,0.32733793625936536,7.802845402269254e-22,7.802845402269254e-22,0.11258653811562865,0.0,0.17943479512178315,1.0,-0.004253552566369832
taxa127309,-7.321984395255464,-9.459725968203905,-7.319725968203905,7.615889304893626e-22,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,-7.3360626863488445
taxa248140,0.0,-2.133862063523222,0.006137936476778627,0.34746855049028624,7.802845402269254e-22,7.802845402269254e-22,0.09264169959278142,0.0,0.15156786610737946,1.0,-0.001007356364432113
taxa348374,0.0,-2.1366836970647682,0.0033163029352323292,0.3199881790175344,7.802845402269254e-22,7.802845402269254e-22,0.012911340692048953,0.0,0.025822681384097906,1.0,-0.003829014919762741
taxa470812,0.0,-2.1319287713129107,0.00807122868708987,0.2740264616704783,2.4415349124506834e-21,2.4415349124506834e-21,0.7894851917756328,0.0,0.8388280162616099,1.0,0.29474445677117994
taxa268540,0.0,-2.1305593210883966,0.009440678911603939,0.3900358052662525,7.802845402269254e-22,7.802845402269254e-22,0.12933985467396752,0.0,0.19883442626473774,1.0,0.0022954623730641107
taxa291090,-4.5824430748347496,-6.7255059538737365,-4.585505953873736,7.615889304893626e-22,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,-4.5858867804583205
taxa541301,8.333698562177647,6.206280433836378,8.346280433836379,7.615889304893626e-22,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,8.338257681013188
taxa171772,-3.2015921482149245,-5.32401166785824,-3.1840116678582397,8.807945950306206e-22,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,-3.1911421676461194
taxa259569,0.0,-2.132358850748422,0.0076411492515786605,0.3248759336788678,7.802845402269254e-22,7.802845402269254e-22,0.00026162929606135836,0.0,0.0005677912382608203,1.0,0.0004958235948751071
taxa104780,0.0,-2.162878752149725,-0.022878752149724235,0.2422460937177072,7.802845402269254e-22,7.802845402269254e-22,0.017020829488453463,0.0,0.032757068072117985,1.0,-0.01753018476820215
taxa138006,-1.7539045670328048,-3.8901437647344146,-1.750143764734414,1.860554381226863e-18,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,3.163717309182048e-303,-1.7572863296724164
taxa181095,0.0,-2.133598593547724,0.006401406452276603,0.3578230182505181,7.802845402269254e-22,7.802845402269254e-22,0.28374615488943566,0.0,0.3911095648476005,1.0,0.012800248135494222
taxa278234,0.0,-2.130232411482524,0.00976758851747661,0.2880116501298963,1.6657555017126545e-21,1.6657555017126545e-21,0.2513894442840696,0.0,0.3561350460690986,1.0,-0.007909931015212868
taxa177339,0.0,-2.1311933449980796,0.008806655001921015,0.3526217356571584,7.802845402269254e-22,7.802845402269254e-22,0.4110359492650174,0.0,0.5051285159642382,1.0,-0.0008997980568483197
taxa193066,0.24130618192730505,-1.8851299658854384,0.2548700341145622,0.27376637431258044,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,1.9941390484630603e-05,0.2477246309122742
taxa405524,0.0,-2.1384742933964436,0.0015257066035569977,0.2871268199215957,7.802845402269254e-22,7.802845402269254e-22,0.1879008656769836,0.0,0.2818512985154754,1.0,-0.00934195436559144
taxa346780,0.0,-2.1444935963102196,-0.004493596310219061,0.2781718230051623,7.802845402269254e-22,7.802845402269254e-22,0.4580185207576095,0.0,0.5561653466342401,1.0,-0.00761389253721454
taxa549871,1.738208484844041,-0.40033847546062695,1.7396615245393736,9.29583309202081e-16,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,3.137715089392428e-282,1.732515691886615
taxa544358,0.0,-2.1348402783107687,0.005159721689231844,0.3710361301396397,7.802845402269254e-22,7.802845402269254e-22,0.1231471825481273,0.0,0.19324634799859977,1.0,0.010423315324083538
taxa302160,-3.7643546028530355,-5.915395553377344,-3.7753955533773436,7.615889304893626e-22,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,-3.782523980452771
taxa192573,-2.8016206318468706,-4.943437565829435,-2.8034375658294346,1.5722607549866683e-21,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,-2.810582236920963
taxa175497,-9.379595740734477,-11.522136468850592,-9.382136468850591,7.615889304893626e-22,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,-9.376873970440222
taxa302974,0.0,-2.1285786977789165,0.011421302221084062,0.344910015223288,7.802845402269254e-22,7.802845402269254e-22,0.2928214574559749,0.0,0.3982371821401258,1.0,0.0037589619711504156
taxa194648,5.76703860100084,3.63459576852708,5.774595768527081,7.615889304893626e-22,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,5.772636392633899
taxa195173,0.0,-2.1362386943494016,0.003761305650598956,0.3322981809406802,7.802845402269254e-22,7.802845402269254e-22,0.770020734141182,0.0,0.8267591040252691,1.0,-0.005568425379147116
taxa287978,0.0,-2.138422026274874,0.0015779737251264692,0.30798028493453633,7.802845402269254e-22,7.802845402269254e-22,0.3020896104647949,0.0,0.4054360561501194,1.0,-0.005567315859102523
taxa199487,7.782676234547154,5.652308672498296,7.792308672498296,7.615889304893626e-22,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,7.785162731699109
taxa190108,0.14469317471969845,-2.0018958126056337,0.13810418739436692,0.8104270865685336,7.802845402269254e-22,7.802845402269254e-22,7.127818341827411e-19,1.0,1.6156388241475466e-18,0.593243278256219,0.13095890495246365
taxa191306,0.0,-2.1577252401782925,-0.017725240178291912,0.6603402909772149,4.15064825629037e-06,4.15064825629037e-06,0.47678697786834445,1.0,0.5721443734420133,1.0,-1.0492977666526273
taxa299892,0.0,-2.137406556069534,0.0025934439304666768,0.2985914300886393,7.802845402269254e-22,7.802845402269254e-22,0.3236494633900303,0.0,0.428730457997183,1.0,0.006204255239180051
taxa174348,0.0,-2.158744035857193,-0.018744035857192642,0.1768200782003887,1.1435415960884657e-21,1.1435415960884657e-21,0.5900753400832139,0.0,0.6839509623691797,1.0,0.24698438359075806
taxa192127,-8.417988933472433,-10.557839517606181,-8.41783951760618,7.615889304893626e-22,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,0.0,-8.412896581985398
taxa183200,-0.8841122243024113,-3.0332698332721364,-0.8932698332721358,1.4394219877528378e-10,7.802845402269254e-22,7.802845402269254e-22,7.802845402269254e-22,1.0,1.9897255775786597e-21,1.0963191759224696e-75,-0.8913558446510358
