,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa326977,58,58,1.0,1.0
1,taxa469873,58,58,1.0,1.0
2,taxa357591,58,58,1.0,1.0
3,taxa190872,53,55,0.9137931034482759,0.9482758620689655
4,taxa263681,58,58,1.0,1.0
5,taxa361480,58,58,1.0,1.0
6,taxa347862,58,58,1.0,1.0
7,taxa517293,58,58,1.0,1.0
8,taxa2000,58,58,1.0,1.0
9,taxa322235,58,58,1.0,1.0
10,taxa158660,58,58,1.0,1.0
11,taxa331820,58,58,1.0,1.0
12,taxa244304,58,58,1.0,1.0
13,taxa361496,58,58,1.0,1.0
14,taxa127309,58,58,1.0,1.0
15,taxa248140,58,58,1.0,1.0
16,taxa348374,58,58,1.0,1.0
17,taxa470812,57,58,0.9827586206896551,1.0
18,taxa268540,58,58,1.0,1.0
19,taxa291090,58,58,1.0,1.0
20,taxa541301,58,58,1.0,1.0
21,taxa171772,58,58,1.0,1.0
22,taxa259569,58,58,1.0,1.0
23,taxa104780,58,58,1.0,1.0
24,taxa138006,58,58,1.0,1.0
25,taxa181095,58,58,1.0,1.0
26,taxa278234,55,57,0.9482758620689655,0.9827586206896551
27,taxa177339,58,58,1.0,1.0
28,taxa510994,2,6,0.034482758620689655,0.10344827586206896
29,taxa193066,58,58,1.0,1.0
30,taxa405524,58,58,1.0,1.0
31,taxa346780,58,58,1.0,1.0
32,taxa549871,58,58,1.0,1.0
33,taxa544358,57,58,0.9827586206896551,1.0
34,taxa302160,58,58,1.0,1.0
35,taxa192573,58,58,1.0,1.0
36,taxa175497,58,58,1.0,1.0
37,taxa302974,57,58,0.9827586206896551,1.0
38,taxa194648,58,58,1.0,1.0
39,taxa195173,58,58,1.0,1.0
40,taxa287978,58,58,1.0,1.0
41,taxa199487,58,58,1.0,1.0
42,taxa190108,58,58,1.0,1.0
43,taxa191306,11,11,0.1896551724137931,0.1896551724137931
44,taxa299892,58,58,1.0,1.0
45,taxa174348,56,58,0.9655172413793104,1.0
46,taxa192127,58,58,1.0,1.0
47,taxa183200,58,58,1.0,1.0
48,taxa182980,17,20,0.29310344827586204,0.3448275862068966
49,taxa181843,58,58,1.0,1.0
50,taxa194053,58,58,1.0,1.0
51,taxa109014,58,58,1.0,1.0
52,taxa518438,58,58,1.0,1.0
53,taxa193343,58,58,1.0,1.0
54,taxa357795,58,58,1.0,1.0
55,taxa352304,58,58,1.0,1.0
56,taxa179460,58,58,1.0,1.0
57,taxa469991,58,58,1.0,1.0
58,taxa175537,58,58,1.0,1.0
59,taxa288134,58,58,1.0,1.0
60,taxa190464,58,58,1.0,1.0
61,taxa178915,40,50,0.6896551724137931,0.8620689655172413
62,taxa366612,58,58,1.0,1.0
63,taxa261912,58,58,1.0,1.0
64,taxa185281,56,58,0.9655172413793104,1.0
65,taxa511008,57,58,0.9827586206896551,1.0
66,taxa470973,58,58,1.0,1.0
67,taxa162162,58,58,1.0,1.0
68,taxa181028,45,36,0.7758620689655172,0.6206896551724138
69,taxa204044,12,12,0.20689655172413793,0.20689655172413793
70,taxa470172,58,58,1.0,1.0
71,taxa328422,58,58,1.0,1.0
72,taxa21698,2,2,0.034482758620689655,0.034482758620689655
73,taxa213747,56,58,0.9655172413793104,1.0
74,taxa262724,58,58,1.0,1.0
75,taxa82283,58,58,1.0,1.0
76,taxa316732,58,58,1.0,1.0
77,taxa293896,58,58,1.0,1.0
78,taxa196731,58,58,1.0,1.0
79,taxa167602,58,58,1.0,1.0
80,taxa470114,58,58,1.0,1.0
81,taxa170206,58,58,1.0,1.0
82,taxa365676,58,58,1.0,1.0
83,taxa223059,58,58,1.0,1.0
84,taxa187524,58,58,1.0,1.0
85,taxa191541,58,58,1.0,1.0
86,taxa212619,58,58,1.0,1.0
87,taxa357470,58,58,1.0,1.0
88,taxa326792,58,58,1.0,1.0
89,taxa325407,58,58,1.0,1.0
90,taxa188646,58,58,1.0,1.0
91,taxa171551,58,58,1.0,1.0
92,taxa290260,58,58,1.0,1.0
93,taxa367433,58,58,1.0,1.0
94,taxa310301,58,58,1.0,1.0
95,taxa193761,58,58,1.0,1.0
96,taxa327476,58,58,1.0,1.0
97,taxa189047,58,58,1.0,1.0
98,taxa180658,58,58,1.0,1.0
99,taxa269833,58,58,1.0,1.0
100,taxa367055,58,58,1.0,1.0
101,taxa203708,58,58,1.0,1.0
102,taxa181892,57,58,0.9827586206896551,1.0
103,taxa589024,58,58,1.0,1.0
