taxa326977,taxa469873,taxa357591,taxa190872,taxa263681,taxa361480,taxa347862,taxa517293,taxa2000,taxa322235,taxa158660,taxa331820,taxa244304,taxa361496,taxa127309,taxa248140,taxa348374,taxa470812,taxa268540,taxa291090,taxa541301,taxa171772,taxa259569,taxa104780,taxa138006,taxa181095,taxa278234,taxa177339,taxa510994,taxa193066,taxa405524,taxa346780,taxa549871,taxa544358,taxa302160,taxa192573,taxa175497,taxa263461,taxa302974,taxa194648,taxa195173,taxa287978,taxa199487,taxa190108,taxa191306,taxa299892,taxa174348,taxa192127,taxa183200,taxa182980,taxa181843,taxa194053,taxa109014,taxa518438,taxa193343,taxa357795,taxa352304,taxa179460,taxa469991,taxa175537,taxa288134,taxa190464,taxa178915,taxa366612,taxa261912,taxa185281,taxa511008,taxa470973,taxa162162,taxa181028,taxa204044,taxa470172,taxa328422,taxa21698,taxa213747,taxa262724,taxa82283,taxa316732,taxa293896,taxa196731,taxa167602,taxa470114,taxa170206,taxa365676,taxa223059,taxa187524,taxa191541,taxa212619,taxa357470,taxa326792,taxa325407,taxa188646,taxa171551,taxa290260,taxa367433,taxa310301,taxa193761,taxa327476,taxa189047,taxa180658,taxa269833,taxa367055,taxa203708,taxa181892,taxa589024,condition
10470824.879379436,1066513.8885215083,4060233.201663337,416292.3063517222,15887051.149100736,4933760.970493863,1361083.298279159,3662309.9869794385,777698.6520573942,12546532.23784453,26948564.048497614,67512166.05257842,16597248.922137765,8026186.487055621,3727376.4080679077,3126507.9276080816,6154309.651796235,445063.17281941435,1278090.414237748,6972508.831265857,762870.5901086632,811559.7487462875,8440265.649832899,546867.7772435455,1288492.1890376052,662172.5574717486,442850.0292449775,997906.4377139391,0.0,1090858.4678403225,874191.7119028734,447497.63075129385,1733997.9905719047,560367.9530476135,1102588.1287848426,13233492.003349999,680320.334782137,0.0,457899.405551151,1498519.5142517395,1171859.522664739,2997481.6572183636,2219119.0620886423,623885.1736339772,0.0,657082.3272505392,465424.0937042398,1162121.6909372134,1066956.5172363971,400800.3013306597,686074.5080756738,1566241.7076295302,721484.8052666767,2537590.4224502183,983299.6901226505,3763893.2770461272,1059431.8290833083,738526.0107898489,484235.8140869597,883044.2862006249,1543888.9575277106,1544110.271885153,405005.27412209107,711968.2878965936,950766.4795784199,447055.0020364089,462768.3214149139,2181052.9926083134,681426.9065693534,408988.93255608,0.0,2361866.8226398705,966479.7989569252,0.0,453473.1184022772,589138.8195153057,597327.450740726,7584443.029597852,1151719.916137356,5502760.183481806,449268.14561084576,615032.5993362254,648229.7529527914,1960402.5782368793,3371281.6069408874,2722166.596558322,2162019.9578681467,1296680.8202630254,2942817.0109297563,969135.5712462511,8160524.302023979,521416.62613751064,15904756.297696253,5013212.824816186,2830610.631705768,693599.1962287626,4649593.335536093,2486245.491523268,23128014.295945853,11284597.771700168,1619135.8390585901,701123.8843818514,1002775.3535777021,438423.74209609954,1436330.1798100388,Control
13580984.717054803,1380246.2613711385,5403262.559874286,550202.9730004948,20877783.528524615,6479724.949479971,1753366.6818646726,4743817.11082021,1025083.5081740854,16523049.20912813,35520764.736529574,88666481.10046276,21760702.17060155,10576068.389443733,4833605.447302614,4148719.969578519,8081947.931599257,572650.0571210932,1707973.6895319016,9335991.697803466,1041544.703195855,1118363.613297465,11077386.601470485,715313.7473097979,1746383.1445827065,864960.9747804685,587115.9557765936,1344829.7508697454,0.0,1442100.4487256792,1152782.4756157207,605073.6230730745,2393357.9913475667,747238.4891702054,1392716.8636603593,17579558.635071073,859972.733864777,0.0,626523.059010536,1928952.7620969275,1454072.2269233365,3883345.5528638647,2828332.5991956466,837026.8256526099,0.0,889902.17935891,601083.0303405204,1521413.4792851375,1411672.1791399776,0.0,932302.2271422693,2112520.02779428,927812.8103181463,3369556.7385479007,1308914.4162767837,4809661.890907306,1387728.6227446732,993657.5904052412,632010.1240177907,1154777.7719819953,2031710.524960116,2066129.3872783717,550701.7970920632,956744.6076291422,1237083.7470908652,573148.8812126617,615548.9289960209,2866243.2301548827,881422.1698022435,585120.6594103139,0.0,3093707.0159103004,1246062.5807391056,0.0,586617.1316850251,769685.573290809,768687.9251076719,9955032.395440456,1531389.961116515,7204017.530438009,619539.5217285699,821563.2788139721,839520.946110453,2609348.8229969004,4432052.053589649,3638422.9239035347,2900163.2683815695,1680538.3644956115,3839449.0328058,1267512.016676567,10779089.79471227,684386.6536325276,21003986.023691528,6548063.850024929,3716239.482188282,883916.2902600865,6081663.324407979,3260314.2624943093,30449719.02164019,14869447.34557723,2164896.5574090118,912848.0875710824,1290956.748980308,584123.0112271768,1893037.4275039656,Control
24197007.689483028,2447370.5569867855,9682946.145659933,967702.7474421799,36851126.79670852,11325377.414254421,3256748.848807688,8462220.202785635,1837747.419454406,29548966.156605884,62948027.95364685,156822592.7945858,38542387.103018045,18846528.890169684,8630902.333073717,7322875.989436278,14465232.50610814,1099393.1824916503,3080668.3794718785,16298540.922133915,1842186.4228830389,1932446.1592652649,19580444.12370387,1272514.3162083651,3080668.3794718785,1516659.5047832269,979540.0899185314,2287566.43355597,0.0,2595337.3379412503,1932446.1592652649,1043165.8057289502,4163785.2160585346,1282871.9908751785,2692995.4133711946,30677952.69528842,1562529.2068791136,0.0,1118628.8640157299,3428390.314714865,2722588.7695620875,7118681.831719124,5178837.333406139,1424920.1005914626,0.0,1553651.200021838,1056482.816014849,2593857.670131703,2441451.8857486052,0.0,1633553.2617372507,3727283.2122428794,1683861.9672617703,5767745.121604892,2198786.3649832914,8845454.165457685,2485841.9200349445,1769682.7002153543,1096433.8468725553,2030104.2346952094,3579316.431288415,3512731.37985891,0.0,1627634.5904990702,2206184.704031019,1018011.4529666903,986938.4289662592,4959846.497593538,1572886.8815459176,981019.7577280788,0.0,5375633.152075576,2173632.0122210314,0.0,1049084.4769671306,1407164.0868769214,1374611.3950669428,17550339.889008682,2753661.7935625184,12773972.199798604,1050564.144776678,1543293.5253550338,1492984.8198305143,4629880.576065093,7999084.178398172,6392164.937232719,5276495.408836084,3151692.4343300248,6782797.238952497,2228379.721174184,18879081.581979655,1200010.5935406806,37218084.41347561,11704172.373497877,6753203.882761604,1603959.9055463579,10717233.944531579,5763306.118176259,53563974.70551497,26385436.379799534,3838258.297958722,1541813.8575454864,2370427.830890468,1037247.1344907697,3456504.00309621,Control
20441476.46571728,2183949.239488351,8058820.76302759,783529.8445413064,30729111.162808143,9750059.517451648,2570106.074937129,7119065.642734211,1541422.7207540667,24531374.069381263,52665543.34418397,131332580.66033922,32258516.554658256,15576861.725374928,7239238.931774291,6140053.914687713,11909974.099132018,851628.0416640155,2420290.0412671706,13718181.521555016,1561451.6022607454,1572667.7759044878,16338760.377888989,1124020.8301548597,2674256.258771863,1321906.1794408567,862844.2153077578,2010098.5480103656,0.0,2060571.3294072018,1698449.151766435,881270.7862939019,3525083.145175615,1087968.843442835,2159914.581680332,26031136.716601405,1309087.6952765798,0.0,930141.2571702034,2921012.0789341615,2183949.239488351,5831609.139484843,4250128.65571742,1292263.4348109702,0.0,1314695.782098455,913316.996704594,2251246.2813507887,2131072.992310717,0.0,1347543.1477694102,3073231.578384925,1476529.1446724269,4997606.51354671,1906749.5194359028,7146304.921583299,2056565.5531058693,1486944.163055898,903703.1335813864,1755331.1752454017,2993116.052358203,3085248.907288932,808365.6576095888,1370776.6503171583,1760138.1068070056,886878.8731157769,861241.9047872231,4307811.834456658,1277842.6401261587,0.0,809967.9681301236,4519316.823167195,1891527.569490828,0.0,870054.6126501674,1212147.9087842556,1165680.9036887519,14713216.354806874,2275280.939158808,10761918.611169092,850025.7311434807,1254609.1375784108,1230574.4797703996,3775844.7416392458,6477340.279260198,5360529.84644774,4332647.647524941,2469961.6674037357,5795557.15277282,1978052.337599681,15947796.610878605,974204.7964849013,31236242.442557305,9794123.05676633,5534380.5379257165,1406828.6370291752,9088305.27247094,4923900.229602125,45009703.67707075,21798633.476609863,3242275.338301299,1426857.5185358617,1876305.619545753,818780.6759930677,2880954.315920804,Control
4218189.559988834,400910.2401262689,1671738.1544021287,182231.92733012236,6451010.227486329,2027569.9703993676,526554.3584433544,1455937.1878269783,306916.93024020595,5041110.579195394,10903223.946783332,27274364.828877326,6744499.542028532,3408696.1564802937,1466487.4573039848,1283296.4145668622,2459171.9035496456,196618.65843513163,523677.0122223519,2785271.141929875,328017.46919422055,326099.2383802184,3360740.3861302626,211005.38954014253,548614.0128043692,259920.27529717537,173599.8886671165,413378.74041727756,0.0,448866.01047630137,320344.545938215,187986.61977212573,666585.2078654476,217719.19738914623,469007.43402331567,5334599.893737582,254165.58285517036,0.0,184150.15814412295,615752.0912944141,468048.31861631374,1172998.1427617879,918832.5599066174,272388.77558818244,0.0,276225.2372161852,205250.6970981375,483394.16512832494,394196.4322772651,166886.0808181128,289652.8529141942,616711.2067014144,292530.19913519674,1004193.8311296743,401869.3555332708,1504852.073584011,426806.35611528653,287734.62210019364,173599.8886671165,351036.2389622357,587937.7444913944,632057.0532134242,0.0,315548.96890321193,371177.66250925,177436.35029511928,185109.27355112482,941851.3296746326,267593.19855317933,0.0,169763.42703911368,986929.7538036626,379809.70117225597,180313.69651612177,195659.54302813136,261838.50611117596,228269.46686615268,3131511.8038571114,482435.0497213246,2197333.3974384684,175518.1194811187,237860.6209361605,247451.77500616666,775924.3642635217,1363862.108754916,1141347.3343307667,887181.7514755962,529431.7046643553,1185466.6430527964,358709.16221824137,3322375.769850235,205250.6970981375,6376199.22574029,2028529.0858063677,1116410.3337487495,276225.2372161852,1869315.928244254,978297.7151406567,9319724.409825264,4374525.371329946,662748.7462374448,261838.50611117596,384605.27820725896,182231.92733012236,567796.3209443816,Control
23852027.766036473,2536194.399469487,9397418.233071314,1038793.758259977,36331856.39366919,11141554.741130894,3138730.5380815533,8329123.447253173,1713741.5099693367,28762607.898671627,61543613.33897713,154699812.6328503,38175223.63078803,18287955.174461536,8485568.29036461,7262616.602499165,14067520.292580813,984261.5558039871,2924177.6103858687,16094151.488773089,1803138.5631758806,1919354.732344374,19096104.53544864,1309666.8294757847,2956360.5495402184,1571600.1953709451,989625.3789963772,2317171.619113474,0.0,2529042.635212964,1933658.2608574205,1049521.404644757,4106006.653776299,1275695.949257302,2502223.5192510043,30586307.784084983,1550144.9026013757,0.0,1064718.9036898746,3394406.110252253,2606818.0715026557,6844238.393492567,4953490.718174285,1443762.409285591,0.0,1534053.4330241967,1065612.8742219363,2681017.6256640824,2414614.4071085937,923471.559623536,1631496.2210193255,3608959.037947946,1673512.836026393,5851931.102899995,2307337.943260756,8544570.345480928,2452161.169455343,1731620.9206106493,1070082.7268822645,2006963.844486785,3512410.220484889,3615216.8316724077,953866.5577137615,1587691.6649481154,2136589.571636263,1041475.6698561719,1053991.2573050852,5100101.885433004,1586797.6944160536,0.0,0.0,5467523.774111879,2189333.83302812,0.0,960124.3514382227,1345425.6507584003,1384760.3541692728,17366271.55590216,2623803.5116118975,12681865.967879562,975321.8504833309,1459853.8788627703,1455384.0262024424,4562825.595661708,7721223.485448707,6191639.905084838,4991037.4805210335,2868751.4373978074,6846920.305088762,2118710.1609949595,18708121.324532215,1175571.2496659784,36428405.2111323,11434777.075648278,6509893.414500114,1600207.2523970378,10781284.616708497,5632908.322543972,53050893.284355946,26082484.24353957,3853012.9932017955,1625238.4272948639,2257275.5934650945,963700.2335664795,3274614.0589554925,Control
20943584.666747358,2191841.5557342307,8210429.138890121,844191.3276703835,31928003.58914081,9983612.914024033,2604387.543917048,7321163.342140521,1535587.8449026844,25346367.129520644,54113046.09069764,136058430.87674323,33562908.06082831,16190138.114018742,7494585.4519877415,6274518.890639682,12273243.148438666,896905.5372715156,2598275.75149952,14167134.823818622,1559271.0405205893,1627264.7311655371,17106906.97664727,1086371.1022147327,2688424.6896579848,1397308.5414562274,870166.4454448586,1980220.7432774962,0.0,2231568.206448133,1741096.864941899,899961.4334802836,3547131.5243199854,1131445.5712939731,2191077.581682041,26965228.146112047,1320911.1362371903,0.0,937396.1620376081,2999362.1288994793,2224692.4399784235,5949829.918458769,4463136.412896266,1284240.3817320475,0.0,1360637.7869510849,921352.7069416108,2315605.3521890785,2132251.5796633805,0.0,1401892.3857693672,3194175.512208027,1484401.5834059324,5096470.902162097,2029879.0566698685,7632100.7813820075,2140655.2942374786,1527184.130328595,981706.6570646503,1793811.0745430388,3046728.5201352816,3062008.0011790893,851831.0681922833,1453842.6213183177,1913755.0007369288,925172.5772025605,937396.1620376081,4441745.139434939,1353762.020481375,827383.8985221962,811340.4434261987,4663297.614570151,1914518.9747891189,0.0,880098.1081233282,1171172.2220078674,1197147.3397823425,15265729.510868397,2246083.7134397505,11064636.197873442,916768.8626284709,1248333.601279103,1316327.2919240424,4013919.670208315,6639698.48758669,5349346.313437123,4402018.488721037,2645642.142735322,6004072.076164288,1884723.9867536938,16286398.844594743,1052756.243918358,32309226.641183823,10072233.904078132,5722929.62495822,1427103.5294916523,9435843.518603493,5048340.536874105,46542827.207542986,22829836.601605497,3278212.6579489713,1341538.4356463274,2053562.2522877734,880862.082175518,2969567.140864054,Control
17219005.300752837,1722367.2962802367,6786780.620031091,659696.2363349776,25966203.981590647,8155183.544221196,2205470.31840762,5938822.014364638,1266492.3027751672,20671519.330062535,44328786.48448071,110897426.74766953,27513533.95101312,13192368.839349665,6174538.9478664035,5296240.538877974,10217512.2264429,754605.3646756223,2119118.570491129,11595250.474732127,1276605.570549168,1325616.0220693375,13929081.499502063,881410.183688123,2207026.2057574606,1158358.1319608272,738268.5475022324,1664021.520660983,0.0,1844504.4532431953,1428304.5871592187,773276.012873783,2862832.723717827,913305.8743599791,1807163.156846874,21996357.40845693,1092232.9195923442,0.0,767830.4071493174,2487085.928729859,1880289.8622896697,4868371.51767015,3625217.5251426785,1018328.2704746311,0.0,1128796.2723137422,758495.0830502404,1849172.1152927373,1776045.4098499415,0.0,1198811.203056837,2659011.4808879117,1194143.5410073018,4123879.4207685282,1609565.4634163547,6170649.229491786,1722367.2962802367,1313168.923270566,840179.1689171899,1417413.3757102943,2546987.5916989534,2517425.7320518685,673699.2224835965,1136575.7090629719,1539550.5326732534,706372.8568303762,745270.0405765452,3555202.594399577,1093010.8632672678,0.0,0.0,3833706.430022129,1544218.194722795,0.0,722709.6740037662,1020662.1014993956,1003547.340651082,12478216.545770066,1926966.4827850682,9042039.333633753,718042.0119542242,1046334.2427718692,1004325.2843260057,3317151.8298730417,5625310.713370536,4485623.229607876,3625217.5251426785,2114450.908441587,4775796.22035427,1562110.8992460321,13225820.417371407,806727.5908954864,26264156.409086294,8319329.659630006,4716672.501060099,1117127.1171898874,7651076.0428708475,4091205.7864217483,38014217.67512811,18554734.590596177,2652787.931488529,1116349.1735149638,1664799.4643359068,703261.0821306816,2321383.9259711895,Control
4053735.422664221,411349.3638709143,1605081.1247958178,159730.43706529812,6228361.462710161,1937230.387264718,517563.4533480321,1436653.0021760303,301553.8744595991,4957987.743193402,10577408.891377227,26473708.313602705,6523980.445850224,3146617.982187693,1466839.0873357127,1241313.217193549,2421742.6355057023,180502.55668365458,498735.52226538234,2753380.2694125865,299200.38307426684,332149.2624689035,3298571.6651101513,218260.74456135888,523089.04181793955,267172.43509128276,172828.12825322768,400707.4897807218,0.0,426800.5464441761,340539.9708861703,168223.4711949712,682103.1988963978,215293.29890159323,431916.83206446125,5257802.080542096,261953.82375859286,0.0,178865.3452851638,579572.8350658857,455247.0944929611,1170401.4984963988,857489.4699597673,247423.57259698363,0.0,267172.43509128276,174260.6882269073,451768.0202711667,410428.43245926336,0.0,279656.17200477887,614670.5544210416,285181.76047468634,1004736.170111571,398047.0212581736,1460801.8703037766,411656.3410081318,284772.457625064,185925.81944115728,346986.4907677303,599117.0461353752,612112.4116108982,158604.854228836,280065.4748544012,364586.5133015099,170986.26542992573,180400.2309712498,869154.6011740172,259498.00666085587,165358.35124761195,167711.84263294257,925331.4172847472,378502.81018868566,0.0,172725.80254082134,237600.30420603568,241591.0069898587,2978599.1624175296,454940.11735574354,2146077.166284753,175283.9453509647,242716.58982632082,255711.9553018456,768466.1001668085,1307824.9302572545,1081992.0829778751,849508.0643921229,511730.88774090714,1170503.824208805,368372.5646605201,3207092.47821946,196158.39068172753,6286482.467356597,1960765.3011180242,1120261.8994176064,281600.3605404872,1832960.48632331,954084.9424707482,9087341.867325421,4433875.444251391,645675.2452799684,277200.35490704194,382288.86154769594,161981.60273822397,561972.812532106,Control
3631633.2205295977,385516.81823641545,1451357.433360625,148303.38852792018,5587294.166821329,1684611.3065792946,465787.8270755574,1265618.2380198292,270329.7203506514,4469259.397967636,9436343.034610294,23807733.294263802,5882821.064834494,2799046.4786240635,1283976.1817453725,1151870.9788576374,2196833.9324900517,156582.4611884596,436991.0526041163,2447725.830072486,278608.7930111908,292647.220566019,3018261.9242879064,211296.33268419723,471187.2222889524,231814.0344950988,160542.01767828382,346281.21301907673,0.0,387676.5763217737,298046.61577941396,161621.89672096225,620570.4898595525,181419.67917007775,408194.27813267533,4692434.400121298,240813.02651742432,0.0,164501.57416810666,554697.868256131,418993.06855946535,1016526.1388418641,776433.0316862259,226774.59896259758,144703.7917189911,254131.5347104664,161981.85640185463,408554.23781356774,384076.97951284325,0.0,253411.61534868032,567656.4167682793,263490.4864136842,877941.6616980556,345561.29365729063,1322491.8676009253,372918.2294051595,265650.2444990425,151902.9853368507,312445.00301513454,521581.5776139734,529860.6502745128,0.0,231094.11513331413,321084.0353565662,147943.42884702786,160542.01767828382,761674.6847696131,234693.71194224322,0.0,0.0,804509.8867958809,327923.26929353346,0.0,159822.09831649772,209496.53427973267,207696.73587526815,2714455.953614194,418273.14919767925,1948101.7929929744,149023.3078897063,222455.082791881,223175.00215366707,696521.9825279778,1151870.9788576374,981610.049795242,777512.9107289057,457508.75441501796,1047122.7117177711,341241.7774865755,2853760.35011979,172420.6871477523,5682683.482257969,1788279.6946764812,1023365.3727788314,256291.29279582464,1610459.612315328,872182.3068037666,8138328.425310106,3957396.7317377743,583494.642727572,241892.90556010415,366078.9954681923,157662.34023113942,511862.66622986185,Control
