taxa326977,taxa469873,taxa357591,taxa190872,taxa263681,taxa361480,taxa347862,taxa517293,taxa2000,taxa322235,taxa158660,taxa331820,taxa244304,taxa361496,taxa127309,taxa248140,taxa348374,taxa470812,taxa268540,taxa291090,taxa541301,taxa171772,taxa259569,taxa104780,taxa138006,taxa181095,taxa278234,taxa177339,taxa510994,taxa193066,taxa405524,taxa346780,taxa549871,taxa544358,taxa302160,taxa192573,taxa175497,taxa302974,taxa194648,taxa195173,taxa287978,taxa199487,taxa190108,taxa191306,taxa299892,taxa174348,taxa192127,taxa183200,taxa182980,taxa181843,taxa194053,taxa109014,taxa518438,taxa193343,taxa357795,taxa352304,taxa179460,taxa469991,taxa175537,taxa288134,taxa190464,taxa178915,taxa366612,taxa261912,taxa185281,taxa511008,taxa470973,taxa162162,taxa181028,taxa204044,taxa470172,taxa328422,taxa213747,taxa262724,taxa82283,taxa316732,taxa293896,taxa196731,taxa167602,taxa470114,taxa170206,taxa365676,taxa223059,taxa187524,taxa191541,taxa212619,taxa357470,taxa326792,taxa325407,taxa188646,taxa171551,taxa290260,taxa367433,taxa310301,taxa193761,taxa327476,taxa189047,taxa180658,taxa269833,taxa367055,taxa203708,taxa181892,taxa589024,condition
13264375.14271705,1347802.7249311102,5196624.860385504,555159.0171340967,19955443.215892848,6212453.708404137,1654822.4844067828,4627166.292810095,979379.0135603009,15954092.542397585,34022275.48337648,85486918.28841703,21047255.94958992,10188009.114436619,4709879.378696232,3999107.6067593987,7804470.324205843,552635.5670562139,1630148.750311934,8855066.706630817,977416.3301663937,1016950.3813865497,10685689.546463398,674321.9374785356,1680056.9851856073,851804.5929562522,565252.8174456236,1277146.1227504078,0.0,1407804.7601163099,1082840.4667534765,586001.1847526577,2211383.418250816,682453.0543961549,1390140.6095711347,16847393.869967874,861337.6265838085,589926.5515404722,1899597.141961363,1428833.5107653295,3749286.0490490575,2780561.6024842593,810868.6250261647,0.0,834701.2090950523,585160.0347266967,1455469.9282540856,1320605.5407583783,507213.46565433085,900871.6778039645,2011470.0954141433,917133.9116392086,3231418.0163992196,1237331.6881882665,4696981.744964836,1318082.0906804954,945452.6291798864,612357.2188994284,1124337.2013675398,1926513.942792109,1960159.9438305385,0.0,906198.9613017156,1216022.5541972616,579271.9845449699,580393.5179129161,2774112.7856185567,860496.4765578475,527401.0662773893,516185.7325979163,3004868.27607379,1221630.221036998,542822.1500866724,768811.1237281256,766568.056992233,9593316.046082376,1466965.645275549,6935562.347388379,573383.9343632481,802737.5081085451,810307.8583421889,2531861.5781418597,4242199.964262057,3461332.3568284926,2777197.0023804153,1657345.9344846657,3713396.9812747305,1191068.4367604223,10424933.038415546,658900.8536692577,20154235.00536158,6354327.679449502,3648067.6625917796,852365.3596402279,5855245.330712771,3124031.196418229,29315480.3214421,14291138.94107315,2084930.531014714,894703.2442802523,1265089.6390449686,544224.0667966041,1865390.3742389583,Control
22865764.784021463,2251262.555955788,8765945.540592525,958257.9997164753,34438431.4523825,10803853.148434881,3102843.08161553,7741473.9362891335,1688446.916966837,27482324.437166136,58801359.40678627,147130307.92575783,36172860.03920134,17189787.457485966,8089095.360370542,6865982.942306329,13134204.176536167,980329.2012454532,2788328.4598275865,15179468.851554856,1600162.1108509244,1785928.0570531553,18230812.46293605,1281968.9554748242,2814078.194944731,1397842.7635019552,1029989.4046856496,2236548.4216031334,0.0,2484849.4388041417,1807999.2585821426,1017114.5371270865,3912120.471011398,1197362.6829470687,2385529.03192374,28887524.267844383,1462217.1012948153,1017114.5371270865,3196645.6881136913,2573134.2449200545,6262703.4338475885,4748986.862318493,1392324.9631197148,0.0,1449342.2337362433,987686.2684217765,2462778.2372751636,2199763.0857215,0.0,1556019.707792968,3494606.9087548964,1537627.0398521558,5705405.595240886,2260458.889926194,7947471.817226267,2273333.7574847667,1664536.4486437757,1042864.2722442218,1813517.0589643826,3397125.7686685775,3400804.302256735,0.0,1609358.4448213303,2037907.6078423301,954579.4661283093,991364.8020099424,4776575.86422972,1489806.1032060336,884687.3279532087,0.0,4931074.274932568,2113317.54639967,947222.3989519861,1307718.6905919595,1316915.0245623742,16546044.079557365,2569455.711331888,12078465.03673333,987686.2684217765,1408878.3642664442,1412556.89785461,4449186.374883206,7347870.842355693,5628156.389889462,4704844.459260537,2852702.797620447,6354666.773551667,1899962.5982862122,17684550.22509385,1059417.6733909596,35052746.56160569,10974904.960284423,6099008.689174335,1429110.299001348,10097574.699507546,5324677.368866009,50083234.802839905,24721584.979249783,3487249.8415785735,1486127.5696178677,2219995.020456395,903079.9958940296,3192967.154525525,Control
18079399.331100594,1872400.6662252895,7028626.105884564,741488.3936928667,27602237.890235607,8638244.805088094,2283986.879632949,6199121.583478394,1376597.5814588342,21722887.134096973,46580794.79524218,116719518.02682048,28691991.54142726,13881219.954342535,6361856.440164188,5457633.18978552,10492282.394099774,750986.5370791988,2261824.5450648456,12034147.670480775,1348103.1512998454,1380396.8388133699,14497332.855335852,972609.882760246,2317546.986264652,1163205.9600459475,797844.0444517625,1767287.8794165691,0.0,1905960.7728569924,1462080.8719358153,821272.7981380443,3092595.4865892217,949814.3386330535,1893929.7912343105,23093785.829524014,1133445.1107687799,823805.6363744013,2591726.72535006,2040834.4089428873,5140395.200682084,3821419.6891003167,1119514.5004688231,0.0,1177136.5703458972,786446.2723881695,1985745.1773021703,1855304.0081298933,0.0,1238557.8975775002,2759527.2585085616,1273384.4233273817,4391308.292280147,1700800.8757122522,6482166.256391045,1840740.188270854,1293013.9196591282,808608.6069562729,1443084.5851631511,2638584.2327226237,2630985.718013559,715526.8017702346,1199298.9049140008,1604553.0227307677,788345.9010654374,791511.9488608767,3789126.0015867925,1154974.235777794,693364.4672021313,716160.011329324,4024046.748008701,1689403.103648659,821906.0076971336,1076456.2504507948,1043529.353378181,13052348.64149539,2044633.6662974162,9418992.191444412,769349.6142927733,1067591.3166235522,1071390.5739780809,3471254.8029242605,5850223.116420516,4740206.759338025,3841049.185432064,2216866.6663695425,5158125.068336562,1626715.3572988778,14194025.476532312,887759.8018423612,27718748.449107915,8711063.904383255,4999822.678564393,1165738.7982822976,8161438.007094274,4236171.950303416,40106227.053560205,19570607.842754524,2808917.6041174824,1216395.563009397,1695101.9896804555,727557.7833929168,2573996.8576955744,Control
21912652.68500403,2177340.967960665,8634973.773068747,891727.4660723737,33104547.673623633,10396493.163267259,2819193.9996897657,7619262.809039756,1640397.0498871382,26501949.54782787,56278970.880139664,140646880.08195126,34697258.762758225,16687225.105741492,7898702.539049595,6548236.130537862,12992516.866635185,947996.8997603558,2715238.6052492443,14747360.222328445,1630859.8577366339,1743398.725112615,17845040.232812956,1137787.0235554427,2702840.2554535815,1427717.6649308475,886005.1507820643,2085783.9233157984,0.0,2234564.1208637087,1799668.1588006057,951811.7766205594,3741440.4806437595,1122527.5161146286,2349964.1458848407,27567253.911039475,1398152.3692642727,1009034.9295236028,3139643.655946782,2456780.6979705123,6145766.621786475,4526351.394630453,1386707.7386836621,0.0,1429625.103360945,971839.8801366297,2414817.0525082825,2263175.6973152217,0.0,1477311.0641134758,3294146.168784993,1519274.7095757052,5330336.692918164,2084830.204100754,7867229.804952932,2353779.0227450356,1560284.6358228824,996636.579727948,1814927.6662414111,3108170.921850118,3271256.90762378,853578.6974703473,1489709.413909139,1951309.5139936581,880282.8354917633,917477.8848787366,4654149.769447239,1390522.6155438656,870745.6433412586,0.0,4891625.853994857,1983735.967305383,886958.8699971171,1325669.7089204234,1224575.4721250527,15794543.920454033,2376668.2839062563,11353073.535963066,924153.9193840905,1360003.6006622463,1339021.7779311317,4157262.058405844,7014604.826697637,5578303.688831338,4717095.237640584,2699979.097808431,6161979.848442342,1946540.9179184013,16995276.412202794,1067211.8016416912,33449794.02947193,10547180.799245326,6080913.715163034,1463005.2758877147,9790881.461710136,5094768.046800642,48203830.28630571,23761914.242987294,3372351.1444191514,1448699.4876619622,2010440.105326799,894588.6237175242,3072883.3108932422,Control
13983735.957503308,1369329.2925957257,5488277.284780853,552115.7627974737,21160555.866720624,6664434.561112439,1742658.1892764005,4821080.320804757,1060391.0680030924,16869671.079917405,35847109.159993455,89986649.25019015,22166146.36273391,10697756.659563497,5043707.644513422,4241564.27201237,8126239.818940996,578831.0416425165,1730328.0605786876,9325002.331218434,1028195.7319590691,1043265.8892562749,11347828.44479279,786388.2080539754,1763893.4109224572,921334.6165789142,591846.1774900999,1335763.942251956,0.0,1443995.0719318627,1146701.9688870665,622671.4992343766,2335874.3810662464,748712.8148109715,1483040.4794746079,17736205.124506526,914484.5450801871,639796.6779811941,2023511.1207242496,1529620.965665961,3914130.8543731724,2924980.5299568535,807623.4297000322,0.0,865164.0302893464,621301.4849346302,1561816.3017099842,1418649.8073865667,0.0,950104.9168735738,2154347.486349955,929554.7023773877,3366810.141624809,1353574.1281486496,4973151.908076519,1392619.5356913998,1020660.6533104716,607601.341937171,1173417.2477321038,2019401.0778250105,2089271.8071120374,560335.8485959473,959010.0098219181,1296718.5347092056,600066.2632885734,612396.3919862808,2885935.1224141037,937089.7810259906,549375.7341979862,0.0,3154457.9251642395,1338503.9708514488,602121.2847381905,815158.5083486298,815158.5083486298,10169616.147011576,1541951.0943636687,7285051.038897231,616506.4348855201,874069.1232376905,850093.872992146,2650292.662857861,4497756.946064799,3700408.6236128625,2961285.908900111,1733068.0891781803,4056612.341546715,1265208.2058150584,10797767.70344495,699392.3000201255,21268786.996400535,6686354.789908416,3802474.6889439076,963805.059871028,6114373.819764598,3319544.6482835845,31076034.361129414,15061937.211403118,2179692.7508952455,928184.6880776412,1343299.0209005591,582941.0845417505,1968710.5487344232,Control
20428404.64016917,2042023.6545550956,7895630.319169762,794055.4839569929,30780297.698103745,9540334.51408138,2587535.687986244,7178588.298755979,1519849.0343188634,24597633.507440798,52395993.23456426,131635262.56125003,32544022.70030948,15626731.875315357,7186756.393374198,6161660.518787537,11894496.070118468,872235.8181599618,2567698.886770566,13593459.75070831,1545520.1888332749,1637702.9709531886,16442957.901807547,1079355.3602648387,2507605.0477936557,1334316.599419284,898490.4080042408,2029188.0772978936,0.0,2119037.1180983214,1718800.4818055204,878653.6067885626,3451019.97619811,1081689.1015843258,2165128.509158278,25807678.38159721,1303977.9622658987,917160.3385601754,2909591.990076076,2244475.7140209908,5828518.945430122,4314504.2644099835,1284141.1610502205,0.0,1351236.2239855994,873402.6888197054,2251476.9379794593,2000016.3108042525,0.0,1398494.4857053077,3079371.671069083,1390326.391087088,4970869.010516982,1890913.9041180224,7236348.396413386,2127788.648046409,1419498.1575807293,916576.9032302998,1663374.1254675922,2966768.652403623,2999441.030876503,0.0,1342484.6940375115,1838404.7244294572,840146.8750169576,880403.912778182,4270746.614669515,1350652.7886557316,0.0,795805.789946612,4654647.061725874,1801648.298647471,889738.878056153,1156952.259137932,1186707.4609614494,14757413.233804712,2222888.6068156934,10734043.199001368,866984.9001911045,1255552.8298864472,1249718.4765877218,3853006.91848053,6519889.811329487,5268421.028752154,4242158.283505748,2484851.069928615,5768425.106453213,1852407.1723464099,15874108.45518141,1013427.1679892035,30918571.871283628,9684443.040560015,5552554.034400247,1350069.3533258562,9015242.717195801,4818008.954090281,45073296.40932974,22058522.95183401,3123712.7561394293,1344818.4353569986,1962676.4496923832,851815.5816144081,2858833.1163771367,Control
7221749.907289716,733273.5838677152,2817391.8704786533,288887.6832926063,10873083.875763062,3408432.4878273197,939474.5374015698,2498583.677130753,540927.447797893,8736346.761123834,18576804.56079099,46600825.93195086,11487707.161135616,5531167.393327385,2588050.423946372,2165183.7079430614,4245617.202675287,316892.1015709724,891277.4596277517,4847859.587335284,532378.7306392329,577185.7998846177,5831256.843931344,371427.02137621015,919576.6612564168,460304.2014912308,314091.65974313417,690382.6063992722,0.0,747570.5763571946,592956.7091255913,325735.6020799287,1219813.5035355187,383070.96371300187,777933.2614379491,9174100.036317205,455440.2762113029,324556.46867873584,1027172.5841153975,823182.5057087807,2077633.0529043812,1516955.1206364864,435984.57509159687,0.0,464725.95174570894,324114.29365328606,801073.7544363874,726051.3917853988,0.0,501131.6955075843,1098657.546562802,503637.3539851209,1739221.7667616133,664589.0632481466,2582302.14861555,737105.7674215955,519850.4382515445,327799.0855320183,605632.3931884307,1070653.1282844385,1061957.0194506303,281223.3161848429,476369.89408250345,626267.2277093296,304511.200858432,319692.54339880793,1513270.328757754,452050.2676828696,289182.4666429052,0.0,1625288.0018712129,677559.530661282,304216.4175081331,425667.1578311489,428762.3830092833,5215454.425157597,809475.0799198967,3811253.9360103183,306722.0759856725,425372.37448084995,450281.5675810789,1348044.2609154012,2314933.6498947395,1896341.292470756,1503247.6948476022,904542.7103911889,2055966.4766574379,656629.9127900843,5645690.72491838,350792.1868553085,11028729.484720722,3475053.5249947906,1972690.180198088,475043.3690061598,3188376.7168294247,1695446.4392422764,16032971.63938939,7841531.901292493,1124893.2647393774,472685.10220377124,680359.9724891203,294930.74197372707,1014791.683402857,Control
9428099.7807413,960762.2808442046,3675428.174860663,390784.9332270668,14345642.163837228,4400463.165188035,1240130.5283711683,3288279.988051092,688667.5261522653,11318877.304536214,24419429.740342036,60567697.29046681,14984387.080076383,7220264.0920015965,3451933.5768390754,2872037.8299014526,5573148.578179889,409960.50524666783,1163097.6269820775,6277024.316623566,693296.1125018249,759749.3879490641,7589228.546723583,515756.7646651621,1226905.9959438555,616593.8244234136,405993.1455184744,923072.3634263688,0.0,994154.2252231676,782561.7063861791,410621.731868034,1593225.5441803958,514103.6981117466,991178.7054270235,12020769.363115806,585185.559908549,414919.7049069105,1346918.6277217118,1040109.4754080771,2636310.539384617,1996573.7832134087,563365.0814034834,0.0,612626.4646952201,417564.61139237165,1047052.3549324147,929023.403018657,366319.54823654,648332.7022489647,1439820.9680235763,694618.5657445536,2320244.214371863,901913.1115426691,3370272.089100425,949190.8149703073,677096.0602783681,424176.8776060262,777933.1200366196,1386261.6116929667,1441143.4212663088,369956.2946540503,636100.0097537013,864553.8074355127,411944.1851107627,412274.7984214458,1951610.372960545,617255.0510447796,0.0,362682.80181902595,2116255.8016805784,855296.6347363933,417895.2247030547,543858.8960731991,532287.4301993019,6929654.991911419,1012999.1839320891,4952587.394028286,413927.8649748612,561050.7882287053,566009.9878889481,1768450.5988422767,3052883.310844939,2484889.643091896,1970455.3316694666,1182934.4256230446,2657469.7912683166,838765.9692022536,7448717.8896833975,473768.87420844595,14557234.682674188,4539320.755674788,2611183.927772724,628826.5169186769,4176637.9538557758,2196594.8361765,20966834.93688157,10302571.98749729,1449408.7540333788,622214.2507050224,907202.9245135913,382519.6004599968,1289391.911662905,Control
26074711.157383796,2732077.8604724966,10187578.422500432,1023393.1040891717,39681476.8423917,12407959.730928332,3374652.393857089,9064209.082665425,1943174.4729508322,31142597.434827127,67631196.85744502,167712862.08824655,41401068.09722006,20276998.35899582,9337780.418660834,7940839.742830417,15292728.56963084,1100647.4680745795,3264678.534536667,17513109.878058743,1986800.4667308342,1974076.2185450033,21049541.998849995,1433295.6706470796,3376470.1435979214,1702322.632290414,1155179.9602995797,2443964.52655042,0.0,2663912.2451912537,2069508.0799387512,1134275.838280005,4411678.621002504,1442384.4193512544,2743893.2337879157,33435688.732888352,1660514.388251255,1147908.9613362474,3703665.0969479224,2892948.7125362526,7413692.317988755,5446887.098407084,1656878.888769579,0.0,1700504.8825495811,1117916.090612498,2927485.9576120796,2685725.24208125,0.0,1704140.3820312473,4011773.6780191716,1845924.8618162512,6397570.212862916,2499405.893645832,9275068.052602082,2702084.9897487466,1865011.2340950032,1140637.9623729156,2168575.440814165,3740928.966635004,3903617.568439583,1075198.9717029175,1752310.7501633368,2329446.292877921,1105191.842426667,1109736.2167787545,5317826.866807922,1700504.8825495811,1004306.7318104203,1009759.9810329193,5956765.900710837,2418516.030178748,1067019.0978691638,1498734.6613170875,1502370.1607987536,19080919.029527485,2932030.3319641673,13611310.05935996,1169721.9582262535,1631430.3923979169,1579624.5247841715,4837940.9352279175,8416181.300058333,6813834.903513755,5397807.855404583,3211054.9171820884,7392788.195969171,2300362.2970245825,20321533.227646284,1277878.0678058325,40029575.9177613,12491576.21900669,7261001.339758753,1734133.2527549968,11729939.077597551,6204888.740334588,57911688.99320921,28090595.619967908,4132654.0357845817,1781394.7460166647,2467595.273181249,1077925.596314172,3614595.359647085,Control
6627917.935686699,676790.3634799669,2571571.9999030232,277194.8223757269,10086837.30104123,3109302.1895534294,830658.941843787,2317978.0722537776,495618.7892560975,8020370.724549074,17140728.248408847,42995045.65862686,10498696.052150408,5088306.626765111,2379294.1222784584,1980624.1064576097,3937878.6995095867,284830.4059637059,819552.6384430894,4433497.488765695,503022.99152322987,521996.2598327528,5392804.445000884,351005.4637261896,832972.755052265,424816.10507665493,293160.13351422705,643240.0719570281,0.0,711034.7989654477,547910.9677677125,292234.60823083576,1125207.3632831036,360723.4792018002,689516.3361265976,8476423.307940196,420419.8599805453,305654.7248400113,935011.9175461683,725611.8221788635,1876039.7494343796,1415128.158305461,420188.47865969874,0.0,424353.3424349593,293391.5148350761,736486.7442587119,654809.137999421,0.0,450730.8130116148,1027101.6832436143,462531.26037485426,1636791.463677701,625192.3289308937,2333943.38339228,655040.5193202675,471555.1318879227,303803.67427322885,531251.5126666678,960926.625481128,990774.8158704992,262155.03652061545,449805.2877282234,608995.6364715445,284136.2620011612,293622.8961559227,1419987.1660432664,441244.1788568532,258452.9353870505,256370.5034994189,1511151.4064573187,611309.4496800225,261692.27387891983,391497.19487456523,387332.3310993047,4866180.558751163,709646.5110403609,3562809.578415212,290152.17634320684,388026.4750618468,403066.2609169583,1231180.008231418,2113436.9846242755,1742532.727305169,1382040.6294242179,847781.1595865274,1871412.1230174233,590253.7494828681,5199601.0420929305,324859.37447038334,10068095.414052559,3215274.8345017536,1798295.6256295028,442169.7041402445,2937154.4868426383,1580103.0400699787,14689705.916667558,7183464.48704239,1051396.7219326382,439624.5096109173,637455.5389358315,279740.01690505154,894520.1863977952,Control
