taxa326977,taxa469873,taxa357591,taxa190872,taxa263681,taxa361480,taxa347862,taxa517293,taxa2000,taxa322235,taxa158660,taxa331820,taxa244304,taxa361496,taxa127309,taxa248140,taxa348374,taxa470812,taxa268540,taxa291090,taxa541301,taxa171772,taxa259569,taxa104780,taxa138006,taxa181095,taxa278234,taxa177339,taxa510994,taxa193066,taxa405524,taxa346780,taxa549871,taxa544358,taxa302160,taxa192573,taxa175497,taxa263461,taxa302974,taxa194648,taxa195173,taxa287978,taxa199487,taxa190108,taxa191306,taxa299892,taxa174348,taxa192127,taxa183200,taxa182980,taxa181843,taxa194053,taxa109014,taxa518438,taxa193343,taxa357795,taxa352304,taxa179460,taxa469991,taxa175537,taxa288134,taxa190464,taxa178915,taxa366612,taxa261912,taxa185281,taxa511008,taxa470973,taxa162162,taxa181028,taxa204044,taxa470172,taxa328422,taxa21698,taxa213747,taxa262724,taxa82283,taxa316732,taxa293896,taxa196731,taxa167602,taxa470114,taxa170206,taxa365676,taxa223059,taxa187524,taxa191541,taxa212619,taxa357470,taxa326792,taxa325407,taxa188646,taxa171551,taxa290260,taxa367433,taxa310301,taxa193761,taxa327476,taxa189047,taxa180658,taxa269833,taxa367055,taxa203708,taxa181892,taxa589024,condition
15330186.10118005,1513694.8461249247,5925954.291212434,0.0,21653351.096694823,6849200.793104237,1910905.5504272056,5346241.371419936,1052071.5951790228,17573889.809265938,38765617.655014865,97348828.82738133,23499844.100478373,11433227.029241417,5260357.975895119,4444465.718409348,8663487.523566063,751479.7108421616,1825022.1549023874,10155711.520809785,944717.3507730012,1223838.3862286594,11744554.33801891,933981.9263323996,1792815.8815805824,923246.5018917981,590448.3442331265,1341928.055075288,0.0,1599578.241649743,998394.4729760148,665596.3153173432,2533560.1679821373,837363.1063669798,1728403.3349369676,19882006.063995447,923246.5018917981,0.0,0.0,2104143.1903580455,1685461.6371745614,4229757.229597299,3231362.7566212905,944717.3507730012,654860.8908767416,955452.7752136028,0.0,1685461.6371745614,1191632.1129068546,0.0,966188.1996542044,2200762.010323471,944717.3507730012,3703721.4320077877,1621049.090530946,5034914.062642469,1567371.9683279325,1062807.0196196241,590448.3442331265,1234573.8106692608,2243703.708085877,2254439.1325264787,0.0,944717.3507730012,1245309.2351098624,687067.1641985463,730008.8619609526,3016654.2678092415,1041336.1707384211,0.0,590448.3442331265,3209891.9077400817,1245309.2351098624,0.0,772950.5597233647,826627.6819263782,933981.9263323996,10821307.836127104,1653255.3638527507,7793918.143877267,665596.3153173432,1073542.4440602257,923246.5018917981,2995183.418928039,4755793.027186811,4143873.834072481,3005918.84336864,1717667.910496366,4390788.596206334,1148690.4151444423,11540581.273647435,644125.4664361343,22598068.447467797,6945819.613069697,4229757.229597299,923246.5018917981,6484196.362123796,3671515.158685983,32861134.212683596,15083271.339046182,2275909.981407682,1052071.5951790228,1288250.9328722744,0.0,1932376.3993084088,Control
24489539.225326292,2473010.4443649794,9582915.4719143,949029.786285973,36992916.44768719,11626517.001571914,3145390.229578998,8511197.42428335,1831904.1375330095,29889025.550595935,63143558.50553687,157968353.4381798,38961942.75966457,19169439.42210347,8719286.338133134,7529691.333523716,14281154.185771117,1075326.5259057803,3004659.576859785,16204473.106267028,1792210.87650964,1935347.1814120894,20083587.251732472,1309877.613771139,3031121.750875361,1575702.180018537,1066906.743264459,2326265.661187681,0.0,2578859.140427295,1993082.833809714,1050067.1779818167,4095622.841956594,1321905.8746873091,2466996.3139068945,31298737.72997131,1556456.962552668,0.0,1124642.3956620842,3497818.2744228328,2713575.662688414,7131555.897198416,5190194.585328243,1418131.9620166908,0.0,1557659.7886442812,1066906.743264459,2648623.0537410905,2446548.270349403,0.0,1688767.83263056,3734775.0144714275,1738083.7023868642,5932338.283856065,2346713.7047451725,8738531.555599002,2533151.74894584,1738083.7023868642,1070515.2215393179,2019545.0078252908,3521874.7962551825,3620506.535767791,1035633.2648824108,1668319.7890730686,2254096.0956906495,1058486.9606231381,1122236.7434788577,5073520.454441379,1558862.614735904,939407.1775530387,0.0,5605169.586936184,2276949.7914313674,0.0,1016388.0474165421,1439782.8316657953,1333934.1356034796,17760930.068819713,2811004.576109409,12985710.485099329,975491.9603015592,1532400.4407203181,1428957.3968412383,4547885.45240466,7841223.291252568,6354530.242013706,5101185.454548578,3100885.664189156,7007664.8097618455,2139827.6169870133,18920454.421138704,1198014.7872507381,37249118.40520169,11757625.045558222,6704552.6346743135,1623815.2236832273,10898807.216143487,5898659.153290781,54817596.29936262,26592079.233473226,3939255.450046351,1655088.7020652757,2249284.7913241778,947826.9601943598,3375130.0130778844,Control
23023104.010366708,2359062.3623093227,8969578.269434242,955093.9823934638,34879715.84976874,10776940.381044244,3015565.8864389933,7980868.142732961,1708491.098939864,27830212.646388438,59447185.07804283,149611616.37244207,36613913.41200283,17767120.976822525,8233977.935168495,6869557.960320692,13598719.082649788,959048.8229002658,2802004.4990715054,14907771.29040231,1704536.258433053,1755949.1850215239,18417692.240191955,1247752.179897054,2918672.294022263,1451426.4659975185,949161.7216332519,2129681.6129146186,0.0,2382791.4053501524,1951713.7901083846,1004529.4887285336,3946930.825791627,1113287.6026656698,2406520.4483909826,29044348.681977596,1463290.9875179336,0.0,970913.3444206809,3272630.5193813294,2631946.357278885,6648086.8919396,4917844.170212308,1413855.4811828728,0.0,1459336.1470111315,1107355.3419054665,2448046.2737124395,2317536.536987866,0.0,1589845.8837357052,3509920.9497896465,1613574.9267765353,5726609.05385398,2194936.481276905,8364487.671893069,2366972.0433229352,1651145.9115911813,1038145.6330363776,1874594.4002256826,3314156.3447027863,3428846.7194001344,937297.2001128369,1581936.2027220922,2258213.9293857906,1012439.1697421378,947184.3013798508,4919821.590465709,1405945.8001692598,943229.4608730489,0.0,5022647.443642651,2171207.4382360755,0.0,998597.2279683216,1374307.0761148168,1370352.235608015,16691404.358971518,2554826.967396183,11939663.490045037,972890.7646740907,1463290.9875179336,1421765.1621964856,4247498.704308821,7306567.836322672,5946102.701981671,4824905.418302389,2768388.3547636615,6375202.896970038,2196913.9015303063,17599040.25528326,1087581.1393714387,35132825.64220427,11075530.8393081,6230851.218471649,1546342.6381608474,9997836.801203659,5299486.279119015,50560658.45925151,24962953.27895465,3486191.9067488173,1530523.2761336216,2135613.87367483,1014416.5899955388,3215285.3320326554,Control
17799035.792474225,1816832.3324892728,6969717.858683115,705853.3847492646,27103679.251702067,8343249.334745954,2301424.832835893,6234259.144330677,1340030.7083540042,21592413.419785634,45815805.736147724,115177197.5582692,28411767.36758951,13716616.657721344,6542777.8423005575,5384274.549671246,10527811.024411445,796227.5488010453,2161968.148652539,11950425.020605864,1273029.1729363068,1438974.8362382883,14301711.461194476,925556.0939096262,2235981.4726604647,1138247.014479767,791553.0230742245,1694515.5759709124,0.0,1865914.852620839,1425730.3466789708,803239.3373912659,3018185.444281061,981650.4026314269,1867473.0278631146,22621588.167306356,1136688.8392374981,0.0,819600.1774351283,2525022.980101937,1935253.65090195,5011870.666768213,3787144.9263423407,1021383.8713093655,0.0,1110199.8601188702,769738.5696824172,1966417.155747392,1815274.1572469969,0.0,1194341.3232015676,2661363.313800753,1200574.0241706576,4327831.735410762,1615048.6386150355,6379948.52948312,1812157.806762452,1275366.4357997137,804797.512633542,1464684.727735778,2673828.715738925,2673828.715738925,0.0,1193562.23558043,1589338.7471175457,753377.729638562,782203.9716205968,3773121.3491618917,1170968.6945674848,686376.1942208576,692608.8951899473,3973346.8677938604,1675817.473063643,0.0,747145.0286694721,994115.8045695995,1015151.1703402757,13031798.638742734,2000697.0110773786,9397354.886143064,782203.9716205968,1078257.2676522972,1123444.3496781876,3416299.2186815836,5650722.516099779,4686991.128754484,3741957.84431645,2183782.6020443533,5077314.026943641,1684387.43689614,13966703.784105988,896729.8519275914,27191716.152890477,8521660.399986142,5004858.878177991,1241086.5804697268,7935007.421270692,4150978.8454128765,39771643.97137424,19272290.484042473,2824192.6266181828,1223167.5651836027,1702306.4521822713,712865.1733394854,2487626.774287413,Control
9435223.136271615,966504.3386170818,3652288.020087187,395976.44274865376,14256551.148996629,4392120.3314064825,1184431.303133347,3339564.5750189186,732486.4585827589,11218516.338685641,24092298.160663348,60452170.39128732,14793847.806295184,7199635.2867958,3351108.0578905656,2857186.911988533,5542270.988436131,402622.6904626361,1134409.54402287,6252719.888809389,737733.4962516914,731437.0510489732,7624995.140490457,501966.60366106115,1184081.5006220825,606557.5545284186,410318.3457104007,921379.8146642729,0.0,998686.1696531902,791603.0829860505,419763.01351447613,1576559.9182581184,495320.35594708245,975599.2039098928,11952751.809824686,595363.8741680325,0.0,396326.24525991816,1341492.6306900133,1007081.4299234797,2631914.0947357644,1972536.3610067756,567379.6732670672,0.0,622998.2725577336,419063.408491951,1045909.5086735705,938170.335204852,0.0,636990.3730082161,1457627.0644290177,673719.6366907354,2307647.1667958307,890946.9961844754,3357404.5030932836,941318.557806213,681065.4894272356,414865.778356808,799648.5407450757,1369826.6341022393,1383818.734552722,364844.01924633124,637340.1755194805,836727.6069388556,403672.0979964219,401573.28292884683,1994923.7217275447,610055.5796410366,364144.4142238061,0.0,2090769.6098133514,875905.488200207,0.0,376037.69960671733,553037.7703053203,527502.1869831907,6756435.505026765,1024921.3579978447,4939561.261531591,388980.39252341416,575075.3285148317,573326.315958521,1779095.5722788544,3014248.2395451996,2418884.3653771672,1966939.5208265826,1157496.5097661673,2683335.0638912874,833929.1868487591,7272394.209138302,452994.2520843702,14362541.309909042,4564572.969458649,2513331.043417924,603409.3319270578,4161950.2789960094,2181718.262741487,20587276.997817468,10167359.792343121,1430692.2710618381,613903.4072649224,916132.7769953443,380585.1322531246,1282376.006286722,Control
3018188.2991748354,305551.5050157758,1183597.340258539,125176.57905384662,4577013.746283939,1426485.1481696567,385709.76015688386,1049221.036720016,228560.3681398852,3644674.4550660187,7769845.99551222,19520231.797359064,4795620.314161714,2325418.8824473075,1076895.6177517998,923214.9743109926,1775773.0482765269,131133.77769556618,376660.85082768946,2017605.1500992323,231652.07882736,233537.26827094148,2463716.3800284886,161296.8087928783,387293.3192894927,198171.11430934296,131360.00042879634,295974.7426423785,0.0,318144.5704989042,252464.57028450604,134677.93384950017,510433.8937442715,162654.145192258,315957.7507443488,3850009.2892609714,193571.25206700317,0.0,140484.3173357334,423564.3641840107,331491.7117594646,852859.7042765107,638852.9986410792,188594.35193594676,0.0,196285.92486576145,136713.93844856924,330511.4132488014,307210.4717261283,0.0,203223.4220181431,452520.8740374305,205410.2417726985,741784.3422606575,282703.00895956194,1071164.6418433106,304194.168616396,221245.83309878703,136035.27024887994,255179.24308326325,435177.1311564759,456969.92112428404,118766.9349456679,206239.72512787418,272975.4314306782,130605.92465136328,127740.43669711858,627240.2316686141,198171.11430934296,118691.52736792414,116429.30003562613,675048.6359578535,279988.33616080356,0.0,124271.6881209272,178037.29105188738,173211.2060763174,2190363.910709096,335789.94369083166,1577903.5642781614,131133.77769556618,182561.74571648345,181883.07751679415,566537.1315852721,986557.339615349,796454.8361245372,628371.3453347626,375303.51442831085,865075.7318709227,268601.79192156735,2352263.9801239157,148854.55846523738,4615094.573044299,1442245.3319180002,840643.6766820999,199453.04313097894,1341953.2535194356,715240.8748950233,6664974.1664176565,3269597.1633709297,473936.6261165232,190253.3186462981,290017.54400066007,122612.72141057585,420397.2459187932,Control
11446456.51667236,1233204.642794058,4568650.75719675,488315.93238153734,17562820.483281787,5363198.714970101,1473224.3383714217,3774102.79942342,794547.9577733517,13556974.529507816,29472763.30865525,74422658.71143727,18142178.369158193,8806239.865321292,3856868.2116914764,3592018.8924336922,6811593.429661141,471762.849927927,1473224.3383714217,7928926.495279888,1100779.9831651659,786271.4165465464,9236620.009115223,604187.5095568189,1539436.6681858676,827654.1226805723,529698.6385155676,1133886.1480723866,0.0,1100779.9831651659,943525.699855854,529698.6385155676,1829115.6111240715,571081.3446495981,1382182.38487656,14972263.0792916,761441.7928661264,0.0,0.0,1564266.2918662876,1175268.854206417,3070596.7951449296,2168453.8014231063,554528.2621959833,0.0,769718.334092936,521422.09728876245,1249757.725247668,1382182.38487656,0.0,769718.334092936,1738073.6576292056,893866.4524950183,2814024.0171139515,1175268.854206417,4518991.509835954,1258034.2664744733,951802.241082659,595910.9683300137,1034567.6533507198,1332523.1375157246,1589095.9155467034,0.0,819377.581453767,827654.1226805723,579357.8858764033,521422.09728876245,2400196.955773665,695229.4630516804,455209.7674743165,0.0,2367090.7908664444,1142162.6892991918,471762.849927927,0.0,794547.9577733517,554528.2621959833,8458625.133795455,1423565.0910105861,5818408.482444431,604187.5095568189,703506.00427849,777994.8753197411,2333984.625959219,3699613.928382169,3145085.6661861814,2333984.625959219,1332523.1375157246,3111979.50127896,1117333.065618776,9203513.844207967,488315.93238153734,17198652.669302322,5032137.065897894,3020937.5477840942,811101.0402269621,4816946.99400095,2797470.934660341,25450364.27242765,11918219.366600273,1630478.6216807337,653846.7569176544,1191821.9366600274,554528.2621959833,1431841.6322373957,Control
7436409.259454215,748489.8757684669,2887795.2712653885,299054.1741084064,11314928.287515895,3514527.376146861,938602.8864516654,2599848.8236238575,564998.778940523,8956245.294298025,19262292.964446746,48074880.979045525,11831864.788474694,5782212.456386011,2603052.975489306,2257218.1841453724,4399727.7315077325,317638.25492799946,927922.3802335091,4980106.439402392,540220.0045143982,583155.6395113905,6063536.990172282,404791.1856681634,919164.3651346215,473573.6457130959,315502.1536843664,729264.9645757844,0.0,780531.3944229389,624382.3935134782,323405.72828580305,1256241.141379665,405859.2362899785,799115.4752425319,9495183.638066227,471864.7647181912,0.0,315502.1536843664,1043699.0676383357,812359.3029530465,2128197.669030031,1582423.8012821905,465670.0711116592,0.0,484254.15193125507,326182.6599025256,812572.9130774108,748489.8757684669,0.0,490235.2354134228,1130211.1680054103,504119.89349702717,1813336.345718754,700641.2079111218,2630822.2916565146,790784.6803923699,535734.1919027709,351602.2647017402,619255.7505287613,1094324.6671124005,1113549.5783050833,289868.9387607906,515227.6199639091,681629.9068428004,330027.64214106044,339640.0977374046,1575161.0570538435,472078.3748425553,299267.78423276776,287305.61726843216,1660391.4966747388,687397.3802006071,0.0,316783.8144305456,419530.2842492217,425084.14748266106,5365459.103753512,825389.5205392,3919959.392188108,325328.21940507187,452853.4636498699,470155.88372328645,1453189.6760424878,2384743.4283901704,1931889.9647403006,1537138.4549172039,925786.2789898791,2104914.1654744493,680561.8562209854,5855053.508793848,372749.66701369156,11336502.910076562,3579464.8539532614,2024596.758713904,479768.3393196278,3307752.7757633356,1782362.8776860973,16478525.823746236,8123806.639654833,1149649.689322457,496216.3188955906,706835.9015176537,309948.2904509269,1023192.4956994739,Control
18225957.646990865,1871382.786766543,7089012.47381777,724192.7020596366,27602068.64513778,8693622.263390534,2287098.524329115,6315834.159370215,1375568.9532723313,22204383.73417411,46954033.40931646,117662778.98811206,28932623.792432033,13952293.950010037,6511114.641187023,5569134.55432152,10698060.564886466,777812.0885923938,2210972.234807307,12188811.904044025,1401385.6949362487,1388146.340236804,14838006.779402932,946613.8610103145,2308943.459583201,1208753.0840593264,791713.4110268104,1747594.8203267313,0.0,1878664.4318512406,1472878.2103132536,810910.475341002,3085431.6127056447,969120.7639993724,1911100.8508648765,23291334.75499854,1137260.568682321,0.0,808924.5721360863,2589617.779211432,2026945.2044850187,5107081.075310889,3908257.507276147,1137260.568682321,0.0,1164401.245816182,782445.862737197,1999142.559616186,1823059.1421135676,0.0,1267006.2447368798,2749152.0033397465,1251780.9868325195,4376930.663636497,1765467.9491709857,6452861.480509471,1871382.786766543,1296132.8250756634,834741.3138000037,1518553.9840263345,2670377.8428780437,2713405.745651244,705657.6054804169,1229274.0838434617,1662200.9825153165,774502.2499175274,808924.5721360863,3747399.347677896,1173668.7941057957,718896.9601798615,0.0,4112143.569647598,1677426.2404196768,0.0,769868.4757727243,1031345.7310867641,1050542.7954009557,13222805.506070634,2050114.075209049,9517110.125695987,777812.0885923938,1116077.601163207,1117401.5366331507,3515048.672702633,5916005.647446974,4870096.626190822,3838750.895104065,2267901.4600149165,5223587.396666002,1671468.5308049228,14325643.752534403,931388.6031059542,27641124.74150117,8622129.748013541,4989912.786220801,1239865.5676030184,8036950.270298035,4190917.730109301,40472045.34846827,19610132.180817857,2851757.002260444,1231921.9547833488,1737003.3365671742,746699.6050486945,2531364.6185338716,Control
8760020.412717594,848556.540659794,3427372.9025087133,340748.48585869843,13309078.992410973,4172511.614775576,1142899.5907011603,3029612.0240744227,665586.536580027,10564528.931214431,22791698.334284164,56600047.13160316,13930911.832363209,6746024.498245359,3166176.5923368577,2655716.7983462005,5143048.158155213,375221.0953230032,1092516.5460994856,5811286.433924829,684148.7109069586,677519.3629330544,6951534.285436404,428255.8791142395,1105775.2420472938,538303.0554810578,0.0,855185.8886336982,0.0,922805.2379675269,743812.8426721023,367265.87775431824,1507513.7292659169,456099.14060464007,924131.1075623077,11076314.594799884,562168.7081871127,365940.00815953745,368591.747349099,1263553.7238262254,967884.8041900782,2486005.4902142417,1889364.1725628243,560842.8385923319,0.0,548910.0122393045,371243.48653866077,909546.5420197188,847230.6710650132,0.0,566146.3169714552,1300678.0724800916,657631.3190113421,1986152.652981831,827342.627143301,3107838.330166498,860489.3670128215,673541.754148712,383176.31289168814,727902.407534729,1233058.723146263,1335150.6819443963,0.0,587360.2304879517,770330.2345677187,355333.0514012875,388479.7912708114,1744844.3867317045,531673.7075071537,0.0,355333.0514012875,2040513.3063678516,847230.6710650132,0.0,371243.48653866077,506482.1852063148,521066.75074890384,6405276.012386665,928108.7163466502,4641869.451328035,372569.35613344156,507808.0548010956,546258.2730497428,1762080.6914638549,2776370.9314712654,2314968.312487502,1709045.907672619,1136270.2427272561,2430318.9672334436,780937.1913259687,6914409.936782547,424278.270329897,13474812.691758592,4232175.746540731,2322923.530056187,583382.6217036092,3859606.390407282,2037861.5671782866,19206546.949996535,9371246.29591159,1351061.117081766,587360.2304879517,849882.4102545747,348703.7034273833,1225103.5055775782,Control
