taxaId,microbiota_loads_foldChange,logged_relative_abundance_diff,qml_logged_loads_diff,ranksums_on_loads,mwu_diff_pvalue,mwu_logged_pvalue,qml_diff_pvalue,ancomP,qml_diff_qvalue,ANCOM_BC_diff_qval,ANCOM_BC_diff
taxa326977,8.344129812481299,3.5585516685948324,8.338551668594832,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,8.336255634098508
taxa469873,6.292040417630523,1.522016909009265,6.302016909009264,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,6.2997196790649586
taxa357591,6.258786714293457,1.4883201920342586,6.268320192034258,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,6.266023946161419
taxa190872,4.2206699682740565,-0.5497433738807516,4.230256626119248,6.215708554185712e-09,6.6368856429973785e-09,6.6368856429973785e-09,6.6368856429973785e-09,1.0,8.401121067085288e-09,0.0566723630915122,4.156591770787923
taxa263681,0.5364339936936542,-4.245283647350363,0.5347163526496361,0.007815569381540582,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,1.45706345888217e-07,0.5324204225395963
taxa361480,0.3876171686515821,-4.398518869327354,0.3814811306726451,0.03921104477359958,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.000394012754096541,0.39397674638833063
taxa347862,-0.10847002357519386,-4.885349796327835,-0.10534979632783603,0.9671051194983312,3.06366423367317e-09,3.06366423367317e-09,1.9247482902536916e-07,1.0,2.347254012504502e-07,1.0,-0.10764569979186274
taxa517293,-9.069368679572085,-13.84034901557143,-9.06034901557143,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,-9.062450809693727
taxa2000,-8.98421429661089,-13.762973429428845,-8.982973429428846,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,-8.968104308430197
taxa322235,-4.802951165809722,-9.587466052563606,-4.807466052563607,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,-4.778727962617108
taxa158660,0.0,-4.780826293222633,-0.0008262932226337227,0.5637028616507731,3.06366423367317e-09,3.06366423367317e-09,0.35884165476033514,1.0,0.39004527691340773,1.0,-0.003122194675518441
taxa331820,0.0,-4.779139782139656,0.0008602178603434041,0.5498600029763181,3.06366423367317e-09,3.06366423367317e-09,0.03118111444371902,1.0,0.03625710981827793,1.0,-0.0014356813029502598
taxa244304,0.0,-4.778488986848706,0.0015110131512932057,0.5777114951855225,3.06366423367317e-09,3.06366423367317e-09,0.6575324631990798,1.0,0.6778685187619379,1.0,0.02980781005013938
taxa361496,0.502686866793109,-4.2800465432821815,0.4999534567178179,0.011883077001124268,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,1.85800112282301e-06,0.49765749785778685
taxa127309,-8.006609162158743,-12.784554207026577,-8.004554207026578,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,-8.006759152113744
taxa248140,6.551044737434652,1.7674106649559276,6.547410664955927,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,6.556010636222559
taxa348374,1.1950123341838896,-3.576275184592208,1.2037248154077913,1.1231994560344811e-05,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,4.61658636203729e-42,1.2014287792628466
taxa470812,0.0,-4.797097498356232,-0.01709749835623242,0.43921068388435824,1.0538699507904668e-08,1.0538699507904668e-08,0.35683802545185894,1.0,0.39004527691340773,1.0,-2.2840836202500427
taxa268540,5.421616444652226,0.6398649258255134,5.419864925825513,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,5.4345246960242894
taxa291090,3.928022645001175,-0.8509491428764253,3.929050857123574,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,3.924583082702058
taxa541301,4.873635591634893,0.08772953361491531,4.867729533614915,2.8771198291039607e-09,3.672371527798871e-06,3.672371527798871e-06,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,4.855419317438369
taxa171772,0.3336734623886066,-4.419499284466854,0.36050071553314567,0.04121648808790378,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.00222821166574565,0.3722413558432225
taxa259569,6.668543056629957,1.8858185232700824,6.665818523270081,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,6.6534151538706405
taxa104780,-5.608346350426098,-10.369405439246375,-5.5894054392463755,4.262513224869168e-09,4.544978314963725e-09,4.544978314963725e-09,4.544978314963725e-09,1.0,5.902569240212629e-09,4.531851273719171e-33,-6.102324063109775
taxa138006,4.492153748133516,-0.30968358863694867,4.470316411363051,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,4.468019480020251
taxa181095,0.0,-4.791877573508112,-0.011877573508112249,0.6062097392953377,3.06366423367317e-09,3.06366423367317e-09,0.7336876455731964,1.0,0.7486608628297923,1.0,-0.022663053551165133
taxa278234,-6.872845679846331,-11.66670400000826,-6.88670400000826,4.262513224869168e-09,4.544978314963725e-09,4.544978314963725e-09,4.544978314963725e-09,1.0,5.902569240212629e-09,5.8146392211529295e-64,-7.330017152792717
taxa177339,-5.334994788284342,-10.096942484447942,-5.316942484447942,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,-5.31405599998247
taxa193066,-3.1192436722259536,-7.914187159688501,-3.1341871596885014,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,1.0949322386348495e-274,-3.122161145963849
taxa405524,4.226477606446757,-0.542857153497522,4.237142846502477,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,4.298330019490189
taxa346780,3.887002686823213,-0.9271490757065877,3.8528509242934117,4.262513224869168e-09,4.544978314963725e-09,4.544978314963725e-09,4.544978314963725e-09,1.0,5.902569240212629e-09,0.0564247350976925,2.9821184691337805
taxa549871,0.0,-4.780721829733884,-0.0007218297338846824,0.5918818629302536,3.06366423367317e-09,3.06366423367317e-09,0.35884165476033514,1.0,0.39004527691340773,1.0,0.041627017235025945
taxa544358,7.519784380621303,2.7796706151367276,7.559670615136727,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,7.557372125391414
taxa302160,-1.2663885588672237,-6.072722660216204,-1.2927226602162047,1.6361860885556508e-05,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,7.365070571440919e-57,-1.2848076561580541
taxa192573,5.909710594656035,1.1333988194805187,5.913398819480518,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,5.942519633236832
taxa175497,-6.804496925586269,-11.572274978962447,-6.792274978962448,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,-6.813264862732074
taxa302974,-3.430329883885205,-8.218762677983788,-3.4387626779837888,6.215708554185712e-09,6.6368856429973785e-09,6.6368856429973785e-09,6.6368856429973785e-09,1.0,8.401121067085288e-09,0.0721839900726967,-3.2270593563002063
taxa194648,-8.849884036061198,-13.624008232211423,-8.844008232211424,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,-8.84589879239174
taxa195173,-1.1055804193442764,-5.877661805809515,-1.0976618058095156,0.00012543390384381966,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,2.5435847889597697e-34,-1.0745848675959833
taxa287978,-1.0488499971151537,-5.821397033772279,-1.04139703377228,0.00016104010774524685,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,4.9275225880577495e-30,-1.0436924988335252
taxa199487,-1.6197840433119983,-6.407539987104744,-1.6275399871047442,1.2621795585692569e-06,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,5.381604579698669e-76,-1.6298346660573901
taxa190108,-2.2424224245941105,-7.032934755588855,-2.2529347555888553,4.1387293910008195e-08,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,1.0091892041101896e-186,-2.2032499315431977
taxa299892,3.6590477636083776,-1.130810918260245,3.6491890817397543,2.8771198291039607e-09,3.06366423367317e-09,3.06366423367317e-09,3.06366423367317e-09,1.0,4.196800320100233e-09,0.0,3.632301165870083
