,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa326977,16,16,1.0,1.0
1,taxa469873,16,16,1.0,1.0
2,taxa357591,16,16,1.0,1.0
3,taxa190872,15,14,0.9375,0.875
4,taxa263681,16,16,1.0,1.0
5,taxa361480,16,16,1.0,1.0
6,taxa347862,16,16,1.0,1.0
7,taxa517293,16,16,1.0,1.0
8,taxa2000,16,16,1.0,1.0
9,taxa322235,16,16,1.0,1.0
10,taxa158660,16,16,1.0,1.0
11,taxa331820,16,16,1.0,1.0
12,taxa244304,16,16,1.0,1.0
13,taxa361496,16,16,1.0,1.0
14,taxa127309,16,16,1.0,1.0
15,taxa248140,16,16,1.0,1.0
16,taxa348374,16,16,1.0,1.0
17,taxa470812,16,16,1.0,1.0
18,taxa268540,16,16,1.0,1.0
19,taxa291090,16,16,1.0,1.0
20,taxa541301,16,16,1.0,1.0
21,taxa171772,16,16,1.0,1.0
22,taxa259569,16,16,1.0,1.0
23,taxa104780,16,16,1.0,1.0
24,taxa138006,16,16,1.0,1.0
25,taxa181095,16,16,1.0,1.0
26,taxa278234,16,16,1.0,1.0
27,taxa177339,16,16,1.0,1.0
28,taxa510994,1,3,0.0625,0.1875
29,taxa193066,16,16,1.0,1.0
30,taxa405524,16,16,1.0,1.0
31,taxa346780,16,16,1.0,1.0
32,taxa549871,16,16,1.0,1.0
33,taxa544358,16,16,1.0,1.0
34,taxa302160,16,16,1.0,1.0
35,taxa192573,16,16,1.0,1.0
36,taxa175497,16,16,1.0,1.0
37,taxa263461,0,0,0.0,0.0
38,taxa302974,16,15,1.0,0.9375
39,taxa194648,16,16,1.0,1.0
40,taxa195173,16,16,1.0,1.0
41,taxa287978,16,16,1.0,1.0
42,taxa199487,16,16,1.0,1.0
43,taxa190108,16,16,1.0,1.0
44,taxa191306,2,4,0.125,0.25
45,taxa299892,16,16,1.0,1.0
46,taxa174348,15,16,0.9375,1.0
47,taxa192127,16,16,1.0,1.0
48,taxa183200,16,16,1.0,1.0
49,taxa182980,6,5,0.375,0.3125
50,taxa181843,16,16,1.0,1.0
51,taxa194053,16,16,1.0,1.0
52,taxa109014,16,16,1.0,1.0
53,taxa518438,16,16,1.0,1.0
54,taxa193343,16,16,1.0,1.0
55,taxa357795,16,16,1.0,1.0
56,taxa352304,16,16,1.0,1.0
57,taxa179460,16,16,1.0,1.0
58,taxa469991,15,16,0.9375,1.0
59,taxa175537,16,16,1.0,1.0
60,taxa288134,16,16,1.0,1.0
61,taxa190464,16,16,1.0,1.0
62,taxa178915,14,13,0.875,0.8125
63,taxa366612,16,16,1.0,1.0
64,taxa261912,16,16,1.0,1.0
65,taxa185281,16,16,1.0,1.0
66,taxa511008,16,16,1.0,1.0
67,taxa470973,16,16,1.0,1.0
68,taxa162162,16,16,1.0,1.0
69,taxa181028,12,12,0.75,0.75
70,taxa204044,1,10,0.0625,0.625
71,taxa470172,16,16,1.0,1.0
72,taxa328422,16,16,1.0,1.0
73,taxa21698,2,1,0.125,0.0625
74,taxa213747,15,15,0.9375,0.9375
75,taxa262724,16,16,1.0,1.0
76,taxa82283,16,16,1.0,1.0
77,taxa316732,16,16,1.0,1.0
78,taxa293896,16,16,1.0,1.0
79,taxa196731,16,16,1.0,1.0
80,taxa167602,15,16,0.9375,1.0
81,taxa470114,16,16,1.0,1.0
82,taxa170206,16,16,1.0,1.0
83,taxa365676,16,16,1.0,1.0
84,taxa223059,16,16,1.0,1.0
85,taxa187524,16,16,1.0,1.0
86,taxa191541,16,16,1.0,1.0
87,taxa212619,16,16,1.0,1.0
88,taxa357470,16,16,1.0,1.0
89,taxa326792,16,16,1.0,1.0
90,taxa325407,16,16,1.0,1.0
91,taxa188646,16,16,1.0,1.0
92,taxa171551,16,16,1.0,1.0
93,taxa290260,16,16,1.0,1.0
94,taxa367433,16,16,1.0,1.0
95,taxa310301,16,16,1.0,1.0
96,taxa193761,16,16,1.0,1.0
97,taxa327476,16,16,1.0,1.0
98,taxa189047,16,16,1.0,1.0
99,taxa180658,16,16,1.0,1.0
100,taxa269833,16,16,1.0,1.0
101,taxa367055,16,16,1.0,1.0
102,taxa203708,16,16,1.0,1.0
103,taxa181892,15,15,0.9375,0.9375
104,taxa589024,16,16,1.0,1.0
