taxaId,microbiota_loads_foldChange,logged_relative_abundance_diff,qml_logged_loads_diff,ranksums_on_loads,mwu_diff_pvalue,mwu_logged_pvalue,qml_diff_pvalue,ancomP,qml_diff_qvalue,ANCOM_BC_diff_qval,ANCOM_BC_diff,DR_inferred_foldchange
0,taxa326977,0.0,-1.5588021207308378,0.0011978792691627051,0.6654360020960128,4.261280528001868e-27,4.261280528001868e-27,0.3539950748244398,0.0,0.73405317926219,1.0,-0.007642655786609624,-0.028413152770019306
1,taxa469873,-0.753394101173761,-2.3140124133175206,-0.7540124133175201,1.001665284900939e-06,4.261280528001868e-27,4.261280528001868e-27,4.261280528001868e-27,1.0,2.7165663366011904e-26,1.3361085637997194e-88,-0.7615070756920063,-0.09226243208018754
2,taxa357591,-8.258546511625022,-9.814473342140063,-8.254473342140063,4.1799585636060355e-27,4.261280528001868e-27,4.261280528001868e-27,4.261280528001868e-27,1.0,2.7165663366011904e-26,0.0,-8.256445406025371,-1.0332783727281125
3,taxa190872,0.0,-1.5667143812003506,-0.006714381200350061,0.8751314883190606,8.890004104930371e-25,8.890004104930371e-25,0.8896268615967421,0.0,0.9619091655504752,1.0,-1.0735721497101949,0.09736914290765677
4,taxa263681,0.0,-1.5579539982367905,0.0020460017632100147,0.6680135956419906,4.261280528001868e-27,4.261280528001868e-27,0.3595438024801464,0.0,0.73405317926219,1.0,-0.0010854151343568468,-1.1413471110507756
5,taxa361480,0.0,-1.554882795498079,0.005117204501921435,0.6122577932925257,4.261280528001868e-27,4.261280528001868e-27,0.8302055800956979,0.0,0.9619091655504752,1.0,0.002887364023462306,-0.5933165258701589
6,taxa347862,0.0,-1.5596180613240378,0.0003819386759627008,0.6628623561526228,4.261280528001868e-27,4.261280528001868e-27,0.5574704467493439,0.0,0.7897497995615704,1.0,-0.015325152745573918,-0.08642064900820987
7,taxa517293,0.0,-1.5585275666520264,0.0014724333479740892,0.6654360020960128,4.261280528001868e-27,4.261280528001868e-27,0.6209900010039844,0.0,0.8226101312000832,1.0,-0.007658151453999169,-0.4389170372662622
8,taxa2000,0.0,-1.5707933900838,-0.010793390083799537,0.7018693552695423,4.261280528001868e-27,4.261280528001868e-27,0.4513351399576953,0.0,0.7493101113688286,1.0,-0.00900110355210704,0.020936860436267725
9,taxa322235,0.0,-1.5572512478817249,0.0027487521182756325,0.6628623561526228,4.261280528001868e-27,4.261280528001868e-27,0.4928096742055992,0.0,0.7493101113688286,1.0,-0.008535642999094178,-1.0636781980772736
10,taxa158660,0.0,-1.556884318049637,0.0031156819503634914,0.6297759348685109,4.261280528001868e-27,4.261280528001868e-27,0.19151113222729665,0.0,0.5581181567766931,1.0,0.004908218301346563,-1.222639096538679
11,taxa331820,0.0,-1.557857111152809,0.002142888847191493,0.6602926840489267,4.261280528001868e-27,4.261280528001868e-27,0.34125980495600217,0.0,0.73405317926219,1.0,-0.009390935722293785,-1.1532487404471092
12,taxa244304,0.0,-1.5604557232030745,-0.0004557232030739655,0.6783629162433957,4.261280528001868e-27,4.261280528001868e-27,0.11111073033939477,0.0,0.4164741586738917,1.0,-0.009203224985807406,-1.1568532388352175
13,taxa361496,0.0,-1.5561940254670148,0.003805974532985701,0.6424184211014867,4.261280528001868e-27,4.261280528001868e-27,0.8690888766481889,0.0,0.9619091655504752,1.0,-0.016378184737836008,-0.854366454870716
14,taxa127309,0.0,-1.5588445114054936,0.0011554885945068705,0.6348201950875791,4.261280528001868e-27,4.261280528001868e-27,0.34486816328345826,0.0,0.73405317926219,1.0,0.0029479764555084853,-0.4520274897198477
15,taxa248140,-6.190404450998779,-7.748574686537589,-6.188574686537589,4.1799585636060355e-27,4.261280528001868e-27,4.261280528001868e-27,4.261280528001868e-27,1.0,2.7165663366011904e-26,0.0,-6.194568584768375,-0.7957712777911535
16,taxa348374,0.0,-1.5548966162551778,0.005103383744822665,0.6424184211014867,4.261280528001868e-27,4.261280528001868e-27,0.4794959821708936,0.0,0.7493101113688286,1.0,-0.0076253606774912015,-0.7109812511760261
17,taxa470812,0.0,-1.5744958458032308,-0.014495845803230269,0.6835605698156029,4.261280528001868e-27,4.261280528001868e-27,0.032430609177347275,0.0,0.15752010171854391,1.0,-0.018777869025654655,0.09119680380626283
18,taxa268540,0.0,-1.5482094448181132,0.011790555181887541,0.639881467258939,4.261280528001868e-27,4.261280528001868e-27,0.081493308759631,0.0,0.3614051084122766,1.0,0.013941579392777941,-0.07465624026943363
