permu_delta,permu_index
-0.35999999999999943,0
-0.2400000000000002,1
-0.35999999999999943,2
0.35999999999999943,3
-0.11999999999999922,4
0.6099999999999994,5
0.35999999999999943,6
-0.2400000000000002,7
0.0,8
0.6099999999999994,9
0.6099999999999994,10
0.0,11
0.6099999999999994,12
0.0,13
0.11999999999999922,14
-0.35999999999999943,15
0.4900000000000002,16
-0.8499999999999996,17
0.35999999999999943,18
0.35999999999999943,19
0.0,20
-0.4900000000000002,21
0.2400000000000002,22
-0.35999999999999943,23
0.11999999999999922,24
0.0,25
0.0,26
-0.4800000000000004,27
-0.2400000000000002,28
-0.2400000000000002,29
0.2400000000000002,30
0.6099999999999994,31
0.4900000000000002,32
-1.0899999999999999,33
0.6099999999999994,34
0.2400000000000002,35
0.8499999999999996,36
-0.11999999999999922,37
-0.2400000000000002,38
0.0,39
-0.11999999999999922,40
-0.2400000000000002,41
0.0,42
0.0,43
0.10999999999999943,44
-0.11999999999999922,45
0.7300000000000004,46
0.35999999999999943,47
-0.35999999999999943,48
0.6099999999999994,49
-0.4900000000000002,50
0.4900000000000002,51
0.35999999999999943,52
-0.7200000000000006,53
-0.2400000000000002,54
-0.6099999999999994,55
0.35999999999999943,56
-0.6099999999999994,57
-0.6099999999999994,58
-0.9600000000000009,59
0.11999999999999922,60
-0.4800000000000004,61
0.6099999999999994,62
-0.4900000000000002,63
-0.2400000000000002,64
0.8499999999999996,65
0.0,66
-0.11999999999999922,67
-0.8499999999999996,68
0.11999999999999922,69
0.0,70
-0.11999999999999922,71
0.6099999999999994,72
0.23000000000000043,73
0.0,74
0.11999999999999922,75
0.8499999999999996,76
-0.11999999999999922,77
-0.4900000000000002,78
-0.11999999999999922,79
0.4900000000000002,80
0.11999999999999922,81
0.2400000000000002,82
-0.35999999999999943,83
0.10999999999999943,84
0.4900000000000002,85
-0.11999999999999922,86
-0.11999999999999922,87
0.4800000000000004,88
0.11999999999999922,89
0.0,90
0.35999999999999943,91
0.2400000000000002,92
-0.2400000000000002,93
0.11999999999999922,94
0.9700000000000006,95
-0.5999999999999996,96
-0.7300000000000004,97
0.0,98
0.0,99
-0.2400000000000002,100
-0.11999999999999922,101
0.2400000000000002,102
-0.35999999999999943,103
0.10999999999999943,104
-0.6099999999999994,105
0.11999999999999922,106
0.2400000000000002,107
0.11999999999999922,108
-0.11999999999999922,109
1.0899999999999999,110
0.0,111
0.7300000000000004,112
0.4900000000000002,113
0.9700000000000006,114
0.4900000000000002,115
-0.4900000000000002,116
-0.35999999999999943,117
0.11999999999999922,118
-0.35999999999999943,119
-0.11999999999999922,120
-0.6099999999999994,121
-0.2400000000000002,122
0.0,123
-0.4900000000000002,124
0.0,125
-0.2400000000000002,126
0.35999999999999943,127
0.4900000000000002,128
-0.11999999999999922,129
0.4900000000000002,130
0.35999999999999943,131
-0.4800000000000004,132
0.35999999999999943,133
-0.11999999999999922,134
-0.6099999999999994,135
0.6099999999999994,136
-0.35999999999999943,137
-0.11999999999999922,138
0.4900000000000002,139
0.4900000000000002,140
-0.23000000000000043,141
-0.2400000000000002,142
0.2400000000000002,143
-0.11999999999999922,144
0.2400000000000002,145
0.9700000000000006,146
-0.2400000000000002,147
-0.35999999999999943,148
-0.2400000000000002,149
0.7300000000000004,150
-0.2400000000000002,151
0.2400000000000002,152
0.6099999999999994,153
0.4900000000000002,154
0.2400000000000002,155
-0.8499999999999996,156
0.7300000000000004,157
-0.35999999999999943,158
0.11999999999999922,159
0.4900000000000002,160
-0.4800000000000004,161
-0.11999999999999922,162
0.6099999999999994,163
-0.2400000000000002,164
-0.2400000000000002,165
-0.2400000000000002,166
0.6099999999999994,167
-0.11999999999999922,168
-0.11999999999999922,169
-0.9700000000000006,170
-0.35999999999999943,171
0.4800000000000004,172
-0.11999999999999922,173
0.4900000000000002,174
0.0,175
0.35999999999999943,176
0.2400000000000002,177
-0.10999999999999943,178
-0.11999999999999922,179
-0.11999999999999922,180
0.4900000000000002,181
-0.7300000000000004,182
-0.11999999999999922,183
0.2400000000000002,184
-0.35999999999999943,185
0.10999999999999943,186
0.11999999999999922,187
0.35999999999999943,188
-0.4900000000000002,189
0.35999999999999943,190
0.6099999999999994,191
0.11999999999999922,192
-0.2400000000000002,193
-0.10999999999999943,194
0.6099999999999994,195
0.11999999999999922,196
-0.8399999999999999,197
0.35999999999999943,198
0.10999999999999943,199
-0.11999999999999922,200
-0.35999999999999943,201
0.35999999999999943,202
-0.10999999999999943,203
0.11999999999999922,204
0.2400000000000002,205
0.7200000000000006,206
-0.4800000000000004,207
0.11999999999999922,208
-0.11999999999999922,209
-0.2400000000000002,210
0.4800000000000004,211
-0.8499999999999996,212
-0.2400000000000002,213
0.9700000000000006,214
-0.11999999999999922,215
0.2400000000000002,216
-0.2400000000000002,217
0.8399999999999999,218
0.3699999999999992,219
0.2400000000000002,220
0.35999999999999943,221
0.0,222
0.11999999999999922,223
0.11999999999999922,224
0.11999999999999922,225
0.2400000000000002,226
0.5999999999999996,227
0.11999999999999922,228
-0.7200000000000006,229
-0.2400000000000002,230
-0.11999999999999922,231
-0.11999999999999922,232
0.35999999999999943,233
-0.11999999999999922,234
0.0,235
0.0,236
-0.11999999999999922,237
0.35999999999999943,238
0.2400000000000002,239
0.0,240
0.11999999999999922,241
-0.6099999999999994,242
0.11999999999999922,243
0.35999999999999943,244
0.35999999999999943,245
0.2400000000000002,246
-0.35999999999999943,247
0.11999999999999922,248
-0.11999999999999922,249
-0.4900000000000002,250
0.2400000000000002,251
0.2400000000000002,252
0.11999999999999922,253
-0.35999999999999943,254
-0.35999999999999943,255
-0.2400000000000002,256
-0.8399999999999999,257
