,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa326977,16,16,1.0,1.0,-10.538944192076556,-5.189921373590278,-5.349022818486279,-5.35813443617364,-5.340355214095593,0
1,taxa469873,16,16,1.0,1.0,-13.824142576532521,-8.480421168532331,-5.343721408000189,-5.374254618437372,-5.315607641844323,1
2,taxa357591,16,16,1.0,1.0,-11.893559365242993,-6.540543372523649,-5.353015992719341,-5.36407410258688,-5.342890699516911,2
3,taxa190872,15,15,0.9375,0.9375,-15.155455796420226,-9.834951404355612,-5.320504392064614,-5.348192186029956,-5.290522829846423,3
4,taxa263681,16,16,1.0,1.0,-9.938217581198227,-4.586774125171807,-5.351443456026419,-5.355817028073087,-5.347195343289354,4
5,taxa361480,16,16,1.0,1.0,-11.616357217084834,-6.268044289943894,-5.348312927140941,-5.362832255188271,-5.332042023941033,5
6,taxa347862,16,16,1.0,1.0,-13.50175956034944,-8.162521796854655,-5.3392377634947845,-5.354752394284962,-5.32341885701714,6
7,taxa517293,16,16,1.0,1.0,-12.060789438315963,-6.717329769702994,-5.343459668612968,-5.354464906346866,-5.333630791415712,7
8,taxa2000,16,16,1.0,1.0,-14.29814718130112,-8.92046323486196,-5.377683946439158,-5.419560492505139,-5.336400352431746,8
9,taxa322235,16,16,1.0,1.0,-16.617776632564727,-4.922692566405184,-11.695084066159543,-11.703212546507004,-11.686640646196107,9
10,taxa158660,16,16,1.0,1.0,-9.171865004940413,-3.8230320547586336,-5.348832950181778,-5.358533878300382,-5.340250687882156,10
11,taxa331820,16,16,1.0,1.0,-0.07871456932814838,-2.4959178408732288,2.4172032715450804,2.4154546603522764,2.418661000850145,11
12,taxa244304,16,16,1.0,1.0,-9.865917479573806,-4.516138148190677,-5.349779331383128,-5.356860712905676,-5.342266189333012,12
13,taxa361496,16,16,1.0,1.0,-10.921779978997634,-5.5583832007503835,-5.363396778247252,-5.374229647800957,-5.352816216993535,13
14,taxa127309,16,16,1.0,1.0,-12.02377236289518,-6.67132290108028,-5.352449461814899,-5.366026753211709,-5.337948157146309,14
15,taxa248140,16,16,1.0,1.0,-21.132726757068323,-6.908620327244748,-14.224106429823573,-14.238242735492484,-14.208430352998947,15
16,taxa348374,16,16,1.0,1.0,-11.301944114450812,-5.946648364357221,-5.355295750093592,-5.371309948783178,-5.3424061902099735,16
17,taxa470812,15,16,0.9375,1.0,-16.06312048303693,-9.726805736799657,-6.336314746237269,-6.373519713994039,-6.293891952275267,17
18,taxa268540,16,16,1.0,1.0,-13.237318614760758,-8.20734506852461,-5.02997354623615,-5.054364905390914,-5.002854457526586,18
19,taxa291090,16,16,1.0,1.0,-11.12261071989794,-5.76747738419707,-5.355133335700872,-5.366653903116694,-5.342583512337834,19
20,taxa541301,16,16,1.0,1.0,-14.283284707065773,-8.923130509796989,-5.360154197268785,-5.388515421370504,-5.331516255228914,20
21,taxa171772,16,16,1.0,1.0,-12.043335124479752,-8.868387084348008,-3.1749480401317474,-3.2157407256048756,-3.1366412952880736,21
22,taxa259569,16,16,1.0,1.0,-6.411405742972245,-5.49875272110432,-0.9126530218679254,-0.9220589509584669,-0.9035310424898679,22
23,taxa104780,16,16,1.0,1.0,-14.767357852610498,-9.422522638438185,-5.344835214172315,-5.377623056812325,-5.308655404411597,23
24,taxa138006,16,16,1.0,1.0,-13.512817052189543,-8.167554841223662,-5.345262210965882,-5.375036138208964,-5.313827149722575,24
25,taxa181095,16,16,1.0,1.0,-14.453891474767811,-9.138564136103007,-5.3153273386648054,-5.357366118715985,-5.270635444447352,25
26,taxa278234,16,15,1.0,0.9375,-15.062595223633922,-9.697409675276754,-5.365185548357167,-5.3972350725684235,-5.335413593530048,26
27,taxa177339,16,16,1.0,1.0,-13.908779363525328,-8.559230126047403,-5.349549237477924,-5.378713230779038,-5.322089045079693,27
28,taxa193066,16,16,1.0,1.0,-18.474133845468646,-8.44717957060264,-10.026954274866004,-10.056933540780667,-10.001336216601299,28
29,taxa405524,16,16,1.0,1.0,-14.105794069816078,-8.780391498757472,-5.325402571058609,-5.360833636738006,-5.284375940332803,29
30,taxa346780,16,16,1.0,1.0,-15.020925203717892,-9.697886573894328,-5.3230386298235635,-5.359175169687247,-5.287670702159668,30
31,taxa549871,16,16,1.0,1.0,-13.10494738863611,-7.760749462719785,-5.344197925916325,-5.362169441825589,-5.325481234934184,31
32,taxa544358,16,16,1.0,1.0,-14.774874954736545,-9.436194894643876,-5.3386800600926705,-5.366585400392156,-5.309441020301998,32
