taxa326977,taxa469873,taxa357591,taxa190872,taxa263681,taxa361480,taxa347862,taxa517293,taxa2000,taxa322235,taxa158660,taxa331820,taxa244304,taxa361496,taxa127309,taxa248140,taxa348374,taxa470812,taxa268540,taxa291090,taxa541301,taxa171772,taxa259569,taxa104780,taxa138006,taxa181095,taxa278234,taxa177339,taxa510994,taxa193066,taxa405524,taxa346780,taxa549871,taxa544358,taxa302160,taxa192573,taxa175497,taxa263461,taxa302974,taxa194648,taxa195173,taxa287978,taxa199487,taxa190108,taxa191306,taxa299892,taxa174348,taxa192127,taxa183200,taxa182980,taxa181843,taxa194053,taxa109014,taxa518438,taxa193343,taxa357795,taxa352304,taxa179460,taxa469991,taxa175537,taxa288134,taxa190464,taxa178915,taxa366612,taxa261912,taxa185281,taxa511008,taxa470973,taxa162162,taxa181028,taxa204044,taxa470172,taxa328422,taxa213747,taxa262724,taxa82283,taxa316732,taxa293896,taxa196731,taxa167602,taxa470114,taxa170206,taxa365676,taxa223059,taxa187524,taxa191541,taxa212619,taxa357470,taxa326792,taxa325407,taxa188646,taxa171551,taxa290260,taxa367433,taxa310301,taxa193761,taxa327476,taxa189047,taxa180658,taxa269833,taxa367055,taxa203708,taxa181892,taxa589024,condition
6318776.686995017,658415.52461025,2425509.7215107256,0.0,9777501.983419443,3119770.217374826,813114.8742321407,2235594.2597797853,493654.42867148493,7794709.09985104,16498119.663944487,41317303.53194139,10124003.372206692,4972389.257968719,2236223.1189245908,2031843.8968631455,3858050.853375242,281100.03772758483,866567.9015405199,4395096.563038241,452149.7251143926,530757.1182149469,5132119.480749041,336439.6424703762,805568.5644944892,411273.8807021035,291790.64318926015,592385.3144057833,0.0,704951.1013257784,507489.32985718397,275440.3054243455,1082266.5882084412,352789.9802352909,693002.777574494,8253776.275558292,400583.2752404282,0.0,305625.54437495925,923794.0837177235,727590.0305387381,1855763.3363179043,1383490.1185697676,393036.96550277417,250285.93963216787,386748.37405473157,262234.2633834522,720672.5799458898,644580.623424551,253430.2353561891,450892.0068247836,964041.0689852069,441459.1196527172,1525612.2852955733,591127.5961161744,2247542.5835310696,689858.4818504703,452149.7251143926,292419.5023340659,529499.3999253379,914361.1965456574,1002401.4768182778,0.0,442087.97879752045,569746.3851928237,298079.23463730514,269151.7139763005,1353304.8796191565,393665.8246475799,0.0,258461.10851462517,1460210.93423591,552138.3291382976,274182.58713473653,352789.9802352909,374800.05030344723,4643495.925235977,725703.4531043234,3346159.509504423,293048.36147886916,384861.79662031686,373542.3320138382,1241367.9518439646,2053853.966931302,1655157.269125286,1398582.7380450757,756517.5511997428,1924308.9831015866,568488.6669032148,5128346.325880216,308140.98095417477,9821522.123555746,3086440.682700189,1774640.506638132,441459.1196527172,2882690.319783564,1545106.9187845092,14255607.953571849,6984738.521342909,1021896.1103072163,445861.13366634754,604333.6381570677,282986.61516199715,884804.8167398467,Control
4650906.178148762,471457.08632014197,1841622.6337323764,189301.97050539634,7053666.384787081,2221284.127651014,582077.1204813961,1624189.7558781381,357452.88285376376,5636122.467103099,12034740.580767047,30234168.571981285,7404985.460775305,3611754.6908939993,1686162.356278229,1413102.1954710037,2759578.5577473687,201992.6053996127,563041.1681400707,3136278.903524035,340320.52574657166,354280.22413021006,3803383.2777966717,254235.7190474704,592229.628396768,307959.4067663189,204742.2429600256,450729.04932625545,0.0,494300.22912973206,383257.1738053371,208760.94400986063,807335.8898537377,254658.7402106111,473360.68155427516,5915950.966520569,292307.6237301193,0.0,199242.96783919798,661605.099151818,519469.98833659425,1302059.1401466106,989446.5005857436,295480.28245367296,0.0,298652.94117722835,199877.49958390906,531314.5809045291,475475.7873699769,0.0,321496.0839868167,699465.4932528982,326149.3167813628,1150617.5637422928,444806.75304228714,1682778.1869731033,475898.8085331177,333552.1871363237,226104.8116986231,394255.72404699225,675987.8186985971,693754.7075505003,186129.31178184092,306055.81153218745,420906.057324847,194589.7350446518,209818.49691771244,988811.9688410326,312189.61839772435,0.0,179783.9943347337,1019057.9820055817,431270.07582178933,192897.65039209073,256773.84602631297,261850.09998399983,3363441.268130499,518200.9248471721,2446754.407604944,194166.71388151284,292519.1343116897,284481.73221201956,913937.2229651568,1483323.708552335,1248123.9418461898,1000233.5402458285,563887.2104663522,1338861.9813398372,421752.0996511267,3682610.7357200524,228219.9175143267,7157941.101501223,2238839.505921361,1302059.1401466106,313881.7030502872,2080629.5909067953,1082722.6670582353,10328273.208658082,5052141.751387569,720405.0408283551,313670.1924687169,444806.75304228714,200512.03132862016,649972.0171654534,Control
11410857.082977707,1240269.638410406,4433164.086913068,448868.4503200023,17643259.06719022,5550159.580686348,1576215.2081467602,4021936.5967876134,879857.4445475929,14171821.51324789,29795643.06600055,75244279.42890455,18532526.751786437,8980192.07841464,4196026.037687408,3440383.761781827,6871357.283515001,514740.13066046656,1402125.7672469707,7898955.4968262045,867624.1324843683,922203.5247664632,9329311.984219093,628604.0352489788,1409653.9592858776,785755.0440612212,484627.36250482564,1109467.3017343464,0.0,1163105.6700115814,929731.7168053744,502506.81859723723,1999676.010335444,625780.9632343854,1249679.8784590464,14811717.836555244,755642.2759055804,0.0,520386.27468964894,1712663.6888520021,1316492.5828043704,3405565.8736018687,2412785.5484706233,734939.7477985797,0.0,749055.1078715336,497801.6985729193,1250620.9024639064,1193218.438167218,0.0,770698.659983403,1817117.3533918788,811162.6921925443,2779784.9103674833,1084059.653603028,4134859.4773712656,1189454.3421477645,830924.1962946804,558027.2348841967,993721.3491361054,1670317.6086331368,1681609.8966915014,454514.59434918466,801752.4521439039,1048300.7414182049,499683.7465826438,492155.5545437369,2414667.5964803523,853508.7724114099,0.0,0.0,2568054.509273141,1114172.4217586643,485568.3865096901,675655.2354921624,670009.0914629799,8395816.171394292,1257208.070497953,6161825.183847766,475217.12245618977,640837.3473122036,739644.8678228977,2290452.4278383395,3765037.0434598178,3053622.895782831,2390200.972353894,1404948.8392615598,3301112.209061992,1056769.957461976,8879502.509894231,596609.219083609,17664902.6193021,5547336.508671755,3263471.248867444,782931.9720466279,5141755.162575478,2741202.9261680664,25786880.80528101,12560788.416921157,1840642.9535134728,755642.2759055804,1121700.613797576,474276.09845132526,1611974.1203315838,Control
7806721.642893239,797438.5861760895,3006931.44303496,0.0,11813207.44279407,3683100.566797179,962806.0349222833,2715700.9916319367,574192.530368728,9331777.003552578,20117409.493998766,50046620.946938515,12420014.108887758,5983545.520466447,2783226.0332032996,2354648.728536083,4646825.309768038,352324.5366342523,988529.8602828028,5220558.486112471,602672.4798750165,612778.2684095075,6320252.020274665,414337.3299140749,972911.8234567742,498858.4703843501,321088.4629821918,779983.1332528795,0.0,800194.7103218612,645851.7581587462,350946.47456136637,1318805.403750895,435008.2610073491,842914.6345812929,9932152.713306114,507126.84282165975,0.0,342218.7480997613,1080400.6651418002,853939.1311643743,2166772.932599433,1669751.8783122613,486915.2657526809,299958.1778646223,489671.3898984528,343137.456148352,885175.2048164317,770336.6987426868,0.0,557196.4314698132,1205804.3137743282,553521.5992754537,1859465.0903460886,759771.5561839005,2830998.851729977,787332.7976416014,561330.6176884681,358755.4929743808,648607.8823045151,1160328.265369125,1150681.8308589326,319710.40090930887,523204.2336719838,690409.098515359,352324.5366342523,355540.01480431657,1641731.2828302681,522285.5256233962,316035.5687149493,299039.46981603466,1744626.584272344,730832.2526533166,324303.94115225907,446951.4656390184,444654.6955175418,5684506.050650409,849345.5909214241,4091925.6484197103,333031.6676138611,469459.8128294709,459354.0242949829,1494737.9950558748,2500263.954237593,2027588.6632380544,1594417.8183278865,953618.9544363827,2169988.4107694975,729913.544604729,6011566.115948428,395503.814917979,11918858.86838193,3712499.224352037,2092816.934687941,524582.2957448697,3426321.6672162744,1863139.9225404514,17281817.10202583,8466813.375805106,1229231.3690133744,518610.6934290367,720726.4641188288,328438.12737091386,1109799.322696679,Control
10075315.686036557,1031191.9095701482,3966847.3297220287,400341.834854614,15232660.499751851,4769747.424814537,1298548.2214280744,3527163.944314235,770207.8206891482,12118305.783073163,26094530.143679246,65132984.52570265,16054400.210602205,7723965.407551356,3600028.9287895015,3058944.0820967266,5948331.622372662,445778.5552118142,1210999.4187885863,6770348.386395944,760510.9596373062,787939.2237553763,8130402.412209998,517258.27382253413,1252280.3415521444,684321.3370871241,434419.3751225121,986309.2955587681,0.0,1060559.5458985842,827834.8806543803,430817.68387468613,1681712.7595622805,550781.7077446161,1068871.1410858762,12774090.643350605,649412.6373004921,0.0,455198.36309074605,1418789.2984709144,1097961.7242414025,2879136.572878289,2116132.1346847927,616997.4160700501,0.0,653014.3285483182,439129.27906197816,1104056.8940454184,1004040.6986249922,388151.49524658214,684875.4434329403,1543186.1731073963,705100.3250553543,2464665.026205281,953617.0211554163,3629950.671463757,985201.0828671283,707039.6972657242,451042.5654971001,840856.3797811422,1483619.7409317985,1501905.2503438424,408376.37686899607,712580.7607239201,922310.0126166102,434419.3751225121,472098.60663824016,2118348.5600680723,646642.1055713961,393415.505531868,0.0,2234433.8395172628,923695.27848116,412532.1744626421,600374.2256954622,576824.7059981321,7301182.265691079,1116247.2336534464,5248772.360775512,435527.5878141521,605915.2891536581,638884.6167299201,1925796.6048957861,3245954.973810821,2608732.6761183566,2095076.0935436527,1252003.2883792343,2867223.286443171,906240.9285878461,7845314.697285863,483734.83990045206,15406926.945512103,4926282.467508567,2766930.0378498347,700390.4211158882,4474131.689319815,2377393.2767387023,22290035.97328233,10919496.703892602,1565627.4801130905,666589.9340208962,980214.1257547523,427770.0989726801,1412140.0223210782,Control
24068052.230820324,2435174.7016592966,9478983.977239758,964562.2716270126,36533754.46620352,11397885.284970429,3120642.6434991662,8356983.8785533,1855006.0857098205,29047279.09246253,62151649.20236202,155837890.70001516,38394894.493227296,18752480.920460332,8652946.546953956,7223227.059015023,14281348.864328124,1057082.5531132328,2974450.3755154214,16174692.0832505,1800311.775659958,1882608.821622843,19411879.611715678,1257457.9693706757,3031189.3326699487,1516105.8281111384,1021301.2287815494,2326808.405111909,0.0,2547630.292416023,1982796.5297515593,1058616.038441734,4093894.6653210223,1251835.1898328348,2583411.616747716,30540893.802422293,1575911.7559226775,0.0,1045325.832261396,3418649.9590044874,2689222.104414274,6795384.652363297,5116729.379431063,1510483.0485733068,0.0,1540130.431590985,1062705.3326510645,2603858.087794387,2413705.9070602884,0.0,1618849.3451206938,3665541.096893123,1661275.7725425551,5840023.292707282,2290515.9190040524,8617165.222622273,2445397.937182641,1726704.4798919265,1125067.0693434328,2033401.5455920822,3451364.3126791785,3622092.3459189334,965584.5951793499,1612204.2420305249,2139723.195034813,1060660.685546399,1087241.0979070843,5127974.938506736,1567733.1675040072,955872.5214321786,0.0,5375888.399947699,2286426.624794722,1016700.7727960455,1365313.104141899,1377069.8249937356,17352919.97731522,2732159.69361229,12725883.579452116,1042258.8616043933,1459366.8709566111,1478791.018450954,4636237.30983414,7819241.690025676,6330738.59782755,5049256.024977027,3077705.054301141,6762159.136912443,2191861.696203837,18870048.12897879,1188451.1295881385,36740774.98555109,11509318.552174773,6583252.515254017,1623449.8011061975,10681236.474784378,5734723.9668168975,53085683.94026521,26252246.500381656,3808155.2324437015,1569777.8146086726,2301250.3163035614,964562.2716270126,3355265.8987597916,Control
10184819.071248446,1125936.4202618697,3987496.8244543876,0.0,15625287.790729584,4905532.121472864,1294126.0929980846,3667469.2527201995,794229.0101432262,12214774.98246747,26742157.965057854,66033134.29037855,16120512.938230634,8075440.259015128,3744556.1860576295,3167572.169865345,6241705.632655026,439161.9232556688,1312813.8344132164,7014910.933706222,717142.0768057959,794229.0101432262,8519274.117624575,598007.7252843117,1233390.933398895,684438.52932931,425146.11719431495,953074.8121718732,0.0,1100240.7758160608,850292.2343886337,478873.37376282754,1637513.341501183,504569.0182086402,1118928.517231193,12889869.641089205,637719.1757914744,0.0,474201.4384090455,1483339.4748263224,1139952.2263232197,2929303.4668223765,2142082.359709823,693782.4000368778,0.0,588663.8545767438,502233.05053174536,1097904.8081391698,988114.3273252499,0.0,770869.3333743084,1530058.828364162,665750.7879141781,2434078.319321304,1048849.4869244392,3653453.4466588493,1004466.1010634947,747509.6566053905,485881.2767935045,894675.6202495786,1576778.1819019974,1509035.119272135,401786.440425397,672758.6909448511,824596.5899428211,420474.1818405329,443833.85860945075,2179457.842540095,647063.0464990423,415802.246486747,0.0,2338303.644568738,934387.0707567374,404122.4081022881,567640.1454847208,644727.0788221513,7456408.824638777,1217039.1596606541,5241911.466945286,0.0,637719.1757914744,541944.501038908,1992580.4283887446,3305394.262801965,2721402.343579003,2074339.2970799608,1319821.7374438934,2852216.5334849465,1025489.8101555215,8000689.293354576,513912.88891620823,15765445.851343084,4634559.87095343,2819512.98600846,698454.3353906638,4524769.390139514,2441086.2223519813,22425289.698161718,11058470.982405992,1684232.6950390227,670422.72326796,906355.4586340373,408794.3434560741,1448299.9596729453,Control
23999814.09831732,2459002.7454855023,9269511.55490811,922867.0898540537,36360699.852144174,11277949.639822412,3072930.0315268813,8499467.566300407,1844416.7391801202,28771583.69068189,61798500.286758006,154384926.9922804,38343447.84676277,18432310.427049395,8525157.656596122,7292692.042665411,14162485.675847346,1006524.563381156,2947114.4611042356,16101758.133042429,1820702.809676375,1882622.5144917122,19468477.402310174,1264742.9068663726,3007716.725391586,1563801.9067191454,1025627.4510369473,2305520.9239751506,0.0,2571643.9106282885,1970232.3096027658,1046706.4994847188,4114366.768899662,1281869.6337301834,2545295.100068569,30588334.178774342,1536135.6556314484,0.0,1037484.41578882,3423369.211971105,2632246.1749156294,6796675.683878756,5099812.283833036,1538111.8164234196,0.0,1531524.6137834946,1051317.541332673,2675062.992075175,2470859.710237375,0.0,1671832.0300139864,3628231.2140729,1642848.3383982936,5864586.510328794,2273243.6310394993,8540308.222667962,2448463.2212616163,1696204.679781716,1097427.959812177,2047302.580489934,3500439.482858273,3561700.4674096173,921549.6493260666,1571706.5498870574,2148745.501144841,1050000.100804686,1059880.9047645787,5056995.4666735,1547333.9001193275,928795.5722299946,932747.893813946,5310602.768310771,2215276.247808123,1000596.081005215,1409661.3649448093,1374749.1909531849,17416563.779972266,2671110.670491215,12739649.905622713,1027603.6118289276,1449843.3010483724,1483438.0345120104,4623557.532966176,7711638.130564897,6207779.767869099,4919981.651762975,2941185.9787283037,6796016.963614763,2154015.2632567883,18801193.774885353,1215997.6073308948,36657782.69120498,11478200.60007629,6579297.996761096,1595420.4793908028,10559285.83180618,5730207.576474243,52802357.641406976,25911420.30442479,3732967.736047773,1590150.7172788645,2229109.373351976,1002572.2417971953,3339053.0181800183,Control
15957050.779596444,1609144.561343799,6244688.295451691,637477.0995587102,24035114.589111526,7650443.883655523,2078448.4463627858,5477128.495757529,1162838.7227576051,19152341.855851285,41042169.926154785,102255782.64071375,25375469.48277217,12120689.159027774,5639552.198689067,4725379.852985929,9348705.874926412,641789.233264859,1918180.8102843289,10590600.382296693,1168588.2343657971,1233988.9289090268,12804881.040403089,860989.3633273228,1999392.6617500915,1001133.7087770923,704315.1720039897,1520745.8203677887,0.0,1650109.831552199,1313763.4024727398,723001.0847306215,2705863.9006071496,837272.6279435175,1687481.6570054686,20218157.57022056,1029162.5778670523,0.0,724438.462632671,2195594.7453797753,1760069.24105894,4523428.257748053,3431739.7411418757,990353.3745117268,0.0,1019819.6215037303,700003.038297841,1752163.6625976737,1613456.6950499478,610166.9194197812,1115405.2519899881,2471571.3025731714,1129779.0310104776,3805457.9956745985,1520027.1314167639,5633802.687080868,1617050.1398050715,1156370.5221983818,740249.6195552099,1354728.6726811395,2325677.4455152038,2343644.669290817,648257.4338240757,1011195.354091439,1476187.1054042713,705752.5499060331,708627.3057101322,3351965.267578157,1022694.3773078293,0.0,0.0,3634410.0253307763,1466844.1490409554,640351.8553628093,899079.8777316173,911297.5898990384,11470994.347301673,1756475.7963038224,8313075.096500095,669099.4134037879,955137.6159115313,986759.9297566031,2962435.8561228896,5113471.886539146,4250326.456358749,3314593.442124881,1934710.6561578927,4548582.371033908,1440252.657853051,12468534.611323653,774028.0002533619,24449079.424901657,7683503.575402651,4342318.642089884,1095281.9613613007,6984937.915006902,3675375.29553917,35072020.80999441,17305311.251718353,2460072.279356781,1000415.0198260735,1478343.1722573454,660475.1459914909,2176908.832653137,Control
6018929.62933789,611730.3623559746,2324533.246762445,259943.273811043,9142883.235997349,2812611.5007496416,769507.9248231305,2109669.2765134573,471647.4797916747,7209950.107561264,15476946.688367119,38945990.46619221,9588409.997837199,4656860.57872022,2155801.834831624,1830556.7661409804,3566320.604230927,258047.41525002307,743387.2068712915,4023854.470290577,453742.14893759176,466381.2060110619,4824328.084943703,339569.3333739086,760028.6320180285,385491.2407408505,250253.33005471624,571706.6816233172,0.0,638061.7312590362,517780.0381098437,268790.6137624733,1012388.4715849893,319346.84205635625,644170.6088445476,7630620.057156604,389282.95786289277,0.0,273214.2837381873,862615.6452643627,647962.32596659,1684996.9588448456,1237784.9893952147,361055.730398809,0.0,383174.08027738123,265420.19854288053,656177.7130643461,588558.7577212767,0.0,409084.14727799565,934026.317729472,427621.43098575267,1460443.044839519,562859.3416718869,2126310.7016601916,606042.7866729125,457112.56415718456,286274.6427141068,501138.6129631066,881363.5799233443,915489.034021715,0.0,403817.8734973829,532946.9065980079,269633.2175673721,261839.13237206524,1281179.085347463,410769.3548877932,244987.05627410352,0.0,1339740.0497878774,564544.5492816844,248568.122444921,349891.2299839094,344835.6071545213,4359421.4355912,665235.7039669987,3152812.786977213,256151.55668900313,353472.2961547269,365058.09847207356,1159212.1845884726,1958421.8935342599,1583884.502257082,1250002.7445662355,760239.2829692531,1684575.6569423962,563912.5964280104,4696673.608501639,279533.8122749235,9211344.795145318,2884864.7770196497,1610847.82401382,410769.3548877932,2692961.7604541117,1416838.2979360465,13231196.897362627,6485521.486300186,964570.7056570253,385701.89169207524,558646.3226473976,232769.30110308272,834809.7197027284,Control
