taxa326977,taxa469873,taxa357591,taxa190872,taxa263681,taxa361480,taxa347862,taxa517293,taxa2000,taxa322235,taxa158660,taxa331820,taxa244304,taxa361496,taxa127309,taxa248140,taxa348374,taxa470812,taxa268540,taxa291090,taxa541301,taxa171772,taxa259569,taxa104780,taxa138006,taxa181095,taxa278234,taxa177339,taxa510994,taxa193066,taxa405524,taxa346780,taxa549871,taxa544358,taxa302160,taxa192573,taxa175497,taxa263461,taxa302974,taxa194648,taxa195173,taxa287978,taxa199487,taxa190108,taxa191306,taxa299892,taxa174348,taxa192127,taxa183200,taxa182980,taxa181843,taxa194053,taxa109014,taxa518438,taxa193343,taxa357795,taxa352304,taxa179460,taxa469991,taxa175537,taxa288134,taxa190464,taxa178915,taxa363692,taxa366612,taxa261912,taxa185281,taxa511008,taxa470973,taxa162162,taxa181028,taxa204044,taxa470172,taxa328422,taxa21698,taxa213747,taxa262724,taxa82283,taxa316732,taxa293896,taxa196731,taxa167602,taxa470114,taxa170206,taxa365676,taxa223059,taxa187524,taxa191541,taxa212619,taxa357470,taxa326792,taxa325407,taxa188646,taxa171551,taxa290260,taxa367433,taxa310301,taxa193761,taxa327476,taxa189047,taxa180658,taxa269833,taxa367055,taxa203708,taxa181892,taxa589024,condition
16387247.417782316,1577646.575003036,6454008.7159215,680020.0754323455,24379337.904318076,7883287.2744665705,2126608.23589751,5801189.443506464,1149852.1275492373,19574686.971354272,41797743.03648328,105410530.09283642,25966875.680418324,12373892.572594328,5776461.440763473,4881307.741467075,9587046.663458923,731948.8811926295,1963403.417793748,10937195.613226406,1246291.3382469136,1251236.9387955123,13353121.481216924,865480.0960048006,2042533.0265713297,976756.1083482724,729476.0809183302,1523244.9689684468,0.0,1733432.9922839005,1315529.7459272987,761622.4844842264,2490109.8762195283,885262.4981991944,1693868.1878951124,20744321.501097955,1130069.7253548373,0.0,714639.2792725348,2274976.2523554764,1995549.821359638,4629082.113488534,3377845.1746930224,1023739.3135599641,0.0,974283.3080739732,699802.4776267394,1849654.6051759769,1592483.3766488316,709693.6787239363,1068249.7184973564,2317013.8570185695,1154797.728097836,3954007.638604787,1656776.183780618,5979231.063256022,1666667.384877815,1179525.7308408283,714639.2792725348,1303165.7445558023,2289813.0540012717,2398616.2660704507,662710.4735122446,0.0,1152324.9278235366,1478734.5640310606,680020.0754323455,766568.0850328249,3523740.3908766895,1045994.5160286572,672601.6746094478,0.0,3583087.5974598774,1590010.5763745322,0.0,722057.6800954326,927300.1028622877,1023739.3135599641,11993081.33035222,1822453.8021586793,8810587.377328876,729476.0809183302,954500.9058795793,937191.3039594847,3137983.548085978,5338775.79221247,4169141.2624688395,3484175.5864878953,2101880.2331545176,4460931.694836174,1491098.565402557,12383783.77369155,769040.8853071242,24982701.171247177,7927797.679404005,4401584.488252986,1053412.9168515548,7307124.810554829,3753710.8163865367,36402092.837961905,17705249.963983953,2524729.080059718,1157270.5283721352,1651830.5832320196,0.0,2185955.4424806978,Control
7195390.86592637,737811.7894816523,2819049.14667169,293038.9249484173,10871523.785567483,3365173.8198336964,912166.2776589802,2502508.3530557235,521594.59774026327,8682471.605865095,18552815.78619531,46532818.64165838,11459217.388935218,5524408.003664141,2582708.4798837104,2165550.311034838,4265882.936517245,298914.39211530116,870303.5740949218,4793059.228066046,536723.9256949956,566982.5816044543,5810249.4813331,376470.5587181923,913635.1444507006,458727.0990545888,309196.4596573514,694773.9924842155,0.0,751619.1373238324,588574.9234427596,319625.4138785726,1208142.936190838,383521.1193184545,763370.0716576029,9110646.275651887,465190.11293816194,0.0,314190.6067492043,1009992.8059876246,807436.0754092445,2047747.1943387827,1521745.9962233559,440219.3774788978,0.0,457845.778979555,300383.2589070242,777471.1928581303,729439.2487688407,0.0,498680.2757894114,1083289.2588945231,512487.6236315915,1749420.3489401708,681847.9647170666,2586968.193579703,728557.9286938068,519244.4108735092,328732.3879872472,617658.4859188426,1057437.2033602248,1080057.751952735,284813.2709147765,0.0,487957.5482098429,641894.7879822467,307580.7061864575,314043.7200700333,1520864.676148322,477381.7073094508,278056.48367285874,0.0,1592104.7155468082,655849.0225035977,0.0,301999.0123779154,412164.02175701945,425383.82288251305,5212420.697102498,806848.5286925581,3776309.6348365005,306699.3861114264,446535.5046833,446976.16472081834,1342103.5875958304,2324041.037861577,1864873.2787694696,1513961.0022272305,895714.9695917014,2046718.9875845779,659814.9628412458,5644120.647189424,349590.29642968957,10985654.735284232,3444933.286624168,1960349.6202313595,483697.83451385295,3205361.112894395,1691987.6573838647,15917962.535205483,7767220.707943523,1116485.648387425,475031.5204426967,669950.143704125,301705.23901957355,1006908.1857250103,Control
25798979.043185994,2627969.3345456566,10062114.459800744,1095873.852057504,39023942.13160809,12278042.963828707,3215079.156433489,8998159.263628367,1971218.8089083717,31424400.334948134,67040784.142815225,167023555.62311906,41156688.68393541,19923044.66432519,9327018.14244528,7813300.067891,15101393.161671428,1143268.2198869954,3158979.7006353084,17356978.17755679,1925758.9050719233,2056335.2246021589,21146593.139923334,1461487.546742174,3255702.900287335,1702328.3138757276,1149071.6118661147,2491589.623036301,0.0,2745971.638121137,2124041.464358588,1167449.0198000092,4398971.12017433,1333812.9232014976,2703413.4302742486,32846231.369832978,1693623.2259070487,0.0,1082332.6041062218,3661940.33882586,2816579.573867116,7352897.637547337,5408761.32454153,1588194.9382863333,0.0,1603670.6502306585,1180023.0357547647,2830120.821818408,2648281.2064725845,1003019.5803915539,1795182.5855416774,4014012.785559249,1905447.033144995,6152562.729865645,2505130.870987583,9209983.070866315,2650215.6704656277,1821297.8494477246,1152940.5398522008,2226568.0559897334,3872796.9140672907,3864091.8260986116,1040741.6282558496,0.0,1717804.0258200525,2381325.1754329833,1108447.868012269,1151006.0758591578,5362334.188708555,1668475.193997518,0.0,1011724.6683602328,5748259.755320153,2362947.767499099,0.0,1078463.6761201357,1529193.7864985932,1440208.4428187294,18724644.220636487,2926844.021470434,13533510.095312065,1124890.8119531106,1548538.4264290044,1626884.2181471458,4917407.4703092165,8313359.010091993,6853805.927342862,5402957.93256241,3203472.3724752404,7297765.413745684,2365849.463488659,20224821.047239494,1254499.8994868298,39677790.9612558,12264501.715877395,7113991.334406828,1784543.033579955,11409468.630953476,6046167.2102484135,57594796.46479786,28030383.259158343,4048833.137433985,1738115.8977469804,2441293.55921724,1104578.940026183,3630021.6829406936,Control
20744784.972889096,2152144.3178403345,8152922.640181815,847108.5474920641,31292451.09239963,9733510.151330657,2686203.3618661817,7157527.485784708,1544226.0443215459,24884878.859927803,53454196.975714765,133573280.24213745,32837813.432559524,15756446.242520062,7381377.765940223,6318373.009161119,12136207.701527823,886878.901834415,2494737.513103718,13955985.486649934,1544226.0443215459,1591382.3216131888,16575715.541972417,1124364.73205016,2600981.173989711,1330602.426711207,876652.2392892388,2006698.4505311598,0.0,2141349.507375981,1723192.6388621263,906764.0790055906,3478201.5611981265,1120387.6966159295,2208390.9618388,26231957.576295145,1358441.6747508512,0.0,903355.1914905291,2897554.3877998134,2284522.7830084404,5865559.117577499,4355990.096325719,1293672.8119647405,0.0,1299922.4390756784,913013.7061165286,2269182.7891906803,2033401.4027324582,0.0,1394234.9936589722,3091292.828238976,1447640.8980615528,4988906.878288267,2016356.9651571591,7321154.086507527,2093056.9342459845,1457299.4126875522,934603.3270452349,1783984.4662139984,3024251.3737761583,3029932.8529679193,815860.4119373584,0.0,1387985.366548026,1875456.2812014075,884038.1622385305,915854.4457124132,4288948.641862901,1340829.0892563832,805065.6014730054,0.0,4708241.806215109,1926589.5939272884,0.0,851085.5829262943,1206746.1803307466,1193678.778189686,15004218.397530437,2338496.835330198,11001616.306932447,890855.9372686454,1214132.103280038,1286855.0369346258,3930447.304862572,6696759.523332624,5434334.84692259,4433826.361252891,2618593.759484187,5833742.834103623,1948747.3627751635,16189374.956932446,1006189.9648614603,31482780.645323735,9834640.480944082,5698523.6293396335,1368668.3372960275,9213086.657365065,4878686.181968036,45797835.616893135,22426502.813651364,3239011.2872248506,1376622.408164496,1933975.5168765802,868130.0205015932,2871987.731436868,Control
11702087.690987282,1201492.1394756336,4525552.854524074,461551.2805607934,17641065.362540368,5394355.264991466,1485960.0929029153,4051844.8238168187,885821.8606724228,14126954.120202204,30031225.111817602,75002690.92863594,18366418.121279478,8869970.131865801,4151124.9500129493,3502359.7171965954,6928537.1334753325,492348.38093183533,1437738.317321937,7817195.569181952,870828.5354917822,934043.6362534008,9449441.888847332,606216.6073037281,1485554.8678980328,750476.7090417802,487890.9058781306,1100996.338264855,0.0,1235125.814880854,929991.3862045787,521524.581283351,1962504.6986443494,596491.2071865534,1208380.9645586298,14889587.579390474,757365.5341247765,0.0,514635.75620035466,1599828.3192748083,1324680.5409598143,3289616.589633455,2437833.6293711355,716843.0336365597,0.0,719274.3836658513,513014.8561808285,1295909.5656131813,1191361.5143535805,0.0,801940.2846618152,1771643.7213448456,814097.0348082772,2719465.0077642435,1101806.7882746202,4121543.5246565514,1189335.389329167,829090.3599889177,515446.20621012006,980644.5118148531,1763133.996242323,1708833.8455881092,471681.90568284655,0.0,796672.3595983451,1047101.4126155284,492753.6059367179,499237.2060148316,2403389.50395615,722110.9587000255,445342.2803655051,0.0,2665975.307119795,1087623.913103745,0.0,483028.2058195476,694960.8833729231,692934.7583485098,8400719.576212265,1298340.9156424727,6148884.224082037,507746.93111735844,699418.3584266234,690908.633324101,2178489.626246547,3732932.7449745466,3000691.1611524685,2417167.154122142,1466104.067663692,3257603.8142477656,1058042.4877473467,9072987.859311769,573798.6069131512,17812880.764610436,5536184.0167002175,3138467.662812407,777626.7843688825,5224565.987945832,2745804.6330815847,25588338.1582895,12546981.826166617,1828780.4470332332,777221.5593639999,1068578.3378742824,491943.1559269526,1666690.4450803667,Control
3206981.970162503,327883.1535006952,1257144.9403047403,131131.01695295822,4837944.84768429,1506838.861474708,400733.71847456176,1107328.5876027574,242019.58684447585,3851292.3867939566,8194965.615021967,20645738.8913569,5070844.211127455,2435766.981568941,1160381.5944615873,961849.9021282281,1887441.3551244212,137137.0177294297,400288.8295281565,2141028.0545754377,240573.69776865834,249471.4766967637,2573126.443771576,172839.3556784542,403736.7188627975,215659.91676996197,142475.68508629338,313090.5960327203,0.0,338782.93268762523,262484.47837911895,136469.6843098219,538426.8473869973,166944.57713858335,341452.2663660577,4090420.1954867975,200533.69259218252,0.0,139695.12917126025,452674.5029673787,356800.9350170397,901456.2276537111,676119.9762994342,196307.24760133305,0.0,196196.02536473115,140807.35153727327,344677.7112274948,320431.2636484075,0.0,217217.02808238135,482482.0623765323,230230.02976473546,780780.1009412765,301857.15013598703,1130017.9238694266,329217.820339912,226337.25148368935,147369.46349675066,263930.3674549366,460348.8372928702,480702.5065909115,122455.68249805548,0.0,214325.24993074633,284617.70346278226,132132.01708237053,145256.2410013253,674117.9760406094,207540.69349806634,0.0,0.0,708485.6471504184,288510.48174382845,0.0,135357.46194380888,181181.0234235524,186408.4685438154,2309974.631972851,346568.4892497175,1694693.219094337,135135.01747060506,188855.35774904402,198531.69233335907,611611.0790706672,1024023.1323883674,835390.2191125258,661104.9743582554,409520.27516606636,895227.7824040371,291735.92660526675,2509729.7689088155,151484.68625099942,4888550.965337886,1525412.9749871208,879879.1137530549,209431.47152028783,1420864.0725818856,760648.876116438,7049042.911318554,3427869.332052733,499165.3978667312,213324.24980133522,304415.26157781755,126014.79406929712,442998.16838306363,Control
16065080.198127903,1652272.0464899521,6337364.277564168,658811.3007066082,24445617.583382726,7581573.752849445,2044126.5249131287,5680459.811302431,1192724.945273471,19514543.708918765,41885525.416270286,104769111.73957731,25805190.542583358,12306709.507266136,5728130.672424476,4904378.192235603,9569448.661638541,698854.8240491269,1992641.9949013242,10983366.402518295,1158401.9252656014,1207026.2036100815,12919756.781295639,830426.4007459566,1985014.6571217983,1112637.89858844,701715.0757164452,1573138.417027362,0.0,1657992.5498245948,1371967.3830923452,683600.148490069,2721052.7528461134,842820.82463769,1672293.808161205,20477495.103584014,1091662.7196947453,0.0,704575.3273837697,2312036.7644190015,1783843.6231867815,4615492.77383603,3330286.3579857997,1023970.0969014473,0.0,1087849.0508049792,714109.4996081787,1725685.1726178923,1555023.489800986,0.0,1113591.3158108813,2447422.0100055975,1117404.9847006474,3886128.598668799,1526420.973127759,5754826.354652819,1660852.8014919192,1167936.0974900103,721736.8373877046,1418684.8269919485,2367334.9633205663,2433120.751668987,681693.314045192,0.0,1122172.0708128489,1452054.4297773766,713156.0823857372,763687.1951751002,3416093.908005474,998227.8318955451,0.0,0.0,3700212.24029284,1484470.6153403632,0.0,667392.0557085755,908606.6129861048,941022.7985490914,11771842.445476888,1755241.106513561,8614124.60475284,693134.3207144778,942929.6329939745,997274.4146731036,3107186.7279346474,5125570.987841874,4194082.361517185,3428488.3318972075,1998362.498235967,4549706.985487615,1462542.0192242272,12549830.898988567,758920.1090628989,24710667.571221292,7694076.985097431,4457225.514910855,1082128.547470336,7176371.43331208,3830830.3997672345,35618714.01316677,17493299.197344247,2545623.9839169984,1145054.0841514328,1478750.1120057204,671205.7245983416,2191906.194391458,Control
8891358.908422936,922319.3718013016,3494430.0919416375,368740.094728293,13451663.676220411,4222527.581786836,1153133.7822419107,3113179.7310648183,660229.2959893357,10714104.686265584,23046412.29884512,57786795.88004058,14251382.439765973,6942259.442479985,3230463.476207406,2664373.932985854,5281834.367914679,371554.9046117141,1124672.9267539785,5944878.47378744,653974.1629150625,685562.584940133,7240316.533469011,469447.7372240607,1124360.1701002647,578912.5660238091,413151.53955561726,886665.1132779546,0.0,946714.3907909605,744048.0791845698,388131.007258534,1514993.230588506,468509.4672629192,940459.2577166872,11329609.780773869,572344.6762958219,0.0,405645.379866492,1265726.177578794,962352.223476639,2524258.952122177,1853083.17325287,543571.0641541759,0.0,569529.8664124007,391884.08710309665,973924.2196640407,874467.603783125,0.0,613941.3112397285,1343289.827699758,616443.3644694358,2153329.56081789,851323.6114083214,3175418.3051538183,916376.9953807421,664295.1324876123,405958.1365202058,754994.5620645441,1322647.8885546653,1328590.2649752211,344032.3190849201,0.0,608624.4481265966,774385.4745947849,374682.4711488491,406583.6498276335,1867782.7359774068,574221.2162181049,356855.34188717726,342468.5358163544,1986317.5077348466,824113.7825352412,0.0,367176.3114597238,522616.3683553657,524805.6649313626,6434655.39350289,995504.4287702753,4720436.174498832,363735.988268875,526994.9615073561,555143.0603415777,1700457.926240649,2890496.993620762,2365065.8153819754,1857461.7664048604,1142187.2993619365,2545839.1612284146,791587.0905490326,6984794.347385019,450682.33800124744,13618675.729303446,4281638.58933868,2446382.545347502,602056.5583986128,3984207.011657088,2075140.3973894983,19798747.206683494,9691390.428622214,1393643.6489476417,574221.2162181049,859455.2844048743,369678.3646894346,1240392.888627997,Control
19804403.71442553,2062234.2141347078,7753026.9089239985,836717.6254988409,30255375.485618837,9544006.032497957,2559535.213496029,6971951.35328375,1509291.1449147786,24207082.491988003,51459177.25698839,128667417.8669213,31907249.434546262,15273748.176188255,7159743.339056551,6027427.217433853,11807247.223996934,833239.9961326738,2469116.8499757876,13268547.083658619,1498858.256816292,1583712.4133506664,16156370.50932047,1064154.5860459046,2502502.091890955,1315239.4262828748,863147.6086816739,1943994.815685166,0.0,2124136.016852408,1615011.0776461335,868016.289794308,3389993.1061357693,1064154.5860459046,2106747.8700215947,25375565.959018752,1275594.4515086215,0.0,860365.5051887478,2830094.7781835133,2277151.708963584,5624022.210958941,4239925.72322603,1220647.9075232402,766469.5123023464,1289504.9689732676,849932.6170902536,2246548.5705413506,2034413.1792054,773424.7710346656,1360448.6080429957,3033188.3331674435,1376445.7031273495,4771307.490375746,1925215.6171078857,7192433.055098486,2070580.524613501,1372272.547887949,904879.1610756352,1682477.0873497014,2923990.7710699225,2934423.6591684083,774120.2969078992,0.0,1367403.8667753225,1782632.8130951962,847846.0394705608,888186.5401180476,4073695.0395234344,1290896.0207197345,769947.141668506,768556.0899220392,4485446.35647714,1860531.710897251,0.0,864538.6604281408,1181698.4586222128,1192131.3467207067,14448158.96466118,2229855.9495837702,10524697.513755977,832544.4702594402,1131620.5957494653,1210215.0194247535,3811481.785314737,6402315.663106234,5209488.7905123,4072303.9877769677,2488591.5744263013,5587854.865550839,1813235.95151743,15568651.146438854,1009208.042060523,30222685.769576903,9435503.996273693,5491176.769171504,1296460.2277055946,8912468.539602749,4758092.498784333,44205537.9250454,21686496.727392957,3031101.7555477438,1302719.9605646878,1889743.7975730181,831153.4185129735,2729939.052438019,Control
10962411.975836249,1110418.5934044397,4286068.80973081,461629.8395313124,16615216.321707519,5192903.457049805,1373219.1013024114,3827896.871619192,816929.2104065332,13332803.399047585,28142130.70431145,71144160.52214988,17543230.615222238,8428202.472866142,3996901.803507526,3310508.3716950505,6547536.338221269,497505.5667608046,1337775.6117503853,7460422.313024761,805258.7931150115,864907.5926050129,8855253.298200341,609455.1252239243,1399585.5996277034,711463.2171053733,464223.2655960954,1081458.6690143645,422728.4485595711,1126411.3874705995,900351.0821570434,500531.2305030495,1856893.0623843777,586978.7659958045,1140242.9931494382,13951335.51549826,680774.342005447,0.0,511337.17243964755,1556055.6388695878,1194272.7028324115,3077100.0258646156,2318522.90191569,702386.2258786347,431805.4397863096,708005.3156856627,477622.63359747233,1200756.267994367,1125114.674438206,0.0,766789.6398207361,1683133.5160439396,781053.4831770408,2705375.6232457687,1003655.8870708861,3850805.4685247685,1153642.3611508152,788401.5236939241,496208.85372841527,919369.5399654481,1613543.2499722722,1663250.582880607,0.0,0.0,733939.5763334887,995875.608876537,486267.3871467449,481080.5350171831,2328464.3684973563,691148.0462645749,0.0,423592.92391449877,2437820.5008956925,1001926.9363610308,0.0,443908.0947552971,598649.1832873303,638847.287291461,7924213.340943395,1213723.3983182781,5774695.370916043,481945.01037211076,657001.269744938,715785.5938800117,2078630.9909232953,3514956.793135419,2866168.0392622915,2306420.2469467022,1333453.2349757468,3195100.9118122244,995011.1335216092,8629192.992886797,535110.2447001523,16744455.387269178,5245636.453700364,2987626.826629611,734804.0516884164,4868292.961274497,2542422.0188419246,24319420.684821825,11934514.51245229,1689617.0812058954,705844.1272983454,1060279.0228186385,455146.27436935686,1541359.5578358218,Control
