,taxa100883,taxa102106,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,0.0172183025929964,,0.05455093460811786,0.0005745921528423365,,,,,,0.031650142165219754,0.05171422051734713,0.002560951046808048,,,0.030015437787733714,0.004780853848058064,0.1445943647132044,0.030646459420819346,,0.02297143226670632,0.11701909005197692,,0.005492194814336713,0.004242920262673052,0.09072202549706343,0.12835132417747855,,0.0010578468075536419,0.0003014034464819926,0.002579589251048991,,,,,0.013057967080606421,,0.0005827270596657317,,0.22275846246553993,,0.010044035589290592,,,,0.0006388476193967482,0.011873874757034017,,,Control
1,,0.00023814833919260246,,0.018625075467414005,0.002577285286384972,,,,0.001175013016490512,,,0.1076466790103192,0.0026315290655914165,,,0.14000339578156817,,0.07347370305947014,,0.0003309072181329896,0.004983067471598643,0.00918191911667736,,0.003065176824637726,,0.01753566276420653,0.009059316076686589,,,0.0001377267702527921,0.0037833523623468316,,,0.0044870091190044,,0.003681922544722887,,0.0001321814024900516,,0.571368479806997,,0.025433577181638422,8.549948841461767e-05,,,0.0003633728257621251,,,,Control
2,0.00011189214040801858,,0.0001258912470837293,,0.0005823225525104982,,,,0.0031734665564866473,,3.555168817644514e-05,0.005176748793080616,0.013037599686984001,,,0.14261866886623853,,,,0.00020142599533396683,,0.02952834592497587,0.0012708973175596635,0.004752948498897949,,0.007031378645118114,,0.01038753857937267,,,,0.00023798481348708185,,0.1629062951162757,0.0001360632598480946,0.012773429494103507,,0.0003575311417177911,0.002569893561468416,0.5190989610950726,,0.08294228994164189,0.0001835997947469108,,,,,,0.000759275289411388,Control
3,,0.03784169075782205,,0.2568665490181292,0.006473328325190614,,,,0.004488993342595496,,0.003414162491718125,0.3646759368410497,0.03135054526740872,,0.00025720942586049655,0.03200843373444053,,,,,,0.17927693799999414,,0.018177237701287347,,0.0028432880874018963,,,,0.002510666473854553,,,,0.00023504155750200025,,0.023769859405992282,,,,0.0026427413904764343,,0.03112897017199365,0.002038408007282662,,,,,,,Control
4,,0.003583959350644065,,0.061166522765776596,0.07042253206247459,,,,0.0004949713681196409,0.0007768859549303305,0.0035290743141158936,0.10665951111852351,0.009384446989103025,0.0008297589127263083,0.003231957354661963,0.12179671476727175,0.0032250268612510746,0.0012156309007003373,0.002593122357190476,,0.0020077192282739087,0.0077622644023477815,0.03108996987694572,0.04337751113014884,0.001497992616118181,0.004173721983480386,,,,0.00010261601534187674,0.0001419633327714417,,,0.00041907128705522424,,0.03192229977916318,,4.314791059037519e-05,0.06575629791821391,0.04834723381651541,0.2799662239050155,0.09390125522413888,,,0.00010429274761870479,0.00017583332476336832,,0.0003004704240075868,,Control
5,,0.007437693023620231,,0.05580493750760669,,,,,,,0.0004693828436846993,0.14002217657956104,0.011286815973462374,,0.0001458851263788567,0.0502172311145838,,0.058919737982151624,0.011705292049270814,,,0.1394049702756505,,0.006798450924396513,,0.02929271320116549,,,,,0.00030370630855234724,,,0.01800508108713596,,0.007214886648787068,6.865782521186755e-05,,,0.4597432034108963,,0.003025229047299733,,,,,,,0.00013394907058422302,Control
6,0.0014935163165276778,,,0.031422245456062016,0.0004637448965303719,,,,0.02420065118620605,,0.009157990031018949,0.12986902735389144,0.0056418545418207575,,0.0025249242425559684,0.2458942365019193,,0.0017740748192146673,,1.728559495227897e-05,,0.0013859160449904149,,,0.000800660575659407,0.010129972331797094,,,,,0.0007243584819647317,,,0.01188185203796653,,0.04200123413011062,0.0006373168174417176,0.0006239179243130278,6.535795961246309e-05,0.3443362111632827,0.0007719194384902332,0.12537784111510702,0.00032310765949259914,,0.007957306012410648,,,,0.0005234773666613242,Control
7,,0.0016305698951463127,,0.006022221897245662,0.0002888229186469925,0.0021326586819925613,0.003823958571987996,,9.668052691699615e-05,0.0017972219378677317,0.0024141696280155795,0.03160133012906445,0.005433404990665048,,,0.032519084248548574,,0.12912131212536296,,,,0.027611633510933025,,0.0004825901931823168,0.0007816701845379404,0.0285061314952659,0.017294744804031013,,,,0.00021326586819925617,,,,0.0005567254711753916,0.0048843977128149646,,0.0015898462698377882,,0.6209540418147341,0.024182013684762995,0.051808982027171296,,,,0.004252521411893167,,,,Control
8,,0.0005315035378304515,,0.004703522855507837,0.0015300113916536082,0.0006201765973718972,0.008450681627348525,9.690927858208672e-05,0.00196385690371646,,1.4654052059322167e-05,0.015896009712320632,0.00054744115649351,,,0.06613544836585929,,0.07790907000251365,,0.0007255360227619145,0.01969911059530749,0.0029956305253531143,3.0270779071446525e-05,0.00160285379641564,0.003305504896271774,0.027684499328801626,0.008951165638922016,,0.008266596783596017,1.2300846619139045e-05,0.0011390583969322758,,,0.08298247396766481,0.0017839436514260956,0.059337465704704814,,0.000651089159745212,0.0001461126650586429,0.2875135710427374,0.26670802603500926,0.040364318987693805,,,0.0073607196530091614,0.00034046604164103994,,,,Control
9,,0.0009882040869763564,,0.017863706568396632,0.001195045347612541,,,,0.005692914848885532,,0.00855393776721214,0.10816335758141267,0.008688457695282219,,0.0001387939726074236,0.012039533562272156,0.001795998504534311,0.2593085315777658,0.014097261057290643,,0.014459992468683621,0.05896573071089956,0.00016286359184404327,0.0021293739784471184,0.0008836024706676822,0.061905261078885804,0.11058145451584298,,,,0.002133310598415724,,,0.0058430687819737885,,0.0010970797478223743,0.001146568684570564,,0.0014169582389856748,0.2602791895871678,0.01816795105454175,0.020565127665710337,,0.0016644029227266242,,7.232133256610485e-05,,,,Control
