,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa846,taxa872,condition
0,0.006650720040435246,0.031980796090126995,0.0026171061191579675,0.0011892719178213105,0.009052447599475873,0.1068534271914282,0.04022889237018356,0.006158198649468476,0.004701871475100683,,0.09913590192470921,,0.0021083030293162605,0.02888037127936635,,0.1805127177765712,,0.016731038368885252,0.06424050476098113,0.0008390384170224455,,,0.05527212028069649,,0.0030620212384143333,,0.30304135055984277,0.01706322042093147,0.019680680490064988,,,Control
1,0.0003027185365049502,0.28147600857666244,0.0017765943729390085,,0.0009931387788212368,0.09553816598486081,0.08951959482288192,0.001728498904522334,0.07945077586586806,0.000770833253990319,0.08627336833131032,0.02912191493957327,0.0006470037448089267,0.04926412301123334,0.002531758515046973,0.016145061155781983,0.0006177329733064712,0.003199001529370608,0.01271581073236232,0.0007081568064608971,0.0027936720726916223,0.002165384211519953,0.08033890983242212,0.0003521197642451541,,0.014162809689387063,0.0674135247286333,0.06791058377779025,0.012082735087004378,,,Control
2,0.005396697049887288,0.026420029336669006,,,0.019918950391792374,0.11502931175111339,0.0041111412894512585,,0.030196959352267603,0.0014572815904926595,0.11528783491728091,0.0024810956232547087,0.017277445816036158,0.12487914820665905,,0.008828202738642836,0.001984918028429658,0.048307493475664355,0.061860233032159026,,0.0007478483397206205,,0.018074195525742676,,,,0.38470115967885815,,0.013040053855878211,,,Control
3,0.0016442344115446224,0.0060726893749748455,0.00029124331504938383,9.749072993214255e-05,0.0024344008738937948,0.03186615587805098,0.005478938059694843,,0.03279160096880389,,0.13020337569844886,,,0.02784302476868736,,0.0004866343998293503,0.0007882207439996863,0.028745018833017524,0.017439678378901206,,0.0002150530807326674,,0.004925329986151606,,0.0016031695137475755,,0.6261577664218373,0.024384664011819317,0.05224315212107365,,0.004288158429809388,Control
4,,0.011791823632917746,0.000375350378087627,0.0002819979303129084,0.00011868221478580206,0.10466913400386396,0.0020962424924817567,0.00013247059602167408,0.045847899651633994,,0.025679685486002638,,0.005790711574437035,0.03625547603007378,0.0006649063840409393,0.0013079556304190884,0.0012080664685769937,0.019319462698445446,,6.383509831422228e-05,0.00022010341898743844,0.0002488036791895127,0.007749580935346585,0.0006117955822435064,0.0001570854099316382,0.0030156721805211627,0.6965185460877154,,0.03575858362479587,0.00011612881085323316,,Control
5,,0.060842461579898095,0.0017144297648033879,0.04518585960691665,,0.004330704243148724,0.035458011174187475,0.00029282156962336786,,,0.003389892855153702,,0.0003227479756033288,0.005821309429893653,0.0001888065266166286,,0.009913953269917062,0.09764986271261256,,,,0.03473302320709654,0.05224454279517618,,0.0031370770713021567,0.0011137195114347969,0.6433003089901417,,0.00031547419637208834,,4.499352010181628e-05,Control
6,0.010612878757087137,0.06639098462722486,0.0037812497855581537,,0.10045189825242432,0.11140207753900468,0.01816534904798377,,0.03262271484169836,0.08331650349731559,0.08884063104231142,0.013349605400609038,,0.11437496733885714,,0.029341451067933597,,0.01954126072275216,0.04650513895039887,0.000566179261243219,0.0011002648257834847,,0.02084538386542184,,,,0.20111979552936912,,0.03758414698068518,8.751866633798781e-05,,Control
7,0.004329959634304502,0.07404286675229028,,,,0.15078245120174488,0.0036091942801390214,,0.03845638129003732,,0.018891708575436695,,,0.09043767076021958,,0.003470347954361182,,0.009627488777348217,,,,,0.004693026066043051,0.0004835822068484154,,,0.5996247199527336,,0.0015506025484934214,,,Control
8,0.00600226290505073,0.05204787607547608,0.0022658727950587054,0.0034175695763809942,0.01731636419522458,0.29860913482303497,0.004719455418915659,0.000789419991467735,0.01879991838703095,0.060397412762890464,0.1440680885341728,0.03465954408027748,0.007991181559708632,0.056391593864188586,0.0009008163946675993,0.0021358219989347916,0.001410526483143477,0.013631379656642576,0.056884345413642616,6.306456698755403e-05,0.0033592745984933397,,0.004557819343863526,0.00045660866316366835,0.00016502778285650688,0.0018451950364476101,0.18129208168716263,0.0038053901656372297,0.020253265181204634,0.0010849225339237022,0.0006787655243500771,Control
9,0.0035911826843659338,0.06128980156537124,0.070564465996668,0.0004959689640812286,0.0035361870291347047,0.10687447930539257,0.009403360984984505,0.0032384712417526116,0.12204219141221001,0.003231526780195919,0.001218080958532828,0.002598348696647775,0.0020117657099961487,0.007777908950940516,0.031152630528435435,0.04346493685356304,0.0015010117632458322,0.004182133961351607,,0.0001028228340168401,0.00014224945446774176,0.0004199159092909951,0.03198663795990536,,4.323487356263647e-05,0.06588882723501335,0.04844467582693416,0.280530485178167,0.09409050963163215,,0.00017618771013996673,Control
