,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,condition
0,0.004311243249898837,,0.027229786763080858,0.0069788722895582035,0.002270894575118802,,0.0006964092214170506,,0.00047831582553878316,,0.008423944699707853,0.08544012445987262,0.0545323101176366,0.008084584858522672,0.021177054945453962,0.007889999929009085,0.037302815464707095,,,0.00045806595847217767,0.13042078176357488,,,0.11583878266178449,,0.008653908707314823,0.04059318610593776,,,0.00048448388849585265,,0.006726447222503794,,,,0.050076291956066166,,0.014156868271938024,,0.1948828585922688,0.06923010587305498,0.10311558170245287,,0.000546280896612907,,,Control
1,,,0.01722669999699152,0.4356130327404803,,,,,,,,0.036393870356340924,0.009710420011322829,,0.2036933208982778,0.022116165663383775,,,0.011819775567303827,,0.10382692481258528,,,,,,,,,,,,,0.01716871835966666,,0.0013677649446302712,,,,,0.13797031449568284,0.003092992153334082,,,,,Control
2,,,0.015157875698059356,0.07448660774988873,0.0015705121425744009,,,,,,0.2365415969344743,0.10218030640580746,0.024334790496939263,0.0005660232383565404,0.03501757531832197,0.29364357522076523,0.04048183092384057,0.0500812397128379,,,0.04533905493436288,0.009501636233429924,,0.013081989518264042,,0.004363828730109328,0.016881413760936822,,,0.001963329032492,,,,,,0.008645856580395156,,,0.003306892296083789,0.013612939820020795,0.0014063707992874044,0.007834754452752113,,,,,Control
3,,,0.0007497041054549872,0.008830798091343583,0.0001615396492198435,,,,,,,0.2902249685765889,0.01402073268888426,,0.13026609248139503,,,,,,0.006003042744819396,7.325006197041799e-05,,0.0039611296436292505,,0.0002273240475625528,,,,,,,0.0018560288966625556,0.0012705693910171618,,0.00800027006226688,,,0.002070585577441491,,0.5016763660784913,0.030607597903252133,,,,,Control
4,,,0.04984755634524276,0.014956977149355304,0.003829832974200199,,0.02681854679484799,0.003586933588035073,,,0.09458665734751212,0.033992004877215126,0.045561992985883905,0.0018640354577876149,0.0865034771430655,,0.012681495699760403,,,,0.06703787829278242,,,0.2805943026951809,,0.003563206153260206,0.02128964539860096,,,0.005388991349815923,,0.007934679190252196,,0.056872615686841224,0.0010440071300941499,0.0420549349433625,,0.002107957578210278,,0.10070946052711109,0.0026547113122897576,0.03451809937929235,,,,,Control
5,,,0.0010177146495390444,0.004507297512389537,,,,,,,0.004783471997419529,0.02321174990994641,0.0002644007840878838,,0.04168722412366365,,0.1918585466969846,0.09114854178146448,,0.012467029831208771,0.16943776619601972,0.006988198996251396,,0.021027119400653663,0.0004080196360972333,0.11644900713699426,0.01000449938071348,,,0.0011618409886579675,0.0035534247412348603,,,0.00043603292454570013,,0.002508914772310326,5.460561299012724e-05,,,0.2707281333700483,,0.0163302247041274,,0.0049802754985122,0.004985959354139425,,Control
6,0.0009993939159477479,,,,0.0009250867850211199,,,,0.02989260664130288,,,0.02515481356943341,,7.599833163050564e-05,0.011325019813473248,,0.002472324028981261,,0.00011341614720380046,0.008266589040554358,0.0038642879083166273,3.3506913945577585e-05,,0.0005907575458732906,0.012082360628678493,0.13582772753150024,,,,,0.007659659387950239,,3.995461662911144e-05,0.015922337526876877,0.0002937404222547637,0.009548096373917713,0.004564127899590032,,,0.7272966347008594,0.001066936244058865,0.000579341941122116,0.0004386551825682871,0.00025526560624154537,0.0006974088902615801,1.3952405806991297e-05,Control
7,,,0.011118006754868816,0.06976458374081422,0.009866421945290456,,,,0.006961374304954037,,0.03627718625136215,0.16514436174522898,0.016164621112632373,0.0005333997527173153,0.010105016555366176,0.038568174753415854,0.13144096300539276,0.024096090977674702,0.0008205646287965575,0.010128483088379112,0.10860573430383637,0.0006481128978177653,,0.0044928041786582475,,0.02241064817401995,0.08632060479476934,,,9.539418536421808e-05,0.008221363407750985,,,0.0025289282321383673,,0.00853985337673587,,,0.002326352021570874,0.20513024253262174,0.0026924299365726897,0.015851479330241138,,0.00026839164966889267,0.0008784123613400766,,Control
8,,,0.005386747929831689,0.007242611901431175,,0.001752900933538571,,,,,0.025945420948098832,0.06780258328676987,0.0007614206243501576,,0.045944278553694956,0.0009887402488101289,0.19934782347519328,,,0.016305993924232272,0.09659682393278335,0.00553766202451258,,0.00275449838873911,0.013928569998320133,0.06254841212447208,0.0146492058778089,,0.019631162580217902,0.00025261248949028764,0.02593604151065008,,,0.016869392492782576,,0.06327083958190051,0.0011969848375597357,0.0011266917501629805,,0.2633176946143692,,0.03877480518697645,,,0.0021300807833031683,,Control
9,,,0.013364950275669106,0.07296571062417281,0.0006320090311740619,,,,0.010586048204808851,,0.035478051651793525,0.06673178462261836,0.005740954834544425,0.0012644303317748515,0.008726197753482053,0.3472710289100843,0.0978799766202008,0.06991656594409235,,,0.08266496729208969,,,0.001955393890971021,,0.008345673072612086,0.038063084024734926,,,,0.0020558845637359767,,,0.0007573389368993813,,0.0026765561856750193,,,,0.12086708918098865,0.0007632137762302557,0.010569763562453096,,,0.0007233267091943192,,Control
10,,,0.0004999386093013817,0.002499793194465503,,,,,,,,0.20942440361389913,0.021270124481909573,0.0018748699328387758,0.0516116510532661,,0.057203412321363584,0.06534864608973297,,,0.010843119624933877,,,0.00818679517118591,,0.04257890607583643,0.02251616538273646,0.02596816536751396,,,,,,0.002314319175149366,,0.008028761692524537,,,,0.4255356864231215,,0.044295241790220874,,,,,Control
11,,,0.03791561567386846,0.3238646065306038,0.01206790048261116,,0.0014475148151563365,0.00024332558536148343,0.00039587952227590733,,0.001993378295625064,0.24150809640956492,0.03726849503176853,0.0007924786385938637,0.10982341470605558,,0.0022056585380295685,0.04253088626127412,,,0.09514791101335596,,,0.02184276315065822,,0.0008390466530293314,,,,0.005342882963066219,2.5082992322856764e-05,,,,,0.015146940589390695,,0.0003767588805871723,,0.03956543921398948,,0.006914476350901604,0.002741447701909608,,,,Control
12,,,0.0031894663652692183,0.06142114676111907,,,,,0.00015356802164177548,,,0.26330247626414266,0.005477629887731672,,0.05430165245253183,,0.043906006671722286,,,,0.07216636185435002,0.00010173881433767629,,0.005217574566872509,0.0031718868680549626,0.015463895652954054,,,,0.0001923641534249609,0.004137243740941255,,,,,0.0012885569394863194,0.0010123365637174939,,0.001971631541012664,0.4476679584566171,,0.015856504424072434,,,,,Control
13,,,0.0015975485964997435,0.008428809900158488,0.00010393562533370193,,,,0.0020578198632059445,,0.0014133134677356382,0.10305370253518509,0.003266533150716153,0.00014698713308613888,0.1580581237562018,,0.06861059700201119,,0.0007024359978136587,0.0021469829123500848,0.019841363635404383,0.0011726259942471363,,0.006138638517171009,0.0065135453971818125,0.009899208823026646,,0.0006032487005408874,,0.000383348352119126,0.0015796104682695618,,,0.001193096564109815,0.00014498228346041266,0.013872398707610615,0.00104515976541149,0.000619393015948051,0.0006778502102981736,0.36076108312528615,0.19133546199121662,0.033895781585350664,0.00013527459053584348,0.00027476991712584755,0.00032636841538795944,,Control
14,,,0.0031473923918794436,0.05189568765712933,0.0,,8.91236920687007e-05,,0.00030077961129529204,,0.019678141144995814,0.09824751160381219,0.0031457476639981294,0.0003242169836040161,0.09173798703604925,0.013225154098153046,0.08808422404771026,5.468720205368947e-05,0.0006453501024305685,0.005930991535510756,0.0313182915430251,0.00017064051768632426,7.020932143359006e-05,0.040174637206437915,0.0020415184826809646,0.017108562216920486,0.0014944408711589053,,,0.0015175698569898828,0.0023899952025343615,,,0.001811564965774755,,0.03407177160732985,,0.0009505499199068923,0.0007221383353894145,0.4279150206110103,,0.05351584741571619,0.0006705349981131886,,0.007549712157201446,,Control
15,,,,0.01916519373475907,0.0031758736280005618,,,0.0005342978384534771,,,0.008927432712529167,0.03781973738862057,0.0007735040014229077,,0.044054963856322696,,0.17571698687145218,0.059437425911272386,,0.008027403102302825,0.08043491662144284,0.0025095930059230555,,0.027326499737752426,0.0002560829813960869,0.02199676005509725,,,0.023331443533904712,,0.009438385969805651,,,,,0.00335980063121322,,0.00041211775774792505,0.007644794512103304,0.456322894970607,,0.009333891177870547,,,,,Control
16,,,0.005072863343562252,0.029175374597733873,0.002226413859493432,,,,,,,0.07791996729611234,0.03745965128551774,0.00028291109534091697,0.1844929554282544,0.00832689040046145,,,,,0.03751764989159755,0.005200338174609261,0.00047595487684026517,0.01612642084374663,,0.0013974611507021127,,,,,0.0004727802162969489,,0.0010328635975350956,0.0013817099503141206,,0.028260950258930197,,,0.0008117362804602574,,0.5203476204454,0.041797092303987905,,8.69368579554307e-05,0.00013345784514787323,,Control
17,,,0.0016154022237285066,0.028023694857728935,,,,,,,,0.21955901551562648,0.0021276152590548264,,0.04520820964456904,,0.040249672005707345,,,,0.046801469220303774,,,0.0022886802739136556,0.0014700089460342217,0.01710858269257835,,,,,0.002045920009835784,,,0.00043597761711944164,,0.0017768716705141628,0.0004053418986623009,,7.623541820687827e-05,0.5898508212394707,,0.0009564815069457138,,,,,Control
18,,2.2902426695759948e-05,0.020313696266936857,0.13145884893051607,0.0054637411913431855,,,,0.005072239331223213,,0.08166130314159718,0.11305588483795614,0.037844855720653485,0.0015502350145479022,0.017912938585522363,0.19373616469264673,0.012465077850425766,0.04476733025007613,0.0008252435732495768,0.0005341018753954585,0.15075414342169385,0.012300763741915145,,0.015984705500179816,,0.00343320339807194,0.010360323231022506,,,0.0010370910201853562,0.0009084269154936107,,,0.0006283043097289615,,0.010865040860846043,,0.00035682412913252417,0.0157140895621002,0.015620859400598121,0.002873066216857245,0.0918316010492336,,0.0006469935541552186,,,Control
19,,,,0.033797674645577674,0.004521415118862292,,,,,,0.003409904595145398,0.05709071723230256,0.0006798066971830781,,0.07269993902515623,,0.16913875690557018,0.009068558529568933,,0.002311560192607066,0.08897954588719365,0.0026850431897090703,,0.08418852725942717,,0.020722508414238543,,,0.06871241615958981,4.8316041022251476e-05,0.006611083893074669,,,,,0.0028785489340031863,,0.0004019894613051322,0.027197099491425347,0.32237187310661514,,0.02234822240453475,0.00013649281588786039,,,,Control
20,,,0.0003055510850668844,0.0005828604769220804,,,,,,,,0.11771578381164116,0.008104264325423625,5.5582055788961264e-05,0.015414656657623656,,0.029762237991947518,0.028454307093562236,,,0.008902843267515836,,,0.00048070967168831354,,0.00755104761158899,0.006076570841533358,0.017420918501984493,,,,,,0.002078368295114078,,0.0012247080364742476,,,,0.7263142577386997,,0.029138216749387127,0.00041711578803788047,,,,Control
21,0.000588987526009374,,0.006170658273608105,0.029672360705353205,0.002428198364824818,0.0005050810231404613,0.04343844579541394,0.0005556548056915867,0.0011034279829336474,0.018174214201643585,0.008399024517118898,0.09914054125769774,0.03732509352865761,0.005713688024128293,0.004362481346812671,,0.09198008181130334,,,0.001956121660816747,0.026795730521868892,,,0.16748296254650163,,0.015523359833119655,0.05960350154479917,,,0.000778475009983396,,0.008894746106475547,,,,0.05128247230921205,,0.0028409986548687456,,0.2811672429012801,0.01583156434561466,0.018260091111624886,2.479428949746737e-05,,,,Control
22,,,,0.015443574815579477,6.724720300485865e-05,,,,0.007105025579921377,,,0.0038207220748973777,0.0018735673591430942,,0.05072995955397747,,0.0006419145684049567,,0.00014125030739351298,0.0019571326624134282,0.0041459407738188665,1.0497631380974841e-05,,0.00026930062285253283,6.84944463372517e-05,0.010167423708723781,,,,,0.00014551172211252255,,0.00010165033159003362,0.041910182265904386,0.002633346422459194,0.001781998911156571,0.00012472433323930504,0.00017700461625544706,7.899207771822651e-05,0.02790405539090788,0.8062773341171564,0.022423148503650993,,,,,Control
23,,,0.005164630027355329,0.015671548754366247,,,,,,0.001996246780835128,0.021177119123939412,0.0998730305303861,0.0005616273287919807,,0.03325842230472796,0.01828744433789489,0.16529650410863922,0.026809617885976817,,0.020072451876578776,0.14147175730305508,,,0.017769256094873426,0.002003640667774791,0.03991312593617392,0.08596225379640153,,0.009674182210431256,0.00011029214684998853,0.0016195693184089097,,,,,0.022307973054211363,,,,0.23253569039495064,,0.02443915827169536,,0.001003412073436907,,0.013021045672245013,Control
24,,,0.013433928147061094,0.013534909610792553,,,0.0025592939606400578,0.001899109645817285,,,0.038312285073757085,0.03259757745262844,0.017187929486145236,0.0024236579620027935,0.04657199294528275,,0.12599545665679168,,,,0.02815027975053259,,,0.10821983973151682,,0.011396611691411753,0.06419366969621342,,0.0006152465351377958,0.0007518080258051859,,0.004891842373899398,0.0012332695463659683,0.0029207500146279162,,0.016116518212603414,,0.0014676246948832734,,0.42933678109964296,0.02937635102555314,0.006813266660887483,,,,,Control
25,,,0.0,0.019377311248387315,0.003962860587286894,,,,0.018688688704974216,,6.71377152894487e-05,0.0011998019491629751,0.006058880535539877,3.535847364193907e-05,0.021748498213909003,,0.038125870743086536,,0.0002535831637265445,0.0003715893579671265,0.0004339547639306692,0.0007439379469633743,0.00010781080613523753,0.004710377766244697,0.002949070240258659,0.049137649127887595,0.004194426051168917,,,,0.0005781001978881448,,0.0006673640745977027,0.006774293088123404,0.0049483424630864595,0.02150001274423514,,0.0002849285590716991,0.0029626279372072565,0.5613537306172386,0.05077411738037095,0.17784986857168583,,,0.00013980697093392467,,Control
26,,,0.00463024794091241,0.08571737202816006,0.007911177218918129,,,,0.007961690629451495,,0.006477706544617386,0.22482575371281893,0.061802325148939616,0.004458835400553028,0.07800702724804381,0.0023009691136583934,0.05751579043662349,0.031280457227408826,,,0.05028993032368883,0.007804044381193514,6.472377657352327e-05,0.011261159994400229,,0.020373557217650298,0.014537870569987775,,,4.252007963577944e-05,0.0019196206187526428,,,,,0.020953295744694792,0.0007720225425253531,,0.010122554415432725,0.17143696442601392,0.07546947774351379,0.0420629055158313,,,,,Control
27,,,0.0015218802244913413,0.023117216969142786,,,,,0.00013956596208267868,0.0015335956154690841,0.022769728285446413,0.12416378850072235,0.0027595348765661314,,0.010919864993871833,0.05594272375912871,0.062081894250361175,0.0169826307613364,,,0.1719513776637616,,,0.008516885494889185,,0.027373978812664488,0.03691010332261732,,0.04957739528554331,,0.003756871204149653,,,,,0.02498852146366594,,,,0.32022951571528013,,0.02165635865070073,,,,0.01310656818810884,Control
28,,,0.004982360295677363,0.0380811356687624,0.0016034686531339122,,,,0.011577373420750462,,0.027771731835774097,0.12887612349862235,0.0182264957288601,0.0005819226862763952,0.01798471952244939,0.06087891681603863,0.17568665272516087,0.04223481769908057,,0.010578732568184484,0.04573985344931657,0.003574746967645032,0.0009755144328223428,0.00458555962007608,0.0013650120285045848,0.03074242557193352,0.03936548185997938,,,0.0014231047096787829,0.020423173646327116,,,0.0007909456857774622,,0.013337305028513552,0.0004185992626323643,,0.003227186755134259,0.24818853188508097,0.026726838143720847,0.019343645651021445,,0.0003834116957497071,0.0003242124873150482,,Control
29,,,0.002132673466223536,0.000145072974224663,0.00012784555853548427,,,,0.004385938842271324,,0.0034581770230804046,0.006198847294474664,,0.00031875756281030126,0.043278391309967655,,,,,,0.00581843371761888,0.012194390934792819,,0.0008223824226360584,0.011567051066392142,0.027589958089022218,,0.08280412760820303,,,0.03467425425187228,,,0.003078770897434515,,0.009073810812147726,0.0022878209525471335,0.0009394482532256826,,0.7428733657000541,,0.00623048126246532,,,,,Control
30,,,0.003587269946818627,0.06122302386873782,0.07048758318120649,,,,0.0004954285860056416,0.0007776035846294513,0.003532334211559194,0.1067580352743363,0.009393115646100186,0.003234942797466376,0.12190922155056165,0.003228005902179035,0.0012167538104813354,0.002595517691544462,,0.002009573810579794,0.00776943460723075,0.03111868848819989,0.0003119365171146632,0.0434175800618413,0.0014993763507365862,0.004177577358689848,,,,0.00010271080441580374,0.0001420944679826479,,,0.0004194583940684621,,0.03195178723512807,,4.3187767434096135e-05,0.06581703871548392,0.04839189340990473,0.28022483596480346,0.09398799424819494,,,0.00017599574656433474,,Control
31,,,,0.0018515476006391426,,,,,,,,0.1271177226689346,0.02375914498608319,0.0016232249626307925,0.08959972263027678,,0.03036046788825318,0.01889540970826246,,,0.04346385173444668,,,0.006433302407092418,,0.01671577415468275,0.017535641687284158,0.05527703146745014,,,0.003446081226483171,,,,,0.00834213200994794,5.818804443069944e-05,,0.013714156970001546,0.5149178843874027,,0.026888715465697648,,,,,Control
32,,,0.00550206609430716,0.02474176512522214,,0.0001397457529543206,,,,0.002923382724861733,0.058986754091664394,0.13826217184995593,0.01033349611372495,4.3266843541249664e-05,0.028002772768996986,0.026213145389820423,0.16153296682284085,0.03209497543786404,,0.011297875095594604,0.08636031212413853,,,0.03744447977105894,,0.03216243890480752,0.08479798946565142,,0.0034458657454451654,0.000713390278104301,0.0010754168765501604,,,,,0.028788957973438466,,,,0.1887336625372805,,0.02322024863670995,,,,0.013182853575466346,Control
33,,,,0.008468586342408841,,,,,,,,0.1895936612375254,0.00993987953243189,,0.04043324535791924,,0.022653685993131008,0.020003496623067475,,,0.038172277890071285,,,0.004754031385834348,,0.011825890834537495,0.016198996703906652,0.01731172414881612,,,,,,0.0024046365869397493,,0.011586914454752425,0.00014761496109500966,,,0.5545891053076432,,0.051916252639920085,,,,,Control
34,0.005792179553064935,,0.013616161585111138,0.003960626045913883,0.02438744838566283,,0.0019391434152615848,0.00030213002767366133,0.001881505964488084,0.015835807260803754,0.001989095872598618,0.08866802705688576,0.05857820375574412,0.009410494034194488,0.03066663695135871,0.006027340352220815,0.07411561369997191,,,0.0004980973603035617,0.07399001895009595,,,0.042057004866028064,,0.011726860841566066,0.06745832345720187,,0.0014086592969043414,0.002745518797987981,,0.00038326160123864527,,0.00304512375638966,,0.06722700515476424,,0.0021018457048736358,,0.28979561320813235,0.009886414699152815,0.08570721865705618,,0.004798619687350314,,,Control
35,,,,0.0044647352948868685,0.0034598792589517406,,,,,,,0.3058177336648517,0.030018821510693027,0.002817264404698453,0.024747135113155024,,0.025124607459322514,0.1077364395289201,,,0.01814452551365349,,,0.01508316165706652,,0.010370418914140223,0.007997964635440575,0.15997833166441855,,0.0005709682581530067,,,,,,0.01890387922728695,,,,0.23896695027696166,,0.025797183617399556,,,,,Control
36,,,0.016711732325329798,0.1485553154287498,0.0006363330961456562,,,,0.0007861581151250792,,0.04338217283310541,0.06738623588446757,0.0018851923468618489,,0.00849188315553075,0.166796723106753,0.07482796839496246,0.06479847423956663,,,0.24844924227795392,,,0.005964855663803662,,0.016220251242590092,0.03604762446401316,,,,,,,0.00161114799717491,,0.001919685959988467,,,,0.08918101475765855,,0.006056803362598238,,0.00029118534762102524,,,Control
37,,,0.013452085981829537,,,,0.0019625526165597063,0.005284003878221511,0.000339854893837541,0.018485209852582996,0.03935325884586444,0.06843116854864872,0.03035804369437897,0.005802537847145312,0.05291369831929147,,0.0023310586740408167,,,,0.12209563154145137,,,0.42458940798777767,,0.00315694148932291,0.003985637327944553,,,0.0005827125754853975,,0.010017384484238421,0.0006756465317401759,0.0006579349033059691,0.015116249752297665,0.030111747873093887,,0.0001536744231791456,,0.051485932695395205,0.009060435618543198,0.08959718964382334,,,,,Control
38,,,0.0016184556482601023,0.03704343439189347,,,,,,,0.015901882051837034,0.19878696460098638,0.008033248274058085,,0.05625799300748454,,0.07923586417387106,0.0040267160300541645,,0.01631194761465684,0.05647453764676732,,,0.030112078839693985,0.00029281703681938425,0.07455474720112251,0.05817180134407787,,0.036911276234991616,,0.00030133682590591986,,,,,0.009266082040091893,,,,0.27685358914879094,,0.033013371301841024,,,,0.006831856586796012,Control
39,,,0.0020749541920395105,0.016894183485263784,,,,,,,,0.15997529893241266,0.009534466930619174,,0.060925973509254175,,0.033670022808972265,,,,0.07422618391791552,0.00036944748901208735,,0.00338853406361291,0.0028764485945320358,0.016884304671096473,,,,,0.004989506784074021,,,0.00031450918573471004,,0.007493181350129469,0.0021345294897219514,,0.006401874797320502,0.5817825191157574,,0.016064060682531304,,,,,Control
40,,,0.0031847801554480944,0.0228572432005016,,,,,,0.00010639347301866689,0.021377134389934143,0.0534709837626,0.008014837241227573,,0.02111466272494343,0.09817060038456593,0.09000288708502026,0.02265148028957617,,,0.15662565353223748,,,0.02421938953904253,0.004367503714733274,0.09745063678559493,0.07140324210867732,,0.0022384980133859514,,0.0009225243762424408,,,,,0.01196058896534413,,,,0.2515492903916881,,0.006143964830243016,,,,0.032167705035974936,Control
