,taxa102106,taxa1263,taxa1301,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa292632,taxa33042,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa816,taxa841,condition
0,0.00037117888784004937,8.793887394485358e-05,0.0007380888983041351,0.00616041694125331,0.0032403980941596955,0.0008094858724171291,,0.0477257288974717,0.17155444232719982,,0.02818494270899757,,0.07390632695651989,0.02288385078352576,,0.010428440541741883,0.006904695711752593,0.0003371345907667383,2.5826708124580782e-05,0.6167652688405568,0.009875834365423372,Control
1,,0.0026093596072375353,,,0.18938980539768818,0.011151388210374856,0.0018616538245445893,0.0239952360548885,0.05883950595296402,0.0636589517291253,0.00766965341698747,0.004131486044792763,0.017492235601978226,0.017536035566814,,,0.0010146474123539923,0.005627829524324099,,0.5313691620497223,0.06365304960620415,Control
2,,0.0009091872492102273,,0.004595272845777108,0.021930782299266965,0.0017324226195256564,,0.020206988053684417,0.13154066696445618,,0.04979412478531389,,0.026358354954047276,,,0.014833059769631268,0.00042500272678740636,0.02345568146344302,0.008255583940693426,0.684847314285866,0.011115558042297176,Control
3,,0.008617774883976843,,,0.19293367581220336,0.010114987404141127,,0.041145545694942595,0.023052769173936522,0.02035589221387715,0.038844747442424964,0.0048377817286122645,0.012034224000784128,0.01648436956254049,,,0.002446998347321182,0.011791037645906666,0.00015021544951999012,0.564359134973163,0.0528308456666498,Control
4,0.000438338621504916,0.0020229385573676062,,,0.34148620598190965,0.03414438850915883,0.002026853239722345,0.03183927541557262,0.03348079694891772,0.034363928127701594,0.01841773406123854,0.014694130526301535,0.023598657454396328,0.010283870545898221,0.002085996683946639,,,0.02711605245124183,,0.3860247109562543,0.03797612191886725,Control
5,0.0003092945516534154,0.009653442007271565,3.611810300051939e-05,,0.28386591553797597,0.03422632413067509,0.0017324969701812565,0.0228802322639072,0.026878900475448487,0.06670395674351087,0.02206634970101349,0.006779549056427876,0.0057050621279316,0.008745908079960577,,,,0.01953733668944025,,0.46596614593737934,0.024912967624222564,Control
6,0.06523514517873812,0.058999881111991316,0.0003696122249831967,0.21418322172378196,0.1852604765643484,0.07927829093190542,0.01083352265169698,0.005242961182476614,0.014727281502085245,,0.12522674062050124,0.10283283051160687,0.0006834294835198855,0.017404498204320225,0.003735202268524458,,,0.08500633873194756,,0.02044779580454811,0.010532771303024345,Control
7,0.0017299988211133279,0.026278518808801034,,0.025883510710613893,0.1411433069925119,0.0031369039471395555,,0.012413167121892946,0.07057165349625595,0.0193050219877419,0.19546589531810604,0.009681577846009606,0.031117396962641344,0.0419575957474848,,0.004270626984739093,,0.02840572600774545,,0.36402121254863484,0.024617886698568407,Control
8,0.011255792138057078,0.013905228626033418,,0.04331600072241676,0.08170824606377217,0.0019122479291169001,,0.044120794550605566,0.16037220636319777,0.0176507977583516,0.11728705553174458,0.030391857177129583,0.06391878741808792,0.07570237507985672,0.0007265140426495443,0.0015141639508648786,,0.014772344377144678,7.105561800327245e-05,0.31234065723751075,0.009033875415457025,Control
9,0.009184894359385859,0.17277815931605595,0.003436607955260742,0.0004112425399600221,0.44566184154368454,0.011455018684003402,,0.047237930113332216,0.011974138186909634,,0.08431434159741832,0.008987256394064105,0.004912905216680195,,0.00014830523653610556,,,0.0074659251063672995,,0.190749806302512,0.0012816274478296159,Control
10,,0.0018861724500189008,,,0.00013028087727254948,0.0004929109247020346,0.00011938608447750119,0.2418278543822544,5.446941816170549e-06,0.0004380597567511537,0.6281803409975458,0.0009114850396842702,0.08602712867432113,1.0825773868244353e-06,,0.0001309272325032071,,3.879545620204396e-06,3.11549601775308e-07,0.019563315295980366,0.02028141767006352,Treat
11,,0.010319459862298408,0.0002927022704991615,1.8551490710183803e-05,4.6586783910432265e-05,3.0548964169076236e-05,4.0587380919633993e-05,0.16302479601580425,1.9807311980529944e-05,5.360285281693241e-06,0.6489101086880741,0.011480988892744232,0.125867946796669,,,0.00026633122588461713,,2.7567451093135994e-06,,0.016532355100112875,0.02314111218583247,Treat
12,1.7646266731276694e-06,0.010777008296342871,0.00040354583559909784,,0.0011112228981580733,0.0016331733787430507,0.00044856526323349473,0.19886922205665689,6.357176862596619e-06,0.007371279009237934,0.5611562271928497,0.004513151155730546,0.03806087254044194,1.5579690779196152e-07,2.859651640976063e-06,,,2.210818701834055e-05,,0.016049550337400843,0.1595729365965027,Treat
13,1.1894175105042616e-05,,2.6748233598197147e-05,5.238808856102035e-06,7.555888551633221e-05,0.0009721357008478562,0.00045655345466434285,0.0033064804948500334,1.1519945564164505e-05,,0.8927572059783624,0.00427220254193545,0.08857787567145203,3.750066243056603e-06,2.1254632820485598e-06,,1.840950050925166e-07,2.0351632194620024e-05,,0.004207223733544663,0.005292951118978387,Treat
