,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.0016305698951463124,,0.006022221897245662,0.0002888229186469925,0.0021326586819925613,0.003823958571987996,,9.668052691699615e-05,0.0017972219378677317,0.0024141696280155795,0.03160133012906445,0.0054334049906650484,,,0.03251908424854857,,0.12912131212536296,,,,0.02761163351093302,,,,0.0004825901931823167,0.0007816701845379404,0.0285061314952659,0.017294744804031013,,,,0.00021326586819925617,,,,0.0005567254711753917,0.0048843977128149646,,,,0.0015898462698377882,,0.6209540418147341,0.024182013684762988,0.051808982027171296,,,,0.004252521411893167,,,,Control
1,,,0.0015721677387139914,,0.003130342416513243,,0.0012914648325446194,0.00394299205941138,,0.00017749093055012405,0.00034140964412279333,0.0016447633178957256,0.02790237388596034,0.0043078637530378355,,0.00030690044126538933,0.019828377738155326,,0.12699176229556058,,,0.01831502293967696,0.023634174674011653,,,,0.011358051812411759,0.0004582990477038176,0.035722706350566576,0.05301297430295356,,0.006521397652174799,0.0006896580022264748,0.0013111392866127125,,0.00028859372999347373,0.0013793160044529495,,0.003829574618312961,,,3.924369715186501e-05,0.00024829792299839524,,0.6294878402930926,0.003999911201929233,0.016959484617680643,,,,0.0013064047923182515,,,,Control
2,,,0.002024096453900134,,0.0027531683370849063,,,,,7.041480806189774e-05,,0.004764802889702143,0.002380831042656885,0.00020020095069109346,,,0.013798060259472993,,0.18179381064981923,,,0.008570039380621217,0.013253890570119825,,,,,0.011763528229701817,0.030105927174067324,0.019387780224340564,,0.0568991162485665,,0.012118945706940863,,,,,0.01791160216180553,,,0.0002563301645994263,0.0005296814626584192,0.00027355393060017835,0.5556842835060252,,0.027688520957726483,,,,,0.03010187452324362,0.007617058539426669,5.2481828166997166e-05,Control
3,,,0.012148810061381816,,0.085196824665566,0.0005339578739506287,,,,,,0.0011358020682495982,0.3257224210555156,0.007627418767269659,,,0.049063848657139565,,0.03797869242220218,,,,0.11034520549057251,,,,0.005644610546632017,0.0014358616336756739,0.012363225300389354,,,,,8.18897765636939e-05,,,0.0068291202886741455,,0.004542193529794381,,,0.0004225390701502124,,,0.3230018945255619,,0.01592568426671104,,,,,,,,Control
4,,0.00022691125080618086,0.005996259511504443,,0.051995818395185786,0.0022636064954430863,,,,0.003414151363039895,0.0004870703470407988,0.01729904456916034,0.2983104694394593,0.004714735074496879,0.0002862067713154955,0.0007886304227738847,0.018781114927319046,0.060337003973117524,0.14392399330765346,0.03462487800740792,,0.007983188872856746,0.0563351916478871,0.000899915408586902,,,0.002133685774612856,0.0014091156909606414,0.013617745709254371,0.05682745035297247,,,6.300149054114681e-05,0.003355914691111104,,,,,0.00455326066596705,,,0.0004561519684895134,0.00016486272398750514,0.001843349493833319,0.1811107554556379,0.0038015840586534343,0.02023300810093284,,0.0010838374070238296,,0.0006780866309672338,,,,Control
5,,,0.0002381406078130687,,0.018624470812652304,0.0025772016159685274,,,,0.0011749748702174015,,,0.1076431843089335,0.002631443634174892,,,0.13999885063381495,,0.07347131776849547,,0.00033089647537785417,0.004982905698537382,0.009181621029771608,,3.24645536476749e-05,,0.003065077315040263,,0.01753509347674197,0.009059021970033807,,,0.0001377222990146705,0.003783229537501097,,,0.004486863450256139,,0.003681803012750908,,,,0.00013217711127981924,,0.5713499305843317,,0.02543275149190756,8.549671271188919e-05,,,0.00036336102902552903,,,,Control
6,,,0.0005122788677492669,,0.004533394777930875,0.0014746703409711237,0.0005977445915094083,0.008145017497792482,9.340403585848979e-05,0.0018928235081256874,,1.4124009837321303e-05,0.015321045444774865,0.0005276400171343828,,,0.06374330591522812,,0.0750910715123361,,0.000699293129390879,0.018986586829927852,0.0028872775146278865,2.9175874335488536e-05,,0.03611292815982194,0.0015448780103084656,0.003185943620457958,0.026683141241644802,0.008627398826470045,,0.007967591067646277,1.18559206663646e-05,0.0010978582537053622,,,0.07998096866995642,0.0017194177815098154,0.05719120868018346,5.7423894010131145e-05,,,0.0006275390356187941,0.00014082771852394818,0.27711410395786723,0.2570611028377405,0.03890432735949574,,,0.00709447983179026,0.0003281512650525089,,,,Control
7,,,,,0.007649835265996966,0.0008626328369779388,,,0.0006629736102587294,,,,0.22715930747117155,0.030548265447850387,,0.002149213475887464,0.03183080848864628,,0.04835235714977874,0.052243996091605016,,,0.023513962014276947,,,,0.009943796634258215,,0.008539217190477729,0.007339243031105656,0.0726144860945121,,0.0024319462837946964,5.864611260053621e-05,,,,,0.020562982492974585,,,,,,0.3735414176814497,,0.07891747956975355,0.0010774330566232762,,,,,,,Control
8,,,,,0.0030808781316598926,0.013917791886687264,,,0.0014276524964404742,,,,0.24208719559506522,0.02937637671907257,,0.0029130379656477695,0.005404453345590386,,0.009463758758273965,0.033062389425179785,,,0.04919263824721483,,,,0.010466350978862051,,0.0060384038521542486,0.006403405658963747,0.31098457265770457,,,,,,,,0.01571722046169796,,,,,,0.24408408913647453,,0.01637978468331089,,,,,,,,Control
9,,,0.005164630027355328,,0.015671548754366247,,,,,,0.001996246780835127,0.021177119123939412,0.09987303053038613,0.0005616273287919806,,,0.03325842230472797,0.018287444337894886,0.16529650410863922,0.026809617885976817,,0.020072451876578773,0.1414717573030551,,,,0.017769256094873426,0.0020036406677747913,0.03991312593617392,0.08596225379640152,,0.009674182210431256,0.00011029214684998853,0.0016195693184089097,,,,,0.022307973054211363,,,,,,0.23253569039495064,,0.024439158271695367,,0.0010034120734369067,,,0.013021045672245013,,,Control
