,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa872,condition
0,0.0077038467665652855,0.04829480346508881,,0.04423995458652937,0.0056749056161095246,0.014640028476513836,0.0006589848557958086,,0.004444382148874303,0.022134150697702835,0.13635651875664415,0.01772135798159843,,0.024451476173147333,0.11364036937042576,,0.001780095916814773,,0.07232913176444034,0.06950867658163426,,0.0021251738595561022,0.007996415122384472,0.0022838532288009025,,,,0.4012307745090851,,0.0027851001222887616,,Control
1,0.009850526465223816,0.05352923083194709,0.001019959474074562,,0.04029792485670328,0.029783677022529556,0.0042404420794021755,,0.008426086175411112,0.10183800630391905,0.060490930524043876,0.05744989851106198,,,0.18833298696227943,,0.018187604327422353,,0.03484229908575455,0.04758994884121726,0.00012526716577557638,0.0017581446447569647,,0.07340399849105815,,,,0.2567802773966103,,0.012052790840808989,,Control
2,0.00031377049230898725,0.04273393253802209,0.000182775718658922,0.0007286790857203797,0.00028402399198475037,0.4422511358205374,0.004084414838964567,,0.0441071191307676,,0.003791026207988852,0.00016558885180491847,0.00022563271357050767,0.006355615224831761,0.0009345909712981524,1.4873250162118427e-05,0.0016282352899699866,0.0017894172528379812,0.013246997972170054,,,0.0005407252725605719,0.008741064206388708,0.032658572533756224,,0.0004803508941247134,,0.22330807965628027,0.09552857217459476,0.07580014229844376,0.00010466361225194445,Control
3,0.011081053869470931,0.15268851606097605,,0.00030429762904412005,,0.2536638119385456,0.02383640910398812,,0.06974201142061608,,0.0029118329051326325,,,,0.3300285132091441,,0.010518864766433423,,0.0024753697287744226,,,,0.004632233776627959,0.014030604552607354,,,,0.11747912361873968,,0.006607357419899553,,Control
4,0.0024010814712059096,0.010099310337067636,0.0001223647377376066,0.00031254244589630064,,0.03932298343314063,0.0029433843072548425,,0.027791865015419158,,0.02897783852033907,,,,0.048990099105391205,0.004602441186564232,0.0027340180400584773,0.002189906858131649,0.03285221956373053,,,0.002281831106924679,0.00036619004027387204,0.003413152380868183,0.0002995826337713817,,0.005532634213421784,0.7729081255811823,,0.011858429021620584,,Control
5,,0.0008792434676403849,,0.026478183283376876,0.004443929053321479,0.02120849923227999,0.0016753658531106054,,0.01954147758046832,,0.12720841857166743,,3.3483782135471526e-05,0.005538945008397153,0.04815417174227672,,,,0.025490251244970875,,,0.014344537848387786,0.00041100540244243326,0.022683176346457227,0.007983689012045495,0.0008840574299282322,,0.66229209432927,,0.01074947081182339,,Control
6,,0.015485928780527658,6.743162828935026e-05,0.007124511094639403,,0.0038312003955432994,0.0018787056128961783,,0.050869086339998815,,0.0006436750174884502,,0.00014163768600498766,0.001962500093799792,0.004157311005925646,1.0526421108538448e-05,0.00027003917913092203,6.868229218343404e-05,0.010195307842579769,,,0.0001459107876431072,0.04202512083497656,0.0017868860386721951,0.00012506638940837757,0.00017749005096872255,7.920871329197249e-05,0.027980582192380445,0.8084885476707219,0.02248464393182047,,Control
7,0.013364950275669104,0.07296571062417281,0.0006320090311740619,0.010586048204808851,0.035478051651793525,0.06673178462261836,0.005740954834544426,0.0012644303317748515,0.008726197753482053,0.3472710289100844,0.0978799766202008,0.06991656594409235,,,0.08266496729208969,,0.001955393890971021,,0.008345673072612086,0.038063084024734926,,0.0020558845637359767,0.0007573389368993813,0.0026765561856750184,,,,0.12086708918098862,0.0007632137762302557,0.010569763562453096,0.0007233267091943192,Control
8,0.03808441678125591,0.3253064584761505,0.012121627025859944,0.00039764198612001275,0.0020022528571418245,0.24258329546389723,0.037434415144635434,0.000796006769929675,0.11031235082617324,,0.0022154781755884174,0.04272023464904198,,,0.09557151148664926,,0.02194000758524547,,0.0008427821061312759,,0.00536666958883447,2.5194662324924204e-05,,0.0152143750830572,,0.00037843621893789836,,0.039741585369996515,,0.0069452597430289,,Control
9,,0.0019598841801371407,,,,0.13455555427681426,0.02514932501639986,0.0017182020726691637,0.09484232480285006,,0.03213690033959107,0.020001005943163355,,,0.046006981075054874,,0.00680972371941517,,0.017693836935760723,0.018561676037709227,,0.0036477161467091384,,0.008830241549970865,6.159270640056912e-05,,0.014516591029118217,0.5450464332281781,,0.02846201094005815,,Control
