,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,condition
0,0.01108105386947093,0.15268851606097603,,,0.00030429762904412,,,0.25366381193854554,0.023836409103988113,,0.06974201142061606,,0.002911832905132632,,,0.33002851320914406,,0.010518864766433421,,0.0024753697287744213,,,,,,0.0046322337766279585,0.01403060455260735,,,,0.11747912361873965,,0.00660735741989955,,,,,Control
1,0.00519772626363556,0.012974124600947583,,,6.706678106237028e-05,,0.010907737213479755,0.016160253283126935,0.00046013290789387177,,0.01722652378567527,,0.368861208086813,,0.02373453811381832,0.02567764843776,7.558963977528875e-05,,0.005716808944293783,0.07880184434662547,,,0.003365210177754364,,0.03188553638408385,0.001095796120232374,0.002149688185126232,,9.222950678622479e-05,,0.38097076984141803,,0.014579567379691735,,,,,Control
2,0.013577627175084653,0.01367968880971086,,,,,0.038722101031248624,0.03294626475723414,0.017371784032176648,0.0024495831634471343,0.047070160722130744,,0.1273431953419153,,,0.028451395536954884,,0.1093774375399945,,0.011518518106638193,0.06488033169407657,,0.0006218276578091648,0.0007598499091162968,,0.0029519924727985478,0.016288912167440946,,0.0014833234718790575,,0.4339292783546085,0.029690581758592637,0.006886146297142575,,,,,Control
3,,0.008442541151924809,0.03412444384843718,,,,0.05501766357108538,0.1736431053660399,0.031149218096974407,0.007102039003007825,0.13920243258719073,,0.008505992615360315,,,0.3223416613464791,,0.006806892001290009,,,,0.09730143085621017,,,,,0.029897877080632105,,,,0.028356942351106057,,0.058107760124262026,,,,,Control
4,0.0004968142524115841,,0.0041145329766786205,,,,,0.3469085648794919,0.005660329613904052,,0.009175564583216915,,0.015425175788107455,0.029254261985169373,,0.08359247735499128,,0.0004231145150525651,,0.008461973993165643,0.0028246294189529573,0.24315852402305674,,,,,0.0034695811978157883,,,,0.2457817707548055,,0.0012526846631795477,,,,,Control
5,0.010037446581009558,0.03371963399020165,,,,,0.059080152323539435,0.04220396287510165,0.0022395250794063986,9.658717754762064e-05,0.019115817499248827,0.02328718910101226,0.13018983602215695,0.04517273144213305,0.018603328818380473,0.12627280378984193,,0.02301997830598447,0.0009709173743033213,0.08167135770062381,0.07646738885318069,,0.00320591171190578,0.0005202115362159695,0.0015930706011079306,,0.023729966140942728,,,,0.25888864610519924,,0.006516751285134614,,0.00011347448790775903,,0.013283311197913716,Control
6,0.006759898834404274,0.04643048499820032,0.4871501382239062,,0.02062641537346994,0.22033222126781862,0.022596094046187898,0.0010572101057732368,0.007857610990806993,0.0018241910434831084,0.001259080852858075,2.558024250283061e-05,0.0,,,3.4213574347535954e-05,0.07394811111758907,0.003483602691510482,0.0,0.00016275429292425975,,1.534814550169837e-05,,,,0.006277604678882157,0.07159355637954727,,,0.02270235863691841,0.0035800615226149056,8.206994469658154e-05,7.706048053977722e-05,0.0021243325555163205,,,,Control
7,0.002297454161774756,,0.0008405522261320671,,0.003001039785793351,,0.023667973893046697,0.05867589143293588,0.0027590171061132687,0.00041100341193959204,0.03249123393025354,,0.1281870636391177,,0.01106932582178925,0.02541289939440455,0.000216950124678978,0.003521554316064213,0.013949043450945026,0.0284428451423686,,0.008044663959383289,0.024802662415245428,,0.010490792155978642,0.0012280371670582264,0.00310951484813284,,0.0003268756654069607,0.0002452344532546041,0.6137388484113324,,0.003069523086850087,,,,,Control
8,,0.0005552645164409349,,,,,0.0006706102884617216,0.0028840455032049573,0.00023781289170546544,,0.01594028418991611,,0.15126845745491252,,0.0017596749776805933,0.03568748035987479,,,,0.03320313303188968,,0.03252580259844936,,,0.00784782542628036,0.00036318873085849446,0.00211223183737891,0.01005805101954128,0.0005518542936159725,,0.7019301760888615,,0.0018647900812264924,0.0005393167097006697,,,,Control
9,0.014491584202413027,0.019215985663917017,0.0013459097588025043,0.0007566419712897944,0.0006976229753573791,0.003616988387436193,0.00405501999787209,0.05965414176754746,0.07620020949438126,0.010181814241629531,0.04113393473536493,,0.03822240778368339,,0.009536639788048031,0.11309146226824526,1.579219227097834e-05,0.15830692944106128,,0.014757400227061752,0.04149150685525233,,0.0004617775345805784,0.0019520071818740676,,,0.0374480140050233,0.0003897328618115166,0.0010819380777766625,0.00022881388071454024,0.262008607782231,0.04722268939190031,0.04216619080680005,0.0002682367256537708,,,,Control
