taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa61170,taxa644652,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
16227434.182506137,,,571521.4788762076,,,15020888.838211922,,,,,485374484.54974407,,,408445633.95614576,,,1234005.8357717518,183887464.89859915,,40143805.978722215,,1841569.2097122248,134226882.34219354,62745506.74545129,544060.9873986723,,,9592292.929246621,196184616.23838302,2205472210.2110906,,,,,124371998.46319301,,648754.1111567762,258535378.41884473,4769544.113504448,155035069.7592961,0.0,,74109001.37499894,,,,,11809315708.68545,17324137.560890213,9406934.611773258,7122564.976985772,4144817.9323905157,448690700.4971914,11324020.173048703,226549.05468966792,106186287.98219511,58674488.88390665,Control
,,78840513.45874509,,,5363046.878954741,4726185.062078866,,,,,162139059.6356213,,127841629.97708365,229158523.93200365,,,11783805.781258889,1599912338.4736216,,,,,,215095423.22718897,450801333.5572499,,,30401771.99507469,427609880.143881,1019943510.5719908,,3061096806.673503,,,1281835242.1561704,,,113815772.65337285,,335439960.5880672,,,84575994.14873835,34729452.87934234,,,,27462487114.97756,,230327966.0986646,,,,,,,221531079.4819347,Control
,,,,,10205865537.966478,325774129.6038136,,,,37138111.940771416,,,,729581679.9280378,2645274825.6579,,,1839898424.2806475,742770915.9443865,,,,,2333696479.0295777,,,956410508.0223615,571059210.9920673,,1455484257.1778307,,,,,,,,280653059.02156794,,42118783.962734684,,,,,,,,,58089386895.32054,2155259999.134712,,,,,,,,Control
,,7313949.967232324,,,86151342.8309425,1575945.6344462202,,,,14322844.148560457,,,,2831371582.4225173,136783214.39656997,,,1270847626.2879245,,,,,,58564377.55548907,714611.6507167388,,472553579.04899716,38643918.0690396,,2217723.8968328927,,,,,,,18107013.672666084,12395398.248695219,,78048892.26831077,,,,,,,20200181.919891037,,4894245362.327574,298601058.8079833,,,,,,,,Control
,,,,,73905365.28920223,333865686.81005764,,,34247112.26686146,,,,,5807286707.784307,704692545.2797967,,69879146.70825393,129644238.30653533,,227020517.5763621,793114126.3563336,,,1180053135.4485064,,,,251071110.01532802,,144851702.46469548,153607515.161818,7460025180.934784,,,,,,,,377031115.7770076,,,,,,,,5855189007.166071,,392924977.44023305,,,,,,,,Control
,,,,,1974873091.1528492,86755179.9431008,,,,,,,,22683746229.632256,668696529.696071,,,2553019453.380333,158833985.42033207,1319985955.1883712,387758431.2806022,,,3711871588.026907,,,536593584.9990366,829254093.5821507,,775428607.0373558,798037595.6467869,,,,,,,,,674988629.3963306,,865480390.3712691,,,,,,12600293054.86805,,365606294.7946222,,,,,,,,Control
,,313322419.9805807,,,2092156217.3870971,,36199810.4035634,,,,,51427957.370507434,2514176952.6495814,10565927815.992956,672667134.7719744,,,4409010005.9292965,705801538.9679062,7690074132.5391865,772375239.9126794,,,10891174006.894083,,,,2429696994.475821,141025166.2295889,1687044658.302193,5949475509.335385,,588566232.2045335,38507105.39855491,206074404.40981412,,,,,1751632437.48342,,,,,,,,20132384882.191193,,5439489152.388849,,114359428.35890116,,23155353.342593476,582616707.2531625,,,Control
,15053452.341549851,397796083.1087112,,,3449439247.242869,150169250.6568608,,,,,226497208.2598849,32312590.187181197,1147630811.8306339,19790126839.18423,312778848.53578633,18987158.97303278,52318298.19872294,1245952404.1893241,4002799378.674475,9548019176.505661,2297038816.1215625,,529610377.6440275,3737316327.9061427,59701022.608881086,,,141550218.44823658,93481728.30674075,903410850.3006927,3769973117.423579,,,4179563.2959506116,222633746.38967845,,,,,302066522.441123,,,30261443.157907955,10937109.33074807,,,122289104.90622555,12015015192.535671,252199766.41094926,1342272020.8516345,,71902537.64260581,,44984745.121458344,,,,Control
,,105671834.91639343,,,896121824.5601434,,,,,,,,,14154013914.446991,2242478117.7421837,,,1571157513.9822977,,1910540609.1711113,6925705854.421978,,,1865235062.4432805,,,,644212810.6598891,,345001969.5618298,512381223.17557156,2577729914.352209,,,,,,318387465.8443749,,1446617360.1836772,,,,,,,47448272.483247116,39136115158.018364,,919607023.7570983,88776673.56433402,,,,,,,Control
,,,,,187033664.9652765,2419630.859412613,,,,,,,,2421486754.2864556,425351469.3369253,,40110765.49013186,379574840.4862055,,1049758748.5898211,201712969.9827863,,35452025.968932964,1237447994.16753,15357055.022633191,,,81200151.31476437,,171689278.16703817,1042522025.4042741,2776323719.5856557,,,265149103.63989964,,,23724417.235418692,,373421250.48641664,,,8566886.74700408,,,,,20222951683.248547,,351144177.88810736,,,,,,,,Control
,,,,,632392851.1521761,104794128.68484257,,,17630196.600164283,,,,294578009.7336698,1247935809.4689767,25523269.297835708,,,1453679236.7497666,,5798123820.787147,1961253497.2189937,,264879781.8310666,2654106551.616409,82808903.38034417,,80131194.30715863,901691019.6855724,8449956.153738659,725825890.4069524,,,769866368.2768918,,311437906.46346563,,,,,110863157.96653332,,,,13598627.148755427,,,252254867.0725605,15057261647.874748,,307989897.5199117,,,,,,,,Control
,,405864505.83498776,,,1825096991.5507927,,10308462.310917716,,,,,215645770.99867705,4351207235.58629,10199024710.302177,762258980.8734144,,3191614.8901007166,2065647946.9880993,1933634587.0195968,11915614358.658007,2367512698.4302554,,833397202.8077445,6370440631.43565,,,,2762123358.3968306,,2372489197.4769053,6255194594.2428665,,254187167.8706042,52623830.344362035,79329025.0764607,,,,,2123641555.9390285,,,,,,,,13922096421.083883,,1712861055.6050708,,,,,972444216.4440044,,,Control
7589408.110503277,,,,,249654733.4848167,1224782.0484000358,,173365.2797633452,,,283928675.1243615,,17528601.739525564,1490442.5130733633,9495178.95567156,,246951.9812456284,5104921.511304834,,419018892.2590913,,1764833.6033462838,522771152.42019653,104362156.72084826,896759.9723010446,,,,111900428.3099825,687190035.408416,,,,,,,,1032874167.0953839,5537711.094598941,559489669.2276274,942907.5647560356,,722147.4603091861,5314456.525695064,,,,6543279606.515483,,341337527.370599,1756102.9777466909,,147932967.391731,,,,37000391.291074805,Control
,,327237882.8920424,,,,,,22338944.753117085,347525899.7649685,,,,951579475.9634461,5180090670.539857,747439816.2538185,,433409568.50723803,6249143210.645028,,4275708066.0433774,,,607576746.9138263,2366906934.927411,46209702.86073363,,,5253192207.846247,,692473247.049863,1153361845.1219828,,484869987.1442282,33002067.71527164,61842709.150819756,,1225331542.5608826,104367549.88656303,17496712.538060468,886664630.0294359,,,,60812990.17362845,,,19462539.67633477,32254542798.275906,16416103317.203016,3503793276.414334,,,,29572507.81603119,,,,Control
,,,,,989950448.8624005,28718137.084511597,,,,,318594882.347384,19253835.961529862,,1955691313.0223284,53793656.554679714,,1000093.675366627,4677429988.846826,,3767824463.993655,,13273601.016552998,527459974.48411494,955577310.5484784,4658972.975488434,,,141350638.20659453,182342282.6322925,2432113986.691189,,,,10257058.304674799,29799539.188769825,,,190013732.89821455,12854862.60776128,601178261.5386803,6203833.124428751,,81861326.20805854,5854206.88019489,,3118178.2479926953,34401596.26403414,20872320892.83152,42459261.56719127,1349341835.4061425,6464020.096881858,935046.9322533505,,,,,3301122.2129987855,Control
,,59010348.11355151,,,2208714891.8372755,39805951.76906857,,,,1023311753.6615937,,,,3055555511.3513646,300666540.9158856,,,7911269388.929146,47974361.22240314,,,,,745669557.1369137,,11109246.16875675,3725328456.8859944,2838634790.352946,,28560652.656181972,,,,,2940836.715422182,,,,,823036587.0969083,,,,,,,7770716.232031922,,11603589308.447021,179417203.66847038,,,,,,,,Control
