taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa61170,taxa644652,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
,,,,,565803750.6952169,93759616.2775932,,,15773788.94099266,,,,263559814.87769064,1116531852.5311873,22835744.38327176,,,1300611104.256231,,5187598498.021637,1754739293.4136577,,236988722.7066143,2374636966.4257154,74089370.29916222,,71693616.087016,806745617.0271035,7560200.714294571,649398566.72277,,,688801712.2767117,,278644414.2508056,,,,,99189594.69117494,,,,12166731.851970507,,,225693174.20451516,13471776444.096287,,275559470.47078174,,,,,,,,Control
,,14068111.451298721,,,26835925.482320078,,,,,,,,,5419842531.001489,373134638.7982453,,2559095.98671609,709718009.332169,,1370305986.7031488,1310086538.7995236,,,409902623.2992797,,,,22132722.04727429,,347663564.50884044,279776050.61258644,802089846.9932203,,,,,,95691745.96814238,,56387720.399191104,,,,,,,,33440790839.602707,,1341574946.8955312,19204747.359770294,,,,,,,Control
,,730323210.4380258,,,2385940418.8500857,,,,,,,473644103.78632873,2828827653.890714,1463967280.5972238,234295733.8044992,,,168903335.93563557,2235097500.675396,1499880562.3865414,1968724986.1071134,,,6412794161.370246,,,,551820514.3708768,22198520.304124754,813354432.5485454,1510816049.671495,,13977446.67798067,75429566.65502377,,,,,,1019319081.8567941,,,,,,,,6188376688.025405,,298008243.650348,,24676192.986718077,,,440785753.49832404,,,Control
,,545025674.518617,,,797774603.7114146,,78610171.59665203,,,,,204311899.67192754,3021723359.101791,17813244886.27592,415596622.47495633,,,3468074949.83296,661490911.9795526,11142516817.295307,1007622943.1315047,,1153452220.6360605,5804107064.262901,,,,795501845.1941063,48218844.70320831,6714365032.512927,5047569391.089524,,4324250356.405123,2663672.982285075,73437373.21125881,,,,,804465604.7863696,,,,,,,,22580583152.18136,,721091731.3374398,,,,,1128479150.0478795,,,Control
,,99378392.42856893,,,379740090.5498952,381261664.65903074,,,,,,,,38918971920.43608,2825721812.4429126,,218919975.50580487,2644859859.2864666,,1271905267.890497,11413019343.879509,,,1393677870.6737661,,,,1143402266.747187,,265463340.5864779,90585000.95123361,7324755078.46305,,91294446.54813115,,,,,,1706412691.5587854,,,,,,,32615827.836315975,15163279456.426716,,7593915004.001782,125151804.17901783,,,,,,,Control
,,25262644.64919629,,,788476466.0988905,2950064.256313311,,,,,,,,23185677581.18951,2795547026.416263,,141507359.5041615,1868817843.9750438,,2195422155.4903684,5448263950.652967,,,1802341322.2818952,,,,553741854.7425623,,465979618.6808521,714350662.7499913,2917979044.1804876,,,,,,,,1595775908.5588596,,,,11817661.53414005,,,1209221766.1829386,38059309808.21907,,2034848156.5007122,108551921.92699777,,,,,,,Control
,,196604233.97960064,,,244783706.9775781,,15232673.767846001,,,,,35763280.40626836,879903562.491271,868519260.7031902,171510525.80045846,,1092196.1103338264,366444079.43132764,233861745.87423986,2517322184.279841,596301106.2343435,,304850025.9861826,1492534005.6635504,,,,271758047.31398225,19695266.464056604,1712297710.9479597,1227523452.1109557,,293773951.3212635,,5921087.706533689,,,,,565996572.8498663,,,,,,,,9101902276.367243,,183768137.77083075,,,,10129057.996654198,229037321.33779594,,,Control
,,140611545.23014602,,,191259291.72509703,,,,,,4891631.991938707,,331005123.6674611,165393467.88283122,13907719.159814224,,,958534644.198775,,12628997288.885557,,,595350324.1757115,920731830.6322963,,,,,817198152.0691044,2091422536.892954,1346845764.5257542,,3952713143.9435773,,841888576.5694224,,,,,1244297450.680363,,,17806948.114539467,36796333.89043965,,,19003462.41472592,38602718567.75055,,1923488235.7020798,,,,,2091141004.1164393,529147891.7783367,3645849.4558622306,Control
,,417580651.46894306,,,,,,563687880.0327078,,,2842530.1379509456,633005513.3137773,335725219.2806461,3094937378.4162984,1189439633.865822,,620060796.1917807,1235073447.5742543,,3553133185.611524,,,36693407.71437922,1672080020.7743394,17196717.598060075,,,5613224467.581598,,172397683.65709543,1717047432.1890197,,18889261.47688149,111548667.1355646,,,,226040119.6214145,,1378131738.2099679,,,,5531728.774684619,,,,14615794590.64752,14697826943.79876,3569174019.585024,,,,,,,,Control
,,323222621.9686856,,,,,,55227604.51268704,,,,,284835224.93317467,1797838086.8009493,193983820.39966017,,133679768.964279,2235062780.2737474,,7275316927.091096,,,661659806.1117923,2832561322.004531,20697420.42280391,,,2785388051.037312,12051943.13087939,435310865.5936455,1570816720.2712083,,217045815.8082896,69511115.28643925,6340016.680744645,,,104817175.5435464,33067103.3174036,560906743.8251336,,,,,,,,24529435866.239067,23356311101.396385,2805006634.122833,,,,,,,,Control
,,1057151521.0255562,,724434512.1832575,731833230.0667766,,,201099134.678112,,,,17437903.903300326,,1915312677.147353,567051797.0580705,,182399573.64485714,2088691402.3130352,9254164929.850166,12363699163.355993,,,337709566.34226173,1235657981.2408395,,,,2437395409.3591866,,3063997422.9511113,3505180897.622931,,,186310710.74771625,,,24863657.296747077,198134240.42271885,260577256.51882634,1238649911.0061603,,,,,,,,33028291176.51507,11297148296.712276,2153108010.6338573,,92758834.5615867,,,,,,Control
4473633.656928507,,21876174.009725023,,,,,,,,2185860.278562083,256582042.8591234,,,2136660.8510703314,16798090.243612148,,,268407476.68124786,,332700585.67850405,,12728594.741080167,242345837.08990318,22273283.67447987,3387732.007289144,,,15648932.187197674,103002515.69880168,1879129962.1095817,16545064.616511712,,824824887.6543856,,107514806.0487594,,,1499602064.1933928,24547000.073562935,318731462.51566756,,267873311.4684803,,,,5496278.899792761,64609391.031131655,4681606665.425779,19896283620.112335,1293242.0940688846,,,1123381070.6536143,18945293.829144996,,,6178042.3950355975,Control
,,,,,92687626.2539488,,,,,,,,,6363455071.273442,1189371933.9558337,,81257899.39749187,4485321144.7255335,,1519831139.9339864,945895569.9276134,,,2175780543.6537547,,,,322048176.82320267,,836784010.7701402,877826204.56158,2767142919.42275,,,172509250.4512245,,,,,417603313.91547775,,,2912866.8972804695,,,,686524427.017001,25776553842.363388,,1346036801.1457264,,,,,,,,Control
,,25387305.39601682,,,581068120.6094904,,,,,,,,249438986.1442442,3118198131.9647355,126010575.25103216,,,882470181.3629535,,1242904051.3170063,63163590.36957221,,255871327.79468578,885866928.685163,,,,472341977.6340945,4593166.0511562675,1169475442.8102465,912490427.3689346,,578995070.6044137,,4726808.568751393,,,,,145348965.74351722,,,,,,,,4342761338.724163,,517852027.8222916,,,,,107165389.28776719,,,Control
64320539.037328534,,3169364561.7230115,,1835764573.1312168,139928635.13004753,,,11300532380.26828,197078599.89277628,,,118807147.64092022,261272312.4463364,7705001565.433238,4449229144.730457,,559099919.8680816,2607767135.7130284,2986744180.979836,4508457112.650315,,,,14184273944.661417,,,,14210809947.419119,,84495705.83987603,4038847910.9059124,,,502691402.24122983,,231399797.5771873,88876097.47157031,86671267.83067296,357728731.29391223,4152035669.727555,,,,57081673.57916113,,,,7604359872.621304,2895946174.485006,5735952113.744766,,156728266.28768134,,,,,,Control
,,466917799.4744265,,,627782189.8321495,,151939659.55820593,,,,,,2248922543.49509,5877058551.713091,65999160.72314301,,,3982403060.2823505,85702993.20477892,17279265389.71389,,,1413386870.9880004,8372913872.048041,479998878.80391324,,,238757102.2589327,1207314197.3889163,5421632370.811634,1269778178.1536014,,1701609088.1695378,21896192.14579568,2248109543.452964,,,1462221682.5071592,,5484251643.719197,,3074820968.311811,103753421.10636102,97660488.20638366,,,,22824108373.651306,,3360960443.8123965,,,,184633223.04998845,,,75746026.39671999,Control
,,33172842.947754458,,,281313450.94658816,,,,,,,,,4443273659.776687,703965957.1776496,,,493222829.89365864,,599763064.8079929,2174139900.124345,,,585540601.5806478,,,,202233361.51832718,,108304130.06451039,160848364.74382734,809209281.5288917,,,,,,99949219.2914545,,454126783.4786464,,,,,,,14895114.601486247,12285735387.762918,,288686000.36028683,27869059.45092894,,,,,,,Control
,,64712221.145021856,,,464441155.9228311,,,,,,,2161831.466637666,434366512.1505484,1086488221.2255542,162855171.9993687,,,429033294.9110083,1994749179.518095,1828787686.576373,460260215.8436638,,,3182509760.060867,,,,492118895.29229796,88744231.13822699,1980120086.9720128,1450857568.8980775,,45484514.28495617,,18744967.794699997,,,,,243029735.29460385,,,,,,,,5111283201.401983,,124840520.03457123,,,,,653622397.9086428,,,Control
,,10125251.979239475,,,44843142.504644126,,,,,,,,61155.457989662915,47539288345.118744,143012.43692961315,,,414746558.6334094,,1908802364.7468631,388887194784.35046,,2595031663.963011,1685737822.78875,943446.6060961996,,,7675123778.128229,4059390.940115956,731613289.1388179,99534852.13340539,,,528157.1155485112,35584074794.16307,,,26181352.058231562,,177640374.3331218,,,6346.093766114235,,,,,2693476574.6788297,,50986840380.208755,,49548804.6392064,,1177485.4645213007,,,,Treat
,,113676768.65912886,,,852915675.7267722,,,,,,,,9218.767350680477,440550069414.1804,9378560.164089609,,343653644.3639454,767513871.033087,,900521896.0748988,76720217984.66544,,,2130648106.292025,,,,3812143413.671488,,282721639.92252374,,,,,4672141916.199659,,,1660816017.7960436,,784763760.7891428,,,12257.81032684028,,,,,7026657541.629643,,14510348969.182081,,,,,,,1900656844.7136214,Treat
,,140263233.9534843,443327063.4318748,,2393836942.1727557,76061079337.80885,,,,1448853.9462689152,19371392.924522128,30404512.381533153,177481.76926242947,859301046879.2014,19967362.96157425,5399600.148514981,19494983053.7383,4766683833.927296,1325719.288447602,47575406.06462921,43520901837.46389,,1643931055.4158177,303787013.5663372,16510997.932752866,12196802.952476896,,62283239900.40575,58626024.521572046,103150246.70387477,,,,183498.51189805864,5592238713.854435,,,98983236.82907131,,8891005962.53228,,,,1688653.4934204025,,5813943.525363654,2573464176.472864,1892136239.377561,10956867564.808128,1153289387405.1394,,,23267711.541905228,163346.174417768,,235445.06368796146,,Treat
,,138749732.30299446,,,3034823480.0599666,36224253.048309565,,,,,1334796.3079863433,,10497.577400190166,1624316577089.1008,10873959.982537536,,,1202483698.7287025,,623912414.754245,,,,2140914586.970687,,,,6556619757.109272,29730675.621507276,203385818.5384578,,,,,18886248192.25761,,,238725278.54136765,,989558686.4046042,,,133959.41274745416,,,,,7880060059.770837,14162164.15497525,149791891762.3145,,,,,,,,Treat
,,,,,26441840.810892332,,,,,,,,41036.86259978244,28272151066.915268,615684.7735804965,,,759080482.4550333,,7203443319.896544,,241701791.70727724,1753170168.8891017,1699447104.3568544,,,,,,998474118.5706519,,2975120001.9212384,,,376157600401.6766,,,104379954.35165775,,715829029.3634808,,,5594934.199691051,26279445.112270527,,,,33426097701.090206,,27868130836.73198,5611955862.135914,,,,,,,Treat
