,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.00023814060781306864,,0.0186244708126523,0.002577201615968527,,,,0.0011749748702174012,,,0.10764318430893349,0.0026314436341748917,,0.13999885063381493,,0.07347131776849546,,0.0003308964753778541,0.004982905698537381,0.009181621029771606,,3.24645536476749e-05,,0.0030650773150402632,,0.017535093476741967,0.009059021970033805,,,0.0001377222990146706,0.003783229537501096,,,0.004486863450256139,,0.003681803012750907,,0.00013217711127981927,,0.5713499305843317,,0.025432751491907553,8.549671271188918e-05,,,0.0003633610290255289,,,,Control
1,,,,,0.008442541151924809,0.03412444384843718,,,,,,0.05501766357108538,0.17364310536603988,0.031149218096974407,0.007102039003007825,0.13920243258719073,,0.008505992615360315,,,,0.3223416613464791,,,,0.006806892001290008,,,,0.09730143085621017,,,,,,,,0.0298978770806321,,,,0.02835694235110605,,0.058107760124262026,,,,,,,,Control
2,,,0.002262118708032853,,,0.0008276243101813091,,,,0.0029548829987318874,,0.023303954183501643,0.05777344067592413,0.002716582691991651,0.00040468207056443403,0.03199151014352392,,0.126215512635884,,,0.010899076657719865,0.025022042268312887,0.00021361337427827702,,,0.0034673918776115735,0.013734503466728797,0.02800538664785835,,0.007920934896172578,0.024421190895581722,,0.010329440992977793,,,0.0012091496300479549,,0.003061689685871026,,0.0003218482310639752,0.0002414626823861899,0.6042993823064267,,0.0030223130084730252,,,,,,0.015107280533425442,0.0002729844267281134,Control
3,,,0.005502066094307161,,0.02474176512522214,,0.0001397457529543206,,,,0.0029233827248617327,0.058986754091664394,0.13826217184995593,0.01033349611372495,4.3266843541249664e-05,0.028002772768996993,0.026213145389820423,0.16153296682284085,0.03209497543786405,,0.011297875095594604,0.08636031212413853,,,,0.037444479771058935,,0.03216243890480752,0.08479798946565142,,0.0034458657454451646,0.0007133902781043011,0.0010754168765501604,,,,,0.02878895797343846,,,,0.18873366253728044,,0.02322024863670995,,,,,0.013182853575466344,,,Control
4,0.000661789595961318,,,8.838067127910272e-05,,0.0029722693721096175,5.8142508200833365e-05,,,0.015116544780487172,,,3.9066083171589606e-05,0.0013287541795635478,0.001354730588114007,0.2225386744076365,,4.545871496330427e-05,0.0,,,0.0005648854156265957,0.006501509472865613,,,,0.0008842125941746281,0.12858829584206993,,,,,,,,0.009828722114934242,7.295717870226734e-05,0.056692294017227245,0.0014184539653393537,,0.03709004965552848,0.4739862503622491,,0.024278403782165083,2.2526416789851666e-05,,0.00871447624660379,,0.0005529119148103682,0.006600240119426539,,Control
5,0.0009629725593050546,,,3.391537411407543e-05,,0.0008913734361753398,,,,0.02880321709220786,,,0.024238085518888928,,7.322869065471542e-05,0.010912297083196349,,0.0023822240256102826,,0.00010928287214535415,0.007965326062203038,0.0037234599466561074,3.228580658907481e-05,,,0.0005692283060767796,0.011642037790485688,0.1308776972907218,,,,,0.00738051501666844,,3.849853277813968e-05,0.01534207270396991,0.00028303550949854535,0.00920013085427226,0.004397795358095427,,,0.7007914402077047,0.0010280534123347672,0.0005582287252830254,0.00042266907679703615,0.0002459628483047813,0.026626318574747655,0.0006719929081221311,1.3443932081255125e-05,0.006301333923236777,0.0034818765610747644,Control
6,,,0.0031847801554480944,,0.0228572432005016,,,,,,0.00010639347301866689,0.02137713438993414,0.0534709837626,0.008014837241227575,,0.021114662724943438,0.09817060038456593,0.09000288708502026,0.02265148028957617,,,0.15662565353223748,,,,0.024219389539042527,0.004367503714733274,0.09745063678559494,0.07140324210867732,,0.0022384980133859514,,0.0009225243762424408,,,,,0.011960588965344134,,,,0.2515492903916881,,0.006143964830243016,,,,,0.032167705035974936,,,Control
7,,,0.0004999386093013819,,0.0024997931944655037,,,,,,,,0.20942440361389922,0.021270124481909576,0.0018748699328387764,0.05161165105326611,,0.0572034123213636,0.065348646089733,,,0.010843119624933879,,,,0.008186795171185911,,0.04257890607583644,0.02251616538273646,0.02596816536751396,,,,,,0.002314319175149365,,0.00802876169252454,,,,0.42553568642312156,,0.044295241790220874,,,,,,,,Control
8,,0.00032959556014112784,0.0003026187618193457,,0.2813832353339494,0.001776008815321516,,,,,,0.0009928114446891333,0.09550667702952816,0.08949008956188266,0.0017279291989576945,0.07942458924289289,0.0007705791907721947,0.08624493301214989,0.029112316485706374,,0.0006467904952472429,0.049247885775014585,0.0025309240586810625,,,0.016139739815306833,0.0006175293712611165,0.0031979471526696426,0.012711619657601338,,,0.0007079234011216039,0.0027927512907799717,,,0.002164670510497836,,0.08031243048443476,0.000352003707134221,,0.014158141690194312,0.06739130553018928,0.06788820075089047,0.012078752671165337,,,,,,,,Control
9,,,0.013444649563324095,,0.10519059007668416,0.008944373816439708,,,,0.0024846986186677664,,0.0923458185244538,0.21671919117133706,0.03147692629088239,0.00045569946349776936,0.02974645899327221,0.05534096548753079,0.07713346636293919,0.025916093930375403,,,0.08516221980842223,0.0014041172067679488,,,0.006011227958515114,,0.007850803346197912,0.047685322742921095,,,0.0002481992564846521,0.003825710650324267,,,0.0021057428415405238,,0.012994903418233068,,,0.008522878873242485,0.1099642855016672,0.0075013976767986735,0.04582561431480823,,0.0016986441046723266,,,,,,Control
