taxaId,microbiota_loads_foldChange,logged_relative_abundance_diff,qml_logged_loads_diff,ranksums_on_loads,mwu_diff_pvalue,mwu_logged_pvalue,qml_diff_pvalue,ancomP,qml_diff_qvalue,ANCOM_BC_diff_qval,ANCOM_BC_diff
taxa100883,-8.96392265706986,-13.84898695911941,-7.838986959119408,0.00017411825760300876,0.0001518610841054225,0.0001518610841054225,0.00033934674632208565,0.0,0.0007601367117614718,,
taxa1017280,7.084959526270026,1.7293486387697559,7.739348638769758,0.0034147911781178164,0.09229233903407319,0.09229233903407319,0.004310358499535043,1.0,0.008323450895653875,,
taxa102106,-6.042723900674769,-12.747171011011309,-6.737171011011307,1.1726734156882887e-21,2.839232756596031e-24,2.839232756596031e-24,2.316231727056015e-22,1.0,1.852985381644812e-21,0.004304988220891729,-6.669370565278009
taxa117563,-1.0787970430548466,-5.0141967708274935,0.9958032291725081,0.5581846494226572,0.004310358499535043,0.004310358499535043,0.7143930376343264,0.0,0.7844315707357309,,
taxa1253,-9.321178931535378,-16.690709585647287,-10.680709585647286,0.0081509715935027,0.010733416102997193,0.010733416102997193,0.010733416102997193,0.0,0.017678567699054203,,
taxa1263,3.7565858244442816,-3.242153426847101,2.7678465731529007,1.6474654087074205e-11,1.474354262342279e-14,1.474354262342279e-14,8.809351731958661e-12,1.0,3.5237406927834645e-11,1.0,1.2206275753253693
taxa1301,2.2712935751367103,-3.639258998770634,2.3707410012293675,2.712458801746625e-06,2.367102490840134e-10,2.367102490840134e-10,2.430148380495415e-06,1.0,6.804415465387162e-06,1.0,0.16234860843174986
taxa1348911,0.0,-5.622607086519329,0.3873929134806726,0.4321110038425483,6.268924672257606e-06,6.268924672257606e-06,0.3947417052130072,0.0,0.5253520249764462,1.0,-1.190735507914882
taxa1350,-2.491298939860833,-9.698745282883753,-3.688745282883751,0.012203606552241831,4.2006470223637863e-05,4.2006470223637863e-05,0.03109364401234106,0.0,0.04582221222871314,,
taxa1357,3.968828370587163,-2.2799656036707443,3.7300343963292573,0.0010605529531427405,0.04871796724697347,0.04871796724697347,0.004516295774133154,0.0,0.008430418778381889,,
taxa1485,0.0,-6.125082931109912,-0.11508293110991019,0.8966006937246263,1.1797445609854926e-09,1.1797445609854926e-09,0.6564269000059568,1.0,0.7351981280066716,1.0,-0.4663798907769439
taxa1578,7.837079342908022,1.460844520274982,7.470844520274984,4.0008939083425024e-08,0.1293637918332497,0.1293637918332497,4.8260865024857947e-08,0.0,1.5014491341066916e-07,1.0,-3.3892591072674065
taxa1678,-1.1767549248079625,-7.88854851341706,-1.8785485134170585,0.004744879449892089,2.19184344234014e-19,2.19184344234014e-19,0.0002973363411980309,1.0,0.0006937847961287388,1.0,-4.295343548098793
taxa1730,9.083003026084176,2.173950766675691,8.183950766675693,2.440677678332476e-27,1.221531036827504e-16,1.221531036827504e-16,5.2254904221652305e-31,1.0,2.9262746364125295e-29,1.22369261262506e-16,7.4389197966950436
taxa189330,-3.4430746559182723,-10.252999829152547,-4.242999829152545,1.3388219898880575e-20,1.1516075588760497e-30,1.1516075588760497e-30,1.8677025855282256e-22,1.0,1.743189079826344e-21,1.1674614140107901e-05,-4.929118749763829
taxa191303,0.2673626752857157,-5.86033384548262,0.14966615451738186,0.7540225300620748,0.02157174794772092,0.02157174794772092,1.0,0.0,1.0,,
taxa207244,-8.873552104682853,-16.421039594060197,-10.411039594060195,6.340999063228785e-18,6.5327477647026695e-18,6.5327477647026695e-18,8.794348841779968e-18,1.0,5.4720392793297574e-17,4.072102590167279e-05,-8.660960286123037
taxa216851,0.0,-6.428873102804391,-0.4188731028043895,0.8875835837238382,1.2441828290582124e-29,1.2441828290582124e-29,0.024159232799724106,1.0,0.03656532531850135,1.0,-0.9101599192116012
