taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa61170,taxa644652,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
,,651563535.6968195,,,,,,879538998.877374,,,4435284.490535915,987697367.9681607,523842065.30545336,4829123030.359435,1855918109.74313,,967499340.0496413,1927121909.302812,,5544059603.994679,,,57253817.63509224,2608996289.629975,26832550.98423802,,,8758481428.417849,,268997243.80049044,2679160281.8298426,,29473477.64146584,174052709.83088553,,,,352697135.3480313,,2150340023.7663393,,,,8631321.269964082,,,,22805459896.192093,22933457421.634735,5569088595.310567,,,,,,,,Control
,,,,,47327561.70013665,,,,,,107372022.89047112,,194034833.65611258,590552933.6596309,133323211.78588553,,,1220611310.4357598,,10700372296.412224,,,431755076.32111144,1760732342.9051414,5350900.9632202815,,,,,1058464034.1736976,,4199476938.394202,,,822187037.0611197,,,179173489.12340283,,549120893.8858922,,,406362123.9129541,28442829.801952086,,,,45399807723.34901,,60058076.71441391,47701988.61232128,,,,,,,Control
,,,,,270576341.8821876,,,,,,,,,9074177435.858658,1093653646.0379217,,255902422.2578014,1253297000.8082876,,1081936317.8211353,428449935.554671,,,756530931.8780087,,,,920321902.1123693,,561353961.5096363,461622471.77327496,3301870959.047514,,,,,,,,804763212.4153239,,,,,,,102402906.36989504,17968065702.05388,,2926459337.7225127,,,,,,,,Control
,25092138.256723158,525875865.47939444,,,2364182113.7787857,116543592.06632787,,,,,91783285.68863285,,2113783189.914705,10211949570.772196,447598843.29248124,,21046613.433678042,712492466.0426209,981163324.011485,12709231569.30499,1007095632.3448964,36706254.02270785,819801247.5181231,3921349097.761149,10237366.480655203,,,81404714.15307204,107308781.47550236,1211927684.990944,8066197556.426865,,,,512510807.03258055,,,83445127.19645782,,237330396.0325687,,,10555077.854192777,,,,102994967.04813659,19891485482.02287,234929910.09917367,620758602.123205,,42799252.14188403,,29215325.85996636,,,,Control
,,1244097899.1242354,,,2285296400.2065887,,,,,,,479147739.50310284,4419002013.217607,8174155982.74956,437384294.9267936,,24776435.32269309,2168597607.359343,4793045975.109012,10162794675.70753,3252611214.6611996,,,12118796208.179276,,,,3724495358.916822,58625680.414631344,2434988849.0123277,4878979208.699447,,143507252.361872,42930967.24799015,103793656.75110926,,,,,2580465738.8584857,,,,,,,,19325352180.096413,,3734869377.1598487,,,,,934410282.3641851,,,Control
,,,,,95926771.39841682,74337004.28325109,,,,,,,,6570626451.347882,644967380.7098778,,60530145.83594777,531702915.3965798,,539813072.2297299,2314764061.78117,,,389842988.6928119,,,,324068260.4184373,,222812941.59181598,171839733.95134297,3437203739.2334685,,12267500.301377568,,,,,,406158032.09116906,,,,,,,,5134308418.518638,,554263662.2653294,,,,,,,,Control
,,105783805.52259916,,,284074825.46371394,,,,,,,8200667.034303629,705512323.508238,4627647805.604843,178132045.78134224,,,1770306248.1023898,297533637.8203051,4070698334.160257,286060502.7046462,,781295005.5205574,3684361130.788528,,,,525862524.4279353,46399458.0664385,814160663.4191911,3143159099.6987677,,441102301.6571409,,29974127.898242928,,,,,363969839.0429793,,,,,,,,5882073906.708033,,917256905.7879,,,,,106746649.01857996,,,Control
132662353.25988162,,327960248.54525316,,1958022502.3796144,29775562.048565604,,66910010.965577684,292712070.9597571,737062546.6861488,,,46047688.12730863,253586108.1047496,4951947980.336284,4495526987.205212,,464589438.51089805,438659279.3913886,14349262702.512657,7779201551.969987,,,1373675073.2802362,2504644504.8486733,,,,4134480082.299849,,1956832451.3678856,5969133963.130226,,,,,379035295.0282332,30690363.166425284,92038707.15882066,,2355078569.871172,,,,370648268.85033375,,,,19948088411.367332,2040937485.1151795,1546297234.6618469,,15284464.694859125,,,,,,Control
,,1593443342.808991,,,2473623638.488035,60369064.12276294,,,,,3202073716.0818443,,7339357022.165938,13589466928.30631,214769167.1077765,,39273677.260317795,204658214.10769045,10640809787.295082,7108988805.319643,4933996737.103097,,,4200536505.1294575,,,,583666504.4792928,,1792868912.128536,2346284961.462502,,,,183645231.10017672,,,592343630.4035718,,105213241.97644514,,,,,,,,16200845091.083212,,1678854938.4454143,,,,63401525.984239414,,,,Control
,,279415767.70777017,,,2005373634.856993,,,,,,,9334400.646698343,1875516715.5690892,4691261326.957893,703179432.0180755,,,1852488839.7989333,8612969289.532255,7896377320.662614,1987321085.2567759,,,13741506505.425919,,,,2124881150.7094305,383181677.8094168,8549803490.981297,6264542837.12175,,196393977.10155314,,80937409.87928435,,,,,1049358820.661988,,,,,,,,22069604387.26078,,539038981.03458,,,,,2822224316.692095,,,Control
