,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577310,taxa61170,taxa644652,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,0.0008139259453384471,0.0075964321652782045,,,0.023876211019330955,0.0008779732655985674,0.0015522550536485554,,,0.0013309243141266971,,0.01185011919101305,0.0027640093538486357,0.0008528793155294384,,0.00014688885417034155,0.024477205873706245,,0.3018697197709248,0.0016135724881270967,0.001391506779356352,0.0056166349999916005,0.2516104226199176,,,,,0.0004282770808869357,0.061444794149812784,0.020575044140153174,0.03087941800515067,,,0.02628827509856988,,,0.0047422315850304845,,0.009953898528885551,,,0.0036139487923825273,,,0.1610286125628504,,0.0006114944150736733,,,0.007316723868273353,0.0008105660859149653,0.03314805808524972,0.0009179765918593967,Control
1,0.0026651029106805305,,0.06260574359500377,,,0.056621801314499426,0.0003547144430119051,,0.016672595519007658,,,0.008076870460657706,0.20555024174241152,0.17779327174481435,0.07608285903455991,,0.01039686107089194,0.005031635670762188,,0.014133676058277547,,,,0.12017928668732973,,,,0.09868799712975014,,0.0006558828204226501,0.016702983476068238,,,0.0035846492693164885,,0.010273049914987144,,,,0.08158002917017944,,,,0.0004057752481843195,,0.019623616345377088,0.0021716657491913584,0.010108231962008048,4.145866260680547e-05,,,,,,Control
2,,,0.005271450439400784,,,0.02580687297588331,,0.0003339596047816768,,,,0.0012853337476474256,0.019456671149885897,0.11235971009101592,0.004015729872620728,,,0.02949614795394217,0.0014234609816931722,0.11261223344841233,0.002423514325984735,,0.016876470644311824,0.12198095142282205,,,,0.008623317702576976,0.0019388520267889762,0.04718637258208885,0.060424579994835935,,0.008127499753054471,,0.0007304922663961184,,,,,0.017654729377107027,,,,,,0.3757730105063915,,0.012737420128079036,,,,0.013461219004279105,,,Control
3,0.0006821473663865961,,0.03361249332260191,,0.019469083866671594,0.0014840041977981118,,,0.11984707400372908,0.002090104496947615,,0.0012600016119908948,0.002770906813165393,0.0817149017177015,0.04718601536854323,,0.005929498471143551,0.027656507709672373,0.03167572454489969,0.047814153797381846,,,,0.1504304108807523,,,,0.15071183676222835,,0.0008961138086264691,0.04283374341843672,,,0.005331261542211762,,0.002454095765709643,0.000942569772149536,0.0009191865922916003,0.003793869199251283,0.04403414896140917,,,0.0006053760413662939,,,0.08064755267604456,0.030712772089422666,0.060832273588998405,,0.00166217161246787,,,,,Control
4,,,,,,0.006557616649530407,,,,,,,,0.21991936405175105,0.0265055004742454,,0.006201983415030386,0.030374574591911112,,0.026221522407028176,0.010383799305361593,,,0.018335083548908664,,,,0.0223046781778406,,0.013604826122892369,0.011187760118421089,0.08002327115900859,,,,,,,,0.019504028341702246,,,,,0.0024818097513636846,0.4354692874772786,,0.07092489440772583,,,,,,,Control
5,,,0.003926427730412628,,,0.026218041430973955,,0.0004536411387766002,,,,0.0006444740148201142,0.031506631752236135,0.13240786272755115,0.008429587935231655,,,0.05525190042902288,0.008844814663895598,0.09636884690473826,0.00967908890932609,,,0.1364837142521386,,,,0.030447963654185218,0.0017672693942687766,0.02114134995259125,0.07455638068515197,,0.007375670006173157,0.0004825552109044053,0.002582439699186255,,,,,0.02195073744308317,,,,,,0.25229076899659697,,0.06816544136401723,,0.0014331053321059994,0.0002901733667111875,0.007301113005900744,,,Control
6,,,0.07324788787264805,,,,,,0.00046680337288359375,,,,0.11508302620619057,0.03342116544766667,0.01998717156684559,,0.0016909651643653185,0.05902800983241535,,0.008815574565471464,,,,0.2256161967526297,,,,0.2923654114797361,,0.0023470572030755642,0.006461793437775578,,,0.002738369240449175,,,0.0009470545950078324,0.002411851385780489,0.0005489167553681368,0.028309047060952174,,,,0.00013814608765389636,,0.045963933683357765,0.01283087821790732,0.06758074007181966,,,,,,,Control
7,,,0.0016184556482601023,,,0.03704343439189347,,,,,,,0.015901882051837037,0.19878696460098635,0.008033248274058087,,,0.05625799300748455,,0.07923586417387107,0.004026716030054165,,0.016311947614656843,0.056474537646767325,,,,0.03011207883969398,0.00029281703681938425,0.07455474720112253,0.05817180134407788,,0.03691127623499162,,0.0003013368259059199,,,,,0.009266082040091899,,,,,,0.27685358914879094,,0.03301337130184103,,,,0.006831856586796013,,,Control
8,,,0.010817175996983789,,,0.03912670147040173,0.005892218854582681,,,,0.0057650696117839215,,0.025634430505120053,0.2937104370655465,0.019379528950340404,,0.0018573064117728768,0.021204266175238618,0.06123125761924853,0.10996414369784077,0.01760547887057825,,0.0012539136946744416,0.06330242064549972,0.0010492239043164743,,,0.0034149115973050826,,0.013084724749389815,0.05901741567168879,,,0.0002635731547075202,0.01147405982894922,,,,,0.0074443239456426745,,,,,0.0038333501571517193,0.19415980556842508,0.00831128981744863,0.020066825069387464,,,0.0011361469659753375,,,,Control
9,,,0.00023814060781306867,,,0.0186244708126523,0.0025772016159685265,,,,0.0011749748702174015,,,0.1076431843089335,0.0026314436341748912,,,0.13999885063381493,,0.07347131776849547,,0.00033089647537785417,0.004982905698537381,0.009181621029771608,,3.2464553647674906e-05,,0.0030650773150402632,,0.017535093476741967,0.009059021970033807,,,0.00013772229901467053,0.003783229537501096,,,0.004486863450256137,,0.003681803012750907,,,0.00013217711127981924,,,0.5713499305843317,,0.02543275149190755,8.549671271188918e-05,,0.0003633610290255289,,,,Control
