,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa946234,condition
0,0.01647344829890981,0.05364287649861894,0.0008410245038022782,,,,3.896318548911493e-05,0.05355945797649463,0.03712766712590032,0.0013035050804988742,4.4662587621831206e-05,0.009377485392691398,0.08297997903656272,0.10120594167853612,0.030065071628531625,,0.013229970357927636,0.21117632033127,,0.004837341653769612,0.0014160423662466898,0.04493429366532178,0.08679785308702936,,0.003897769305818002,0.0014603940773885546,0.006463432894980226,,,0.01745768323448325,,,,0.1850233183266348,,0.010415294708312373,,,0.00022745795784204057,0.0260027450393181,,Control
1,0.004329959634304501,0.07404286675229026,,,,,,,0.15078245120174483,0.003609194280139021,,0.0384563812900373,,0.018891708575436695,,,,0.09043767076021958,,0.003470347954361182,,0.009627488777348217,,,,,,,,0.00469302606604305,0.0004835822068484153,,,0.5996247199527336,,0.001550602548493421,,,,,,Control
2,0.00106761676469199,0.004079527520915853,0.004095873710343318,,,,,,0.4181044377096362,0.030356578584105107,0.0023518456101405748,0.028413588276392607,,0.013664010394170808,0.1226094575441826,,,0.014972206965221628,,0.012283509512830406,,0.0028518584965537123,0.0009731498294731424,0.0786894527867395,,0.0009807713656479113,,,,0.018331900451104687,,,0.0003503900972979348,0.16289830173120187,,0.08158102349809858,0.001344499151251692,,,,,Control
3,6.251216629239638e-05,0.009390872621677978,,,,,,,0.08091492525631998,0.001197564534028493,,0.025090557351651506,,0.009307288938657808,,,,0.0721652287865014,,0.00014168086485531896,0.0007182376987495561,0.008805686499980937,,,,,0.007088458227223197,,,0.0004203265884411694,0.000605354573422195,,,0.7801929749570041,,0.0038983309351940496,,,,,,Control
4,0.013076008851764426,0.046834442013237866,0.0032087024675411828,0.0003565685245374654,,0.006919687056490065,,0.013536969206895493,0.0024147860257450137,0.0008985153990377725,0.00029256639030448444,0.008954395683149251,,0.1852675372061598,0.004631455412674992,0.0006674656231902309,0.0011832109767181361,0.4775926249657205,,,0.0012180082535826696,0.04211143662214548,0.018892746507637587,0.00596100136620737,,,0.032501485098066184,0.0014471938895981825,,0.009028339896486387,,0.005329161526473686,,0.10818949768473832,,0.0020472397888633797,,,0.006902391981381798,0.00013970692407814142,0.00039685465757408295,Control
5,0.00035837127143090365,0.0038044653965144397,,,,,,,0.1820656741240059,0.014945841204433069,0.0006303916530555952,0.041147656603722,,0.05029793570105665,0.010371958217026023,,,0.018608465965887482,,0.003074755141446577,,0.019564558297606786,0.019401004283969167,0.019484339426750718,,,,,,0.008790701527093873,,,,0.5569793232341997,,0.05047455795180112,,,,,,Control
6,0.006687102385907663,0.0066640221889935755,,0.0010086558944720054,,,0.00378258782758621,0.02871197011842808,0.08134117895902566,0.002165332785153012,,0.02432273213728675,0.015055571472343206,0.1014330545553282,0.03066660635041873,,0.013337173878099833,0.05785477057925241,,0.008422835772499833,0.0006689153958966695,0.08437012142337726,0.0519476762703879,,0.022071233283654495,,0.00029378526205306866,,,0.013086881964898196,,,,0.4248376974908338,,0.011584925328382479,,,,0.009685168675720876,,Control
7,0.01740572603955522,0.1441440535962162,0.004946969907189417,,,0.07093956157886147,,0.033749561095985106,0.008027873982818777,0.004206158924002909,,0.00026110282404007574,0.07438928704945288,0.02474610208443082,0.027595946547991242,,0.020049419444971874,0.23556500138417275,,0.0063388992298231426,,0.03591157987747176,0.011749954825933998,,,0.0004769769580581467,0.0022874355354607135,0.024929857293650652,,0.008942061611089638,,,,0.2391800191446271,,0.004059329553496691,,9.712151069942564e-05,,,,Control
8,0.0001584149288786107,0.00029518683142086473,,,,0.0003981916049105622,,0.00035410395866983566,0.025600092984853887,0.0004681306437197146,2.1442627944353368e-05,0.04701095778407473,,0.08778020705161861,,1.6132070556265858e-05,0.0107220153665487,0.015348512843532941,2.3446611864386396e-05,0.000744780623880274,,0.025994276621924377,0.009965511436736232,,0.01846450744079229,0.00024358424548001422,0.0025781253131224877,0.0012399650505204346,0.00038686909576237565,0.0012779405458050606,6.9538242025146e-05,0.0004995931912642333,,0.7357837380712857,5.3305972272878485e-05,0.014321471084516016,,,,,0.0001799577560189657,Control
9,,,0.0009227115236042092,,,0.029815854106994055,,,0.025090225836597407,,7.580319760870961e-05,0.011295941587468668,,0.002465976066853571,,0.00011312493885138444,0.008245363669794104,0.00385436592681059,3.342088128228225e-05,0.0005892407113144338,0.01205133784736631,0.1354789749973854,,,,,0.007639992375400208,0.015881455185233918,0.0002929862116197552,0.009523580593031928,0.004552409002425703,,,0.7254292211100203,0.0010641967686541233,0.0005778544173759908,0.00043752888744943644,0.0002546101839012986,0.0006956182167208149,1.3916581480319424e-05,0.003604289174755153,Control
