,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa872,taxa946234,condition
0,,0.0025242106357615136,,,,0.1832096119537,0.010787494619775248,0.0018009040881093754,0.023212220304690254,,0.05691944733009133,0.06158162430750736,,0.0074193762615418785,,0.003996666839955729,,0.016921426631764446,0.0169637973102933,0.03263213366216185,,,0.0009815373023740902,0.005444181439058494,,,,0.5140294525297648,,0.06157591478345027,,,Control
1,0.008078409320778874,0.07423323008175492,,,0.04049058790133466,0.07223888741360208,0.004066311321406541,,0.009524583504332489,0.030678392838264082,0.13372272580837163,0.034237117624386804,0.01259809385543503,0.16456396672529888,,0.030515128534479675,0.0012634513553538623,0.03233361608893233,0.0801032529658121,,0.0015894596815211866,0.0001696117368824572,,0.02804795412866185,,,,0.23822644810963037,,0.003318771003760178,,,Control
2,,0.011793193162415859,0.00037539397214321344,0.0002820306822006565,0.00011869599881099702,0.10468129051765039,0.002096485954902671,0.0001324859814611559,0.04585322453207268,,0.02568266798369512,,0.0057913841209882,0.03625968682438661,0.0006649836077965497,0.0013081075393921067,0.001208206776193178,0.019321706505245555,,,6.3842512269254e-05,0.00022012898230438775,0.00024883257582064436,0.007750480989487434,0.0006118666375885304,0.0001571036541921803,0.003016022427619189,0.6965994413524806,,0.035762736708882734,,,Control
3,0.011130126976520015,0.06984063714112108,0.009877177760025753,0.0069689632011863635,0.03631673358641443,0.16532439278073108,0.0161822428676027,0.0005339812349356814,0.010116032472440202,0.038610219594456166,0.13158425250330338,0.024122359172146612,0.010139524587339152,0.10872413012795992,0.0006488194338138073,0.004497701979467455,,0.022435078994148493,0.08641470663210814,,9.549817870550143e-05,0.008230325872783969,0.0025316851265520233,0.008549163041505542,,,0.002328888078866198,0.2053538639120359,0.0026953650712898277,0.015868759715765082,0.0008793699567756012,,Control
4,0.0007347013925689529,,,0.008617191658513155,,7.175878661557e-05,0.0005641562500368827,,0.009014343495620707,,0.011173598431692838,,0.008139075137822901,0.0007480381407392806,0.00011377544456810771,0.0005255622973669956,0.003459292821878877,0.0631097283906322,0.0005556584989903021,,,0.003610836048876232,0.05036345589372146,0.010704451759329532,,,0.0021698771248803536,0.1572296387393586,0.6682076708726601,4.343294979363448e-05,0.0006362691096127268,0.0002074867547206778,Control
5,0.001678006034534622,0.024596121399617466,,,0.0007659425478050155,0.21130193431386846,0.0011547673311303182,,0.0115396518354275,0.001322676332906425,0.24356886301541375,0.018331782334000162,0.02198350502724321,0.04269625651812665,,,0.0012482066852497527,0.025034050623100663,0.19108347917424334,,,0.0027179795419845685,0.001613725829206519,0.003956647174841618,4.888764351260429e-05,,,0.17430558679534996,0.0042019525789857935,0.015471800989351494,0.0013781762741003347,,Control
6,0.0036625055258107703,0.014312637311534189,0.0013454631287149845,,,0.11437659405513545,0.007916962951407326,0.0024402499130136415,0.15258129935943213,0.006282286390590429,,,,0.025419841190143847,0.0008895026825889069,0.006930747000684404,,0.0015392602139030697,,,,0.00017174942444488995,0.29535528045180287,0.004862898752324731,,,0.003732909820620974,,0.31953359748530685,0.0386462143425406,,,Control
7,0.007894171188402825,0.024812029254805516,0.0009123850653410424,0.0013830893432507836,0.012314579721309026,0.0028723435595674413,0.0008863075682570303,0.00015264610217796204,0.025436579854424286,,0.31370137883401944,0.0016768157957619155,0.005836776690427376,0.2614721892768023,,,0.0004450632242915704,0.06385309749383251,0.021381474502427167,0.032089724047707636,,0.027318633189998033,0.004928101394545985,0.010344037473035977,,0.0037555960235635824,,0.1673400625641708,,0.0006354616862647968,0.007603499840152579,0.000953956305462417,Control
8,0.013364950275669108,0.07296571062417281,0.000632009031174062,0.010586048204808851,0.035478051651793525,0.06673178462261836,0.005740954834544426,0.0012644303317748515,0.008726197753482054,0.3472710289100844,0.0978799766202008,0.06991656594409236,,0.0826649672920897,,0.001955393890971021,,0.008345673072612086,0.03806308402473493,,,0.0020558845637359767,0.0007573389368993813,0.0026765561856750193,,,,0.12086708918098865,0.0007632137762302559,0.010569763562453096,0.0007233267091943192,,Control
9,,0.0006970747826278779,,0.0015814533187006453,0.002857886285163949,0.008698093522528842,0.001963681320912595,,0.017978051970775403,,0.15760287292673647,,0.006359203076674718,0.025933347738743354,7.881196477927383e-05,,,0.01558982884467776,,0.06185295351848798,,0.012109769224328833,0.002638997584002174,0.008087852278703574,0.005985197187836686,0.00041892670336871014,,0.6686814186755278,,0.0008845790754233512,,,Control
