,taxa100883,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,0.002074954192039511,,,0.016894183485263788,,,,,,,,0.1599752989324127,0.009534466930619174,,,0.06092597350925418,,0.03367002280897227,,,,0.07422618391791554,0.00036944748901208735,,,0.0033885340636129104,0.002876448594532036,0.016884304671096473,,,,,0.004989506784074022,,,0.0003145091857347101,,0.0074931813501294695,,0.002134529489721951,,,,0.006401874797320503,0.5817825191157575,,0.016064060682531304,,,,,,,,Control
1,,0.0005123082864860106,,,0.004533655118061852,0.0014747550271474934,0.0005977789183026543,0.008145485243273751,9.340939978996287e-05,0.0018929322076641486,,1.4124820939541851e-05,0.015321925289388713,0.000527670318018797,,,0.06374696651427669,,0.07509538378169502,,0.0006993332878314771,0.018987677176289516,0.0028874433228672195,2.9177549824017104e-05,,0.03611500202387033,0.0015449667283141213,0.0031861265802530063,0.026684673579512118,0.00862789427375635,,0.007968048624025928,1.185660151859352e-05,0.0010979213006217603,,,0.07998556175237682,0.0017195165228443719,0.05719449301068807,,,0.0006275750734232937,,,0.00014083580586433695,0.2771300178426388,0.2570758651349725,0.038906561525761094,,,0.007094887247843593,0.00032817010985811465,,,,Control
2,,0.001647961219659303,,,0.025493776511942966,,,,,,,0.031708657131977104,0.08357862800358068,0.001185648519562319,,,0.03506566126271722,0.010847963210777257,0.13784758489836588,0.0032111962221855334,,,0.23471547339244184,,,,0.021466844152708796,0.00015565979426773732,0.013393068254693852,0.10180067581861911,,0.004779201611478131,,0.000835025092234391,,,,,0.025383953912256403,,,,,,,0.24372217101546184,,0.018736523657385012,,,,,0.004424326317684529,,,Control
3,,,,,0.019118764907866112,0.0031681798843865364,,,0.0005330034700169167,,,0.008905805473392168,0.03772811681516565,0.0007716301417646075,,,0.04394823807421119,,0.17529130197212292,0.059293435195770634,,0.00800795623867103,0.08024005823015022,0.0025035133669245486,,0.002422559747400512,0.0272602996594504,0.0002554626050733623,0.021943471589614544,,,0.02327492171795073,,0.009415520915874772,,,,,0.0033516613134447525,,,0.00041111937785681603,,,0.0076262745406411375,0.455217425493434,,0.009311279268816423,,,,,,,,Control
4,,0.011118006754868815,,,0.0697645837408142,0.009866421945290454,,,,0.006961374304954035,,0.03627718625136214,0.16514436174522898,0.016164621112632373,,0.0005333997527173154,0.010105016555366175,0.038568174753415854,0.13144096300539274,0.024096090977674695,0.0008205646287965575,0.01012848308837911,0.10860573430383634,0.0006481128978177652,,,0.004492804178658247,,0.022410648174019953,0.08632060479476934,,,9.539418536421805e-05,0.008221363407750983,,,0.002528928232138367,,0.008539853376735868,,,,,,0.0023263520215708743,0.20513024253262174,0.0026924299365726893,0.015851479330241135,,0.0002683916496688926,,0.0008784123613400764,,,,Control
5,0.0008565389751818421,0.0064849315295401645,0.0008279092851912826,,0.0445418671895266,0.4673346995830393,,,0.0008679908511780658,0.019787410236975105,0.21136993373351504,0.021676969776352015,0.0010142067679155653,0.007537992876728631,,0.0017499898006729411,0.0012078661709231347,2.453973427762231e-05,0.0,,,,3.282189459631984e-05,0.07094017959200033,0.0009899737803164134,,0.003341902813040865,0.0,0.00015613405934137192,,1.4723840566573385e-05,,,,0.002315835173557782,0.032533757216343426,0.006022255289514162,0.000847643321506204,0.06868139930063802,,,,,9.130826129131968e-05,0.02177891192249698,0.0034344380610460646,7.873164747403824e-05,7.392594951133721e-05,0.002037922682863709,,0.00036973199644950954,,,0.0009755566864283104,,Control
6,,0.0016770227394275082,,,0.008859173541941632,,0.0030538968151704103,,,,,0.03759900014971395,0.15417138684333598,0.003906669107669864,,,0.03033704995977082,0.0005505642897844223,0.15068801487337025,0.003719578156755652,,0.018890419893050292,0.03926809443387432,,,,0.029666838072318638,,0.09226230130724784,0.04174558225442845,,0.041138798009113416,,0.0007279763472556322,,,,,0.02252391767833413,,,,,,,0.2832281045411103,,0.030839631650146308,,,,,0.005145979336180301,,,Control
7,,0.0005120287619260952,,,0.0825137059521788,0.00052507535915275,,,,,,0.0016190827158278508,0.011295141728196425,0.0014567027595761021,,6.332617576937793e-05,0.05950241883912583,,0.0008666954896106938,,,,0.00728150662907641,0.0008572617962314202,,,0.000737734893947222,,0.009566367237224472,,,,,,,,0.001660430393192326,4.536201497267643e-05,0.0028076277231760967,,0.000511225894404455,,,0.00023463803319937493,0.011348130984624685,0.015340189019100621,0.7343789077067655,0.056876439892720856,,,,,,,,Control
8,,0.0031473312444324467,,,0.051894679429232954,0.0,,8.912196057622744e-05,,0.00030077376775783333,,0.01967775883864731,0.09824560285404085,0.0031456865485048583,,0.0003242106847259762,0.09173620475313013,0.013224897160247457,0.0880825127499912,5.4686139592333336e-05,0.000645337564587723,0.00593087630838131,0.03131768309217636,0.00017063720248735586,7.020795740895425e-05,,0.040173856694765614,0.002041478820119812,0.017108229832275966,0.0014944118372055301,,,0.00151754037368725,0.002389948769777726,,,0.0018115297707437786,,0.034071109661951246,,,0.0009505314526509519,,,0.000722124305707033,0.42790670709055145,,0.053514807711403566,0.0006705219709789291,,,0.007549565481615281,,,1.942797064464473e-05,Control
9,,6.251216629239637e-05,,,0.009390872621677976,,,,,,,,0.08091492525631996,0.0011975645340284928,,,0.025090557351651502,,0.009307288938657806,,,,0.07216522878650139,,,,0.00014168086485531896,0.0007182376987495559,0.008805686499980935,,,,,0.007088458227223196,,,,,0.0004203265884411694,,0.000605354573422195,,,,,0.780192974957004,,0.003898330935194049,,,,,,,,Control
