,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa946234,condition
0,,0.0044647352948868685,0.0034598792589517415,,,,,0.3058177336648517,0.030018821510693027,0.0028172644046984534,0.024747135113155027,,0.02512460745932252,0.10773643952892013,,,0.01814452551365349,,0.01508316165706652,,0.010370418914140223,0.007997964635440577,0.15997833166441858,,0.0005709682581530068,,,0.01890387922728695,,,,0.23896695027696171,,0.025797183617399563,,,,,,Control
1,0.004329959634304502,0.07404286675229024,,,,,,0.15078245120174483,0.00360919428013902,,0.038456381290037304,,0.018891708575436688,,,,0.09043767076021957,,0.003470347954361181,,0.009627488777348219,,,,,,,0.004693026066043049,0.0004835822068484152,,,0.5996247199527335,,0.001550602548493421,,,,,,Control
2,0.010654157472078835,0.0018582857435838981,0.0005452398085866105,0.0010692929139058185,,0.0018444084529437496,0.002068140039447523,0.012765094652126515,0.004038715310348656,8.262814274287086e-05,0.022505681479314945,,0.14945842019440284,,,0.016809318505324695,0.07148330122311898,,0.0010602885650171725,,0.029111801491607473,0.03278186816510332,,0.0005458754096846327,0.005667231256997572,,,0.002910629294875795,,0.0009798850261173789,,0.5754954801876252,0.02654937566493144,0.0285380655671262,0.0011369844308451705,,3.983100214271724e-05,,,Control
3,0.00106761676469199,0.0040795275209158524,0.004095873710343317,,,,,0.4181044377096361,0.030356578584105107,0.002351845610140574,0.028413588276392607,,0.013664010394170806,0.1226094575441826,,,0.014972206965221628,,0.012283509512830405,,0.0028518584965537123,0.0009731498294731424,0.0786894527867395,,0.0009807713656479113,,,0.018331900451104687,,,0.0003503900972979348,0.16289830173120187,,0.08158102349809858,0.0013444991512516918,,,,,Control
4,0.0004999386093013818,0.0024997931944655033,,,,,,0.2094244036138992,0.021270124481909573,0.0018748699328387762,0.0516116510532661,,0.05720341232136359,0.06534864608973298,,,0.010843119624933877,,0.00818679517118591,,0.042578906075836434,0.02251616538273646,0.02596816536751396,,,,0.002314319175149366,0.008028761692524538,,,,0.4255356864231215,,0.04429524179022088,,,,,,Control
5,0.004630547647443756,0.08572292033930333,0.007911689293328267,,0.007962205973491955,,0.006478125833386443,0.22484030622656384,0.061806325487741315,0.004459124011899289,0.07801207648425222,0.0023011180507089765,0.05751951331675202,0.03128248194778108,,,0.05029318548858956,0.007804549521112975,0.011261888906381603,,0.020374875956569425,0.014538811576779914,,,4.252283187404893e-05,0.001919744871890809,,0.02095465200890959,0.0007720725139742461,,0.010123209627790881,0.17144806119202047,0.07547436272930408,0.042065628162149885,,,,,,Control
6,,0.0006965853689818312,,,0.001580342986130817,,0.002855879773693923,0.008691986622995815,0.001962302627465504,,0.017965429646480922,,0.15749222052818646,,,0.006354738303538077,0.025915140030492646,7.875663118810691e-05,,,0.015578883283073375,,0.061809526786873736,,,0.012101266999809223,0.0026371447534857327,0.00808217382730775,0.005980995002861692,0.0004186325764680797,,0.6682119399060852,,0.0008839580157016273,0.0007020963291794722,,,,,Control
7,0.016473448298909805,0.053642876498618916,0.0008410245038022782,,,3.8963185489114926e-05,0.05355945797649462,0.03712766712590031,0.0013035050804988736,4.466258762183119e-05,0.009377485392691393,0.08297997903656269,0.1012059416785361,0.030065071628531618,,0.01322997035792763,0.21117632033126996,,0.00483734165376961,0.0014160423662466892,0.04493429366532178,0.08679785308702934,,0.003897769305818001,0.0014603940773885542,0.0064634328949802235,,0.017457683234483247,,,,0.18502331832663477,,0.010415294708312369,,,0.00022745795784204047,0.026002745039318095,,Control
8,0.007863491953425086,0.024715601896237338,0.0009088392496826616,0.0016068260544497095,0.0013777142225517125,,0.012266721386861306,0.0028611807280430604,0.0008828630979636762,0.00015205287135924942,0.02533772529556567,,0.312482236496667,0.0016702991615789454,0.0014404265218900159,0.0058140931383071385,0.2604560260161485,,,0.0004433335684591697,0.06360494425072226,0.0212983793598498,0.03196501327555252,,,0.027212464379250952,0.004908949240751866,0.010303837286255127,,0.003741000594843005,,0.16668972638852042,,0.000632992082055946,,,0.007573950245561581,0.000839062306571412,0.0009502489308748515,Control
9,0.004691702042609937,0.14608554091008805,0.0008369510355430112,,0.00044638732090724047,,,0.48743177856528697,0.006070262976544915,,0.03313624778909802,,0.017843199551154022,,,,0.06768763407364102,7.678264978133572e-05,0.0034734576385989807,0.000544632837359737,0.007248705350813579,,,,,0.0009536364796988993,0.000651241818289728,0.0040769370211979575,0.0002766996801831337,,0.0017354692613962529,0.1970452383824173,,0.019687494615389965,,,,,,Control
10,0.031060524480436932,,0.0011718194613521472,,,0.037750190763753286,0.005062916283526676,0.1227103091508552,0.07799366588622489,0.010332055125045956,0.0020390899538381166,0.005369883976938408,0.10687502471305516,,,0.0005811248625533488,0.1028128294197669,,0.05018874464410256,,0.02864747867946894,0.10110478924285929,,,0.003146445147954432,,0.0005075115068191207,0.07283925871771423,,0.0008589626994816778,,0.1843152233260954,0.03611050584574175,0.011679915668539672,,0.006841730443875916,,,,Control
11,0.03797983351077343,0.3244131373697272,0.012088339936150397,,0.0003965500250791374,,0.0019967544887846155,0.24191713968291856,0.03733161683773442,0.0007938208629797637,0.11000942308304203,,0.0022093942711238577,0.04260292100128315,,,0.0953090634283361,,0.021879758329996137,,0.0008404677498561205,,,,0.005351932226295273,2.5125475491900683e-05,,0.015172595026041421,,0.0003773969986795738,,0.03963245136392716,,0.006926187428427148,0.002746090903352491,,,,,Control
12,0.01740572603955522,0.14414405359621618,0.004946969907189417,,0.07093956157886146,,0.03374956109598511,0.008027873982818779,0.0042061589240029095,,0.0002611028240400757,0.07438928704945287,0.02474610208443082,0.027595946547991242,,0.020049419444971874,0.2355650013841727,,0.0063388992298231426,,0.03591157987747176,0.011749954825933996,,,0.0004769769580581466,0.0022874355354607135,0.02492985729365066,0.00894206161108964,,,,0.2391800191446271,,0.00405932955349669,,9.712151069942564e-05,,,,Control
13,,0.007599107194561079,0.004050134459262451,,,,,0.1386266360395525,0.02536632148513735,0.002662669293202468,0.03383121019431828,,0.040725968264159876,0.025203466783431692,,,0.05975223328351857,,0.008308028035797558,,0.01683692077621651,0.025044980610842284,0.07556559752842847,,,,0.005183310593276733,0.01937879515966974,,,,0.47578971323146196,,0.03607490706716259,,,,,,Control
