,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa872,taxa946234,condition
0,0.010154520971582355,0.009713120387861122,0.00039579907955286794,0.0012854130018349387,0.0003332755714280536,,0.003871402879180079,0.0008471990292483655,0.0006206199892600217,,0.012442617649408384,,0.28811250099856306,4.77991670198494e-05,6.0435728415901544e-05,0.008379908219006334,0.08153680805074229,,,0.0009975191682900985,0.06581384894606135,0.03202994711214466,0.0005966654641788099,,0.026588314125576884,0.010529442254046091,0.018204669879723013,3.0327747350525144e-05,0.0030922215151852465,,0.4167296205504332,0.0004909578810222694,0.0009319189321732018,,0.004995837077143571,0.001167288623567495,Control
1,0.0011368371253583519,0.08120471038087702,0.0007649486156491793,,0.00038940218617237614,0.0006427962646210103,0.000706200207259951,0.1868088540723898,0.00493309276783815,0.0002431962415206926,0.09140565099831836,,0.0091664143995231,0.0038757322628856054,,0.011169845971649349,0.002288084237680099,0.00020306997013031392,0.003368279029666949,0.0019835901285381926,0.017300408656145686,,,0.00017923806861392885,0.002159946199759442,0.001842372256296915,0.016148607313556107,9.455168369058834e-05,0.0003073761065345855,0.006743319668601338,0.2699932749699303,0.26443877922580905,0.018194492924197597,,0.0021445385983139653,0.00016238946847211243,Control
2,0.014494623417884244,0.019220015694044083,0.0013461920267522805,0.0007568006563550848,0.0006977692827941763,0.0036177469523323968,0.004055870427979765,0.05966665260059719,0.07621619041491907,0.010183949600120092,0.04114256145892351,,0.03823042389368635,,0.00025215158980020877,0.009538639838752114,0.11311518012524338,1.579550425360247e-05,0.15834013001198843,,0.014760495190211305,0.04150020856983353,,0.0019524165622664545,,,0.03745586770700239,0.00038981459767467114,0.0010821649848489986,0.00022886186820000664,0.262063556958473,0.0472325930660734,0.04217503401798198,0.0002682929810082697,,,Control
3,,0.0075821501386864176,0.009062945776875622,,,,,0.2576396648509952,0.0326713850097934,0.0005841819045743352,0.03524453115591398,,0.06618820348266094,0.010401102909593332,,,0.05471059878796638,,0.06586648450393648,,0.025660899313063854,0.029489627717538602,0.032178964181987346,0.00024237441729444933,,,0.04388824288238401,,,,0.26412552753786256,,0.06430493104240885,0.00015818438646414084,,,Control
4,0.005697411100286432,0.1246174439093342,5.3898262773888286e-05,,5.481007548998789e-05,,0.00033544576700064683,0.3240045436640769,0.008213001071481254,,0.049376988764846336,,0.02561940450929887,,,,0.08791130858498014,,0.0073383700516937034,0.0012208159143333715,0.01322513425935682,,,,0.0007704817451041737,0.0016242423849454454,0.00570966991569177,0.00047090061160344503,,,0.32357497856227,0.0005815338878235316,0.019599616957609214,,,,Control
5,0.08761302664994386,0.004673369948663605,,,,0.0023010171173788447,0.008104639804733896,0.10925626023180365,0.05853909962219593,0.014352569500305433,0.013030767159459208,0.368659226542522,0.023019748653896187,,,,0.0152047450579377,,0.028223512845767674,,0.006684750857267036,0.009959038108353005,,0.015021782162086411,,,0.0634249355088818,,,,0.0980071245443404,0.020056013947453103,0.053868371737010326,,,,Control
6,0.00366250552581077,0.014312637311534187,0.0013454631287149845,,,,,0.11437659405513544,0.007916962951407328,0.0024402499130136406,0.1525812993594321,0.006282286390590428,,,,,0.025419841190143837,0.0008895026825889068,0.006930747000684404,,0.0015392602139030695,,,,0.00017174942444488992,0.29535528045180287,0.00486289875232473,,,0.0037329098206209735,,0.3195335974853068,0.0386462143425406,,,,Control
7,0.0004999386093013818,0.0024997931944655033,,,,,,0.2094244036138992,0.021270124481909576,0.0018748699328387762,0.0516116510532661,,0.05720341232136359,0.06534864608973298,,,0.010843119624933877,,0.008186795171185911,,0.042578906075836434,0.02251616538273646,0.025968165367513958,,,0.002314319175149366,0.008028761692524535,,,,0.4255356864231215,,0.04429524179022088,,,,Control
8,0.01307783591599385,0.046840986023315996,0.0032091508081294896,0.0003566183465897374,0.006920653919761805,,0.013538860679476544,0.002415123435211416,0.0008986409454001048,0.0002926072695660784,0.008955646849023658,,0.185293423980476,0.004632102549474193,0.0006675588857888053,0.0011833763025813969,0.4776593572852841,,,0.0012181784415457163,0.04211732070347138,0.01889538632394017,0.005961834275735895,,0.03250602641503063,0.0014473961008553556,0.009029601394322838,,0.005329906151267704,,0.10820461461861773,,0.002047525842400792,,0.0069033564280741805,0.0003969101086645,Control
9,0.009351546169965818,0.011643218923218712,,0.0007245472243838824,,0.0017010923983628633,0.041852907351976436,0.04131140922841564,0.008157955544459526,5.195067341990009e-05,0.017430035244654207,0.011123712189019707,0.11973727195221387,0.028363261631134284,,0.014500293484121315,0.0709928793581064,,0.012926262446515508,0.0009368119390934127,0.0814460135294852,0.05838756370995801,,,0.00028163851786534795,,0.02692181636127497,,,,0.43293502713068144,,0.008740992959037054,,0.0004817920326364967,,Control
