,taxa102106,taxa1263,taxa1301,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,condition
0,4.2034825903905756e-05,0.029197693939064292,0.0011391944263644048,,,0.04752416901200738,,,0.05565015923602362,0.002664501518622035,0.00023073574315445137,0.09655602087601388,0.0001470712462951112,0.04868139283357876,0.011595332047776678,0.008046174699167385,0.07112373573930547,0.000792888234158492,0.0059998383431755595,0.006165749294574589,0.020246706951223194,,,,0.00014869186608899677,0.0017850114142277857,0.0030168850350550187,,0.011432864913439656,0.0011009072837338595,0.00026811128715093624,0.0011734300195102364,0.5137455906480514,,0.06032341898916677,,0.0009439097412011991,0.00025777983596491597,Control
1,0.022591006249019507,0.2408717986848298,0.0013219315418605867,,,0.0031818074112325468,,7.200507896250589e-05,0.2192896806201956,0.016909958721173457,0.00027841963865502277,0.05595366590623856,,0.03182246591146787,,,0.11586791756000626,,0.014114527499607801,0.0018561990142760025,0.017579350618365325,,,,0.0022480904865868324,0.00014911690111384196,0.013685561071746065,,0.011207156467342988,0.0003864783245306698,,,0.2278067069105266,,0.002180170802175391,0.0006259845800868065,,,Control
2,0.027460537490404873,0.17298788155939177,0.03444211484753956,,0.0008732585866174524,,0.0018005152787078016,0.0004862891766973166,0.30190861356546733,0.033391346420813664,0.0008233435136944911,0.07848047902137877,,0.002933148508059906,0.024053246827483714,,0.23412619020398825,,0.01984537555733394,,1.5005144621012914e-05,,,,0.007233704617093209,,0.000299490437537768,,0.02517648908197096,,0.00018189910009962598,,0.016371837691290077,,0.015351998236129935,0.0017572351336784856,,,Control
3,,0.0064854876518855836,,,,,,,0.13519597826428897,0.004987796254659434,0.00099194879416256,0.015303522705618734,,0.0565396786530736,0.03145773091888661,,0.011642499290177032,,0.0025450434519858115,,0.02203396690752224,0.05829605218205691,0.008112019181350199,,,,,,0.008948077426707897,,,,0.6039035554466414,,0.03355664287098293,,,,Control
4,,0.002457750912037517,0.002332548615681315,,,,,0.005186790612482022,0.07225355594582825,0.0035325154067238273,,0.03630876882110979,,0.07535799677971876,,,0.022891547548735538,0.0050416300207329675,0.014091996836713059,0.003470068575262681,0.0466292650954413,0.011293205980204871,0.04746113507764034,,,0.00435769833118816,,,0.009767939549821102,0.0138368598646807,,0.02712959898537788,0.5519806087671031,,0.04461851827351692,,,,Control
5,0.004329959634304502,0.07404286675229027,,,,,,,0.15078245120174488,0.0036091942801390214,,0.0384563812900373,,0.018891708575436695,,,0.09043767076021958,,0.0034703479543611825,,0.009627488777348222,,,,,,,,0.00469302606604305,0.0004835822068484153,,,0.5996247199527337,,0.0015506025484934214,,,,Control
6,,0.005973150357391743,7.72738904268371e-05,,,,,,0.07733316071452051,0.013584122845257007,0.0012809866783454085,0.012122189844956612,,0.03352533804798465,0.006441952035570264,0.0011322040961230554,0.0395194251793533,0.0004904464590048864,0.002593226801902717,,0.005483108473729406,0.0332942243835536,0.0886653160593148,,,0.008467863063383808,0.0007576684727584249,,0.01192566737231349,0.0002735940753986837,,,0.6458448595162695,,0.011214221632441278,,,,Control
7,0.00674783115686529,0.046347597941061934,0.4862804845611564,,0.0009031792676257737,0.020589593383139943,0.21993888724569155,0.022555755812840056,0.0010553227889716162,0.007843583692767967,0.0018209345229609046,0.0012568331592017036,2.5534577009092436e-05,0.0,,,3.415249674966114e-05,0.07381609997638051,0.0034773838123549053,0.0,0.0001624637462203506,,1.5320746205455464e-05,,,,0.006266397986173026,0.0008820068475224013,0.07146574855676442,,,0.022661830701498666,0.0035736704464933568,8.192343457083823e-05,7.692291323989097e-05,0.0021205402265342555,,,Control
8,0.013950488123381545,0.0184984868485881,0.0012956553157377512,0.0379560649008351,0.00011096739600357583,0.0006715746806136409,0.0034819349518002024,0.0039036110566137905,0.05742673710581051,0.07335499712816379,0.009801639121599847,0.03959804945950002,,0.036795234971241694,,0.009180554606167835,0.10886878061035621,1.5202533252489885e-05,0.1523959636275508,,0.014206378938565786,0.039942270321903096,,0.00044453538839032476,0.0018791218839245532,,,,0.036049756004889674,0.00037518076588808984,0.001041539978889563,0.000220270281067098,0.25222556209424773,0.04545945828380489,0.04059176249071204,0.00025822113050032094,,,Control
9,0.0010359837112309987,0.013504330517204236,,,,0.0003823518998006794,,0.0015267237035777672,0.038517824834726225,0.00045646870975124304,,0.08589931819760718,,0.23129296362051743,0.05595932700697844,0.00325504925929126,0.20940992386923604,0.0001419367878579736,2.714863651392514e-05,0.0011848366916609608,0.1615354195254026,0.016193181026385683,,,0.0009689895473620353,0.0038591322284147953,0.0005871537813353845,,0.0038945390053131846,7.638779855629125e-05,,,0.1338386489434587,,0.029959707500796656,,0.0035524455398867664,0.0029402076571335726,Control
10,0.012093651026512381,0.00837205974546291,,0.00230054321273772,,,0.0001994869422651799,,0.021910882842607487,0.006486985461577219,0.002086623106691081,0.023894308828261122,0.10586622539673934,0.14143881941668782,,0.0038633455681888126,0.01413573751353496,,0.027883429109402665,,0.0350516599014648,0.040098731087787345,,,0.002131365914413607,,0.0022666252778512897,0.002980963791006552,0.014169964730502421,,,,0.37783857805295185,0.12923764132000357,0.024631224933331673,,0.0010611468200183447,,Control
11,0.005312816822427592,,0.0012514034575913384,,,0.0024880553947444974,0.0005053685218646415,0.05259020193696746,0.00021477388498105401,0.0015574717173121777,,8.58270280039563e-05,,0.000255830564242562,,,0.00010377643049516827,0.007886905560147208,,0.00013761208576595874,0.02023898288369736,,,,,,0.07772813381093872,0.0066898660974574154,0.012950184424952717,,,0.0014578215862402768,0.15802798373742874,0.6473555165941195,0.003054802620530237,0.00010666484009145528,,,Control
12,0.017957066316454735,0.15171480297747258,,,,,,0.0622419059113785,0.19559931946119882,0.0612312919476637,,0.1017482488879156,,0.0133061025519366,,,0.01381728275732742,,0.02494850965904049,,,,0.05331943057419778,,,,,,0.03250734834655123,,,,0.17733464306218127,,0.0942740475466811,,,,Control
13,,0.010066226541160508,0.0076555758270239836,,,,,0.01070368152176798,0.045169409084772044,0.0014632384420895693,0.0005483682237231572,0.06002197165610204,,0.10970780236126065,0.00022975613077289684,0.003393028384287035,0.044615386390728526,0.03405087407725391,0.08052300388542889,,0.024303144231690197,,,0.06766681552925266,,0.006965845845291384,,,0.005890457908238332,,0.00032184321884761905,0.023815936605309902,0.4324008073198849,,0.030486826815113825,,,,Control
14,0.008542186715382996,,0.002465032177596218,,,0.00046590441043048295,,0.004664496821722093,0.03220910080751717,0.0021249441727566295,,0.009352016228094841,,0.23206260446624002,,0.007303006194186011,0.06573573970504233,,,0.0031332929899561958,0.05792825617351113,0.11591669419110906,0.16170841310877704,0.002825012503383967,,0.05632778263529631,,0.0009654339116007473,0.0017681950869198498,,0.0003478631759716112,,0.23091248499619169,,0.0024984553158390642,0.0006908794920167674,5.220472045785864e-05,,Control
15,0.0006950362825487973,0.0004482217141524039,0.0008381201165578268,,,,,,0.04690405129061013,0.013152209515095142,,0.025452575781456696,,0.07780763680196934,,,0.030526401187293106,0.0023859077962930185,0.007294450183718431,0.0020792563353949647,0.026126522838823628,,,,,0.0010648545136088064,,,0.004922366424984818,0.0018525219383439852,,0.00469946643251236,0.7507653168822578,,0.002643620146123104,,,0.00034146381825568084,Control
16,0.00905233254924841,0.17028452306342473,0.0033870088032774003,,,0.0004989172809068715,,0.0004053072451847573,0.4392297871168584,0.011289693101313596,,0.04655616445790357,,0.011801320365518949,,,0.08309746731390744,0.0030715792971318713,0.008857547011555089,0.00016401930828034228,0.00484199927230302,,,,0.00014616480793248215,,,,0.007358172473868125,,,0.010698073640634506,0.18799679264580196,,0.0012631302449486136,,,,Control
17,0.0007510981653541147,0.008847218785063758,0.0001618400289902862,,,,,,0.2907646361433987,0.014046803962945243,,0.130508319694002,,,,,0.0060142052836162484,7.338626900631197e-05,0.0039684952855555105,,0.0002277467521156004,,,,,,0.001272931989573296,,0.008015146405606667,,,0.0020744357902123963,,0.5026092233207037,0.030664512123856076,,,,Control
18,0.030940982620465816,,0.00116730950924079,0.002569484666845383,0.0012791902016817092,,0.03760490255327873,0.005043430764864811,0.12223803706791712,0.07769349362442429,0.010292290404145955,0.0020312421595781137,0.005349217039429459,0.1064636974913688,,0.0005788883018993634,0.1024171362670169,,0.04999558448390789,,0.0285372238482286,0.10071566978141257,,,0.0031343355035883015,,0.0005055582600373377,,0.07255892409324523,,0.0008556568313271804,,0.1836058539581933,0.03597152824940344,0.011634963470639647,,0.006815398847859333,,Control
19,0.023540569856651847,0.05523673616507009,,,,,0.007354578747558748,0.06344508795662986,0.04493122799162527,0.007870654436834641,,0.006295154648435152,0.005998208424448613,0.13714282344683174,0.021617369205981594,0.01205622729401225,0.1431544049813677,,0.015930638416480562,0.009413616500690924,0.05537004606562575,0.08113529070034978,,0.0012647592540079053,0.0011001752298621758,0.0006089503593312561,,,0.019588868475883495,,,,0.2806805207173168,,0.004915828908009744,,0.0013482622169941904,,Control
20,0.01108105386947093,0.15268851606097603,,,,0.00030429762904412,,,0.25366381193854554,0.023836409103988113,,0.06974201142061606,,0.0029118329051326325,,,0.33002851320914406,,0.010518864766433425,,0.0024753697287744213,,,,,,0.0046322337766279585,,0.01403060455260735,,,,0.11747912361873968,,0.006607357419899551,,,,Control
21,0.0004532258694303894,0.002358449398471806,,,,0.002728435877367896,,,0.04147137780765203,0.0009811149497642713,,0.010649496280611794,,0.036485388762763,,,0.0329908478037867,,,,0.44033435800182286,,0.012584383301552704,,,0.018313372191162445,0.001235171659298047,,0.009275188718832775,,0.004366788875544802,,0.382834604945348,,0.0029377955565905267,,,,Control
22,0.016595905005239848,0.15357971689003289,0.0007377998136240208,,,0.0013690086085439562,,0.031181672254779975,0.14750719489376254,0.012650243206933275,0.0009018022325013959,0.013957196846172276,0.3143453570113145,0.05632681017405998,0.05943546863638428,,0.08622052520877592,0.0003674751753738865,0.006746789341320272,5.118479611037764e-05,0.007018332599860481,0.020120479511834245,,,,0.002776643269410383,,,0.009119336560613879,,8.432299400451903e-05,0.0005969097047428783,0.03451248328578953,0.0031467568363363506,0.019867193922834436,,0.00045538638188923617,0.00032800483775474986,Control
23,0.001976722804986663,0.07398731300494994,0.0013334158355532096,,,,,,0.10235469632492926,0.010071698051691377,,0.26501091956612016,0.0016070404075656404,,,,0.02497836507828274,,0.09508830746637492,,0.00095672191802937,,,,,9.851185744457787e-05,,,0.02756999819628645,,,0.00026030268381707855,,0.38869588705983643,0.006010099744132104,,,,Control
24,0.06345244850395028,0.057387577014513746,0.000359511741836679,0.016898082313991602,,,0.008186105260458243,0.20833018474323758,0.18019781847359095,0.07711183379840872,0.010537472343929538,0.005099685507371823,,0.014324825499412183,,,0.12180463902960224,,0.10002269274752612,,0.0006647532398419614,0.016928881249836845,,,0.003633129487885828,,,,0.08268334984339484,,,,0.01988901391653923,0.002201036218174624,0.010244939700492372,4.2019366004478094e-05,,,Control
25,,0.02289297576432771,0.00011231073154201148,1.5897343874072904e-05,,0.026035846337417807,,0.001607347271987199,0.0001366714095648714,0.0008706940929015611,2.2645137317024716e-05,0.0004681138739322332,,0.038423422666112664,,0.04793735394315315,0.009569857904050722,8.223158449970086e-05,,0.01026110643912192,0.06301432625169566,,,,,,0.09471305808969512,0.000507800048927221,0.05130438850180572,6.621987124523894e-05,0.0004873279298375875,,0.6000092181720594,,0.03130015454734372,0.00016103208758773134,,,Control
26,0.0016154022237285064,0.02802369485772893,,,,,,,0.21955901551562645,0.0021276152590548264,,0.04520820964456905,,0.04024967200570735,,,0.046801469220303774,,0.002288680273913656,0.0014700089460342215,0.01710858269257835,,,,,0.0020459200098357846,0.00043597761711944175,,0.0017768716705141626,0.00040534189866230097,,7.623541820687827e-05,0.5898508212394706,,0.000956481506945714,,,,Control
27,0.00781541583533526,0.03513579447651434,0.0017320373394806824,,,0.0013640567888319425,,0.03141443770169022,0.1517670568743478,0.006652085249352204,0.0003127887144236939,0.010588858069366484,0.014581767072613465,0.1888809435495591,0.014967165579181133,0.012183650310401613,0.05827796224605591,0.00015214479567740894,0.0012098134442486382,0.00159479224103513,0.01801132062207285,0.11987750770036287,,,,0.007616788181392273,0.0012401374759388253,,0.0035271360735835183,0.00015686653071567337,,0.0015306815719600285,0.2956215350990174,0.003491460742183298,0.009225535772651606,,0.0006360701733768643,0.0004341897686297367,Control
28,,0.004950070234096279,,,,,,,0.18626571545547105,0.009881995490421657,,0.032807022046248246,,0.0795688352287651,0.037751177619082185,,0.015109252815880004,,0.004519101949913446,,0.011853382163707397,0.026920831356767164,0.017103897140231205,,0.001062934802789154,0.0004145275308434548,,,0.006463521777782769,,,,0.5215478127181659,,0.04377992166983519,,,,Control
