taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa61170,taxa644652,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
,,256144258.21641803,,,316436589.0964155,,50943731.634808265,,,,,48968502.66043101,985727591.4354669,1859406945.4610734,43516379.95103192,,,1004042012.6339164,98970013.26895249,3649536108.4841747,401673240.1671202,,437399120.74716103,2669061890.010375,,,,691617224.0009875,106797318.1487829,1454578246.3361282,1722733368.9371138,,220568053.37232375,16533034.570626054,34457317.3753787,,,,,336169249.2354738,,,1616988.6883411354,,,,,7107830793.039203,,205580850.17294943,,27739085.16190673,,,269853083.40877295,,,Control
55725465.06836238,,920641535.6465667,1230175.1743323621,,8429885.656779533,89293073.70980601,33400971.366832864,115063038.11872855,,,,798324874.9859581,1184349923.8144038,1600737264.296192,1139539200.233046,,153443523.33863586,394577461.8930271,,3351947987.5658984,,,414613143.6168148,12346155675.911077,,,,8467035966.825109,,291154527.5154913,4527632773.100542,,,126110109.2061594,,50564610.65174096,,28093084.060849003,,810406077.395238,,,,25750360.023674224,,,,6592856737.085287,1638769771.6779416,1824222355.030779,,110519721.83742936,,,,,,Control
,,2092928059.25909,,,15089300919.571701,160376385.47751778,,,,,5964977.323584762,,550494557.787952,11453405612.382048,1736154615.0827937,,56526635.16920652,5871268756.005546,,588397769.1971877,,,,19891287984.80724,,,,675701379.2632941,,186284727.12965378,,,,181668541.5346184,,,,520056584.0206875,,970906448.0658058,,,6527574.942979699,,,,34628604.7527575,9852382617.80392,,443701989.1628057,163102820.09458557,,,,,,,Control
,14274468.34175977,421793200.93729573,,,6456084510.7008095,19640895.308952607,,,,,56995547.42910531,,3251361199.6506433,7459049245.681565,1512837829.3817012,7799510.380284509,74589923.97938268,1559663315.5350564,3186037457.8285956,4932081784.53567,2688642443.0812387,,,6218688334.694483,34193917.5928654,,,364189382.6549175,,332661624.2226596,2982869308.0611115,,,4883221.149172299,110170926.50868352,,,244109894.48964804,,362427102.6127249,,,8498737.622831881,,,,165711171.70939755,2568824454.535134,485127271.74396455,5567247305.162177,,84839572.09574783,,,,,,Control
,,211866900.58032894,,,2919365164.4609604,,,,,,5818092.4196336,,,4849986856.654192,455746012.72720087,,,1333449324.7643888,,55673496.391703844,,,,6310060308.378769,,,,201117989.49266192,,47328432.69273325,,,,,,,,88567118.66743551,,268261551.18864173,,,,,,,,2246170634.7777257,,126330974.83961558,,,,,,,,Control
52337412.34885971,,330562785.57799435,31713264.812926274,1138549579.939921,84721760.19230856,27568090.893866904,,8454233.37820425,,,5806634.221995233,,102264577.01335837,1037221693.5565338,662008575.1435183,,98144833.60913986,257084138.5581038,95782621.34170043,452846828.9966258,,,5560805.911866968,1583275597.8640335,,,,1406253784.0568414,,105056282.42033225,492791103.77970886,,,5881512.960137751,,81657383.15398553,,,,607913631.6578795,,,,171860832.1008784,,,,2365829051.7723446,840436131.2988575,1251797313.7517684,,6631713.147942973,,,,,,Control
,,86808733.27732906,,,233118629.38429704,,,,,,,6729664.467638802,578960369.3375475,3797559012.6822033,146179438.09058726,,,1452755855.6954958,244163254.28052792,3340512890.388431,234748123.85305226,,641149459.5990305,3023475295.8632383,,,,431535426.4113256,38076510.47911655,668119808.3817365,2579351901.6071777,,361979150.4323434,,24597489.767781474,,,,,298682397.7676281,,,,,,,,4826971220.806279,,752723062.7406294,,,,,87598865.79163486,,,Control
,,19680153.580823846,,,736613995.2939557,13275421.502999645,,,,341277981.18339705,,,,1019038247.7055426,100273323.08654575,,,2638435487.514795,15999614.08433032,,,,,248683355.9558231,,3704971.716953891,1242409823.2644277,946694442.9224023,,9525075.662333647,,,,,980779.1356232155,,,,,274485525.92057264,,,,,,,2591560.5274029807,,3869836850.303224,59836253.06603771,,,,,,,,Control
31328409.70023127,,328219023.2881771,,,1578281087.2900453,129156543.81015332,26865399.56451391,2310502967.4233847,29555433.070973683,,58691640.14094065,966691488.9463891,446746441.1978059,5273312858.538203,1985332066.5175276,,303912649.10480833,232041591.55721897,,4892446036.623599,,,104046653.12485506,1425272330.7976139,,,,8908465182.642569,,825691810.6077958,3170326761.6131444,,,41407301.47443447,,473114009.88612425,,,,2727728911.0503006,,,,151113505.61288023,,,,14955363553.41344,842085294.0221628,971259305.5823581,1318815.12816697,,,,,,,Control
,,381165469.3454718,,,9638563747.35306,,,,,,,,,805266631.3394654,214856983.74058414,,,4507007161.922428,489351916.8893688,,,261529503.7619689,,2297319773.015002,,,6648617725.678403,,,,,,,,,,,379882542.3769747,,30263763.063461285,,,,,,,,,3052791288.504099,68436891.91855304,,,,,,,,Control
