,taxa102106,taxa1263,taxa1301,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa447020,taxa459786,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa946234,condition
0,0.008893740271160458,0.17383288551731976,0.00521243888213719,0.0005177256587808789,,0.004376859391837648,0.3791812210662278,0.01038807789319525,,0.06066296989719998,,0.019638392739345,,,0.07153399554903538,0.00027781880693806985,0.008300089603642136,0.00033969111765353506,0.007399099353484901,,,0.0004246138970669189,0.0002914671107723636,,,0.00857558314400103,4.670752867736107e-05,,0.013844637212413809,0.2042180537943346,,0.022043931564776013,,,,,Control
1,0.002561818395316052,0.06102737469499337,,,,,0.1497088181862148,0.003016065861541051,,0.0318958657624527,,0.023193881683427585,,,0.0858033985868552,,0.0019283557140322885,0.0004803977426758276,0.0391278812127226,,,,0.0007779454828325453,0.003429220036200464,,0.0028820835570999358,0.0003279386019779504,,0.0014439193186227429,0.5879359586797361,0.0019465296513340225,0.0025125468319646843,,,,,Control
2,,0.03379767464557769,0.004521415118862292,,,0.003409904595145398,0.057090717232302565,0.000679806697183078,,0.07269993902515624,,0.16913875690557018,0.009068558529568933,0.0023115601926070664,0.08897954588719366,0.0026850431897090694,0.08418852725942717,,0.020722508414238543,,0.06871241615958983,4.8316041022251476e-05,0.00661108389307467,,,0.0028785489340031867,,0.0004019894613051322,0.02719709949142535,0.3223718731066152,,0.022348222404534747,0.0001364928158878604,,,,Control
3,0.005232766113916816,0.01587830083473295,,,0.0020225829254837545,0.02145650525888208,0.10119063845531645,0.0005690367827290833,,0.03369719502011138,0.018528707484295564,0.16747723280606824,0.027163312620214094,0.020337264324192608,0.1433381701633278,,0.01800368287181596,0.002030074358717708,0.04043969302603752,0.08709633920710257,0.009801812052842074,0.00011174721240647938,0.001640936021287324,,,0.02260227835294181,,,,0.23560349425417476,,0.02476157993494523,,0.0010166499184578307,,,Control
4,0.0007143247296123117,,,0.008378197133888208,,,6.976858403281694e-05,0.0005485095915737911,,0.008764334116240887,,0.010863702940057314,,0.007913340992577449,0.0007272915881578844,0.00011061992599940055,0.0005109860274640359,0.00336335065460833,0.061359404139572055,0.0005402475224120101,0.026933083206839525,,0.003510690887993423,0.04896664464978236,0.0008015354596533327,0.010407567871750654,,,0.0021096964102686505,0.15286893466585205,0.6496751859309815,4.222835349354709e-05,,,0.0006186224284883488,0.0002017321887001516,Control
5,0.03933517408520993,0.001736662701672272,,,0.0014745226508376859,0.0032426663747810868,0.09562723757419837,0.05521965035723696,0.006939022712831084,0.032365154673527276,0.03706866156254359,0.0559547322272678,,,0.17604187654014847,,0.17637121646544646,,0.0010486812841932335,0.050126384196333085,,0.006238933209863151,,0.0010756823148334706,0.004439792787068177,0.05153116427475475,,0.0007084440819552719,,0.09437816747516391,0.0359417620460921,0.07118924647025093,,0.0019451639337910512,,,Control
6,0.005663099903709119,0.0026741630512127678,5.798464760487038e-05,0.0013100085542507999,,0.05775846707179145,0.061862042603159126,0.0030862177159867504,,0.05175028780184846,0.0007479413429729273,0.17593390639136283,,0.006882393800208744,0.1470102752028149,,0.00017849977755715325,0.02109540070624089,0.033990418592585316,,,0.0020403726695525644,0.014361403155738682,,,0.0011730274006755313,1.990065431735099e-05,,,0.4046823310070781,,0.0068723929637751514,0.0001581950490404652,,,0.0006912699365159025,Control
7,0.0035883892964778223,0.06124212752469858,0.07050957769329536,0.0004955831764956583,0.0007778462232711892,0.0035334364194093107,0.10679134739530081,0.009396046616156279,0.0032359522091280424,0.12194726135454026,0.0032290131492945435,0.0012171334788595946,0.0025963275809273456,0.0020102008656365223,0.00777185893383808,0.031128398572433935,0.04343112781658676,0.0014998442069147056,0.004178880904244556,,,0.00010274285366373405,0.0001421388062668216,0.0004195892792868615,,0.03196175727437311,,4.320124347952216e-05,0.06583757585959282,0.048406993318804596,0.2803122755997586,0.09401732168406952,,,0.00017605066319504757,,Control
8,0.0019767228049866626,0.07398731300494997,0.0013334158355532096,,,,0.10235469632492926,0.010071698051691377,,0.2650109195661201,0.0016070404075656404,,,,0.024978365078282744,,0.09508830746637494,,0.0009567219180293699,,,,9.851185744457786e-05,,,0.027569998196286447,,,0.00026030268381707855,,0.3886958870598365,0.006010099744132103,,,,,Control
9,0.01081717599698379,0.039126701470401724,0.005892218854582679,0.005765069611783921,,0.02563443050512005,0.29371043706554645,0.019379528950340404,0.0018573064117728766,0.021204266175238615,0.061231257619248525,0.10996414369784076,0.01760547887057825,0.0012539136946744418,0.06330242064549972,0.0010492239043164745,0.0034149115973050826,,0.013084724749389815,0.05901741567168881,,0.00026357315470752014,0.011474059828949218,,,0.007444323945642674,,,0.003833350157151719,0.19415980556842505,0.008311289817448629,0.020066825069387468,,,0.0011361469659753373,,Control
10,0.06454310317418815,0.05837398542522492,0.00036569122221110647,,0.008326812422181432,0.21191107554097552,0.18329515509209304,0.07843727329910198,0.010718596062483817,0.005187341633281814,,0.014571048272522414,,,0.1238982824042311,,0.10174193636297253,,0.000676179374572511,0.017219863927926682,,0.003695577663440392,,,,0.08410455554599269,,,,0.020230876940361693,0.002238868807575259,0.01042103521128975,4.274161737308156e-05,,,,Control
11,0.031060524480436936,,0.0011718194613521467,,0.03775019076375328,0.005062916283526676,0.1227103091508552,0.07799366588622489,0.010332055125045954,0.002039089953838116,0.0053698839769384075,0.10687502471305513,,0.0005811248625533488,0.1028128294197669,,0.050188744644102556,,0.028647478679468933,0.1011047892428593,,0.003146445147954432,,0.0005075115068191206,,0.07283925871771423,,0.0008589626994816777,,0.18431522332609537,0.03611050584574175,0.011679915668539669,,0.006841730443875916,,,Control
