,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.0031473312444324467,,,0.05189467942923295,0.0,,8.912196057622744e-05,,0.0003007737677578333,,0.01967775883864731,0.09824560285404084,0.003145686548504858,,0.00032421068472597613,0.09173620475313012,0.013224897160247452,0.0880825127499912,5.468613959233333e-05,0.0006453375645877229,0.005930876308381309,0.03131768309217636,0.00017063720248735586,7.020795740895427e-05,,0.04017385669476561,0.0020414788201198126,0.017108229832275963,0.00149441183720553,,,0.0015175403736872497,0.0023899487697777257,,,0.0018115297707437784,,0.034071109661951246,,,0.0009505314526509518,0.0007221243057070334,0.4279067070905514,,0.05351480771140356,0.000670521970978929,,,0.00754956548161528,,,1.942797064464473e-05,Control
1,,,0.00035837127143090365,,,0.0038044653965144397,,,,,,,,0.18206567412400593,0.014945841204433066,,0.0006303916530555951,0.04114765660372201,,0.05029793570105664,0.010371958217026021,,,0.01860846596588748,,,,0.0030747551414465764,,0.019564558297606786,0.01940100428396917,0.01948433942675073,,,,,,,,0.008790701527093873,,,,,0.5569793232341996,,0.05047455795180112,,,,,,,,Control
2,,,,,,0.00211654911618962,,,,,,,,0.06312496647229271,0.009247141838014936,,,0.015672351631388182,,0.035355217551784786,0.005056478673976174,,,0.008096891270946309,,,,,,0.008533452044769798,0.012039749649110023,0.006687726737375768,,,,,,,,0.006509279268387394,,,,,0.81055484252186,,0.017005353223904233,,,,,,,,Control
3,,,0.0016780060345346212,,,0.024596121399617456,,,,,,,0.0007659425478050151,0.2113019343138684,0.001154767331130318,,,0.011539651835427496,0.0013226763329064245,0.24356886301541364,0.018331782334000155,,0.021983505027243205,0.042696256518126634,,,,,0.0012482066852497523,0.025034050623100653,0.19108347917424323,,,,0.0027179795419845676,,,0.0016137258292065182,,0.003956647174841617,,4.888764351260429e-05,,,0.1743055867953499,0.004201952578985792,0.015471800989351487,,,,0.0013781762741003345,,,,Control
4,,,0.024467772215459618,,0.005864284173090465,,,,,,,0.02487454337197456,0.3943021185185817,0.017791062117243867,0.017336489260449846,,0.002644316986775675,0.028366807717203926,,,,,,0.14765143446711662,,,,0.2739575321981495,,,,,,0.00047263804288675187,,,,,,0.017158679114188825,,,0.004333411886445894,,0.003049464306338465,0.0020236053118142467,0.03570584031228008,,,,,,,,Control
5,,,0.01795706631645474,,,0.15171480297747264,,,,,,,0.062241905911378514,0.19559931946119885,0.06123129194766371,,,0.10174824888791563,,0.013306102551936604,,,,0.013817282757327427,,,,0.024948509659040496,,,,0.05331943057419781,,,,,,,,0.03250734834655124,,,,,0.1773346430621813,,0.09427404754668113,,,,,,,,Control
6,,2.2891384913670325e-05,0.020303902570810505,,,0.13139546962216042,0.0054611069971405215,,,,0.005069793888993628,,0.08162193236545967,0.1130013780181805,0.03782660985284079,0.0004821228001865001,0.0015494876109017415,0.017904302349411944,0.19364276007042774,0.012459068152187978,0.04474574689945909,0.000824845704507206,0.0005338443727037081,0.1506814614119277,0.012294833263255462,,,0.015976998909203913,,0.0034315481724360524,0.01035532828297553,,,0.0010365910149586564,0.0009079889421653479,,,0.0006280013898957859,,0.010859802576922073,,,0.00035665209608421274,0.01570651344123814,0.015613328228122588,0.0028716810461276525,0.09178732694059015,,0.0006466816238111867,,,,,,Control
7,,,0.0020749541920395105,,,0.016894183485263788,,,,,,,,0.15997529893241266,0.009534466930619172,,,0.060925973509254175,,0.033670022808972265,,,,0.07422618391791552,0.00036944748901208735,,,0.0033885340636129104,0.0028764485945320358,0.016884304671096473,,,,,0.004989506784074021,,,0.00031450918573471004,,0.007493181350129469,,0.0021345294897219505,,0.006401874797320503,0.5817825191157574,,0.016064060682531304,,,,,,,,Control
8,,,0.006168646295344728,,,0.00902927987392716,,0.0008897165151428787,,,,0.002312419216065809,0.03420011840936345,0.2016117996144802,0.0047037574291380465,,,0.03925196314863545,0.007486809620832806,0.12611193985775648,0.011404360979402249,,0.013054868972857422,0.0656913705420799,,,,0.00900355660241268,0.0005457449284512348,0.07599374656980175,0.057128813706511475,,0.04894222820739872,3.014767421497205e-05,0.0008311703491759191,,,,,0.009105009185265793,,,,,0.2555689339432561,,0.008161376693028561,,,,,0.012772221665456305,,,Control
9,0.0006837559585651755,,,,,0.022492256196896553,0.00011034483998537427,,1.5619076128275986e-05,,0.02558011383722046,,0.001579212200768279,0.0001342791077215094,0.0008554534285220508,,2.224875592373126e-05,0.00045991998987793975,,0.03775085753222643,,0.00015899994763676637,0.04709825657400172,0.009402346726859665,8.079219954122619e-05,,,,0.010081495619804268,0.06191132095358618,,,,,,,,0.0930551969160977,0.0004989114964715496,0.05040635442447976,,6.506075595878991e-05,0.0004787977221768632,,0.5895066327137166,,0.03075227538476302,0.0001582133754576446,,0.013327791370494148,,,,0.0033334928951182408,Control
