,taxa102106,taxa1263,taxa1301,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa459786,taxa561,taxa572511,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa904,taxa946234,condition
0,,0.0049553374347152,,,,,0.18646391443959318,0.00989251058420857,,0.0328419308775688,,0.07965350170789443,0.037791347357432684,,0.01512533005559977,0.0045239105719050285,,0.011865994942701713,0.026949476893674405,0.017122096812830282,0.00041496861542685714,,0.006470399390482858,,,0.5221027739272058,,0.043826506388760456,,,Control
1,0.027734112274592878,0.17471126816030177,0.034785243387528496,,0.0018184528583699553,0.0004911338180891471,0.3049163691066519,0.03372400671174981,0.0008315460488469901,0.07926233844852022,,0.0029623699124247784,0.02429287658025708,,0.23645866537786991,0.020043084518315664,,1.5154632925924562e-05,,,,0.0003024741020725352,0.025427309102140572,0.0001837112644489631,,0.016534941635075615,,0.015504942059817702,,,Control
2,0.0037047449322054325,0.06322793956812488,0.07279589226497282,0.0005116527527854051,0.0008030683450448431,0.0036480101757425526,0.11025411971172273,0.009700718959935208,0.003340879864788712,0.12590147310466338,0.0033337158018544987,0.0012565997485413912,0.0026805150314173055,0.0020753828122806375,0.008023866035720714,0.04483940770763044,0.0015484775384094881,0.004314383578026526,,,0.00014674774074920156,0.0004331947087155562,0.03299813607259369,4.4602069235584094e-05,0.06797239802100852,0.04997661857847197,0.28940156617970686,0.09706588869565178,,,Control
3,0.012092781971029474,0.05707191399787425,0.00045057683509855325,,,,0.025990174845004793,0.053385292490247864,,0.172271234354779,0.013574663760492147,,,,0.22142027531258193,0.036884413220421915,,0.02567458677543167,,,,,0.025094319368676433,,,,0.34183255772382215,0.014257209344539704,,,Control
4,0.009747754601707046,0.052970753188681975,0.0010093181001102063,,0.00621128966588206,0.03987749120292819,0.029472939926315125,0.00419620097856623,,0.008338175688448093,0.10077551672819575,0.059859820534362895,0.05685051601615923,,0.18636808365481397,0.01799785061260987,,0.034478784707219205,0.04709343652338871,,0.0017398016859200328,,0.07263816473170112,,,0.25410125432961284,,0.011927042457749375,0.0043458046656281585,,Control
5,0.007065972982254021,0.048600846854331844,2.2571304061816406e-05,0.0016629277039031244,,0.058873939686746,0.035350336559140126,0.0017027161887376752,,0.008931412525855952,,0.05197824882164669,0.0749392490726606,0.0009232188275330857,0.02257224890710271,0.0011148124550345506,0.007214208709394882,0.05095949563738686,0.05378626276840298,0.1917112082482054,0.055005008204931496,0.0004062834731126951,0.001331287008408808,0.00158524042480664,,0.3182763838335292,3.947353640578124e-05,0.0048378178315191785,,0.0011088284348879296,Control
6,0.03983808569406246,0.0017588664379882778,,,0.0014933748505766746,0.003284124804836092,0.09684985954084793,0.05592564960211824,0.007027740130702796,0.032778952562723465,0.03754259515144916,0.056670129707049356,,,0.17829262298821144,0.17862617361997107,,0.0010620889785551472,0.050767264556174085,,,0.0010894352252030857,0.052190005155319324,0.0007175017450093714,,0.0955848197183361,0.0364012878978511,0.07209942163301485,,,Control
7,,0.02283452620243259,0.00011202398362761495,0.02596937250598336,,0.0016032434479658865,0.00013632246480142554,0.0008684710665550228,2.2587320527767572e-05,0.00046691870161693277,,0.03832532129893064,,0.04781496193237948,0.009545424470509859,,0.010234908133488782,0.06285344023144018,,,,0.09447123995263507,0.05117339989367989,0.00048608370085261433,,0.5984772951797745,,0.031220240064430905,,0.0033842194483674386,Control
8,0.010843731688912048,0.03922275580387163,0.005906683993055031,0.00577922260445023,,0.025697361906018037,0.29443148328731467,0.01942710484266789,0.001861866017431615,0.021256321717301664,0.061381577667121455,0.11023410084044513,0.017648699547885047,0.0012569919977167222,0.06345782530762627,0.0034232950552765115,,0.013116847173903172,0.059162300834823434,,0.011502228141831335,,0.007462599433937379,,0.003842760863407662,0.19463645936262816,0.008331693668877151,0.020116088243497733,,,Control
9,0.013180482976423033,0.04720863779336285,0.0032343392184325703,0.006974973670038107,,0.01364512629247517,0.0024340795777101068,0.000905694318146112,0.00029490392447703616,0.00902593912285238,,0.18674777968662096,0.004668459612933641,0.001192664544123943,0.4814084736701948,,0.001227739842752008,0.042447896739991095,0.019043694948875145,0.006008628314680964,0.032761164044770696,0.0014587566161564968,0.00910047413243702,0.005371740228580293,,0.10905390541006209,,0.0020635967359511685,0.00014082314836089265,0.0004000254295915054,Control
10,0.008267082577900906,0.12653827435166515,0.0003849585604087446,0.0011171040598142038,,0.06372618493698937,0.1461962305927404,0.029651391332716513,0.0014619511638561905,0.030569163738530355,0.06244584953390488,0.09666805274032558,0.05269698290538867,,0.12188534541312127,0.007138056501888805,,0.006520117232416476,0.05846378470309501,,0.002159333401077126,0.0047845167995692935,0.007103516081128541,,0.0032479137585860805,0.05034856855582714,0.009508420731739927,0.10911720032730948,,,Control
11,0.010215819862325434,0.00977175471508307,0.0003981883645424426,0.0003352874263345999,,0.003894773031526746,0.0008523132400394874,0.0006243664305762677,,0.012517728889218071,,0.28985172402738457,4.808771198666367e-05,0.008430494463280334,0.08202901402502993,,0.0010035408032527191,0.0662111415359547,0.03222329943610249,0.0006002673013507673,0.026748817429197755,0.010593004398643817,0.01831456438612996,0.00311088805291196,,0.4192452550693844,0.0004939216026584214,0.0009375445640434359,0.00037386814238826786,0.0011743350906536281,Control
12,0.0028949249180827336,0.03791110771998459,0.002008362412389909,,0.016012116178234444,,0.04689421946989476,0.006222702494915731,,0.21862425458653525,0.001298161953690178,,,,0.046770264408422836,0.006129637193171621,0.00025226637111062944,0.0011134834329242069,,,4.2242406465411527e-05,0.04412417366592541,0.037477991046193926,,0.0007108604963007534,0.008327166382014452,0.5218890909777348,0.0012969738860083384,,,Control
13,0.017957066316454738,0.1517148029774726,,,,0.062241905911378514,0.19559931946119885,0.0612312919476637,,0.10174824888791563,,0.0133061025519366,,,0.013817282757327423,0.02494850965904049,,,,0.053319430574197794,,,0.03250734834655123,,,0.17733464306218127,,0.0942740475466811,,,Control
