,taxa102106,taxa1263,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa292632,taxa33042,taxa35832,taxa375288,taxa447020,taxa459786,taxa561,taxa572511,taxa816,taxa841,condition
0,0.02511997523491861,0.13714206234004833,0.06668246125080321,0.12542514132310706,0.010790361377631265,0.002376548955688055,0.016401248559938797,0.18396945278352425,0.15537221526016415,0.0036752434616330117,,0.015686036728800857,,0.0038641198254898627,0.0014234497657642509,0.0050306977364087966,0.22717467886659465,0.019866306529484956,Control
1,,0.0410084054267939,,0.47102989359191705,0.013885539541813628,,0.05301366314409382,0.027409619104405012,0.07707732494605318,0.017219530826456192,,0.01610184008247281,,,,0.014016195519987612,0.2616461424307553,0.007591845385251332,Control
2,0.014381538643404248,0.035405301726485795,0.06246269634038786,0.05897252248650115,0.00497333838634944,,0.006186467883794538,0.1461390784735719,0.32066660408343967,0.03429778142460285,0.002378742100316277,0.12000130961197239,0.0012222562180492346,0.0005754180038036695,,0.022886338429230543,0.16343348967550597,0.006017116512584442,Control
3,0.012242779243265674,0.041128192491385114,0.0720606836328342,0.05147661773347949,0.002731572311309067,0.00011780839707609104,0.023315763805969832,0.15879391329980191,0.1540162678576116,0.02807770983490372,0.001184238140757423,0.09961541461334042,0.000634507486171015,0.0019430849799191945,,0.02894368947012723,0.31576920656798146,0.007948550134066711,Control
4,,0.0981692523414691,0.03456647601631765,0.2662384433985535,0.01084108706877555,5.591240827898318e-05,0.08031543368843193,0.013149502105485886,0.23644590035970314,0.013279635494950889,0.0022031681505381285,0.022182096846869063,0.00022386889746212472,0.0027344456613615643,0.0054925718721118766,0.009148914477038087,0.1942221652134922,0.010731125999160214,Control
5,0.0018933253509952252,0.010001830900367051,0.04244852409087078,0.17405643241798002,0.004410551798496336,,0.03424992661867576,0.17012377467719483,0.044332898373404865,0.03349327071460332,,0.10416230495825257,,0.0008218708314321998,,0.025429055516967794,0.31975890238976085,0.03481733136099833,Control
6,0.005167888159766541,,0.015027772039860995,0.0818063269637753,0.011803906511125145,0.006844599279347515,0.09868928658737275,0.0675239091936479,0.037379261276776,0.08296077939381703,,0.010935849672284687,0.0005211835301166265,0.000976647940525406,0.0016482193948814613,0.014002607530389713,0.5093782796562232,0.055333482870089684,Control
7,0.0011706334566504867,0.005184550767221982,0.005502222417321311,0.026699479116562258,0.00030412886751516086,,0.047951023694265606,0.22068664709656746,0.19489698612378473,0.024186592458444674,0.00046932746541687,0.13394629212622622,0.0013364157951808236,0.004087351881652891,0.0005015499481171329,0.0028858969198108492,0.3114069456728942,0.018783956192367283,Control
8,0.00010679010525927242,0.8787304459352073,0.007110395750334889,0.0018884909768824068,0.0003830220844738039,1.8884765841030137e-05,7.352228996259105e-07,0.003729426056465629,0.0018516671979268299,9.220590190075109e-05,,0.002582365004168292,8.457078258363624e-05,2.7893206462858327e-05,6.417971693090287e-08,9.175972573958048e-05,0.03194469316280495,0.07135658994133236,Treat
9,1.4194434707148834e-06,0.11463428581151286,,0.0018373089456097816,2.7192709186167145e-05,,1.0607684378751407e-06,0.000631185539137758,0.001927144353854437,3.2171014135624646e-06,1.6308790310396682e-05,0.006130561537655326,,0.00016095532029724273,,9.544219420264278e-06,0.8701386148077541,0.004481200651939507,Treat
10,0.00014966942429628382,0.39390670387239424,0.0047716503653046066,0.0031901681172461726,0.00011401643344158123,,1.5592831712320003e-06,0.009549240337774682,0.004073124440496411,0.0002448371678545762,5.5048770728493314e-05,0.041077408524713095,,2.074046948202413e-05,,0.0005012611258237802,0.5240363328833155,0.018308238783957334,Treat
11,0.0002657890622983519,0.9814205697054055,0.0076740989902830134,4.156791241248999e-05,0.0003089494544685539,7.17244501401115e-05,9.217374991646693e-08,0.0,1.5820786080906852e-06,0.00013697002210805753,0.0,0.0001962062535967571,,,2.5631371558466987e-07,0.002814951034455976,0.00691385477109363,0.00015338777766404454,Treat
12,0.00011014055838952208,0.9000087895979492,,0.0026629761645608555,0.0001894149740454642,2.894479153033912e-06,9.543497806750277e-07,0.0005124762703917004,0.0012968039930828714,0.00016316634649355668,8.338461294909676e-07,0.0025806781461715097,5.5082576625391775e-05,7.794247559954287e-07,1.9517769352023435e-07,0.00015530476401385364,0.0902493401986888,0.002010169132074695,Treat
13,0.00014470376535003672,0.34911580186887037,0.00022339123424994296,0.007891776943259633,0.00011974543971812987,,2.7322381229012937e-06,0.0023947114395059996,0.0025317069026402485,8.485886350884058e-05,1.0175830936414976e-05,0.06115830946032073,,0.00011017325976946834,1.3565482472581146e-08,0.00010515488934593293,0.5475282823955483,0.028578461903370572,Treat
14,0.00024102762494399756,0.9341931273077646,0.0005475990242620341,0.001319007187112758,0.00019994056726302574,6.509770156998537e-06,1.2589289184437385e-06,0.00020237824708107765,0.0026940653599936584,7.781571750386371e-05,,0.000657768777808273,0.0014311157695590373,,6.219337062122059e-08,0.00011181238370083142,0.05572969221005044,0.002586818930510168,Treat
15,,0.18722960338220837,,0.011834225362387474,0.0015007026706498582,2.6833369447828293e-05,3.0142243637011305e-06,0.009080044874054219,0.002955502150893079,0.003025461246033661,,0.03613952721576997,0.0007615464617643607,,,0.002015929330329293,0.5958958236630122,0.14953178604908607,Treat
