,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa872,taxa904,condition
0,0.007703846766565285,0.04829480346508881,,0.04423995458652937,0.005674905616109523,0.01464002847651383,0.0006589848557958084,,0.004444382148874302,0.022134150697702828,0.13635651875664412,0.017721357981598424,0.02445147617314733,0.11364036937042575,,0.0017800959168147727,,0.07232913176444032,0.06950867658163426,,,,0.002125173859556102,0.007996415122384472,0.002283853228800902,,,,0.40123077450908506,,0.0027851001222887607,,,Control
1,0.001581442042736717,0.003148808478722181,,0.00017853795931853324,0.001654465867235702,0.028066971525259207,0.004333276078421661,0.00030871086386020236,0.019945346429785852,,0.1277408936909638,,0.01842306426805628,0.02377359397123771,,0.011425053585199914,0.0004610025790109843,0.03593343656150495,0.053325700756198746,,0.006559867735862455,0.0006937263327403588,0.0013188737694294968,0.0013874526654807174,0.0038521654897660284,3.947519788133544e-05,0.00024976264611247087,,0.633201223709968,0.004023506898264372,0.017059529550889723,0.0013141113460926064,,Control
2,0.014183097688013159,,,0.0003583232493130124,0.04149178910293083,0.0721498472237967,0.032007757006307015,0.006117858690140684,0.055789128415495035,,0.00245773279587043,,,0.12873053828017147,,0.4476623966662537,,0.003328495639924461,0.004202224372308182,,,0.0006143782751096501,,0.0006936883259998998,0.0317480770058852,,0.00016202538097384833,,0.054283775316603104,0.00955279676678627,0.0944660697981175,,,Control
3,,0.0011558665564453904,,,,0.2764559644181277,0.031204856076150214,0.0014458196024648641,0.019772147086118585,,0.02477156080632037,0.007784116299296698,,0.015697426611073113,,0.009984461309023682,,0.0194256400440332,0.013124068035165458,0.08254516049042736,,,,,0.014502002608363375,,,,0.41261148042073337,,0.06951942963625664,,,Control
4,0.003152042341838364,0.05197235822140725,0.0,0.0003012239823704701,0.0197072135834515,0.09839266224144,0.003150395184040029,0.0003246959809967405,0.09187352051771819,0.013244692909047447,0.08821435946871749,5.476799679463091e-05,0.0059397539681575575,0.03136456111171621,0.00017089262157723184,0.04023399111893695,0.0020445346171830267,0.017133838365640617,0.0014966487545119255,,,0.001519811911051008,0.0023935261757052056,0.0018142413675033473,0.0341221091608534,,0.0009519542600750983,0.0007232052208313575,0.42854722123449945,,0.05359491160012939,0.007560866083806154,,Control
5,0.005396206946024946,0.007255329775768249,,,0.02599098056218988,0.06792164319854008,0.0007627576629696409,,0.04602495574158045,0.0009904764559143491,0.19969787406506762,,0.016334626906986532,0.09676644592618257,0.005547386042685502,0.002759335230039793,0.013953028274608386,0.06265824582206747,0.01467492957556152,,0.019665634489272776,0.00025305607171463384,0.025981584654646023,0.01689901479158663,0.06338194184693349,0.001199086717786738,0.0011286701972053192,,0.26378007495400496,,0.038842892930255245,0.0021338211604072506,,Control
6,,0.008468586342408841,,,,0.18959366123752536,0.009939879532431887,,0.040433245357919236,,0.022653685993130997,0.020003496623067468,,0.03817227789007127,,0.004754031385834347,,0.01182589083453749,0.016198996703906645,0.017311724148816113,,,,0.0024046365869397485,0.011586914454752423,0.0001476149610950096,,,0.5545891053076432,,0.051916252639920064,,,Control
7,0.002039740324659519,0.00277444707089287,,7.095903121625617e-05,0.0048016291785169946,0.002399232049713387,0.00020174826717024772,,0.013904702939970493,,0.18319886171504,,0.008636275645308578,0.013356327462758248,,,0.0118544463847854,0.03033861037100444,0.019537624826635347,,0.057338879096429124,,0.01221261081860789,,0.01805003765423124,0.00025831129349227063,0.0005337752736670319,0.0002756681788257434,0.5599790655543013,,0.027902520464788798,,0.030334526397984788,Control
8,0.001976722804986663,0.07398731300494996,0.0013334158355532099,,,0.10235469632492927,0.010071698051691379,,0.26501091956612016,0.0016070404075656406,,,,0.024978365078282744,,0.09508830746637494,,0.0009567219180293701,,,,,9.851185744457788e-05,,0.027569998196286454,,,0.0002603026838170786,,0.3886958870598365,0.006010099744132102,,,Control
9,0.004224077130974645,0.03808374474707155,0.00031156236517891194,8.835026260566983e-05,0.0018150382362114362,0.019872397443602,0.018585287344830097,0.002254833454864752,0.02449334438888895,,0.07666270738675571,,0.019453467231615697,0.025315230042132094,,0.1277297025323815,,0.03347801186914597,0.03618209499881003,,0.005345462567417335,0.0004558786612924785,,,0.014877184441225341,0.001710821874786052,0.000858399414910438,0.0014449017116912502,0.4372957647296623,0.0764748136548428,0.0329869235091029,,,Control
10,,,0.003021269876076569,0.015365754464990678,,3.971012229583092e-05,0.0013506598739322232,0.001377064526679581,0.22620742236851588,,4.620814230787598e-05,0.0,,0.0005741980540802357,0.006608692638599413,,0.0008987896251581055,0.13070818825816033,,,,,,0.009990757340106675,0.05762691690301065,0.0014418384404504428,,0.03770151210988544,0.48180033523594673,,0.024678654860348776,,0.0005620271594545005,Control
11,0.02758275693459942,0.1737578039523518,0.03459540740909347,,0.0004884535186339789,0.30325232735695484,0.0335399622955716,0.0008270079935561867,0.07882977446140671,,0.002946203160778208,0.02416030134014052,,0.23516822271511867,,0.019933701970147127,,1.507192847170338e-05,,,,0.007265899884868923,,0.00030082338868012045,0.02528854284287945,,0.00018270868392228178,,0.016444704324136285,,0.015420325838688737,,,Control
12,0.0682535624220888,0.0014444914100672003,,6.089610408218823e-05,0.011936084165580087,0.13768497191614967,0.15705888832370934,0.032608296556862634,0.004348922138957745,,0.01752822713530398,,,0.25933680560530725,,0.1452152677279305,,0.0036054075740424986,0.018453758364259002,,,0.0020975573498015505,,,0.08539402465934003,,,,0.02461456348239744,0.0017552406470748379,0.028603034417045183,,,Control
13,,0.004950070234096278,,,,0.18626571545547105,0.009881995490421656,,0.03280702204624824,,0.07956883522876508,0.03775117761908218,,0.015109252815880003,,0.004519101949913445,,0.011853382163707396,0.02692083135676716,0.0171038971402312,,0.0010629348027891537,0.0004145275308434547,,0.006463521777782768,,,,0.5215478127181657,,0.04377992166983519,,,Control
14,,0.03982470242314007,0.0017494791135581646,,,0.45743366876793995,0.013484735006939915,,0.05148342972864491,0.0032029988318659597,0.026618443536244714,0.007819421008364124,,0.07485249664310646,,0.0167224910086761,,0.015637062282126458,0.016092988410996416,,,,,,0.013611619615020372,,,,0.2540937560000611,,0.007372707623315192,,,Control
15,0.010176313675189582,0.009733965797930825,0.00039664850731542306,0.0003339908169593777,0.0038797113297437493,0.0008490172102726018,0.0006219519070842613,,0.012469320856707919,,0.2887308216812788,4.790174921771488e-05,0.008397892411129593,0.08171179488625151,,,0.000999659952640036,0.06595509260564375,0.03209868685338145,0.0005979459729935445,,,0.026645375532094832,0.010552039579398417,0.018243739076198803,3.0392833986412207e-05,0.003098857758013137,,0.41762396752459613,0.0004920115298959773,0.000933918931299862,0.005006558685479097,0.00037242233529726843,Control
16,0.0010250829258908573,0.0068179226257707665,,,0.04001668867065728,0.06692990961250385,0.011955715768236896,,0.013624481370743772,,0.07531726534702247,0.06703431526733328,,0.05095209028440953,,0.004598414657458135,0.005487739793104315,0.15418452588468823,0.011373316877351663,,0.024216734369692208,,,,0.006228624235829748,,,,0.43982885995518567,,0.011947598710524213,,0.008460713643597044,Control
17,0.014292915273684571,0.026254805065101514,,,0.05076804760591723,0.09390942543795296,0.005024923419474928,0.0002846460002066243,0.024914101925998796,0.05506528069320926,0.11675605540849412,0.03736787638827639,,0.139227730827684,,0.0427891540044419,0.0006735256796256023,0.02797455838145779,0.05605253131694747,,0.0016486942069521815,0.0004932157492788883,0.001192441481441132,,0.029645880921519926,,,,0.22202080844174032,,0.042908336718197486,,0.010735045052396879,Control
18,0.004329959634304502,0.07404286675229026,,,,0.15078245120174483,0.0036091942801390214,,0.0384563812900373,,0.018891708575436695,,,0.09043767076021958,,0.0034703479543611825,,0.009627488777348217,,,,,,,0.00469302606604305,0.00048358220684841533,,,0.5996247199527335,,0.0015506025484934216,,,Control
19,0.004630547647443756,0.08572292033930332,0.007911689293328266,0.007962205973491954,0.006478125833386442,0.2248403062265638,0.06180632548774131,0.004459124011899288,0.07801207648425222,0.0023011180507089765,0.057519513316752015,0.03128248194778108,,0.050293185488589555,0.007804549521112974,0.011261888906381601,,0.02037487595656942,0.014538811576779916,,,4.2522831874048925e-05,0.0019197448718908088,,0.02095465200890959,0.000772072513974246,,0.01012320962779088,0.17144806119202044,0.07547436272930409,0.042065628162149885,,,Control
20,0.000512172170158412,0.08253681626470888,0.0005252224214560587,,0.0016195361860379576,0.01129830525421187,0.0014571107506564777,6.33439120678083e-05,0.05951908418556494,,0.000866938232357516,,,0.00728354602231352,0.0008575018968038328,0.0007379415176077003,,0.009569046570725236,,,,,,0.0016608954439966536,0.002808414079253574,0.0005113690777708644,,0.01135130935179,0.01534448547577301,0.7345845914277517,0.056892369758993984,,,Control
21,0.00551897141280999,0.024817785189793315,,,0.059167993256784485,0.1386869879121321,0.010365246194522969,4.339978265142026e-05,0.028088812410198703,0.02629368632920216,0.162029283334864,0.03219358853571088,0.01133258826945012,0.08662565764297427,,0.03755952943528553,,0.03226125928685931,0.08505853468552796,,0.003456453305999012,0.0007155821983141754,0.0010787211379875523,,0.028877413200177587,,,,0.1893135542766218,,0.02329159378091399,,0.013223358421218748,Control
22,0.0021101742061867155,0.004554313309971784,,,0.0056584208696145565,0.01863121535062038,0.0028861576034795765,0.00015582247252090518,0.015217722793281568,,0.0839794472870515,,0.022923321367474655,0.016771358369366846,0.0003423088050961249,0.02636622619874312,0.0006843047136610834,0.013392701625831237,0.06816169324583635,,0.010917168570085798,4.5265698175416895e-05,,0.0013540075892010646,0.007446624545230965,,,0.00015926433436373638,0.4078116079189523,0.26076379712039227,0.028827366014054893,0.0008397099908071,,Control
