,taxa100883,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa946234,condition
0,,0.013452085981829533,,,,0.001962552616559705,0.005284003878221511,0.00033985489383754104,0.01848520985258299,0.039353258845864436,0.06843116854864872,0.030358043694378965,0.005802537847145311,0.05291369831929146,,0.0023310586740408162,,,,0.12209563154145134,,0.42458940798777767,,0.0031569414893229085,0.003985637327944553,,,0.0005827125754853975,,0.010017384484238421,0.0006756465317401759,0.0006579349033059692,0.015116249752297667,0.030111747873093883,,0.0001536744231791456,,0.0514859326953952,0.0090604356185432,0.08959718964382332,,,,,,,Control
1,,0.003402738108195431,0.006307467796144788,0.0002922281534237147,,,,,,0.013856073044731892,0.07770777325879381,0.004848344482622512,,0.037347605338061175,0.000750391865142911,0.17506150963833414,0.004637520581809408,4.2164780162620885e-05,0.02047664963902207,0.05064655857217546,0.0006109858216387433,0.0005990828454205872,0.016836356369862596,0.05665493887266913,,,,,0.013858998352446522,,,0.0006350943921145004,,0.005819849261919645,9.300461078932169e-05,,,0.48224706402499945,,0.027267600189519594,,,,,,,Control
2,,0.0010354125323501935,0.013496885044551318,,,,,0.00038214109404395336,,0.0015258819602888961,0.038496588431256126,0.000456217040459601,,0.08585195849889941,,0.23116544264246855,0.055928474412073756,0.0005513396346033712,0.003253254621622026,0.20929446787832762,0.0001418585324812192,2.7133668394589567e-05,0.0011841834442323155,0.16144635864622597,0.016184253083875534,,,0.0009684553050190581,0.0038570045358620945,,,0.000586830060184127,,0.0038923917916010454,7.634568293534707e-05,,,0.1337648583916544,,0.029943189526610337,,0.003550486935860856,,0.0029385866041182307,,,Control
3,,0.005999337879891412,0.05202251208369196,0.0022647685890220485,,,,0.003415904125008276,0.00048732039992054564,0.017307925577699796,0.2984636165000331,0.004717155532013507,0.0007890352910017874,0.018790756803284115,0.06036797987154869,0.14399788121565255,0.03464265377739521,,0.007987287293915115,0.056364113090114534,0.0009003774084618949,0.0021347811693041116,0.0014098391048136133,0.013624736807256838,0.05685662451168642,,,6.303383433754883e-05,0.0033576375554525595,,,,,0.004555598225518109,0.00045638614844732825,0.00016494736145136727,0.0018442958352645172,0.1812037343574125,0.0038035357213798576,0.020243395351916833,,0.0010843938290405878,,0.0006784347480632987,,,Control
4,,0.003588014630039567,0.06123573318788194,0.07050221573500304,,,,0.0004955314322816793,0.0007777650077591851,0.0035330674906424793,0.1067801972300151,0.009395065567828324,0.0032356143409124193,0.1219345287488245,0.0032286760055914025,0.0012170063970332573,0.0025960564964025296,,0.0020099909790449954,0.007771047468173464,0.031125148432814696,0.04342659313970976,0.0014996876070476027,0.0041784445841312875,,,,0.0001027321262047384,0.0001421239654466424,,,0.00041954546965312006,,0.03195842012314201,,4.3196732805042516e-05,0.06583070170854269,0.048401939108050136,0.28028300798322625,0.0940075052644619,,,0.00010441075571788772,0.00017603228161225875,,,Control
5,,0.0002381483391926025,0.018625075467414005,0.002577285286384972,,,,0.001175013016490512,,,0.1076466790103192,0.0026315290655914165,,0.14000339578156817,,0.07347370305947014,,0.0003309072181329896,0.004983067471598643,0.00918191911667736,,0.003065176824637726,,0.01753566276420653,0.009059316076686589,,,0.00013772677025279215,0.0037833523623468316,,,0.0044870091190043985,,0.003681922544722886,,0.0001321814024900516,,0.571368479806997,,0.025433577181638422,8.549948841461767e-05,,,0.00036337282576212496,,,Control
6,,0.008253754116061355,0.027133913258246947,0.002088497451758908,,,,,,0.06874604439699752,0.015813373533227874,0.0026916380482090003,6.95658037663434e-05,0.0030426153004958364,0.25563960323321544,0.08083221418711799,0.06645088065229772,,,0.1285261230256514,,0.023080105683150408,,0.04358353461716264,0.031404542718075086,,,0.002076107629774245,,,,,,0.02166604108221236,,,,0.2096987526495939,,0.004919876443008038,,0.0030494195469956105,,0.0006959627054171551,0.0005374339175642179,,Control
7,,0.011551700669537559,0.0500269218527315,0.003858734746047453,0.0006741688639696576,0.01723755491333113,,0.002647668318669038,0.012811902525060672,0.004276065157939612,0.013911355838898914,0.006336930739444575,0.0007121429807603367,0.04686865561234995,,0.03695048341948711,,,0.009293395338908087,0.021855387122386855,,0.15507679944393574,,0.021650378208091237,0.026122471914869213,,0.003226901890661998,0.0017736221778079009,,,,0.0011338352844460198,,0.008748672028458008,0.0002540160515052183,0.0005016175562552543,0.010908963084668296,0.3631518670885386,0.1413458206597926,0.0269240336773968,,,,0.00016793283405067212,,,Control
8,0.0006956918493468906,0.034279891403272617,0.0015134700735905439,,,0.12222671619201939,0.0021316048913478745,,0.0012850197696566716,0.002825924983673454,0.08333740463782607,0.04812292462395656,0.0060472325487973535,0.028205645793132506,0.032304666812354305,0.048763535152909245,,,,0.15341730526352665,,0.15370431904029347,,0.0009139067355063585,0.04368423546230374,,,0.005437117233626155,,0.002502823445269059,0.0009612851126270551,0.0009374376444104016,0.0038691989582666144,0.04490847584393922,,0.0006173961793612405,,0.08224886268152962,0.03132259430486582,0.062040138243562214,,0.0016951751190289392,,,,,Control
9,,0.02258879835064231,0.24084825743803595,0.0013218023448485605,,,,0.0031814964420201807,,7.199804165326703e-05,0.21926824866959366,0.016908306051522208,0.0002783924277259659,0.05594819735796803,,0.031819355790118256,,9.773351186124334e-05,,0.11585659338151108,,0.014113148037267003,0.0018560176014276238,0.017577632526693147,,,,0.0022478707728085965,0.00014910232739541823,,,0.013684223533800732,,0.011206061152583456,0.0003864405526467552,,,0.2277844425610347,,0.0021799577264264365,0.0006259234004154235,,,,,,Control
10,,0.016711732325329794,0.14855531542874978,0.0006363330961456563,,,,0.0007861581151250791,,0.04338217283310541,0.06738623588446757,0.0018851923468618489,,0.00849188315553075,0.166796723106753,0.07482796839496246,0.06479847423956661,,,0.24844924227795392,,0.005964855663803663,,0.016220251242590092,0.03604762446401317,,,,,,,0.0016111479971749098,,0.0019196859599884674,,,,0.08918101475765856,,0.0060568033625982365,,0.0002911853476210253,,,,,Control
11,,0.005298593033821054,0.027508633642154636,,,,,,0.002082156157928523,0.034547759118162956,0.2508679655525501,0.0020518895850882325,,0.02879394046851428,0.019898328855721088,0.09386308424966405,0.010801689938184615,,0.016816251022774988,0.06410910036088799,,0.0021841013373939625,0.0011973701620263716,0.02827071731573128,0.06639893019935243,,0.0023149838145411663,,0.002743317171392445,,,,,0.00629227734078709,,,,0.2801672350851749,,0.01642258107198066,,,,,0.03736909451616737,,Control
12,,,0.0006965853689818311,,,,,0.0015803429861308167,,0.0028558797736939227,0.008691986622995815,0.0019623026274655036,,0.017965429646480922,,0.15749222052818648,,,0.006354738303538076,0.025915140030492643,7.87566311881069e-05,,,0.015578883283073377,,0.06180952678687372,,,0.01210126699980922,,,0.002637144753485733,,0.00808217382730775,0.00598099500286169,0.00041863257646807965,,0.6682119399060852,,0.0008839580157016273,0.0007020963291794721,,,,,,Control
13,0.000588987526009374,0.006170658273608106,0.029672360705353208,0.002428198364824818,0.0005050810231404612,0.04343844579541396,0.0005556548056915866,0.0011034279829336474,0.018174214201643592,0.0083990245171189,0.09914054125769772,0.03732509352865762,0.005713688024128293,0.004362481346812671,,0.09198008181130334,,,0.001956121660816748,0.026795730521868896,,0.16748296254650166,,0.015523359833119655,0.05960350154479917,,,0.0007784750099833962,,0.008894746106475547,,,,0.051282472309212054,,0.002840998654868745,,0.28116724290128003,0.015831564345614668,0.018260091111624882,2.479428949746737e-05,,,,,,Control
14,,0.02031416151053174,0.1314618597261218,0.00546386632714122,,,,0.005072355500473239,,0.08166317342644033,0.11305847415137274,0.037845722479538324,0.001550270519504834,0.017913348844681154,0.19374060182257796,0.012465363337495839,0.0447683555540575,0.000825262473762887,0.000534114107904662,0.15075759613648823,0.012301045465707209,0.0159850715971103,,0.0034332820285619256,0.010360560513000184,,,0.001037114772630412,0.0009084477211509513,,,0.0006283186997519245,,0.010865289702346983,,0.0003568323014581511,0.015714449461127048,0.015621217164379132,0.0028731320185526876,0.09183370426391374,,0.000647008372217035,,,,,Control
15,,,0.0044647352948868685,0.0034598792589517415,,,,,,,0.3058177336648517,0.030018821510693034,0.0028172644046984543,0.02474713511315503,,0.02512460745932252,0.10773643952892012,,,0.018144525513653493,,0.015083161657066524,,0.010370418914140225,0.007997964635440577,0.15997833166441858,,0.0005709682581530068,,,,,,0.018903879227286955,,,,0.23896695027696171,,0.025797183617399563,,,,,,,Control
