,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa841,condition
0,0.0031894663652692183,0.06142114676111908,,0.0001535680216417755,,0.26330247626414266,0.005477629887731672,,0.05430165245253182,,0.043906006671722286,,,0.07216636185435003,0.00010173881433767626,0.005217574566872509,0.0031718868680549617,0.015463895652954052,,,0.00019236415342496093,0.004137243740941255,,0.001288556939486319,0.0010123365637174939,,0.0019716315410126645,0.4476679584566171,0.015856504424072437,Control
1,0.009755135133405118,0.06491794802595491,0.0017304583696276005,,0.03196603961253673,0.03370764824192925,0.007251488843597266,,0.0061552531196723305,0.1243305585361278,0.11504693485037436,0.0779025287653472,0.012798639833497712,0.15633799865019912,,0.048824819404507974,0.0023415545506326584,0.03900071784959394,0.10863037332824826,0.001425581359573887,0.0016924648919101042,,,0.012518644421623119,,,,0.13667947122577387,0.006985740985866735,Control
2,0.0016295887649980226,0.03729825069155654,,,0.01601126874366641,0.20015439069342134,0.008088507799344384,,0.056644983410506555,,0.07978091595000471,0.004054415213334993,0.01642415508676894,0.0568630176282963,,0.03031921537093237,0.0002948312818543141,0.07506759826679646,0.05857195655124401,0.03716518343826379,,0.0003034096773083364,,0.009329822046292492,,,,0.2787580239911168,0.033240465394293185,Control
3,0.0204028199829301,0.13203560763375374,0.005487712649407686,0.0050944931254941,0.08201958155106004,0.11355190291557521,0.038010895132128915,0.0015570364702428086,0.017991529287584743,0.1945861570668948,0.01251976676787223,0.0449637411235358,0.0005364451783191948,0.1514155577348038,0.012354731752454851,0.016054836328883423,,0.003448266134098708,0.01040577780970215,,0.0010416411229498927,0.0009124125211339215,0.00063106091365381,0.010912709822871096,,0.0003583896488649475,0.015783033098363687,0.01568939390158184,0.09223450032583835,Control
4,,0.010066226541160508,0.0076555758270239836,,0.01070368152176798,0.045169409084772065,0.0014632384420895695,0.0005483682237231571,0.06002197165610204,,0.1097078023612607,0.00022975613077289692,0.003393028384287035,0.04461538639072854,0.03405087407725391,0.08052300388542889,,0.024303144231690197,,0.06766681552925265,,0.006965845845291384,,0.005890457908238332,,0.00032184321884761905,0.023815936605309902,0.4324008073198849,0.030486826815113825,Control
5,0.0003583082124386521,8.488958224538509e-05,0.0007124955713702466,9.045273447991277e-05,0.005946803696034719,0.0031280368758696935,0.0007814168462757839,,0.04607083314489014,,0.16560577010149766,,0.029268774119226803,0.02720762621633431,0.002176119715739405,,0.00012692228801737185,0.07134361561832325,0.022090350331270263,0.0020907150268056375,,0.010066833032390837,0.0066652745049901995,0.0003254444057198684,2.4931163717698045e-05,,0.0009221439935417984,0.5953788542729181,0.009533388545902239,Control
6,0.020783387805952087,0.00019030380010134784,0.0020157819383991027,,0.02673657749679692,0.03613647880436105,0.02572498002916517,0.0034639717288215107,0.00890754554567402,,0.07566988044053118,,0.009359848996147455,0.2787131922577333,,0.1911424645227247,,0.006572783458616668,0.10221084333350298,,0.0028469227211673142,,0.0006341984780121664,0.018294833694394226,,0.0005813117242630707,,0.1488330615234483,0.041181631700187425,Control
7,0.0072075157201306654,0.040419235353635986,4.2588877936255974e-05,,0.12467568080548606,0.11594170147565029,0.0037259835939385164,,0.020428428901725193,0.10723531800039568,0.08128706631186075,0.03281777251259496,,0.15987560570999518,,0.017554440156705344,,0.02363335061152522,0.039248693080969614,0.0005653890836231532,0.00020718619955214314,0.000757039034336305,,0.027387364640431993,,,,0.177606485503865,0.019383154425641723,Control
8,0.00043833862150491614,0.0020229385573676062,,,,0.34148620598190965,0.034144388509158824,0.002026853239722345,0.03183927541557262,,0.033480796948917736,0.034363928127701594,,0.01841773406123854,,0.01469413052630153,,0.023598657454396328,0.010283870545898221,,0.002085996683946639,,,0.02711605245124183,,,,0.3860247109562543,0.03797612191886725,Control
9,0.0023252104925658955,0.0001581701123952425,0.00013938741154830746,0.004781899891060336,0.003770380054221593,0.006758477094221716,,0.0003475348858462133,0.04718554957853158,,,,,0.0063437199106075245,0.013295296350378431,0.0008966268246405309,0.01261132045462484,0.03008077000725606,,,,0.0378046339888679,0.003356721274165702,0.00989299132854327,0.0024943646405441405,0.001024261318115025,,0.8099397174159133,0.006792966965952344,Control
