taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa61170,taxa644652,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
142049369.5892979,,3336871673.772877,,,3017928932.3132844,18906197.885316856,,888645490.3490541,,,,430495330.0650907,10955780409.613375,9476340319.676685,4055198813.936594,,554150293.7500436,268185019.11143258,,753321669.4979405,,,,6405528223.023676,,,,5260047453.376509,,34958402.84144895,890265161.4417771,,,191060978.12002376,,547551187.73657,,,,4348196712.501972,,,,,21627727.007661834,,,1045934218.8070581,115749282.84946859,538766428.9102397,2209737.1413730215,,,,,,,Control
,,979200201.2886529,,,2297642899.0771136,,19487028.791463546,,,,,305923137.53899306,2639079821.610754,1868972066.583754,327389967.86197865,,,261855033.09509224,249503173.982499,5704631669.58915,899202203.1211343,,501494240.1550523,5954691115.240904,,,,662655340.9312065,391571454.2367404,2303188095.402128,3374926497.9219007,,52609283.61750251,45763200.002969466,25330071.364583883,,,,,814824113.0697175,,,,,,,,11675266319.287443,,204480209.50790837,,56082696.481433876,,,800041302.9615606,,,Control
,,25096483.591118634,,,95897515.73236015,96281765.85685314,,,,,,,,9828387402.085249,713592556.3498347,,55284870.67245108,667918653.5151622,,321200100.9979597,2882182390.851905,,,351951897.7710334,,,,288748645.69875443,,67038681.22902798,22875847.902330946,1849754168.3192422,,23055007.46957921,,,,,,430928263.8493404,,,,,,,8236625.367966233,3829252866.4044046,,1917726365.1881425,31605162.080229905,,,,,,,Control
,,54999599.148009166,,,2058595442.4388745,37100465.61309796,,,,953760451.4132507,,,,2847878951.2550282,280231175.6536588,,,7373565129.725027,44713693.80056291,,,,,694988727.4090767,,10354185.420876427,3472129522.5904393,2645701653.828268,,26619474.341565486,,,,,2740957.23341147,,,,,767097362.0994478,,,,,,,7242564.9317011265,,10814929602.087069,167222776.97861046,,,,,,,,Control
,,96543588.13877657,,,356566690.12390697,17100770.09633038,126271509.15011883,226410828.8351702,,,5724308.414805388,106410804.6395073,142939348.3579345,1871067170.8704324,321703727.74045986,,,1925406010.3080335,,7645078456.848909,,,,1634843241.8955958,,,,28573438.641969748,46281514.56802213,1687805120.5905597,1023995796.9883853,,,,12627150.915011885,,,,32962876.81718817,289197833.52781504,,,,94132403.60691002,,,,36765753767.75925,1431780616.3951833,3067531810.5708585,,,,251785389.24533692,,,,Control
,,1172540306.6033504,,,5761925458.992905,121487260.21115457,,,,,,,18297719424.464207,7904176692.597432,1882422265.414314,,43784833.35446338,2708791081.1610603,22714853623.29113,3131479594.425102,3874043654.7771,,,3507211065.245129,735000846.049015,,,1011959743.3228055,,337564786.72153217,1305864915.4697251,,,151873684.12159246,,,,,,668801851.1012753,,,,,,,255805271.39767814,1053031503.1138369,108790075.93429302,606058894.4774151,,,,,,,,Control
,,7889241.58178743,,,83752100.11341573,,,,,,,,,4008022409.776803,329020100.95287275,,13877541.08257755,905830989.674582,,1107266674.1015668,228329920.8767639,,,409649698.99843377,,,,67688143.69204266,,430697266.0908266,427096762.2889841,428931315.2402609,,,,,,,,193519887.19330913,,,,,,,,12261430497.791143,,1111154864.132198,,,,,,,,Control
,,904658401.239427,,,6020272017.739324,160476885.3193988,,,,,,242443511.1304705,2964422931.5498443,3125933854.433499,672478670.3763864,,,570817458.7349942,11529997562.549133,10669065546.087088,7224418335.737344,,1186902784.1718628,14498259837.27737,,,,4527849431.017373,217147888.49376318,3616795315.9545856,10074015225.545317,,132203617.4745098,156953498.06341532,,,,,,1160936952.002767,,,,,,,,12675194164.96267,,647834108.4282848,,15290351.760341259,,,1277275752.4034603,,,Control
,,5013160.312596035,,,753100599.7686404,,,,,,,,,6488968724.812811,96038632.95478922,,,2012136097.6017482,,746397610.1371919,,,,5787287217.174971,,,,11362090.467713647,57599039.35403278,706171625.5422196,,,,,568458582.8620133,,,,,33708071.50796917,,,48546382.28875101,,,,,62567539891.77342,,312626470.7940105,,,,,,,,Control
,,141831702.37087715,,,3246263416.0622907,,,,,,,,1393545139.613538,17420491954.047096,703985481.1606556,,,4930111571.978092,,6943753767.17252,352877133.28484005,,1429480815.034072,4949088239.557325,,,,2638841174.517929,25660720.98419015,6533528877.81217,5097826204.555399,,3234681871.3991804,,26407343.97091408,,,,,812023605.0133854,,,,,,,,24261780604.660645,,2893092966.604095,,,,,598702751.6636926,,,Control
