,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,,0.019118764907866112,0.0031681798843865372,,,0.0005330034700169167,,,0.008905805473392168,0.03772811681516565,0.0007716301417646075,,0.04394823807421119,,0.17529130197212292,0.05929343519577065,,0.00800795623867103,0.08024005823015022,0.0025035133669245486,0.002422559747400512,0.0272602996594504,0.00025546260507336243,0.021943471589614547,,,0.02327492171795073,,0.009415520915874772,,,,,0.003351661313444753,,0.00041111937785681603,0.0076262745406411375,0.455217425493434,,0.009311279268816423,,,,,,,,Control
1,,,0.012288676372261454,,,0.12275458477916765,0.0003471222407137174,,,,0.00022704275439769522,,0.023447832834713692,0.14324740481895956,0.007368264364394165,0.0004042642147269305,0.062261874549574825,,0.019534726052022375,,,,0.15165601914439145,7.818892885437866e-05,,0.00882568973006213,0.0015930612968665864,0.011410906511663469,,,,0.00025937575748702206,0.0012566150477389675,,,,,0.00415346910754404,0.0020062730093037707,,0.004837952682378473,0.417366198305832,,0.00467445749694565,,,,,,,,Control
2,,,0.016977454922122485,,,0.22214478701518464,0.0010708450289472152,,,,0.002381064967710263,,0.007527270373098117,0.44628757825854803,0.018765409950081354,0.00010340103141260424,0.03779738958565918,,0.0030407412240530895,,,,0.10685111489447717,,,0.018459671669761264,,0.0007741378495061408,,,,0.00012968254970098942,,,,0.0011268581490058588,,0.013152124125074053,,,0.0018452872975841096,0.088798045710359,,0.012724922611583315,4.221278613115148e-05,,,,,,,Control
3,,,0.001071161262814781,,,0.0007024651807164401,,,,0.002031401673193752,,,0.0005694004194458951,0.025071836853342504,0.014131538039410523,0.0007854041847156299,0.033632973971244325,,0.05566374756266022,,,0.010182272552866571,0.03565048537435084,,,0.03332930045781525,,0.005932051214432353,0.013243466641006575,,0.006442468313073,,0.0008938086838747654,,0.0035900308927659073,0.0005182681208638702,,0.008353990916165982,,0.000671665016609945,,0.6437818092217705,0.08087197076359849,0.022878482683261987,,,,,,,,Control
4,,,0.03400575832082682,,0.0014172690674271286,,0.0025743779695307626,,0.015346686447845564,0.002864115746096779,,0.006516183149481359,0.06427869928923671,0.06551133856191814,0.02281784776516073,0.001322088519138045,0.03611211408893179,,0.007096068081315712,,,,0.05840677587252929,,,0.4909873231791041,,0.0031111757929460776,0.006460917024668343,,0.0007164127290576188,0.0006102813004815114,,0.009490217077150693,0.00037744716353778536,,,0.027496329919933723,0.0009474046618409104,,,0.05491610602253384,0.010109197675056478,0.07650786457425027,,,,,,,,Control
5,,,0.011551700669537559,,,0.0500269218527315,0.0038587347460474525,0.0006741688639696577,0.01723755491333114,,0.002647668318669039,0.012811902525060672,0.004276065157939612,0.013911355838898914,0.006336930739444574,0.0007121429807603369,0.04686865561234995,,0.03695048341948711,,,0.009293395338908087,0.021855387122386855,,,0.15507679944393574,,0.021650378208091237,0.026122471914869213,,0.003226901890661998,0.0017736221778079009,,,,0.0011338352844460198,,0.00874867202845801,0.0002540160515052184,0.0005016175562552544,0.010908963084668296,0.3631518670885386,0.1413458206597926,0.02692403367739679,,,,0.0001679328340506721,,,,Control
6,,2.290242669575995e-05,0.02031369626693686,,,0.13145884893051607,0.0054637411913431855,,,,0.005072239331223213,,0.08166130314159717,0.11305588483795614,0.03784485572065349,0.001550235014547902,0.017912938585522363,0.19373616469264668,0.012465077850425763,0.044767330250076134,0.0008252435732495766,0.0005341018753954584,0.15075414342169388,0.012300763741915145,,0.015984705500179816,,0.00343320339807194,0.010360323231022506,,,0.0010370910201853562,0.0009084269154936104,,,0.0006283043097289617,,0.010865040860846043,,0.0003568241291325242,0.0157140895621002,0.015620859400598121,0.0028730662168572453,0.09183160104923362,,0.0006469935541552186,,,,,,Control
7,,,0.005382044730547131,,,0.007236288337092009,,0.001751370466079556,,,,,0.025922767858177004,0.06774338447788565,0.0007607558238095827,,0.04590416435105579,0.0009878769742534957,0.1991737717926271,,,0.01629175707113325,0.09651248471380945,0.005532827061300809,,0.002752093421025753,0.01391640888714427,0.062493800761366534,0.014636415575477821,,0.019614022504052274,0.00025239193213447337,0.025913396609966746,,,0.016854663733290486,,0.06321559746340316,0.0011959397435057776,0.0011257080293907613,,0.26308779048500314,,0.038740950691019,,,,0.00212822099804004,,,0.0008731055074088669,Control
8,,5.521238683853572e-05,0.005648186872569913,,,0.002667120993411893,5.7831952637444334e-05,,,0.00010649542497870848,0.0013065588184710422,,0.057606367721146017,0.06169913702434856,0.003078090566248366,,0.05161401020361179,0.0007459717375045956,0.1754706075145872,,0.002471661083801018,0.00686426991844788,0.14662314291675954,,,0.0001780297217950595,0.021039848734180473,0.03390090928151456,,,,0.0020349996156290955,0.01432358428337093,,,,,0.0011699383868048845,1.9848248553269228e-05,,,0.40361665314399786,,0.006854295417905882,0.00015777846311888126,,,,,,0.0006894495677666057,Control
9,,,0.004477761831595002,,,0.027214227120802216,,0.00021395798418000802,,,0.00017741109405930815,0.00012806767378430148,0.030067546228488902,0.10386892340130133,0.0012666517407938947,,0.024075084715588925,0.006861499468739254,0.10188198057118182,0.0035128010857190415,,0.01673386892442502,0.25070142900387815,,,0.0048021794640669855,0.00028940632596980044,0.048876398110495066,0.06849460493170083,,0.007111594854075024,,0.002038026578495503,,,,,0.034991139170659956,,,,0.23899618694113073,,0.012888972288141412,,,,,0.01033028049072748,,,Control
