,taxa102106,taxa1263,taxa1678,taxa1730,taxa189330,taxa216851,taxa239759,taxa292632,taxa33042,taxa375288,taxa397864,taxa459786,taxa561,taxa572511,taxa816,taxa841,condition
0,0.0075284392041824535,0.056485805206669626,0.0004751097135824687,0.14173056622111407,0.011424524727648338,0.05082992404337056,0.0596386088961067,0.14110582947536882,0.006881397807680009,0.029650109215342006,,0.00030741178381547693,0.018224758389517474,0.007302914402082014,0.46535246149892007,0.0030621394145999843,Control
1,0.00838930205913484,0.047046609060294474,0.1451182330111575,0.13495217946075275,0.004336917608049884,0.023777993320426072,0.09461536807841481,0.18608974302229858,0.020432768608784613,0.02750841269700759,0.04568413784556553,0.0008811675723251669,,0.0318779567737228,0.20672788134082143,0.022561329541244034,Control
2,,0.004636057191158867,,0.0334178068270995,0.010306325124941569,0.012053626014837181,0.025198305513786812,0.002945803513045,,0.011141279566915562,0.013852044478013921,,,0.005943746950836753,0.8596483192746375,0.02085668554472726,Control
3,0.00046232422905221997,0.0024057944911165725,,0.04230390201855164,0.001000810508304494,0.010863281400764197,0.037217820890529926,0.033653128176099015,,0.4491739247899755,,0.01868100708873137,0.0012599673223635966,0.0094613850686359,0.3905198831838824,0.0029967708319932076,Control
4,0.0010522824864671032,0.01902204798892001,0.009108603193807891,0.11517702502997496,0.009251845835944777,0.012820216471251046,0.27612294865697445,0.0627892624069866,0.0022674495827219674,0.06591940158110654,0.11775191931367132,0.0022716414660620935,0.006221952557701572,0.0011682180028454502,0.2771565473205541,0.021898638105010033,Control
5,0.014920160749168307,0.004339929201265841,0.002179588570477173,0.09715962966001641,0.06418814957285211,0.033603534306685605,0.08121355372545074,0.08107593095667792,0.04608474049807412,0.012849924536046456,0.07391870488313011,,0.0033367506446255295,0.0736652335773571,0.3175488999922767,0.09391526912589573,Control
6,0.0011121212349554464,0.01449680392580126,0.0016389271686918147,0.04134861432530942,0.0004900159526676946,0.09221231453749451,0.2482913713310305,0.22480008191311449,2.9143870545364933e-05,0.1734071378768812,0.01738326605494827,0.0041427513320854295,0.0006303054587910102,0.004180760258309992,0.14367484926080948,0.03216153549856408,Control
7,0.003831591543588351,0.027499423973414556,0.025718713178523613,0.0643306473954407,0.009642606741376082,8.174977692823992e-05,0.10828197998645851,0.18843546502150418,0.029138214764972015,0.11724232681688818,0.08590484909307851,0.001109884019064205,,0.014389719006993993,0.30263757208221875,0.021755256599550056,Treat
8,0.024179297785481713,0.11411425485450362,,0.05196688227569262,0.1067429221480336,0.0011084928769901955,,0.44272581655340043,0.0737497139232236,0.051335869665853594,,,,0.050175635531412334,,0.08390111438540816,Treat
9,0.027297772125139532,0.6902810929874713,,0.05767045225799285,0.015387325068340304,0.0010387345621425017,,0.16452621421879543,,,,,0.027205893267121868,0.002167387589369513,,0.01442512792362672,Treat
10,0.025186061890740154,0.03909824490121555,0.11600632117402364,0.21479593652519163,0.003394654450319908,1.0410114353989074e-05,0.11236510719968673,0.06639393416147693,0.009225468085644749,0.02833819450602589,0.03708552206728265,0.0029027076345712103,0.00936261926302981,0.0016630068688057618,0.25607153777241487,0.07810027338521645,Treat
11,0.00252281581259568,,0.025989610492752866,0.06443152128476322,0.0030296543445061082,0.00011481736458592685,0.14076117665353463,0.027905699057160376,0.003866990280501788,0.03123285794957799,,0.011519853922705782,0.0013484976697495643,0.0034145330770432524,0.6739416600069577,0.009920312083565239,Treat
12,0.006974356578186594,0.005018450085120012,0.007300524460838343,0.08524331014531411,0.018149266728465025,6.061888146711028e-05,0.09560142458540825,0.03773012755544033,0.1557977273020072,0.011239307116647402,0.03967722762575561,0.00030580303003933837,0.00342536820940752,0.024955200471532758,0.39533022453202854,0.11319106269234179,Treat
13,0.004285294560357345,0.02448682223410356,0.03854671181025814,0.1312215421556144,0.005333564910315082,0.00013680522461873248,0.08518673916693446,0.1847605434249916,0.03163827497497054,0.014824876264844562,0.06354332383137656,0.0006208281233255904,0.00047364947628456363,0.04432976554344476,0.17628820762815653,0.19432305067040354,Treat
