,taxa102106,taxa1263,taxa1301,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa459786,taxa561,taxa572511,taxa724,taxa816,taxa841,condition
0,0.012171429454446528,0.08535544929260676,0.0005349520291781666,,0.0011379167735825195,0.32632887085879836,0.0076416199591801725,,0.049155198713024574,,0.03804940346037309,,,0.1105506529017335,0.005655120025667939,0.01238624390477976,,8.204224392755234e-05,0.006841835159950861,0.004550650461815486,,0.3236032790871779,0.015955335673756933,Control
1,0.0016238993106336003,0.024666877258691867,,0.00163640004165461,0.024296094706407825,0.13248709544101603,0.0029445200164966165,,0.011651877033678707,0.059692838559472265,0.06624354772050801,0.01812105968805567,,0.18347812078575898,0.009087814048256296,0.029208990699673525,0.03938436834675766,0.004008712683415618,,0.026663624459778185,,0.341696068748368,0.023108090451376392,Control
2,0.005524440149233123,0.028681161050346193,,0.0021709059371820016,0.03602032205911436,0.2615609563158885,0.002139349282592507,,0.0300212527672041,0.020746474796520874,0.09786390233215402,0.011262100937584452,0.017533026544370417,0.06684168527460951,0.0022771964257824262,0.02947572776202018,0.06922911677081604,0.0028602482634511573,,0.006560479234708481,,0.2921090772823537,0.01712257681406787,Control
3,0.03259091717105556,,0.0012295565397941895,0.03961019206703759,0.005312372794745711,0.12875640667590826,0.08183651587615366,0.010841129002803495,0.0021395585844574475,0.005634465188145985,0.11214089704993602,,0.0006097576450599204,0.10787855207827937,0.05266160977563104,0.030058977445477395,0.10608635452651262,,0.0005325172629495433,0.07642814432078504,,0.1933966755960226,0.012255400399244503,Control
4,,,0.0005923604354453651,,3.616451638052816e-05,0.005265983871035492,0.013262337504273409,,0.14507708215666326,,,,,0.030037345753983553,0.004834878248006418,0.0071525832170621926,,,0.16571441977619186,0.012993613633264551,0.002614192533943165,0.5280470167398682,0.08437202161388203,Control
5,0.0003111005065707365,0.0005934463940484057,,,,0.11985373891621601,0.008251454045632154,5.659153757678097e-05,0.015694617787892884,,0.03030278002104593,0.02897109447014006,,0.009064536785519094,0.000489440324988376,0.0076881898049580314,0.006186933574790562,,0.0021161156384341176,0.0012469511946422605,,0.7395055836983743,0.029667425299170404,Control
6,,0.004480705219563526,0.020241476646101486,,,0.35208187878171165,0.042723820570629296,0.0042366052338566095,0.007860019539762711,,0.013763710037450234,0.048084609172395175,,0.07154379418430315,0.015221839831588658,0.008782011654450883,0.009312855599271348,,,0.022858493179611118,,0.35498608041888735,0.023822099930416802,Control
7,0.003233616072823889,0.12103192410909244,0.002181264295998166,,,0.1674366230461598,0.016475757055273123,,0.4335173180685933,0.0026288722315907973,,,,0.04086078360923396,0.15554992262203624,0.001565050680630734,,0.00016115032658748125,,0.0451002988736395,0.00042581536473738376,,0.009831603643603148,Control
8,0.0017640590753458041,0.009318958604020239,,,0.03955036260311736,0.162172776627035,0.004109422568778483,,0.031911522153254684,0.0005791382007658878,0.15850862002858543,0.00391262172516681,0.019870819796280255,0.04130608174177737,0.031206526726139442,0.09705065179312973,0.043912149489790823,0.0007657578229689222,,0.023692893637429813,,0.2979274499159724,0.032440187490441565,Control
9,0.005029106379862125,,,,0.014624206620638782,0.07960944744307223,0.01148691684246458,0.006660790024705437,0.09603902125138469,,0.06571057887103082,,0.009337452214138205,0.036375454644138376,0.08073289746785611,0.010642171358171302,0.017725268732123215,0.0009504204109551418,0.0016039570551746062,0.013626572535766646,0.00029910712534118747,0.49569910895634245,0.05384752206683417,Control
