,taxa102106,taxa1263,taxa1485,taxa1678,taxa1730,taxa189330,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa459786,taxa572511,taxa816,taxa841,condition
0,0.02351866295969305,0.03650981436225648,0.04726148114426439,0.1083263267088552,0.2005757493236727,0.0031699173228447015,0.0030206832149089137,0.10492617290164015,0.0728240554192475,,0.06199844052181585,0.008614712196488898,,0.026462114179052473,0.03463034030363243,0.0027105389808125316,0.0015529104238990578,0.2391187719845132,0.024779308052402457,Control
1,0.005646800522322782,0.029316417740972503,,0.03681813322674457,0.26735424854749,0.002186733554901702,0.030686191039677554,0.10003148190182942,0.011511544290262918,0.017921364115492056,0.06832215629560122,0.00232763386319332,0.001276057703089596,0.030128583245765554,0.07076246681677871,0.0029235996683339696,0.0067057867527774975,0.2985789773470881,0.017501823367678648,Control
2,0.0010446197088804332,0.01361690310433998,0.0003855391990527226,0.0015394505275350345,0.03883891081429126,0.000460273849409055,0.08661537801785388,0.2332210301224358,0.056425805978855284,0.003282183467529564,0.21115557256110024,2.7374948528851535e-05,0.00119471353313368,0.16288198461923423,0.016328167968520674,0.003891302094110701,0.003927004023180648,0.13495433275696747,0.03020945270504044,Control
3,,0.040853214914365034,0.01947395638384353,0.023203234744601096,0.012877544659707856,,0.04660009729825564,0.197111757938881,0.19428224626731427,0.0020967897996104243,0.08348670180202272,,0.01416107513333454,0.055682919875821385,0.06437533292099659,0.020987384680785013,0.0038138708474353663,0.14688342017673858,0.07411045255628693,Control
4,0.0003657277875253893,0.003882562088831945,,,0.18580305256005858,0.015252644037503461,0.0419923208449348,0.05133043356849681,0.010584870031218685,,0.01899045383792073,0.0031378726050600506,,0.019966172487893796,0.019799261096504223,,0.008971153874760237,0.5684127937222441,0.05151068145704719,Control
5,0.004590906562351417,0.027901880130527006,0.0001818939431311158,0.030827297316303383,0.10649349831488328,0.001298657679377551,0.024683417422983717,0.10445634912721347,0.003601563049394753,0.017156702734076934,0.2570361888128402,0.004923521626276695,0.000296719086688785,0.05011141397613022,0.07022533647230707,0.0020895237275558305,0.03587530031393236,0.2450351770081018,0.013214652695924334,Control
6,,2.3138638975949007e-06,,,0.16207941591790717,0.000347321162652389,3.627905493072377e-05,0.014522964318436162,0.004563638284608995,,0.009203019880189324,0.005853647110228118,,2.4293168947387695e-05,0.7431271731168587,,0.008502171828163232,0.01098020955198248,0.04075755274119772,Treat
7,4.041053145341185e-06,2.1308893920371963e-05,0.0010096326742234337,0.004088680088133777,0.046846682061733785,5.868266623674104e-05,1.0584806878531574e-05,0.01753923125603439,0.002808065928588341,0.00019999866798794868,0.010096707503302153,0.0005446768574729847,,4.451752215366724e-06,0.9091434534203114,0.0018301073606183716,0.001187366307204964,0.0014056791663261275,0.003200649535665743,Treat
8,2.9066363415093924e-07,1.6242666021120987e-05,0.0015698597197451674,4.237120012572787e-05,0.015546476036004408,7.359646657630842e-06,2.2914393895731303e-06,0.01535918460456258,0.0047070863467268105,0.0017273397430495783,0.014123983669251805,0.0001727243201074608,4.7176845102012964e-05,1.1295236969151922e-05,0.9439607481791977,0.00047507233194132555,0.0004569653481913943,0.0012141034390293589,0.0005594285642929013,Treat
9,,0.0008336100706698787,0.07613610639574969,0.0004718274104478181,0.01004606844346483,1.2495290787408575e-05,0.001897118522197409,0.38766313071682773,,0.024626820559326985,0.0462198092285177,,0.10825777008512256,0.001507737040487856,,0.09963269158596362,0.05666794071823963,0.1858423655479559,0.00018450838424126741,Treat
10,2.9089658074916596e-06,4.226141972829809e-06,,0.005332641995977238,0.015107405905274325,7.635038831195552e-06,1.4138131799755216e-05,0.018839047417189465,0.005695674390291485,0.002477098340401156,0.010745301628066774,0.0015643638378135454,0.00012423690597340346,3.342527922583815e-05,0.9318335237201852,5.456440710133835e-05,0.002430611904183536,0.0035815408066639178,0.002151655183241568,Treat
11,1.1293690987292594e-06,1.4570015173018586e-05,0.001956220275030672,1.329432410808833e-05,0.014421042335964338,9.428728713138876e-06,0.00018777729055084597,0.07068000191211737,,0.01787125907803062,0.0027176703720519836,0.0014541273486109753,0.002998791955563895,5.3573761592496394e-05,0.7842976180885559,0.001033366842533085,0.05383162947951272,0.011839525664218043,0.03661897315857405,Treat
