,taxa102106,taxa1263,taxa1301,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa846,taxa872,taxa904,condition
0,6.37114747261958e-05,0.036753763838111624,0.00019299612311539174,,,0.0005149666114638457,0.21841451926589486,0.0018374968506259652,6.867600522434093e-05,0.09972759207445803,,0.02349091718459821,,0.0016420184622615009,0.0016573257646307817,0.000534204167144158,0.004405607106228956,0.0007508852378444506,0.008046366232587426,,,,,0.0003482411289011384,0.0927840756064898,0.006365976086684012,0.0009251609438730866,2.782205633335498e-05,0.0050405498713979755,0.3948901328715217,,0.10148234675011492,,3.4648285768304525e-05,,Control
1,0.0016154022237285064,0.028023694857728935,,,,,0.21955901551562643,0.002127615259054827,,0.04520820964456904,,0.040249672005707345,,,0.046801469220303774,,0.0022886802739136556,0.0014700089460342215,0.01710858269257835,,,,,0.002045920009835784,0.00043597761711944164,0.0017768716705141624,0.0004053418986623009,,7.623541820687824e-05,0.5898508212394707,,0.0009564815069457138,,,,Control
2,0.001682159882134165,0.008886311420086043,,,,0.03771417534970118,0.15464365260150204,0.0039186362183368535,,0.030429979978713512,0.0005522508067643754,0.1511496101865331,0.003730972160754871,0.01894828600332879,0.03938838248971437,,0.02975771506357805,,0.09254492395577658,0.04187345947897145,,0.0412648165008038,,0.0007302063220168567,,0.022592914106770213,,,,0.28409570350524854,,0.0309341012032912,,,0.005161742765974038,Control
3,0.0020382508463218287,0.02195112700597693,,,,,0.28993887579903915,0.0030839965414942603,,0.04011842319559684,,0.06265022706838498,,,0.04986215262573236,,0.0013577859884274324,0.003017978266905697,0.024049919956644957,,,,,0.0031190845952694408,0.002352623582457839,0.0018123081185440766,0.00032167429645916915,,0.002289647624670593,0.4723632899451632,,0.01967263454291117,,,,Control
4,0.005349172639764039,,0.0012599668613447546,0.0025050812570088323,0.0005088267788086681,0.05295007878557932,0.00021624359123895634,0.0015681295583697232,,8.641434577848784e-05,,0.0002575812229935695,,,0.00010448657674658505,0.007940875969344096,,0.00013855377075541202,0.02037747905049329,,,,,,0.07826003052960673,0.013038803053293038,,,0.0014677975174778727,0.15910937553067703,0.651785396204063,0.0030757067566566836,,,,Control
5,,0.007583349706207038,0.00906437962020452,,,,0.2576804258710655,0.03267655393042864,0.0005842743276503813,0.035250107172489845,,0.06619867507946312,0.010402748461976332,,0.05471925451967035,,0.06587690520176798,,0.025664959108874112,0.02949429325422122,0.03218405519701261,,0.00024241276320866853,,,0.043895186415515874,,,,0.2641673146824594,,0.06431510468778426,,,,Control
6,0.027553097556684537,0.007061735396714629,0.0022978578684291783,0.00048399507196453245,,0.008523965763766598,0.08645459125261928,0.05517979533720796,0.008180576559423879,0.02142849909006572,0.007983681240610083,0.03774572759532642,,0.00046350476964778577,0.13196932295566252,,0.11721418560115834,,0.00875666023145563,0.04107516620108147,,,0.0004902363709460701,,,0.05067086898430043,,0.014324958766210597,,0.1971967853306393,0.07005210424806362,0.10433991668690183,0.0005527671211195902,,,Control
7,0.007681622158477995,0.03370081256634868,0.0004139226512634734,0.031093664588582537,,0.0420540393904189,0.1595829734517458,0.003308662162878669,0.0005566726307921851,0.009731574611754047,0.17307572243254754,0.12184678106116678,0.03574616355508315,0.010310208777858342,0.08398268887207962,0.0001390897236433602,0.004291388578725779,0.0002341517979229199,0.02630604989054267,0.048872364053651834,,,,0.0030187698967588236,0.002110712700972886,0.002661319764869346,,,0.000694402830820986,0.19048389942327965,0.0002771336598909057,0.00753782639155347,3.806666120765647e-05,0.00024931571516223364,,Control
8,0.00434708613993001,0.00039467262774709535,,,0.0006103583215403692,0.0033612630210848333,0.06563766348653671,0.059587840735108345,0.0061580948235862715,0.005814392695616195,0.1901982977784588,0.10311267721101444,,0.018207950196134484,0.03319885705897427,,0.05480219368446536,,0.02593765331389801,0.07912038008755336,,,,,0.0012199654988734984,0.031216372883436587,,0.0049129123406125635,,0.2644102723906431,0.027052458623757873,0.020496042757703628,0.00020259432332422948,,,Control
9,,0.005973150357391744,7.727389042683713e-05,,,,0.07733316071452051,0.01358412284525701,0.0012809866783454083,0.012122189844956612,,0.03352533804798465,0.006441952035570263,0.0011322040961230554,0.03951942517935331,0.0004904464590048863,0.002593226801902718,,0.005483108473729407,0.0332942243835536,0.0886653160593148,,,0.008467863063383806,0.000757668472758425,0.011925667372313488,0.0002735940753986837,,,0.6458448595162695,,0.01121422163244128,,,,Control
