,taxa102106,taxa1263,taxa1301,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa872,condition
0,0.0016160572794545072,0.028035058641627832,,,0.21964804807246957,0.0021284780203768665,,0.045226541856915256,,0.04026599349996413,,,0.046820447509393445,,0.00228960834810867,0.001470605043874888,0.017115520330085537,,,0.0020467496432222546,0.0004361544087756047,0.0017775922031128195,,7.626633214675462e-05,0.5900900094442805,,0.0009568693661913777,,Control
1,0.020041935234687516,0.00018351466431540284,0.0019438684123036765,0.025782743390591334,0.03484730086204948,0.024807234916268236,0.0033403936688294372,0.008589766624828169,,0.07297033848212887,,0.009025934036294078,0.26877002923858057,,0.18432340917325787,,0.0063382977606516394,0.09856444586893554,0.0027453580392439707,,0.0006115732882883075,0.017642160915046796,0.0005605732827401897,,0.1435234047347637,0.035675250742914305,0.03971246666328089,,Control
2,0.02031899115143139,0.05458147819637896,0.0013401017370616613,0.12128415937952258,0.14349251311815123,0.01883570695049666,0.0008950518831885163,0.022625197723678738,0.11312706517827241,0.1494717266847005,0.07943816923672013,,0.05378729997382884,0.0011935819375644796,0.011678306252649009,,0.007550775677541035,0.05381389100283384,0.0006338784566050017,0.002854713830467872,0.006232420450030021,0.008636809283218898,,0.00094500426156228,0.1137525464678232,0.005144556692558291,0.008366054473714553,,Control
3,0.000513267217277364,0.0025664389043390003,,,0.21500776069903046,0.021837196409432602,0.0019248548827422948,0.05298764292723534,,0.05872848328714751,0.06709087297376662,,0.01113220250036809,,0.008405059136773375,,0.04371408054840627,0.023116457370443214,,,0.0023760200569035678,0.00824281240823498,,,0.43688067606505,,0.045476174612849286,,Control
4,0.03273922612068564,0.19982989737294518,,0.09379286082279005,0.034060588836368234,0.00844587086931999,,0.004295967720564285,0.10948895970933986,0.04797845589298558,0.03968386618732446,,0.23529854868154815,,0.02290428117346607,,0.02841028953962742,0.03290824369663557,0.0015275224256067045,0.0016751519749703746,,0.04548450766119112,,,0.057371451178647184,,0.004104310135984029,,Control
5,0.017018695949416098,0.222684413199819,0.00107344628745555,0.007545555349516981,0.4473716841083463,0.018810994213887513,0.00010365220950603672,0.037889205654833266,,0.003048127684060742,,,0.10711067380751388,,0.018504513245053665,,0.0007760183575285122,,0.00012999756992023055,,0.001129595472585415,0.013184072795384132,,0.0018497698035988982,0.08901375075234316,,0.012755833539230635,,Control
6,0.0031529920986747085,0.05198801825930286,0.0,0.019713151657498845,0.09842230940143197,0.003151344444563441,0.0003247938166836513,0.09190120336418017,0.013248683730321863,0.08824093975599893,5.478449919965201e-05,0.005941543703613388,0.03137401171646838,0.00017094411404402693,0.04024611421373534,0.00204515066561107,0.017139001043788876,0.001497099716850641,0.0015202698527903432,0.00239424738043592,0.0018147880251794498,0.03413239065549448,0.0009522410979307938,0.0007234231332284878,0.4286763488314425,,0.05361106053728354,0.007563144284246697,Control
7,0.00023852793725644798,0.018654763025220945,0.0025813933667016603,,0.1078182631207533,0.0026357236081258656,,0.14022655508702733,,0.07359081693697812,,0.004991010263770292,0.009196554695203304,,0.0030700625827829275,,0.017563613845688376,0.009073756231315141,0.00013794630071647246,0.003789382860969922,0.004494161215801739,0.003687791368641392,0.0001323920938794256,,0.5722792162388042,,0.0254741171941682,0.0003639520261948512,Control
8,,0.06372178522078667,0.0017955638613579622,,0.004535651557658997,0.0371360348303911,0.0003066791297234218,,,0.0035503169797612456,,0.0003380217803126147,0.006096798511485285,0.0001977416531964008,,0.010383123636853167,0.1022710688725363,,,,0.03637673735413833,0.05471697640932282,0.003285536879471293,0.0011664254479686424,0.6737440112955431,,0.00033040377496107475,4.712280453166843e-05,Control
9,0.0022944181640174688,0.005169426733721917,0.0005459721936565408,2.8282852966045412e-05,0.049288075338279884,0.0011130999613316833,,0.07332397510294393,,0.09986471745769282,,0.02070960999303337,0.04212391555056873,0.002812673161767285,,,0.05314653527131967,,0.0017447126337694096,0.003202637138463119,,0.0027702488823182166,,,0.6078403688627058,,0.03402133070144417,,Control
10,,0.019633768168021926,0.0032535213265289533,0.009145701663089199,0.03874440124844278,0.0007924155868787821,,0.04513207426841065,,0.18001313376552797,0.06089062583956036,0.008223667012352012,0.08240148925264358,0.0025709506491979088,0.027994611905303956,0.0002623440158284341,0.022534564134674202,,,0.009669147339501418,,0.0034419452053007565,0.0004221937239733047,0.007831703932665173,0.46747964323284436,,0.00956209772925414,,Control
11,0.027581693213429466,0.007069064335358007,0.002300242673067533,0.008532812260919403,0.08654431712864455,0.0552370630358205,0.008189066674148279,0.021450738404657405,0.007991967009854275,0.037784901552725694,,0.00046398581259641316,0.1321062857582054,,0.11733583495873755,,0.008765748227812318,0.04111779557699866,0.0004907451569712571,,,0.05072345714697292,0.014339825755409218,,0.1974014436843114,0.07012480699675516,0.10444820463660458,,Control
12,0.00545916000236558,0.0014322590210661603,0.0011254207443082385,0.0013008610213143801,0.010447806882006675,0.004066466147627215,0.0002924698742494071,0.01619527200427137,,0.13210600799133065,,0.015028516073036464,0.07092951486442477,,0.019396718673342493,0.0002308315098650536,0.021983864075745218,0.04036188383500576,0.0026084897684479887,,0.0003636871736394373,0.003987856409265412,,,0.5827501288991471,0.0380885526728977,0.03138902470615576,0.0004552076504871512,Control
13,,0.001123786272763184,,0.0008937908670351397,0.760963749811067,0.008191750481036271,,0.00010645071657419276,,0.02558495452225091,,0.0005696836560225831,8.65256014440226e-05,,,,0.0029558710424447128,,,0.0028850633677750146,8.266398283982104e-05,4.666142960604605e-06,0.00017780717183453435,,0.11180888145804854,,0.08456435490590358,,Treat
14,0.0008753408486945369,0.0024487974928654775,,0.00047876174135863254,0.2812228543344035,0.005936664331426357,0.00010654696016270524,3.487355765497575e-05,,0.007105541872537144,,0.0009918354911960976,1.2677521150705292e-05,4.828603558333329e-07,0.4994740676950517,3.857679850661986e-07,0.000653333542189988,0.02648540095067364,3.829952734454888e-06,,0.00011456324054998466,6.444200202167445e-07,,1.6934112388618727e-05,0.028962877705690438,0.04947158349333903,0.09540268838883588,0.0001993137187348906,Treat
15,0.0006867151417193389,,,0.00040730845097738564,0.3955496015017068,0.007777729659908632,0.0014992140066666195,7.244713689224596e-05,,0.001830148792825098,,0.00013298951728194023,9.051101818931628e-06,3.2975456697513354e-07,0.503433864923449,,0.00017089286283975292,0.0022671796004275274,1.4126009881148845e-05,2.647078746939367e-05,4.467286879381368e-05,3.881710252090069e-07,2.6030032648450136e-05,1.0468816355134858e-05,0.011588498821598578,0.0157555205117968,0.05866084156874117,3.550996060989153e-05,Treat
16,,0.00041649696827230693,,,0.8486213729575194,0.006809250755609031,0.00037788342301432715,1.6323735684891356e-05,,0.0014778867316076903,0.04300586470529597,,1.721035328453305e-06,,0.023233744168576653,,0.0002533144835630343,0.0020227655131946462,,,2.548515531685057e-05,1.445767446281189e-07,,,0.011202795678955508,,0.06253495011131668,,Treat
17,0.00044439895232306566,0.013722096096281894,,,0.9449799830172745,0.002594353030516762,,3.056657522196181e-05,,0.0008206603090999554,,,2.7122917058412006e-05,,0.015276290951677152,1.1325135585662614e-07,0.0007982131798474175,,,2.7525749640278582e-05,0.0001213347904973941,1.0429943008532877e-07,,6.420260280080946e-05,0.017461355363668104,0.00015443130442568368,0.0034772476088805082,,Treat
18,0.002071186938037474,0.0027048470943224112,,0.0012048129819593229,0.1828740756296371,0.01314024329176698,0.0006159418233227915,3.966694926038623e-05,,0.003962200676773923,,,7.908720211992403e-06,,0.7619548706639628,,0.00020663310658700345,0.009270769355823489,2.364223558285587e-05,,9.18493252988449e-05,5.183679977184898e-07,4.6152644814460264e-05,,0.011332810187584901,0.0020713989702603945,0.008380471036795185,,Treat
19,,0.10743902543635754,7.343747660736925e-07,,0.2156083602400015,0.10653087651475074,,8.255106558978931e-05,0.0012304425227955863,,,,3.453764538184874e-05,,0.21180117376113883,,0.001390133549724978,,,,0.00046491785092814855,7.136210315572618e-08,,,,0.21576825942317787,0.1396489162532839,,Treat
20,0.0008398740633960502,0.0073761549591688695,,0.0011600066985433465,0.6461400994606599,0.006600464714683262,,5.462839610928557e-05,0.00024347698175569108,0.00735965431163959,0.022166742554115857,0.00043288554360972693,4.240609525615216e-05,,0.24844976530051244,4.5466964874622414e-07,0.0006537226978836357,0.019687949957522287,2.794623616708023e-05,5.9416050135502895e-05,,7.316500922479742e-07,,,0.010183806918150228,,0.028519812740950095,,Treat
21,1.4017951788595595e-05,0.012621034180129366,1.0544674470575026e-07,,0.6752930201783784,0.004406105041950197,0.0001268359224351791,0.0001778862455873603,1.0003878007787976e-05,0.0033113387383629867,0.021213868531456702,0.00027987749806337585,4.322122659459428e-05,8.991494360688081e-07,0.09137364373325915,2.794337997582942e-06,0.0007940312271538534,,1.0114113578121727e-05,0.0001214175909994818,0.00020521040389942486,7.953917134046217e-07,1.8237097167090063e-05,0.00010030383191534814,0.0293323364565354,,0.1604937122328393,4.918959400674222e-05,Treat
22,0.0003052793245173988,0.00025518426396823566,1.0217771750050856e-07,,0.7496366519503911,0.0286452224869227,,6.176029404879561e-05,,0.0069707169146624465,,,2.4432772004535364e-05,3.5635935642741427e-06,0.14631490310629613,1.2411255455464138e-06,0.0013495202503473879,,,9.539936791242687e-05,,4.5103945790189033e-07,,0.0005290826119165814,0.05645694299883813,,0.009263726693342621,8.581902854633356e-05,Treat
23,0.0003068462567114196,0.013430672459124427,,0.0002687882801376607,0.6013653492864737,0.00028545678514077066,,0.00010322464529485405,,0.031164327901904678,0.27953057845782264,0.00039602952096010334,0.0002498528966107163,3.303843733681483e-06,,3.3480554849058086e-06,0.0075696923214120335,0.004849691951052568,9.882667196930957e-05,0.0007006207420062311,,2.8170667662014147e-07,,0.00013287112532648122,0.0069416462512479965,,0.05058970419071141,0.002008886650197796,Treat
24,5.647737591236584e-05,0.06806877908933014,9.199914552421948e-08,3.779294542671031e-05,0.6485790787496708,0.08281655642840777,0.0005315653824081583,8.188820241865322e-05,2.933332150792329e-05,0.0032830504363082344,0.0298068991596493,1.2590573291241968e-05,1.674840561072337e-05,1.606210158188506e-06,0.13755655002570877,1.5662246113310995e-07,7.018718413021292e-05,0.0022222189452613386,2.6948229301745445e-05,0.000106310516148281,8.24016230953802e-05,3.1268864477407893e-06,,0.0006772826270157708,0.0021533061031404,0.005794588340524868,0.017984464617518698,,Treat
25,0.0,0.013415104896333498,5.87487034414899e-07,7.314107498778513e-06,0.023317907722772264,0.016046688812508272,3.112970974971069e-05,6.41721291775568e-05,,0.004153503226870968,,2.0701220888001463e-05,4.223584186043087e-07,1.3511724497354495e-06,0.11489239949594084,2.1405844078941074e-06,0.0030863965650283474,0.0020985016426041214,,6.297931012680046e-05,0.000738004081031839,2.39562520636516e-06,3.104064684861253e-05,0.0004055940830931149,0.051332135301643905,0.01240284989777731,0.757843952441752,4.272748083709277e-05,Treat
