,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa216851,taxa239759,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa816,taxa841,condition
0,0.005672273711591493,0.0026784949998795928,5.8078578495424824e-05,0.001312130672349598,0.057852031566415676,0.061962254590180746,0.0030912171630901116,0.05183411948524165,0.17621890645928903,0.006893542775075425,0.14724842110247707,,0.00017878893414880782,0.021129573713352064,0.03404548058607154,,0.002043677924129949,0.01438466757906022,,0.0011749276193185945,0.40533788680181504,0.006883525738017853,Control
1,0.0004548925155852567,0.0020993349983080153,,,,0.35438246062703804,0.0354338541484814,0.03304168826939474,0.03474520199840881,,0.019113281302325542,,0.015249055573745403,,0.024489862693389704,0.010672241762580583,0.002164774520221801,,,0.02814009240148332,0.40060296590359357,0.0394102932854439,Control
2,0.008978554416356449,0.061669360199959444,0.6470369057474753,0.027396178165052625,0.03001232192385096,0.0014041953432641096,0.01043654492349195,0.0016723217652967963,0.0,,4.5442756849256894e-05,0.0982185023652884,0.0046269503578227796,0.0,0.00021617161903057715,,,,0.00833796726762471,0.0950911629834911,0.004755067787569127,0.00010235237757636365,Control
3,0.0006583399752444701,0.022230850237619944,,,0.002827316451234699,0.035458246681448605,0.00012351116043833252,0.04008898828486214,0.32780974275962166,0.008146175110786384,0.29417554504513427,0.002084511526684841,,0.005285721518946276,0.13810193007623045,0.011108009814618552,0.0010395329563346336,0.007369653724991163,,0.002897182520413231,0.08698986038256712,0.013604881772823117,Control
4,0.0007540664425257659,0.006673085867817571,0.0021706915664899485,0.0027862064569879386,2.079032051238276e-05,0.022552338114348276,0.0007766778130100363,0.0938291445390126,0.11053287716031539,0.027947957426886737,0.004250027126056872,4.294642850368118e-05,0.0022740361523945667,0.00468965894010339,0.0392771645644921,0.012699395487286413,1.74517288972556e-05,0.001616030095885869,0.1177307289283652,0.08418456037956754,0.407907605994593,0.05726655846594751,Control
5,0.010718722690591945,,,7.296385065056657e-05,0.00861760599550924,0.07944279838468325,0.030531284310607414,0.03170264173038768,0.09120405642679068,0.00094186945798304,0.04292000119285299,0.00044141615870757717,0.1440837746107295,,0.0044252121287718105,0.04407425297959691,0.0028633013175424628,,0.005802139899555117,0.03537475187371016,0.3751674043533988,0.09161580263793083,Control
6,0.013406852051260786,0.048019425659084486,0.003289887590817536,0.007094765815707469,0.013879475414612586,0.002475883838075476,0.0009212492249921875,0.009180955710062182,0.18995509175487252,0.0012131480400571393,0.48967645527593046,,,0.0012488257417165875,0.04317692094426558,0.019370762144726807,,0.033323822819012014,0.0014838101279438481,0.009256770826088511,0.1109268589064763,0.002099038114297552,Control
7,,0.00015234626317933649,0.0001820995228595081,,,0.010253910814648094,0.0006564580400141911,0.4489540767613176,0.0014804651090305585,,3.5428513832661824e-05,,0.015364941873308726,,7.509780109862046e-06,0.0013431987648943404,0.00019342087370991301,,,0.004639208212009801,2.931086499018277e-05,0.5167076246060952,Treat
8,0.06889272723457839,0.007631283466130479,0.00020342014414390398,,6.315775377670516e-05,0.007848716441178318,0.0008524324720622506,0.45872190012897024,0.01505518204757368,0.00029258268126951823,0.0005922968058932649,,0.06663470179985746,6.204002153761629e-05,6.677614210831959e-05,0.028947805213342382,0.007901865025242419,,,0.007741878486240739,8.873908029272118e-05,0.3284024950558016,Treat
9,0.0504478589657918,0.005775735785870556,2.682378951015723e-06,0.00019762270969343745,0.00011759574839317824,0.008321362054469239,0.00020235118235592558,0.6729059771375059,0.006876434047128712,2.133635013565287e-05,8.645305656062133e-05,3.1866267575014496e-05,0.0015381273845710445,0.00019323555627135422,8.820729909874348e-05,0.01448993435831107,0.00031564451100065934,0.006536807789451305,0.0008909133615154717,0.0008323220873895762,0.00020890398649483263,0.2299186279814648,Treat
10,0.0012376933395572536,0.00026979564684613625,1.4292577261375321e-05,,,0.0006610360726204613,4.4284067275139417e-05,0.9863647905843109,,,1.0727050608116135e-05,1.3818082159686983e-06,0.0005064426174252603,4.0463428837053243e-07,1.1541656520625372e-07,,,3.0061947703694637e-07,0.005794125314691265,0.0014031400196659145,3.27298893752513e-07,0.0036911429322980215,Treat
11,0.0003163959857541846,0.000717272928990389,3.067821454394894e-06,1.2230603435423649e-05,8.012566516152738e-08,0.01470340504109909,6.855536153030859e-05,0.4693437385731297,7.083477583760201e-05,2.0745369408761703e-05,5.055629063743791e-07,1.822313305863339e-07,0.00031728953951066797,6.769522849614437e-06,3.238507983110092e-06,,,9.075869619150174e-06,0.002707189925471483,0.0028837992399669606,2.0701167925634085e-05,0.5087949218461314,Treat
12,0.012544016806683801,0.0012690079899444922,,8.272735244939757e-06,2.3565213536102566e-05,0.009593815578383005,5.906436998594322e-05,0.7117163309773863,0.00528863856475559,0.00015174581071295977,0.000376762093658022,,0.0025997629413942714,3.0416639429185186e-06,3.319582505620248e-05,0.007240295378362243,,9.503382184435121e-05,,0.008583861026619462,6.15514311084869e-05,0.2403520377713808,Treat
13,0.00026606145095197915,8.252310155770924e-06,,1.1131935016644143e-05,1.663850821140606e-07,0.001417612355312398,1.3087166682879073e-05,0.8331983821597516,0.0027318278034900957,5.829173528628483e-05,1.3828876732328772e-05,4.784804970535963e-07,0.00024173188768302896,,1.0584545670261179e-05,0.0006315528835760101,0.0002704611529509593,7.207465726679763e-05,0.0006396329708912047,0.00018795135322075988,0.00011360765074749686,0.16011328223903448,Treat
