,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.0015721677387139912,,0.0031303424165132427,,0.0012914648325446187,0.00394299205941138,,,0.000177490930550124,0.00034140964412279333,0.0016447633178957252,0.02790237388596033,0.0043078637530378355,0.0003069004412653892,0.01982837773815532,,0.12699176229556056,,,0.01831502293967696,0.02363417467401165,,,,0.011358051812411759,0.00045829904770381747,0.03572270635056657,0.053012974302953535,,0.006521397652174799,0.0006896580022264748,0.0013111392866127119,,0.0002885937299934737,0.0013793160044529495,,0.00382957461831296,3.9243697151865e-05,0.0002482979229983952,,,0.6294878402930925,0.003999911201929232,0.01695948461768064,,,,0.001306404792318251,,,,Control
1,,,0.008530965794352658,,,0.0024617941388687054,,,,,0.0004652924036023354,,0.004658369590811937,0.0321667912925579,0.002122152869832585,,0.009339731524064561,,0.23175776962177091,,,0.007293413046843366,0.06564938997180916,,,,,0.0031291771312918215,0.057852162263414594,0.11576442731671796,0.16149599474403117,0.0028213015985224395,,0.05625379108935802,,,,0.0009641657284009382,0.0017658724056091228,,0.00034740622679021354,,,0.23060916093580852,,0.0024951733728505814,0.0006899719604350192,5.2136144920331036e-05,,,,,0.0013135888273350714,Control
2,0.0011831160905349152,,0.019546284864594605,2.6118042104156878e-05,0.00017897622477748942,0.0018957952553610925,0.0007091412627084826,0.0024429214122680923,,,,0.016949360654262162,0.025145119021790882,0.03398550396635247,0.02419373551996496,0.00325778351472886,0.00837733599092216,,0.07116573354498314,,,0.008802716692602613,0.2621231678999898,,,,0.17976496883784598,,0.0061815474471694975,0.09612688165665388,,,0.0026774635114823137,,0.001073545180831022,,0.0005964486746654473,,0.017205858557795016,,0.0005467099331284473,,,0.13997397560824604,0.034792978096743934,0.03873035098590406,,0.002346461551588597,,,,,,Control
3,,,0.005298593033821054,,0.027508633642154636,,,,,,,0.0020821561579285235,0.034547759118162956,0.2508679655525501,0.0020518895850882325,,0.02879394046851428,0.019898328855721088,0.09386308424966405,0.010801689938184617,,0.016816251022774988,0.06410910036088799,,,,0.0021841013373939625,0.0011973701620263716,0.02827071731573128,0.06639893019935243,,0.0023149838145411655,,0.0027433171713924453,,,,,0.006292277340787091,,,,,0.2801672350851749,,0.016422581071980663,,,,,0.03736909451616737,,,Control
4,,,0.002262118708032853,,,0.0008276243101813089,,,,,0.0029548829987318865,,0.023303954183501643,0.057773440675924125,0.0027165826919916506,0.000404682070564434,0.03199151014352391,,0.126215512635884,,,0.010899076657719867,0.02502204226831288,0.000213613374278277,,,0.003467391877611573,0.013734503466728797,0.02800538664785835,,0.007920934896172576,0.024421190895581722,,0.01032944099297779,,,0.0012091496300479544,,0.0030616896858710256,,0.00032184823106397526,,0.00024146268238618994,0.6042993823064267,,0.003022313008473024,,,,,,0.01510728053342544,0.0002729844267281134,Control
5,,,0.02308573559972292,,0.054169490979341525,,0.00045942841281269316,,,,,0.007212478773767081,0.062219246797632174,0.04406309855291925,0.007718583213235505,,0.006173524118494322,0.00588231527962451,0.13449304671774595,0.02119969367308524,,0.011823285389205778,0.14038847672167418,,,,0.015622837877636938,0.009231733254355844,0.054300225160195836,0.07956765194389129,,0.0012403224693848635,0.0010789184214580847,0.0005971846507745122,,,,,0.01921038620074905,,,,,0.2752574100257627,,0.004820848735389474,,0.0013222120471237866,,,0.018861864984016558,,,Control
6,,,0.0024010814712059096,,0.010099310337067636,0.0001223647377376066,,,,,0.00031254244589630064,,,0.03932298343314063,0.002943384307254843,,0.027791865015419158,,0.02897783852033907,,,,0.048990099105391205,0.0046024411865642325,,,0.0027340180400584773,0.002189906858131649,0.03285221956373053,,,,,0.00228183110692468,,,0.00036619004027387204,,0.003413152380868183,0.00029958263377138174,,,0.005532634213421784,0.7729081255811823,,0.011858429021620586,,,,,,,,Control
7,,,,,,,,,,,,,,0.010901761098184809,0.0016668788073707693,,0.01056563937917823,,0.004020246997847726,0.01790178494465812,,0.0022464203707930463,0.009106978479435306,0.003012397998258897,,,,,0.010774476675723165,0.00936959938028074,0.0008556857889574723,,,0.006390751615030793,,,,,0.016988599217897613,4.593801135071483e-05,,,0.0004540120762257165,0.8894590019765733,,0.006239827182233614,,,,,,,,Control
8,,,0.004691702042609936,,0.14608554091008802,0.0008369510355430111,,,,,0.0004463873209072404,,,0.487431778565287,0.006070262976544915,,0.03313624778909802,,0.017843199551154022,,,,0.067687634073641,7.678264978133571e-05,,,0.0034734576385989807,0.0005446328373597369,0.007248705350813578,,,,,0.0009536364796988992,,,0.0006512418182897279,,0.004076937021197957,0.00027669968018313365,,,0.0017354692613962529,0.19704523838241728,,0.01968749461538996,,,,,,,,Control
9,0.0026661847824723437,,0.06263115776859139,,0.05664478636674574,0.0003548584357817548,,0.016679363591908733,,,,0.008080149185198697,0.20563368280108527,0.17786544513995947,0.07611374410796558,0.010401081572348347,0.0050336782127882625,,0.014139413482292508,,,,0.12022807226319104,,,,0.09872805853220383,,0.0006561490694741621,0.016709763884655643,,,0.0035861044217282306,,0.010277220156546816,,,,0.08161314576465721,,,,,0.01963158235557968,0.0021725473151173427,0.010112335297373065,4.1475492335001284e-05,,,,,,,Control
10,0.0017210377142199387,,0.004254650566959416,,0.000386280387679315,,0.0008680281142385912,0.003797373566427676,0.009561962451403816,,,0.0005973797838825293,0.0032897897943629313,0.06424195729679766,0.05832077677016032,0.00602715032303984,0.0056907566085926285,0.1861539590956586,0.10092010980109291,,,0.017820779973409875,0.03249292318155987,,,,0.05363689076425439,,0.02538612022520209,0.07743798010015353,,,,,0.004917250612056968,0.0003981481646797943,0.0011940243957384807,,0.030552594154269124,,0.004808445152123369,,,0.25878790507584826,0.0264772205372196,0.020060218990942784,,0.00019828639802570603,,,,,,Control
11,,,0.0067492110575151,,0.03784909541343598,3.988077682462948e-05,,,,,,0.05011619854400574,0.1167479220538356,0.10856931070451936,0.0034890592887772136,,0.019129445371322086,0.10041654047079866,0.07611826156031301,0.030730987170293062,,,0.14970958757274302,,,,0.016438205092388605,,0.022130575564051017,0.036752984470812114,,0.0005294376596820708,0.00019401184031777653,0.0007089011553929035,,,,,0.02564588291512608,,,,,0.16631301302626222,,0.01815063681563392,,,,,0.013470851475949909,,,Control
12,,,6.251216629239637e-05,,0.009390872621677973,,,,,,,,,0.08091492525631995,0.0011975645340284928,,0.025090557351651502,,0.009307288938657806,,,,0.07216522878650139,,,,0.00014168086485531894,0.0007182376987495559,0.008805686499980935,,,,,0.007088458227223196,,,,,0.0004203265884411693,0.0006053545734221949,,,,0.780192974957004,,0.003898330935194049,,,,,,,,Control
13,,,,,0.008442541151924809,0.03412444384843718,,,,,,,0.05501766357108539,0.17364310536603988,0.031149218096974407,0.007102039003007827,0.13920243258719076,,0.008505992615360315,,,,0.3223416613464792,,,,0.006806892001290009,,,,0.09730143085621017,,,,,,,,0.029897877080632112,,,,,0.02835694235110605,,0.05810776012426204,,,,,,,,Control
14,,2.290242669575995e-05,0.020313696266936854,,0.1314588489305161,0.0054637411913431855,,,,,0.005072239331223213,,0.08166130314159717,0.11305588483795616,0.0378448557206535,0.0015502350145479022,0.017912938585522363,0.19373616469264668,0.012465077850425766,0.04476733025007614,0.0008252435732495767,0.0005341018753954584,0.15075414342169385,0.012300763741915147,,,0.015984705500179816,,0.00343320339807194,0.010360323231022506,,,0.0010370910201853564,0.0009084269154936105,,,0.0006283043097289618,,0.010865040860846043,,0.0003568241291325242,,0.015714089562100197,0.015620859400598123,0.002873066216857245,0.09183160104923363,,0.0006469935541552186,,,,,,Control
15,,,0.0004968142524115841,,,0.004114532976678621,,,,,,,,0.34690856487949195,0.005660329613904052,,0.009175564583216916,,0.015425175788107457,0.029254261985169373,,,0.08359247735499127,,,,0.00042311451505256493,,0.008461973993165641,0.0028246294189529573,0.24315852402305674,,,,,,,,0.003469581197815789,,,,,0.2457817707548055,,0.001252684663179548,,,,,,,,Control
16,,,,,0.0021165491161896192,,,,,,,,,0.0631249664722927,0.009247141838014936,,0.015672351631388182,,0.035355217551784786,0.005056478673976174,,,0.008096891270946309,,,,,,0.008533452044769798,0.012039749649110023,0.006687726737375767,,,,,,,,0.006509279268387394,,,,,0.81055484252186,,0.017005353223904236,,,,,,,,Control
17,,,0.01324638616865002,,0.3349624973317533,,,,,,,,,0.02798488747096474,0.007466779670641083,,0.15662897647631596,0.01700611672567479,,,0.009088758242647996,,0.0798372027730839,,,0.2310549222449235,,,,,,,,,,,0.01320180147402889,,0.0010517361216993918,,,,,,0.1060915942077752,0.002378341091841317,,,,,,,,Control
18,,,0.013444649563324092,,0.10519059007668416,0.008944373816439708,,,,,0.002484698618667766,,0.0923458185244538,0.21671919117133706,0.03147692629088238,0.00045569946349776936,0.029746458993272207,0.05534096548753078,0.07713346636293919,0.0259160939303754,,,0.0851622198084222,0.0014041172067679488,,,0.006011227958515112,,0.007850803346197912,0.04768532274292109,,,0.0002481992564846521,0.0038257106503242666,,,0.0021057428415405238,,0.012994903418233065,,,,0.008522878873242485,0.1099642855016672,0.0075013976767986735,0.04582561431480822,,0.0016986441046723266,,,,,,Control
