,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,0.0016184556482601023,0.03704343439189347,,,,,,0.015901882051837034,0.19878696460098638,0.008033248274058087,,0.05625799300748455,,0.07923586417387106,0.004026716030054165,,0.01631194761465684,0.05647453764676732,,,0.030112078839693985,0.0002928170368193843,0.07455474720112251,0.05817180134407787,,0.036911276234991616,,0.00030133682590591986,,,,0.009266082040091897,,,,0.27685358914879094,,0.033013371301841024,,,,0.006831856586796013,,,Control
1,0.020132327601913594,0.03125294769884277,0.000762731716458701,,,0.04045653543225108,,0.09272895746464062,0.17169584433026716,0.0027134966866043026,0.0004962024789301349,0.0025857500559607286,0.13444109547681143,0.08981837490044195,0.06233848172036292,,,0.05307159329304159,,,0.00737432261490169,,0.022651965913409233,0.02964408976621429,,,,0.002320261948266258,,0.007483953586431995,,0.0013293145721737225,,,,0.20468924877276815,,0.021211458674954057,,,0.000801045294353432,,,,Control
2,0.0052985930338210535,0.027508633642154633,,,,,0.002082156157928523,0.03454775911816296,0.25086796555255003,0.0020518895850882325,,0.02879394046851428,0.019898328855721084,0.09386308424966404,0.010801689938184615,,0.016816251022774984,0.06410910036088797,,,0.0021841013373939625,0.0011973701620263714,0.028270717315731275,0.06639893019935242,,0.002314983814541165,,0.002743317171392445,,,,0.006292277340787091,,,,0.2801672350851748,,0.01642258107198066,,,,0.037369094516167364,,,Control
3,0.013444649563324095,0.10519059007668416,0.00894437381643971,,,0.0024846986186677664,,0.0923458185244538,0.21671919117133706,0.03147692629088238,0.00045569946349776936,0.02974645899327221,0.05534096548753078,0.07713346636293919,0.025916093930375403,,,0.08516221980842223,0.0014041172067679488,,0.006011227958515114,,0.007850803346197912,0.047685322742921095,,,0.0002481992564846521,0.003825710650324267,,0.0021057428415405238,,0.012994903418233068,,,0.008522878873242485,0.1099642855016672,0.0075013976767986735,0.04582561431480822,,0.0016986441046723266,,,,,Control
4,0.02967384631620994,0.21393835995725774,0.0022738403235387935,,,8.457233854583232e-05,,0.00780499398125153,0.16238809376914576,0.0246154591894493,0.0008014430679367449,0.08324372449215948,,0.008342391368262835,,,,0.2820216490869716,,,0.009580194978611994,,0.0026411726573436654,,,,0.0025757236891824414,,,0.007373439847438455,,0.013765656492522302,9.254893154048158e-05,,0.0004909695252219361,0.13968855085860354,,0.0062908730084467014,0.002312496120359017,,,,,,Control
5,0.0009882040869763564,0.017863706568396632,0.0011950453476125408,,,0.005692914848885531,,0.008553937767212137,0.10816335758141266,0.008688457695282219,0.0001387939726074236,0.012039533562272154,0.0017959985045343109,0.25930853157776573,0.01409726105729064,,0.01445999246868362,0.058965730710899555,0.00016286359184404325,,0.002129373978447118,0.0008836024706676823,0.0619052610788858,0.11058145451584298,,,,0.002133310598415724,,0.005843068781973788,,0.0010970797478223743,0.0011465686845705638,,0.0014169582389856746,0.2602791895871677,0.018167951054541755,0.020565127665710333,,0.0016644029227266242,7.232133256610482e-05,,,,Control
6,0.012148810061381818,0.08519682466556601,0.0005339578739506288,,,,,0.0011358020682495985,0.32572242105551563,0.007627418767269661,,0.049063848657139586,,0.03797869242220219,,,,0.11034520549057254,,,0.005644610546632018,0.0014358616336756736,0.012363225300389358,,,,,8.188977656369393e-05,,0.006829120288674147,,0.004542193529794383,0.0004225390701502124,,,0.3230018945255619,,0.015925684266711045,,,,,,,Control
7,0.0067492110575151,0.03784909541343598,3.988077682462948e-05,,,,0.05011619854400574,0.1167479220538356,0.10856931070451936,0.003489059288777214,,0.019129445371322086,0.10041654047079866,0.076118261560313,0.030730987170293062,,,0.14970958757274302,,,0.016438205092388605,,0.022130575564051017,0.036752984470812114,,0.0005294376596820708,0.00019401184031777653,0.0007089011553929035,,,,0.02564588291512608,,,,0.1663130130262622,,0.01815063681563392,,,,0.013470851475949909,,,Control
8,,0.000824424966344423,,,,0.024827338690206494,,0.004166861847781199,0.019886205481528273,0.0015709112298235807,,0.01832311821415449,,0.11927731061923351,,3.139615701007475e-05,0.0051936064585004485,0.045151886683345084,,,,,0.02390100159759295,,0.06132341522380593,,,0.013450193908884743,,0.00038538030425785047,,0.021268940383713197,0.007485927149079484,0.0008289387908346892,,0.6209999365055354,,0.01007926977955384,0.001023936008814195,,,,,,Control
9,0.07325800817986741,,,,0.00046686786885312713,,,0.11509892667260355,0.03342578308882716,0.019989933097895526,0.0016911987968625498,0.059036165447702044,,0.008816792570870787,,,,0.2256473690538539,,,0.29240580619786966,,0.002347381484643899,0.006462686232594346,,,0.0027387475877134887,,0.0009471854449713378,0.0024121846196483924,0.0005489925965475008,0.028312958385383016,,,,0.04597028429828191,0.012832650998436978,0.06759007737657347,,,,,,,Control
