,taxa102106,taxa1263,taxa1301,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa572511,taxa724,taxa816,taxa841,condition
0,0.0032291313248624443,0.053243437669634075,0.0,0.02018918967660911,0.1007990354581147,0.0032274438827957583,0.00033263701739552387,0.09412045615355809,0.09037180360241459,5.610744871731728e-05,0.006085021557599727,0.03213163904306426,0.00017507211441869676,0.0412179872465238,0.002094537465274288,0.017552877842799373,0.0015332520478427796,0.0015569817019055543,0.0024520642531534343,0.03495662799295535,0.0007408925324044248,0.4390281303975076,0.0549056735704492,Control
1,7.030400089112604e-05,0.04055684877381148,0.00021296634036175506,0.00056825263057941,0.2410148976003966,0.0020276312984281574,7.578223472679819e-05,0.1100468754208539,0.025921632951941737,,0.0018119258411485664,0.001828817062141889,0.0005894807866926395,0.004861476009672735,0.000828582867645414,0.008878961619037225,,,0.0003842752775980866,0.00702469359553378,0.005562119291280889,0.4357512735752369,0.11198320282202086,Control
2,0.03571226661387218,,0.002703567776533151,0.0675043921959604,0.06879888890823539,0.02396291402344926,0.0013884347832255407,0.03792432546768585,0.007452169507272247,,,0.06133779850864175,,0.5156265013700556,,0.003267303682866792,0.00678514471514516,0.0006409069989451851,,0.028876176079927752,,0.05767195664833261,0.08034725271985109,Control
3,0.0015139511174484341,0.017832897727347214,0.0003262128760788731,,0.5860797777295147,0.028313442286540317,,0.2630591120454923,,,,0.012122533684265267,0.0001479210429373055,0.0079990980530794,,0.00045905777136082544,,,,0.016155730924412564,0.004181336777978162,,0.06180892796354455,Control
4,0.0022378737219991346,0.0030439473681852275,,0.005268043010906861,0.0026322852434306565,0.00022134540367755974,,0.015255358216619186,0.20099417243255013,,0.009475173917446232,0.014653715421501692,,,0.013005946753436458,0.03328559919634592,0.02143544286555373,,0.01339890205510694,0.019803356564145815,0.0003024456426768277,0.6143735163360973,0.030612875850320315,Control
5,,0.03631233657793879,0.00485782378008043,0.003663613093387223,0.061338460747818305,0.000730386627332033,,0.07810906172571619,0.18172325562441824,0.009743290124414897,0.0024835481320634534,0.09559992670178268,0.002884819534286382,0.09045243999487117,,0.022264333513118142,,5.1910918786924874e-05,0.007102971017614931,0.003092722764028016,0.029220656185160017,0.34635743678418085,0.0240110061530012,Control
6,,0.006538528319027336,,,0.13630165994420626,0.005028588259072141,0.0010000613106974643,0.015428680457432347,0.05700208062447623,0.03171500363672432,,0.011737715866430758,,0.0025658577391826773,,0.022214168669869975,0.058772818412360005,,,0.009021258045008921,,0.6088424974644946,0.033831081251017005,Control
7,0.0011604958323636187,0.004434432694021419,0.004452200946949773,,0.45447811752445716,0.032997498818629185,0.0025564482679496137,0.030885474889261817,0.0148527333404915,0.1332760679619323,,0.01627473861319331,,0.013352133525695562,,0.0030999605937212663,0.0010578105915138606,0.0010660951757013144,,0.019926714132247027,0.00038087285724952883,0.17706990608442752,0.08867829815019404,Control
8,0.0016816814401568088,0.026015424567153018,,0.03235747270931886,0.08528879553151704,0.001209908999138682,,0.0357831671212071,0.1406681919019594,0.003276903013935912,,0.23951816985310603,,0.02190609400251083,0.0001588448707869467,0.013667114275497539,0.10388369888642446,,0.0008521111922561591,0.025903354801554503,,0.24870916054454265,0.019119906288934053,Control
9,0.0045917417723682335,0.027906956236837716,,0.03083290563508754,0.1065128723612313,0.0012988939403180647,,0.024687908003918204,0.1044753525610508,0.0036022182710801,0.017159824002128118,0.2570829506444447,,0.00492441734796574,0.0002967730679123227,0.05012053059707236,0.07023811235952225,,0.002089903868411221,0.03588182700093232,,0.24507975553121703,0.013217056798502004,Control
