,taxa102106,taxa1263,taxa1301,taxa1678,taxa1730,taxa189330,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa816,taxa841,condition
0,0.011048116578266015,0.039962034387583646,0.006018014390099421,0.026181711078473207,0.29998098855546285,0.019793270917931143,0.02165696524915015,0.06253851029140381,0.1123118158881484,0.01798134587369043,0.0012806840419080088,0.06465389147527266,0.0010716242404509345,0.003487818025889489,,0.013364076212321045,0.06027740407206197,0.0002692002922871914,0.011719024508021043,,0.0076032560458266125,0.19830500745587878,0.020495240419873145,Control
1,0.0010280162362384798,0.004552921613531307,,0.004831891612414811,0.023446705606271732,0.00026707712131258,0.04210919363521899,,0.19380059150661946,0.09207117231067437,0.012593224525123037,0.17115286171853927,0.007058935462377139,0.021239961668025296,0.00041214972271653424,0.11762773591291215,0.010105767666280116,0.0011736014616756634,0.0035893934806731005,0.0004404465693508038,0.0025343106954801016,0.2734685177588857,0.01649552371567944,Control
2,,0.0002255565801086355,,,0.06316437362948107,0.014684482445965517,0.02037167105069727,,0.02889433891478362,0.00731144567514505,,0.020693359678785793,,,,0.04581399551529431,0.033677636574873396,,,0.002607113625895893,0.007531280109540597,0.729776454494012,0.025248291705416866,Control
3,0.0003475017576414392,0.04732795795619184,0.00020242465446880184,0.00031455741966279153,0.48979445417454787,0.0045235016366015025,0.04884876621013949,,0.004198572851278765,0.0001833901480811387,0.007038862849304544,0.0010350622928624747,1.6472168989323837e-05,0.0018032754480979036,0.001981784953515539,0.014671089830424512,,,0.000598854854811862,0.009680754723058915,0.03616946665069071,0.24731436536637402,0.0839488840532566,Control
4,0.00162656101514654,0.02470730829902156,,0.024335918003642692,0.13270425268563857,0.00294934632694889,0.01167097541833943,0.05979068003076518,0.06635212634281928,0.018150761595085933,,0.18377885651421408,,0.0091027097228259,,0.02925686663745775,0.03944892256528673,,0.004015283293163806,,0.02670732833297475,0.3422561367047282,0.02314596651194067,Control
5,0.0016374045750853993,0.038264964808340324,0.0016017062050700242,0.00011270063922209415,0.04071295840505584,0.004921359588648566,0.0455908013856278,,0.04172741167198036,,0.007763510394790043,0.011976213084455704,0.0032191964001881688,0.0037393305021477287,0.009214604881737346,0.03498277996188535,0.04799409826286125,0.00013984320154783412,0.0025695450714786103,0.057099985381369955,0.061340273175138404,0.5835355872182724,0.001855725185096786,Control
6,0.001016984662468393,0.018383971321634416,0.001229849993026027,0.008803063686552036,0.11131352030525743,0.008941501389296426,0.012390174395622776,0.0018483053824601971,0.2668606646514489,0.014507831395379119,0.014881127040321136,0.06068305579236196,0.00016760685081427642,0.002191390124044117,0.0009093366160199969,0.06370819739873704,0.11380204218761666,,0.0021954413946093793,0.006013243024724903,0.0011290312312447878,0.267859592222255,0.021164068934104927,Control
7,0.0016875050281763195,0.024735357132968202,,0.0007702784579518006,0.21249808956552854,0.0011613043323748277,0.011604976439246658,0.0013301638471451842,0.2449476775330508,0.018435556385015397,0.02210795104840065,0.04293795497501119,,,0.0012552726356234057,0.02517576542197546,0.19216518014334202,,0.00273336570261583,0.0016228609402106503,0.003979045286399473,0.17529231010063331,0.015559385024330378,Control
8,,0.0965040322007017,0.004690475194863476,0.03398013364653463,0.2617223081767866,0.01065719245713133,0.0789530633473883,,0.012926450434775862,,0.010342173409417852,0.23243512849285317,,0.013054376404545242,0.00216579636772153,0.021805827561396922,0.001985061867887284,0.00022007146610705425,0.0026880619528120223,0.005399402767856721,0.008993723760088048,0.19092762386186837,0.010549096629263855,Control
9,,0.007162841170114077,0.01695139547913144,,0.037963197402537036,0.7370928947321881,0.09573763843477066,0.004133193715092703,,,,0.002366801952137946,,0.01583530135603097,,0.07573495564880006,,,,0.00047404323148260717,0.0021916171333822712,,0.00435611974433202,Treat
10,0.0038158848869105527,0.00019026441351175093,,0.0003740502865223352,0.1372634255802931,0.015379030078310162,0.05452243588664169,0.0008215625056278293,0.21592494560546655,3.6117588090526424e-05,0.028191382736077433,0.002681851637081786,,0.011920814150267979,0.00010667000450883861,0.0458924466751121,0.10508233928391122,,0.0023339188125104733,,0.022476316171572957,0.3519059202473529,0.0010806234502297965,Treat
11,0.01826947777009029,0.0006839454006191944,0.002173131344546478,0.0017872859461440427,0.09512313065993261,0.04819360113188958,0.013340869934450574,0.052899589068797305,0.09694223782184312,4.525891626239527e-05,,0.0033406016922737586,,0.011065693054677906,,0.023847434931574856,0.05843060041468012,0.3845610433112642,0.004216336517890963,,0.06136935304326522,0.12289048077700378,0.0008199282627938665,Treat
12,0.004211348782491939,0.0003792891890363036,,0.0006118133990992165,0.1420160333452598,0.048416401866969785,0.059261252104512434,0.0010145053625526981,0.10336184795632837,8.126637125010861e-05,,0.0028532059459178173,,0.017403563572326072,0.0004473275967847067,0.0226754710632926,0.07996656110423914,0.1978414008187536,0.0027698343200841177,,0.023543591720714997,0.2903054110880966,0.0028398743922896015,Treat
13,,4.674206400838921e-05,0.0052941310897323835,,0.33936563720142177,0.08772461862776194,0.027516777144269457,,0.0452848347907595,0.00022348920963144095,,0.00034426915710520143,,0.0064599868850311,,0.00492996378844162,0.017586104521759124,0.17928370414700695,,,0.024140506824058796,0.260291254090501,0.0015079804585114058,Treat
