,taxa102106,taxa1263,taxa1301,taxa1678,taxa1730,taxa189330,taxa216851,taxa239759,taxa239934,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa572511,taxa816,taxa841,condition
0,0.02782136520261525,0.17526091869732127,0.03489467953271615,0.000492678950064341,0.3058756515146517,0.033830104152371414,0.07951170179727504,0.0029716896788620564,0.024369303205732863,0.23720257636756412,0.020106141081781916,,1.5202310172010524e-05,,0.02550730471003765,0.016586961402575484,0.015553721396258765,Control
1,,0.0027343544857768055,,,0.13744517383904697,0.018468271334792126,0.0075474511710835555,0.04242496150417376,0.016776853877947973,0.041757808574438775,0.005374568441526866,,0.015074414458221901,0.01695255693330092,0.0108575411297512,0.6659327336088824,0.018653310641056815,Control
2,0.0016831156418330763,0.026037611507338042,,0.03238506838855473,0.08536153304921643,0.0012109408553947242,0.03581368436248831,0.1407881590680384,0.00327969768103714,0.23972244002728824,0.02192477634982623,0.0001589803397137655,0.013678770108603381,0.10397229484254435,0.02592544616439542,0.24892126914397084,0.019136212469756924,Control
3,0.020770905406920514,,0.004892467350614592,0.20560582950128367,0.0008396766156112093,0.006089067023293967,0.00033554800393300975,0.0010001911655695482,,0.00040572270667861506,,0.0005380060543829747,0.07912601037456352,,0.05062983812228626,0.6178237292127609,0.011943008462101223,Control
4,0.0022909704481095996,0.003116169334114038,,0.005393034798485652,0.0026947399419425112,0.00022659713712406488,0.015617313213892788,0.20576304407107904,,0.015001395590667408,,0.013314531275335934,0.03407534721768302,0.02194402913103438,0.02027321926873802,0.6289503988499507,0.031339209721842835,Control
5,,0.009426723829085958,0.038102474384389406,0.06143130496769227,0.19388541549925867,0.034780414001914395,0.15542984804252089,0.009497572097586426,,0.3599183901436165,0.007600400149183259,,,,0.033383198878553434,0.031662630879832156,0.06488162712636668,Control
6,,0.03995267078098148,0.001755100699047019,,0.45890353625851515,0.013528065384564079,0.05164886096999902,0.026703976341271984,0.007844547083509122,0.07509301949683612,0.016776225238518194,,0.015687308713611275,0.01614469986580742,0.013655357709813616,0.25491023317916467,0.007396398278360797,Control
7,0.007153772866230044,0.007129081979669194,,0.030715682356243626,0.08701770742594324,0.002316444108502071,0.026020134156011725,0.10851172773216732,0.032806726104763546,0.061892261261623095,0.009010637272879507,0.000715596761170212,0.0902580296409155,0.055572930623876166,0.014000171629095913,0.4544856976119194,0.012393398468989455,Control
8,0.0006564310601110862,,0.005436452820410661,,0.45836357532030964,0.007478884011473611,0.012123495969050782,0.020380986346178225,0.03865309039440195,0.11044912311007896,0.0005590530229681217,,0.011180642527872547,0.003732128204663836,0.004584290512537248,0.32474669868950623,0.0016551480104371424,Control
9,0.0002771442430408018,0.5768884659195648,7.370414123378051e-05,0.0010807229711002956,0.02303771024455631,6.453469358692826e-06,0.0016673668987273263,0.38123388993147217,6.679861855032945e-05,0.004476811948546484,0.0003709101416866304,0.0002590759611040381,3.7010586363041576e-06,0.0007367754664191855,0.0012961300456006096,0.006756870564278148,0.0017674683761240066,Treat
10,4.691109286061844e-05,0.032266588227749214,,0.0030016524460625125,0.01420666403523222,4.129459746939482e-07,0.0019215535934874765,0.9294540628236491,1.7185404664493736e-05,0.002389579865114917,0.0026601896267939326,1.8807479136300603e-05,2.0049174157235542e-05,0.0006488718381353544,0.00011564728277866036,0.012479089900353244,0.0007527342638499533,Treat
11,,0.049049198091176506,,,0.28790588334671513,0.00013731611715321032,0.015283273962971146,0.5442713178725286,1.3183373593726646e-05,0.002268296130618093,0.0030118059698127173,,1.0649945898191358e-05,0.004208675435851664,0.0014229406654460276,0.08783097608459493,0.004586483003640154,Treat
12,0.0002161928106455506,0.2911498310398481,8.161345410525483e-05,0.008490838673795098,0.14281177789292698,5.7596898159836485e-06,0.0006771458132197288,0.5453700483914676,5.10633840195565e-06,0.0006214445903037553,0.000211141974881524,5.080511961983025e-05,1.8339066327036134e-06,0.0028829229666304866,0.00016416604703125485,0.006529878032291754,0.0007294932583825716,Treat
13,0.0006234521909553772,0.23837098969118978,,0.03686261793092931,0.0339455000432743,7.305110445405438e-06,0.000268188755880838,0.6658270310465685,2.393766552430383e-05,0.004253175895710525,0.004080817016796393,0.00010312053605197079,1.9430991526453067e-05,0.007276459526033491,0.0009921426483246252,0.007084983723936104,0.00026084722685253397,Treat
14,,,,,0.0960756316862103,3.748580863528156e-05,0.007012577411739438,0.2804347812046012,4.8600275804823155e-05,0.0018493452820895918,,,2.6710944447527322e-05,0.008750179181598284,0.011275594676011842,0.5903476242262542,0.004141469302607651,Treat
15,0.00022895248150230218,,2.2411702545278845e-05,0.005318141195426017,0.0286438840087977,5.198668057935498e-06,0.00907823470474798,0.9215806526142271,,0.00018138792074884983,0.000137124508306255,0.001149820549036989,1.162528783273821e-05,0.0007790573746790308,0.00039136972400751304,0.025504008501153697,0.006968130758930597,Treat
16,,0.05714543518237723,,,0.14571416093416945,5.4469625501498765e-05,0.0027245831317660473,0.6459764203708975,3.5956266413851365e-06,0.0004306713802860176,,,5.541174442363134e-06,0.002945082006092402,0.0011316152745758578,0.1409121045295698,0.002956320763680374,Treat
17,3.082639233939472e-05,0.08654359447109086,3.727867273003288e-05,0.0036325348253351086,0.0448013312347241,9.183320054500843e-06,0.00037556552342288757,0.8501393465574676,1.7987520891412728e-06,0.0005627785666385153,0.0001823103348281897,2.756341204396596e-05,7.212981016202068e-06,0.00485369400521629,3.422269871141089e-05,0.008119242291886718,0.0006415159604051457,Treat
