,taxa102106,taxa1263,taxa1301,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa946234,condition
0,0.003184780155448095,0.022857243200501604,,,0.0001063934730186669,0.021377134389934146,0.053470983762600004,0.008014837241227575,,0.02111466272494344,0.09817060038456592,0.09000288708502027,0.022651480289576174,,,0.15662565353223748,,0.024219389539042534,0.004367503714733275,0.09745063678559494,0.07140324210867734,,0.002238498013385952,,0.0009225243762424409,,0.011960588965344136,,,,0.2515492903916881,,0.006143964830243017,,,,0.03216770503597494,,Control
1,0.003402738108195431,0.006307467796144788,0.0002922281534237147,,,0.013856073044731892,0.07770777325879381,0.004848344482622512,,0.037347605338061175,0.000750391865142911,0.17506150963833414,0.004637520581809408,4.2164780162620885e-05,0.02047664963902207,0.05064655857217546,0.0006109858216387433,0.0005990828454205872,0.016836356369862596,0.05665493887266913,,,,,0.013858998352446522,0.0006350943921145004,0.005819849261919645,9.300461078932169e-05,,,0.48224706402499945,,0.027267600189519594,,,,,,Control
2,0.0015754098593907843,,0.00015421373432552554,0.001728966899318898,,0.002688069066738757,0.014843810710028918,0.0010557456929056205,2.024807725352891e-05,0.062466850614063964,,0.06033708123419144,,0.0001191900331302323,0.00809299230463615,0.00407938559672178,,0.0003437795170450503,0.007911854100016744,0.021416117688391936,0.0038098125465842584,,,,0.00208850708190183,0.027557852040185318,0.002692994274719345,0.002918021554899104,7.24552818477629e-05,0.0002016051800054067,0.17549172729232856,0.548182215183431,0.047947337487290215,0.00013593574026423192,,0.0020020423195759507,,6.577888880741011e-05,Control
3,0.0004513477382122832,0.002348676175581505,,0.0027171294605379697,,,0.041299523783925804,0.0009770492890419059,,0.010605365632361594,,0.03633419627296491,,0.0030217791360187454,,0.032854136408097936,,,,0.43850964816077304,,0.012532234638527434,,,0.01823748306315603,0.0012300532081911777,0.009236753089576749,,0.004348693256862782,,0.38124816941415723,,0.002925621570241996,,,,,0.001122139701770877,Control
4,,0.0025242106357615136,,,,,0.1832096119537,0.010787494619775248,0.0018009040881093754,0.02321222030469025,,0.05691944733009133,0.06158162430750735,,,0.0074193762615418785,,0.003996666839955729,,0.016921426631764446,0.0169637973102933,0.03263213366216185,,,,0.00098153730237409,0.005444181439058494,,,,0.5140294525297648,,0.061575914783450265,,,,,,Control
5,0.005999337879891412,0.05202251208369197,0.002264768589022049,0.0034159041250082767,0.0004873203999205456,0.017307925577699796,0.2984636165000331,0.004717155532013506,0.0007890352910017876,0.018790756803284115,0.060367979871548696,0.14399788121565255,0.03464265377739522,,0.007987287293915115,0.056364113090114534,0.0009003774084618948,0.002134781169304112,0.0014098391048136133,0.013624736807256834,0.05685662451168642,,,6.303383433754884e-05,0.003357637555452559,,0.004555598225518109,0.0004563861484473283,0.00016494736145136727,0.0018442958352645172,0.18120373435741244,0.003803535721379858,0.020243395351916844,,0.0010843938290405878,0.0006784347480632987,,,Control
6,0.003928209727946967,0.026229940411012044,,,0.0006447665074327911,0.03152093094324453,0.1324679556417999,0.008433413678616596,,0.05527697633951765,0.008848828856694987,0.09641258361896356,0.009683481735007682,,,0.13654565697946575,,0.03046178237182954,0.0017680714642212443,0.021150944891317948,0.07459021787653107,,0.007379017432044079,0.0004827742171500452,0.0025836117317544044,,0.021960699719912432,,,,0.2524052704108994,,0.06819637804661473,,0.0014337557426938425,0.00029030506102966557,0.007304426594299092,,Control
7,0.06454310317418815,0.05837398542522493,0.00036569122221110647,,0.008326812422181432,0.2119110755409755,0.18329515509209302,0.07843727329910198,0.010718596062483817,0.005187341633281815,,0.014571048272522412,,,,0.1238982824042311,,0.10174193636297252,,0.0006761793745725111,0.017219863927926682,,,0.003695577663440392,,,0.08410455554599269,,,,0.020230876940361697,0.002238868807575259,0.010421035211289746,4.274161737308155e-05,,,,,Control
8,,0.0018515476006391426,,,,,0.1271177226689346,0.023759144986083187,0.0016232249626307925,0.08959972263027678,,0.030360467888253174,0.018895409708262458,,,0.04346385173444668,,0.0064333024070924155,,0.016715774154682745,0.017535641687284158,0.05527703146745013,,,0.003446081226483171,,0.008342132009947939,5.818804443069944e-05,,0.013714156970001546,0.5149178843874026,,0.026888715465697648,,,,,,Control
9,0.007437693023620229,0.05580493750760668,,,,0.00046938284368469916,0.140022176579561,0.011286815973462372,0.00014588512637885674,0.05021723111458378,,0.05891973798215162,0.011705292049270812,,,0.13940497027565046,,0.006798450924396511,,0.029292713201165485,,,,,0.0003037063085523472,0.01800508108713596,0.007214886648787065,6.865782521186754e-05,,,0.45974320341089614,,0.003025229047299732,,,,,0.000133949070584223,Control
