,taxa102106,taxa1263,taxa1301,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa946234,condition
0,0.011118006754868815,0.06976458374081423,0.009866421945290452,,0.006961374304954037,,0.03627718625136214,0.16514436174522898,0.016164621112632373,0.0005333997527173154,0.010105016555366178,0.03856817475341586,0.13144096300539274,0.02409609097767471,0.0008205646287965578,0.010128483088379114,0.1086057343038364,0.0006481128978177653,0.0044928041786582475,,0.022410648174019953,0.08632060479476936,,,9.539418536421806e-05,0.008221363407750985,0.002528928232138367,,0.00853985337673587,,,0.0023263520215708734,0.20513024253262177,0.0026924299365726897,0.01585147933024114,,0.0002683916496688927,0.0008784123613400765,,,Control
1,,0.0011558665564453902,,,,,,0.2764559644181277,0.03120485607615021,0.0014458196024648637,0.019772147086118585,,0.024771560806320373,0.0077841162992966974,,,0.015697426611073113,,0.009984461309023683,,0.019425640044033205,0.013124068035165458,0.08254516049042737,,,,,,0.014502002608363377,,,,0.4126114804207334,,0.06951942963625665,,,,,,Control
2,0.010687391619584513,0.013203035562802131,,,,0.0020431672706655566,0.041128608047890196,0.07758210293173055,0.0018156822941952022,,0.041892761002154257,0.004129435880257313,0.1522736519365196,0.01675945910583867,,0.01825008973473532,0.1113642362084418,,0.028857114249671214,0.004456023222714754,0.060690985104136314,0.07187951936990553,,0.009203006077800684,0.0006898261797737393,0.0014377009561535505,,,0.014026363276922112,6.746741651393505e-05,,,0.2965679253554428,,0.008577678338700356,,0.001157388685417353,,0.011259380172032697,,Control
3,,0.004464735294886868,0.003459879258951741,,,,,0.30581773366485165,0.03001882151069303,0.002817264404698453,0.024747135113155027,,0.025124607459322518,0.10773643952892012,,,0.01814452551365349,,0.015083161657066522,,0.010370418914140223,0.007997964635440575,0.15997833166441858,,0.0005709682581530067,,,,0.01890387922728695,,,,0.2389669502769617,,0.025797183617399563,,,,,,Control
4,0.003176986108454318,0.028685221433612792,0.00012800703152312295,,0.002937153288523314,,0.0102547855253524,0.01878106386417155,0.0038961753725190135,4.6379359247508285e-05,0.12851308186513458,,0.1587472708323714,0.05030645419285897,0.0025090202700474265,0.015886167325184858,0.04482080664630647,2.174676622494278e-05,0.0026320801699174813,0.009514364821276622,0.06188686487074793,0.032175113619123626,,0.029513453724530517,0.0001361491857021299,0.006103420611729319,0.016104150313648147,0.0007109440446429159,0.018414048534659607,0.0036025424958609,0.0005288277606643667,,0.1897925832602257,0.14775124008100102,0.010471943991873508,,7.183647421225174e-05,0.0016749132602916826,6.359125479047247e-05,0.00014161164356905868,Control
5,0.037970578649002946,0.3243340849235908,0.012085394269863796,0.00024367831333016118,0.00039645339443787516,,0.0019962679230186545,0.24185818972235495,0.03732251993230951,0.0007936274260507866,0.10998261617237474,,0.002208855889654388,0.04259253959335062,,,0.0952858386765148,,0.021874426707390215,,0.0008402629460924272,,,,0.005350628076477312,2.5119352958411204e-05,,,0.015168897793676634,,0.00037730503521547976,,0.03962279379502567,,0.006924499666756781,0.00274542174055291,,,,,Control
6,0.00106761676469199,0.0040795275209158524,0.004095873710343317,,,,,0.4181044377096361,0.030356578584105107,0.002351845610140574,0.028413588276392607,,0.013664010394170806,0.1226094575441826,,,0.014972206965221628,,0.012283509512830405,,0.0028518584965537123,0.0009731498294731422,0.0786894527867395,,0.0009807713656479113,,,,0.018331900451104683,,,0.00035039009729793475,0.16289830173120187,,0.08158102349809856,0.0013444991512516918,,,,,Control
7,0.0021199695038446173,0.00014420879992140619,0.0001270840049307392,,0.004359812572623903,,0.0034375772681265204,0.006161921846641752,,0.000316858779827312,0.04302058951155378,,,,,,0.005783774326847842,0.012121751083393648,0.0008174836345544714,0.011498148168733513,0.027425609540053048,,0.08231087792014058,,,0.034467705791215116,0.003060431198332065,,0.009019759710084231,0.002274192803760565,0.0009338521244910506,,0.7384481991475458,,0.006193367376624615,,,,,0.005956824886753531,Control
8,6.352428396221172e-05,0.036645777558376086,0.000192429080963453,,,,0.0005134535874153443,0.21777279529227306,0.0018320980988192424,6.847422816705938e-05,0.09943458231081752,,0.02342189849128794,,8.13647078671835e-05,0.0016371940457533653,0.0016524563737183129,0.0005326346212091291,0.0043926629864519,0.0007486790609832094,0.008022725193844454,,,,,0.0003472179612025436,0.09251146659731244,0.002824871283404002,0.0063472722043411214,0.0009224427273408826,2.774031231466712e-05,0.005025740225484397,0.39372990567571947,,0.10118418133955595,3.186526581870685e-05,,3.454648559633266e-05,,,Control
9,0.0002940052005398028,0.009176243610096238,3.4332677569064125e-05,,,,,0.2698335776624915,0.032534414964591266,0.001646854483629946,0.02174919422015956,,0.02555019634949451,0.06340658144263074,,,0.02097554429700298,,0.006444415749482857,,0.005423043910886953,0.008313571788464117,0.033959271721874934,,,,,,0.01857154793282341,,0.00013753326294628048,0.014072853131590872,0.4429320511749321,,0.023681445415853288,0.0012633210029395455,,,,,Control
