,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa872,condition
0,,,0.0009270840748311083,0.02995714566575483,,0.025209123558104618,,7.616241428285727e-05,0.011349470867188006,,0.002477661849897123,,0.008284436851507234,0.003872631020538217,3.357925636671175e-05,0.0005920330089386499,0.012108446803678508,0.13612098362433941,,,,0.007676196819779603,0.015956714325906493,0.009568710997217057,0.004573981987112345,,,0.7288668897091973,0.0010692397910586388,0.000580592757558193,0.0006989146167431045,Control
1,0.002132673466223536,0.00014507297422466301,0.0001278455585354843,0.004385938842271324,0.0034581770230804054,0.006198847294474665,,0.0003187575628103012,0.04327839130996766,,,,,0.0058184337176188814,0.012194390934792822,0.0008223824226360586,0.011567051066392145,0.027589958089022225,,0.08280412760820302,,0.03467425425187229,0.0030787708974345162,0.009073810812147726,0.002287820952547134,0.0009394482532256826,,0.7428733657000542,,0.006230481262465321,,Control
2,,0.12535327481140737,0.004001312171197842,,,0.008961067778246477,0.03249051841206823,,0.022598503962838017,0.009123064222424529,,,,0.028663565571577808,,0.007014019726477528,,0.017876947074695924,,,,,0.0034471138095360904,0.0005173228552896421,,,,,0.713481365399819,0.02647192420442161,,Control
3,0.0007510981653541147,0.008847218785063758,0.0001618400289902862,,,0.29076463614339865,0.014046803962945243,,0.130508319694002,,,,,0.00601420528361625,7.338626900631197e-05,0.003968495285555511,,0.0002277467521156004,,,,,0.001272931989573296,0.008015146405606669,,,0.0020744357902123963,,0.5026092233207038,0.030664512123856076,,Control
4,,0.0030852828434135165,0.013937690064702746,,,0.24243330610975306,0.029418375936920132,0.002917202717389874,0.005412180057961317,,0.009477289033622301,0.03310965851181046,,0.049262968647386336,,0.010481314653893658,,0.006047036919508452,0.0064125605670658945,0.31142918531157904,,,,0.015739691271234542,,,,0.24443305459708256,,0.01640320275667607,,Control
5,,0.03982470242314006,0.0017494791135581644,,,0.4574336687679399,0.013484735006939917,,0.05148342972864491,0.0032029988318659597,0.026618443536244714,0.007819421008364125,,0.07485249664310648,,0.0167224910086761,,0.01563706228212646,0.016092988410996413,,,,,0.013611619615020372,,,,0.2540937560000611,,0.007372707623315193,,Control
6,0.003995176745829089,0.026677101079663337,,,0.032058290934774476,0.13472623220253463,0.00857718415008743,,0.05621932273122441,0.00899968120962978,0.0980561983082045,0.009848563016156177,,0.13887344904912416,,0.030981086295523506,0.001798213050735582,0.021511520268616083,0.07586181099408587,,0.0004910044166230789,0.00262765642005349,,0.02233507957045466,,,,0.25670820468064953,,0.06935897077572813,0.0002952541003019156,Control
7,0.006008781968009259,0.052104405318923276,0.002268333761470986,0.003421281401668559,0.017335171513428935,0.2989334544639266,0.0047245812235484404,0.0007902773812066564,0.018820336994732585,0.06046301044539155,0.14422456101035816,0.03469718784123022,0.007999860788946813,0.0564528408233018,0.0009017947721368653,0.0021381417170643576,0.0014120584571828926,0.013646184709936475,0.05694612755064201,,6.313306146857689e-05,0.0033629231095547484,,0.004562769595414694,0.0004571045862296288,0.0001652070196749146,0.0018471991043805965,0.18148898317466777,0.003809523203203891,0.020275262270122708,0.0006795027321760778,Control
8,0.0013974349983773037,0.011850574956333978,,,,0.18717678582203834,0.029655181130407698,,0.020777442728608545,,0.02526554322813804,0.09158754323792316,,0.02466640953590888,,0.008519257082375888,,0.0045624061241696925,0.006775877927580453,0.03408864813911807,,,0.004210448206635279,0.01913048760798268,,,0.0006274697191838572,0.5175473395120821,,0.012161150043135996,,Control
9,,0.005973150357391745,7.727389042683714e-05,,,0.07733316071452054,0.013584122845257014,0.0012809866783454087,0.012122189844956614,,0.03352533804798467,0.0064419520355702645,0.0011322040961230556,0.039519425179353314,0.0004904464590048864,0.0025932268019027184,,0.005483108473729409,0.03329422438355361,0.08866531605931481,,0.00846786306338381,0.0007576684727584252,0.011925667372313493,0.00027359407539868377,,,0.6458448595162696,,0.011214221632441282,,Control
