,taxa102106,taxa1263,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa283168,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa816,taxa841,condition
0,0.0022955994556940087,,,0.00022421276611437062,0.0017627253651754796,,0.02816562243012711,0.03491228781838767,0.02543081671712683,0.002337270578343554,0.0016421372491896256,0.01080867791909902,0.19718848991964483,0.0017361738533987776,,0.011282179879116866,0.15736232856758278,0.03344642310571558,0.49126934664842475,0.00013570772685869795,Control
1,0.0011817852708822412,0.0007750121598841536,0.0006282051566792745,0.027661126793721725,0.015590970369860367,0.0008665166762539116,0.037106413977981166,0.06141241218786854,0.011233845121943095,0.03933228354850962,0.03677137863103024,,0.0065446828546743925,0.014611183539847774,,0.0009861166327226369,0.0005717921781406372,0.009216747991675756,0.7102682725857355,0.02524125432258896,Control
2,0.001601241816982443,0.0031882317995501996,0.0016751799052992394,0.028418372136184956,0.004387529023378581,0.0003125759472754993,0.02019506367891067,0.1293402193625208,0.01865372242912981,0.02407124116975628,0.011568096122086573,0.00046677436624342647,0.0363833259109494,0.053993342571665305,0.0007024118390095639,0.0013353861689911802,0.0014048236780191277,0.0039003948936856027,0.6411289510264108,0.017273116153950673,Control
3,0.00046232422905222,0.002405794491116572,,0.04230390201855164,0.0010008105083044942,,0.010863281400764199,0.037217820890529926,,0.03365312817609902,,,0.44917392478997553,,,0.01868100708873137,0.0012599673223635968,0.009461385068635902,0.3905198831838825,0.002996770831993208,Control
4,0.0057125609203684275,0.029657825108259084,0.037246902595649486,0.2704677500310603,0.002212199386113844,,0.031043550243229488,0.10119640884425561,0.018130069210190693,0.06911780901532709,0.0023547405634819205,0.0012909181647178503,0.03047944877022682,0.07158653842443824,,0.002957646749890283,,0.006783879684222235,0.3020561096312527,0.017705642657315907,Control
5,0.0072744634307344725,,0.053572317814493745,0.03713556585545334,0.021252723823153817,0.002809434924551899,0.05599470021247769,0.14398944007423853,0.012207259075732725,0.04333371645239927,0.12614844266819852,,0.009660972667719418,0.0632848581511492,3.811523356141898e-05,,,0.005735575626169566,0.39230959670778787,0.025252817282178517,Control
6,0.0020310590408401307,0.32730623927643027,0.006422398178336698,0.04480431848852901,0.005778287333946392,0.00025119526749708396,0.23602761157488686,0.0034379117751264935,,0.02888347485459735,0.0029263651527275188,,0.03794680711308565,,,,0.006586411570109752,0.011136987010298608,0.0608497645293174,0.2256111688342708,Control
7,0.023666069815571494,0.11629632637505037,0.3693136201172798,0.15953464148580704,0.037994034409558015,0.000883735012940947,0.05467312166714377,0.06320449223821183,,0.07078810123677408,0.02042497797402105,,0.006813268392429567,0.02635703871770302,0.00306535578463959,,,0.01349882064762191,0.021253953429439438,0.012232442695807963,Control
8,0.010970637748366582,0.036854581145557064,0.06457289152463708,0.04612770633561701,0.002447735903375375,0.00010556698134930809,0.020893033637151656,0.1422937116517811,0.0203328983853654,0.1380125091245661,0.025160168069837174,0.0010611845065486417,0.08926442322950781,0.08357663633885609,0.0005685761085039494,0.0017411799237261676,,0.025936164164083956,0.2829577752332659,0.00712261998790369,Control
9,0.0023324882678526313,,0.08074248282377498,0.0018313206753606819,0.000966596186392476,4.838908668682868e-06,0.34337657827332846,2.5484800802654144e-06,,0.0333609519152608,1.6334479704924648e-05,,1.26350538268197e-07,0.000899088733156172,0.00021292792282798177,,7.680242017241559e-05,0.322902120423414,0.2132715393457464,3.2547937208335065e-06,Treat
10,5.573642913726418e-06,0.021887065385843993,0.000111159998921102,0.013518062361928507,0.0001101859607324754,,0.14312776864702578,6.113502404459193e-07,0.013659889800291142,7.708900173979027e-05,5.074568947547129e-08,0.021547622848259732,3.978080545678639e-07,,,3.886863754294952e-06,0.00015527135841820718,0.20779999142810276,0.5779933363505416,2.036447542520416e-06,Treat
11,,0.05222660866202371,0.014052392776149112,0.008453137264537613,0.00030378821140266413,9.270972880792421e-08,0.27071722150746125,2.202643828671582e-06,0.02348730055408298,0.02025836054545902,4.299023468252618e-07,0.02755732492281015,6.919271415667101e-07,0.00016280131276253854,1.0086458769622082e-05,2.041707922968953e-05,0.00010134549724727213,0.06046715870429866,0.5221783398528953,2.9946782460622467e-07,Treat
12,0.00011621820451992304,0.015068383730503399,0.02745170489607729,0.0050253947249281955,0.00033148586494308576,8.212813754738738e-08,0.10805318199414865,3.0975318922618e-05,0.028874048683982054,0.00847044760236099,1.387685696276304e-06,,1.148487817822275e-06,0.007826345866289894,3.679525296118559e-05,9.192228538922093e-06,,0.21781891430242986,0.5808835512199543,7.418077880814096e-07,Treat
13,0.0001689535652827713,0.004599814092336701,0.034722294347136334,0.0012377108363206648,0.00019862176077741186,,0.05680832409391144,2.3583917371819098e-05,0.015324151595467626,0.003311262352938211,1.7221437519826985e-08,0.2137499985744757,1.761468310258742e-06,,0.00011034539301119667,7.751576124112339e-05,1.2304446312222454e-05,0.04756789203376545,0.6220853381063137,1.1043358974965308e-07,Treat
